298.3-04.8 |           1.58   CKS91
298.3-04.8 |           1.61   75..9002
298.3-04.8 |           2.4    84..1511
298.3-04.8 |    1.03 - 1.4    71..9065
299.5+02.4 |           2.0    84..1511
299.5+02.4 |           2.25   71..9065
299.8-01.3 |           0.9    84..1511
299.8-01.3 |           3.43   71..9065
300.2+00.6 |           0.7    84..1511
300.2+00.6 |           3.11   71..9065
300.4-00.9 |           1.54   78..1992
300.4-00.9 |           1.6    84..1511
300.4-00.9 |           1.85   71..9065
300.5-01.1 |           1.6    84..1511
300.5-01.1 |           3.03   71..9065
300.5-01.1 |           3.04   CKS91
300.7-02.0 |           1.40   84..4108
300.7-02.0 |           1.45   82...363
300.7-02.0 |           2.6    84..1511
300.7-02.0 |           3.54   71..9065
303.6+40.0 |           0.21   82...363
303.6+40.0 |           0.22   78..1992
303.6+40.0 |           0.22   84..4108
303.6+40.0 |           0.22   CKS91
303.6+40.0 |           0.26   71..9065
303.6+40.0 |           0.5    84..1511
304.5-04.8 |           1.20   84..4108
304.5-04.8 |           1.59   82...363
304.5-04.8 |           2.0    84..1511
304.5-04.8 |           2.25   78..1992
304.5-04.8 |           2.51   CKS91
304.5-04.8 |           2.68   76..9034
304.5-04.8 |           3.16   75..9002
304.5-04.8 |    2.1  - 3.7    71..9065
306.4-00.6 |           1.70   84..4108
306.4-00.6 |           2.15   71..9065
306.4-00.6 |           2.45   CKS91
306.4-00.6 |           2.5    84..1511
307.2-03.4 |           0.49   84..4108
307.2-03.4 |           0.51   82...363
307.2-03.4 |           0.58   76..9034
307.2-03.4 |           0.59   75..9002
307.2-03.4 |           0.60   71..9065
307.2-03.4 |           0.7    84..1511
307.2-03.4 |           0.85   78..1992
307.2-09.0 |           4.9    84..1511
307.2-09.0 |         > 7.20   75..9002
307.5-04.9 |           1.60   84..4108
307.5-04.9 |           1.78   82...363
307.5-04.9 |           2.4    78..1992
307.5-04.9 |           2.8    84..1511
307.5-04.9 |           3.14   CKS91
307.5-04.9 |           3.18   76..9034
307.5-04.9 |           3.25   75..9002
307.5-04.9 |    2.3  - 2.86   71..9065
308.6-12.2 |           2.40   84..4108
308.6-12.2 |           2.46   71..9065
308.6-12.2 |           2.59   82...363
308.6-12.2 |           2.74   CKS91
308.6-12.2 |           3.6    84..1511
309.0+00.8 |           0.9    84..1511
309.0+00.8 |           3.91   71..9065
309.0-04.2 |           2.3    78..1992
309.0-04.2 |           2.5    71..9065
309.0-04.2 |           2.90   84..4108
309.0-04.2 |           3.45   82...363
309.0-04.2 |           3.73   CKS91
309.0-04.2 |           4.2    84..1511
309.1-04.3 |           0.67   84..4108
309.1-04.3 |           0.69   82...363
309.1-04.3 |           1.2    84..1511
309.1-04.3 |           1.24   CKS91
309.1-04.3 |           1.98   84..1007
309.1-04.3 |           2.8    78..1992
309.1-04.3 |           3.63   76..9034
309.1-04.3 |           4.05   75..9002
309.1-04.3 |    2.4  - 4.0    71..9065
310.7-02.9 |           2.1    71..9065
310.7-02.9 |           2.1    78..1992
310.7-02.9 |           2.70   84..4108
310.7-02.9 |           3.39   CKS91
310.7-02.9 |           3.45   82...363
310.7-02.9 |           4.0    84..1511
311.4+02.8 |           2.60   84..4108
311.4+02.8 |           3.51   71..9065
311.4+02.8 |           3.89   82...363
311.4+02.8 |           4.0    84..1511
311.4+02.8 |           5.31   76..9034
311.4+02.8 |           5.44   75..9002
312.3+10.5 |           1.60   84..4108
312.3+10.5 |           2.20   82...363
312.3+10.5 |           2.3    84..1511
312.3+10.5 |           2.47   84..1007
312.3+10.5 |           2.5    78..1992
312.3+10.5 |           3.12   75..9002
312.3+10.5 |           3.2    76..9034
312.3+10.5 |           3.20   CKS91
312.3+10.5 |           3.7    71..9065
312.6-01.8 |           2.00   84..4108
312.6-01.8 |           2.6    71..9065
312.6-01.8 |           2.65   82...363
312.6-01.8 |           3.1    84..1511
312.6-01.8 |           3.97   CKS91
315.0-00.3 |           1.80   84..4108
315.0-00.3 |           2.01   76..9034
315.0-00.3 |           2.04   82...363
315.0-00.3 |           2.3    78..1992
315.0-00.3 |           2.31   71..9065
315.0-00.3 |           2.8    84..1511
315.0-00.3 |           3.48   CKS91
315.0-00.3 |           3.56   75..9002
315.1-13.0 |           0.86   84..4108
315.1-13.0 |           0.91   82...363
315.1-13.0 |           1.39   84..1007
315.1-13.0 |           1.41   CKS91
315.1-13.0 |           1.6    84..1511
315.1-13.0 |           3.92   76..9034
315.1-13.0 |           4.01   75..9002
315.1-13.0 |    2.6  - 4.5    71..9065
315.4+05.2 |           4.3    84..1511
315.4+05.2 |           5.88   71..9065
315.4+05.2 |           6.31   CKS91
315.4+09.4 |           7.92   78..1992
316.1+08.4 |           2.50   84..4108
316.1+08.4 |           2.98   78..1992
316.1+08.4 |           3.9    71..9065
316.1+08.4 |           3.9    84..1511
316.1+08.4 |           4.30   CKS91
316.1+08.4 |         > 2.70   75..9002
317.1-05.7 |           0.97   78..1992
317.1-05.7 |           1.10   84..4108
317.1-05.7 |           1.16   71..9065
317.1-05.7 |           1.36   CKS91
317.1-05.7 |           1.43   82...363
317.1-05.7 |           1.7    84..1511
318.3-02.0 |           1.11   78..1992
318.3-02.0 |           1.33   71..9065
318.3-02.0 |           2.60   CKS91
318.3-02.0 |           2.70   84..4108
318.3-02.0 |           2.98   82...363
318.3-02.0 |           4.1    84..1511
318.3-02.5 |           1.1    84..1511
318.3-02.5 |           1.18   71..9065
318.3-02.5 |           2.35   CKS91
318.3-02.5 |           2.39   82...363
318.4+41.4 |           0.31   82...363
318.4+41.4 |           0.33   84..4108
318.4+41.4 |           0.38   CKS91
318.4+41.4 |           0.39   78..1992
318.4+41.4 |           0.47   71..9065
318.4+41.4 |           0.6    84..1511
319.2+06.8 |           1.80   84..4108
319.2+06.8 |           2.42   71..9065
319.2+06.8 |           2.48   82...363
319.2+06.8 |           2.5    84..1511
319.2+06.8 |           3.03   76..9034
319.2+06.8 |           3.10   75..9002
319.6+15.7 |           0.26   84..1007
319.6+15.7 |           1.20   84..4108
319.6+15.7 |           1.48   78..1992
319.6+15.7 |           1.67   75..9002
319.6+15.7 |           1.7    84..1511
319.6+15.7 |           1.88   82...363
319.6+15.7 |           2.36   76..9034
319.6+15.7 |           2.36   CKS91
319.6+15.7 |    1.2  - 2.2    71..9065
320.1-09.6 |           1.90   84..4108
320.1-09.6 |           2.24   82...363
320.1-09.6 |           3.1    84
320.1-09.6 |           3.5    78..1992
320.1-09.6 |           3.55   CKS91
320.1-09.6 |           3.8    71..9065
320.1-09.6 |           4.77   76..9034
320.1-09.6 |           4.89   75..9002
320.9+02.0 |           0.93   84..4108
320.9+02.0 |           0.99   82...363
320.9+02.0 |           1.43   CKS91
320.9+02.0 |           1.7    84..1511
320.9+02.0 |           2.4    78..1992
320.9+02.0 |    3.3  - 3.9    71..9065
321.3+02.8 |           1.20   84..4108
321.3+02.8 |           1.23   82...363
321.3+02.8 |           1.94   CKS91
321.3+02.8 |           2.0    84..1511
321.3+02.8 |           4.6    78..1992
321.3+02.8 |    4.6  - 6.3    71..9065
321.3-16.7 |           4.9    84..1511
321.3-16.7 |           5.45   78..1992
321.3-16.7 |         > 5.26   75..9002
321.8+01.9 |           1.3    78..1992
321.8+01.9 |           1.70   71..9065
321.8+01.9 |           2.20   84..4108
321.8+01.9 |           2.51   82...363
321.8+01.9 |           2.63   CKS91
321.8+01.9 |           3.2    84..1511
322.1-06.6 |           4.5    84..1511
322.1-06.6 |           5.11   78..1992
322.1-06.6 |         > 4.53   75..9002
322.4-00.1 |           0.96   84..4108
322.4-00.1 |           1.40   82...363
322.4-00.1 |           2.24   CKS91
322.4-00.1 |           2.9    84..1511
322.4-00.1 |    4.1  - 5.2    71..9065
322.4-02.6 |           1.65   78..1992
322.4-02.6 |           1.70   84..4108
322.4-02.6 |           2.12   82...363
322.4-02.6 |           2.28   CKS91
322.4-02.6 |           2.31   76..9034
322.4-02.6 |           2.34   75..9002
322.4-02.6 |           2.4    84..1511
322.4-02.6 |    1.5  - 1.8    71..9065
322.5-05.2 |           1.50   84..4108
322.5-05.2 |           1.78   82...363
322.5-05.2 |           2.6    84..1511
322.5-05.2 |           2.81   CKS91
322.5-05.2 |           3.3    78..1992
322.5-05.2 |           3.81   71..9065
322.5-05.2 |           4.04   76..9034
322.5-05.2 |           4.14   75..9002
323.1-02.5 |           2.4    71..9065
323.1-02.5 |           2.50   84..4108
323.1-02.5 |           2.6    78..1992
323.1-02.5 |           3.40   CKS91
323.1-02.5 |           3.44   82...363
323.1-02.5 |           3.7    84..1511
323.9+02.4 |           1.50   84..4108
323.9+02.4 |           1.64   82...363
323.9+02.4 |           2.5    78..1992
323.9+02.4 |           2.61   CKS91
323.9+02.4 |           2.9    84..1511
323.9+02.4 |    3.2  - 4.2    71..9065
324.2+02.5 |           1.8    84..1511
324.2+02.5 |           2.60   84..4108
324.2+02.5 |           2.9    78..1992
324.2+02.5 |           5.5    71..9065
324.2+02.5 |           6.60   CKS91
324.8-01.1 |           1.00   84..4108
324.8-01.1 |           1.09   82...363
324.8-01.1 |           1.57   CKS91
324.8-01.1 |           1.7    84..1511
324.8-01.1 |           3.6    71..9065
325.0+03.2 |           2.50   84..4108
325.0+03.2 |           2.62   82...363
325.0+03.2 |           4.21   CKS91
325.0+03.2 |          10.3    84..1511
325.0+03.2 |          14.6    71..9065
325.4-04.0 |           2.00   84..4108
325.4-04.0 |           2.8    84..1511
325.4-04.0 |           2.9    71..9065
325.4-04.0 |           3.1    78..1992
325.4-04.0 |           3.27   82...363
325.4-04.0 |           3.38   75..9002
325.4-04.0 |           3.44   76..9034
325.4-04.0 |           3.44   CKS91
325.8+04.5 |           4.7    84..1511
325.8-12.8 |           3.8    84..1511
326.0-06.5 |           7.88   78..1992
326.0-06.5 |           8.4    84..1511
326.0-06.5 |         > 7.60   75..9002
326.7+42.2 |           2.00   78..1992
326.7+42.2 |           2.41   71..9065
326.7+42.2 |           2.47   CKS91
326.7+42.2 |           3.8    84..1511
327.1-01.8 |           1.70   84..4108
327.1-01.8 |           1.77   82...363
327.1-01.8 |           2.82   CKS91
327.1-01.8 |           2.9    84..1511
327.1-01.8 |           3.6    78..1992
327.1-01.8 |           4.4    71..9065
327.1-02.2 |           2.00   84..4108
327.1-02.2 |           2.14   82...363
327.1-02.2 |           3.41   CKS91
327.1-02.2 |           3.7    71..9065
327.1-02.2 |           3.7    84..1511
327.1-02.2 |           5.5    78..1992
327.1-02.2 |           7.60   76..9034
327.1-02.2 |           7.78   75..9002
327.5+13.3 |           7.74   78..1992
327.5+13.3 |           8.4    84..1511
327.8+10.0 |           0.89   84..4108
327.8+10.0 |           0.92   82...363
327.8+10.0 |           1.20   84..1007
327.8+10.0 |           1.6    84..1511
327.8+10.0 |           1.68   CKS91
327.8+10.0 |           1.9    78..1992
327.8+10.0 |           2.30   76..9034
327.8+10.0 |           2.63   75..9002
327.8+10.0 |    2.0  - 3.3    71..9065
327.8-01.6 |           1.40   84..4108
327.8-01.6 |           1.59   82...363
327.8-01.6 |           2.54   CKS91
327.8-01.6 |           2.7    84..1511
327.8-01.6 |           2.79   78..1992
327.8-01.6 |           3.6    71..9065
327.8-06.1 |           8.06   78..1992
327.8-06.1 |          10.0    84..1511
327.8-06.1 |          19.7    CKS91
327.8-06.1 |   10.9  -17.1    71..9065
327.8-07.2 |           2.2    78..1992
327.8-07.2 |           3.1    71..9065
327.8-07.2 |           3.1    84..1511
327.8-07.2 |           4.73   CKS91
328.9-02.4 |           1.10   84..4108
328.9-02.4 |           1.62   82...363
328.9-02.4 |           1.7    84..1511
328.9-02.4 |           1.8    78..1992
328.9-02.4 |           1.9    71..9065
328.9-02.4 |           2.012  CKS91
329.0+01.9 |           1.18   CKS91
329.3-02.8 |           1.60   84..4108
329.3-02.8 |           1.8    71..9065
329.3-02.8 |           2.12   82...363
329.3-02.8 |           2.2    78..1992
329.3-02.8 |           2.3    84..1511
329.3-02.8 |           2.34   CKS91
329.3-02.8 |           2.36   76..9034
329.3-02.8 |           2.42   75..9002
329.4-02.7 |           5.9    78..1992
329.4-02.7 |           8.4    84..1511
329.4-02.7 |          12.8    CKS91
329.4-02.7 |    4.6  - 7.6    71..9065
330.6-02.1 |           1.2    84..1511
330.6-02.1 |           2.4    71..9065
330.6-02.1 |           2.6    78..1992
330.6-02.1 |           5.23   CKS91
330.6-02.1 |           7.63   CKS91
330.6-03.6 |           2.90   84..4108
330.6-03.6 |           3.5    78..1992
330.6-03.6 |           4.3    84..1511
330.6-03.6 |           4.69   82...363
330.6-03.6 |           4.81   CKS91
330.6-03.6 |    3.0  - 3.5    71..9065
331.0-02.7 |           3.31   82...363
331.0-02.7 |           5.4    84..1511
331.1-05.7 |           6.2    84..1511
331.1-05.7 |           8.56   78..1992
331.1-05.7 |         > 6.75   75..9002
331.3+16.8 |           2.30   84..4108
331.3+16.8 |           2.49   82...363
331.3+16.8 |           3.8    84..1511
331.3+16.8 |           4.8    78..1992
331.3+16.8 |           5.14   CKS91
331.3+16.8 |           5.23   76..9034
331.3+16.8 |           6.10   75..9002
331.3+16.8 |    4.9  -10.5    71..9065
331.4+00.5 |           1.2    84..1511
331.4-03.5 |           5.6    84..1511
331.5-02.7 |           2.2    78..1992
331.5-02.7 |           2.60   84..4108
331.5-02.7 |           2.7    71..9065
331.5-02.7 |           4.0    84..1511
331.5-02.7 |           4.05   82...363
331.5-02.7 |           5.27   CKS91
331.5-03.9 |           1.38   78..1992
331.5-03.9 |           1.4    71..9065
331.5-03.9 |           1.6    84..1511
331.5-03.9 |           2.01   CKS91
331.7-01.0 |           0.63   84..4108
331.7-01.0 |           0.85   82...363
331.7-01.0 |           1.0    84..1511
331.7-01.0 |           1.27   CKS91
331.7-01.0 |           1.4    71..9065
331.7-01.0 |           1.44   76..9034
331.7-01.0 |           1.47   75..9002
331.7-01.0 |           2.10   78..1992
332.0-03.3 |           1.50   84..4108
332.0-03.3 |           2.0    78..1992
332.0-03.3 |           2.29   82...363
332.0-03.3 |           2.3    84..1511
332.0-03.3 |           2.4    71..9065
332.0-03.3 |           2.77   CKS91
332.3-04.2 |           7.1    84..1511
333.4+01.1 |           1.20   84..4108
333.4+01.1 |           1.39   82...363
333.4+01.1 |           2.0    84..1511
333.4+01.1 |           2.2    CKS91
333.4+01.1 |           2.6    78..1992
333.4+01.1 |    2.05 - 2.3    71..9065
334.3-09.3 |           2.98   CKS91
334.3-09.3 |           3.25   75..9002
334.3-09.3 |    2.8  - 4.0    71..9065
335.4-01.1 |           1.40   84..4108
335.4-01.1 |           1.69   82...363
335.4-01.1 |           2.1    71..9065
335.4-01.1 |           2.35   CKS91
335.4-01.1 |           2.5    84..1511
336.2+01.9 |           2.50   84..4108
336.2+01.9 |           3.54   82...363
336.2+01.9 |           3.6    78..1992
336.2+01.9 |           4.0    84..1511
336.2+01.9 |           5.24   CKS91
336.2+01.9 |    2.8  - 3.6    71..9065
336.2-06.9 |           2.90   84..4108
336.2-06.9 |           3.7    78..1992
336.2-06.9 |           3.92   82...363
336.2-06.9 |           4.5    84..1511
336.2-06.9 |           4.66   71..9065
336.2-06.9 |           5.74   CKS91
336.3-05.6 |           3.50   84..4108
336.3-05.6 |           4.10   82...363
336.3-05.6 |           6.2    84..1511
336.3-05.6 |           6.48   CKS91
336.3-05.6 |           7.3    78..1992
336.3-05.6 |           8.18   71..9065
337.4+01.6 |           2.6    84..1511
337.4+01.6 |           6.89   78..1992
337.5-05.1 |           3.2    84..1511
337.5-05.1 |           4.8    78..1992
337.5-05.1 |           5.62   71..9065
338.1-08.3 |           1.80   84..4108
338.1-08.3 |           2.4    78..1992
338.1-08.3 |           2.5    84..1511
338.1-08.3 |           2.64   82...363
338.1-08.3 |           3.40   75..9002
338.1-08.3 |           3.47   CKS91
338.1-08.3 |           3.58   76..9034
338.1-08.3 |    2.7  - 3.2    71..9065
338.8+05.6 |           1.80   84..4108
338.8+05.6 |           2.0    78..1992
338.8+05.6 |           2.7    84..1511
338.8+05.6 |           2.73   82...363
338.8+05.6 |           2.9    71..9065
338.8+05.6 |           3.12   CKS91
339.9+88.4 |           6.29   CKS91
340.8+12.3 |           2.46   CKS91
341.5-09.1 |           6.7    84..1511
341.6+13.7 |           1.30   84..4108
341.6+13.7 |           1.48   82...363
341.6+13.7 |           1.9    84..1511
341.6+13.7 |           2.27   78..1992
341.6+13.7 |           2.38   CKS91
341.6+13.7 |           2.73   71..9065
341.8+05.4 |           0.73   84..4108
341.8+05.4 |           0.96   82...363
341.8+05.4 |           1.0   
341.8+05.4 |           1.28   CKS91
341.8+05.4 |           1.5    78..1992
341.8+05.4 |           1.54   75..9002
341.8+05.4 |           1.6    76..9034
341.8+05.4 |    1.5  - 1.9    71..9065
342.1+10.8 |           0.87   84..4108
342.1+10.8 |           1.0    78..1992
342.1+10.8 |           1.01   CKS91
342.1+10.8 |           1.04   76..9034
342.1+10.8 |           1.07   75..9002
342.1+10.8 |           1.16   82...363
342.1+10.8 |           1.3    84..1511
342.1+10.8 |           1.30   71..9065
342.1+27.5 |           2.60   84..4108
342.1+27.5 |           3.40   82...363
342.1+27.5 |           4.0    84..1511
342.1+27.5 |           4.3    78..1992
342.1+27.5 |           5.71   75..9002
342.1+27.5 |           6.20   76..9034
342.1+27.5 |           6.6    71..9065
342.1+27.5 |           6.60   CKS91
342.5-14.3 |           1.88   CKS91
342.5-14.3 |           2.8   
342.7+00.7 |           1.4    84..1511
342.7+00.7 |           1.53   CKS91
342.7+00.7 |           2.28   71..9065
342.9-02.0 |           2.2    84..1511
343.4+11.9 |           8.8    84..1511
343.4+11.9 |          14.65   71..9065
343.4+11.9 |          16.2    CKS91
343.5-07.8 |           4.8    84..1511
343.5-07.8 |           7.52   71..9065
343.5-07.8 |           8.1    CKS91
343.9+00.8 |           0.9    84..1511
343.9+00.8 |           3.52   71..9065
344.2-01.2 |           1.4    84..1511
344.2-01.2 |           2.65   71..9065
345.2-08.8 |           0.59   82...363
345.2-08.8 |           1.0    84..1511
345.2-08.8 |           1.40   84..4108
345.2-08.8 |           2.01   78..1992
345.2-08.8 |           2.08   71..9065
345.2-08.8 |           2.47   76..9034
345.2-08.8 |           2.52   75..9002
345.2-08.8 |           2.64   CKS91
345.4+00.1 |           0.81   84..4108
345.4+00.1 |           1.03   82...363
345.4+00.1 |           1.4    84..1511
345.4+00.1 |           1.5    78..1992
345.4+00.1 |           2.24   76..9034
345.4+00.1 |           2.29   75..9002
345.4+00.1 |           2.3    71..9065
345.4+00.1 |           2.37   CKS91
345.6+06.7 |           6.08   CKS91
345.6+06.7 |           6.4    84..1511
345.6+06.7 |           7.73   71..9065
346.2-08.2 |           2.10   84..4108
346.2-08.2 |           3.0    78..1992
346.2-08.2 |           3.2    84..1511
346.2-08.2 |           3.44   76..9034
346.2-08.2 |           3.52   75..9002
346.2-08.2 |           3.53   82...363
346.3-06.8 |           3.81   78..1992
346.9+12.4 |           0.59   CKS91
346.9+12.4 |           0.88   78..1992
346.9+12.4 |           1.04   71..9065
346.9+12.4 |           1.51   82...363
346.9+12.4 |           3.0    84..1511
347.4+05.8 |           2.60   CKS91
347.4+05.8 |           2.60   CKS91
348.0-13.8 |           3.40   84..4108
348.0-13.8 |           5.2    78..1992
348.0-13.8 |           5.2    84..1511
348.0-13.8 |           5.73   71..9065
348.0-13.8 |           6.50   75..9002
348.0-13.8 |           7.66   76..9034
348.8-09.0 |           7.1    84..1511
348.8-09.0 |          11.73   71..9065
349.3-01.1 |           1.10   84..4108
349.3-01.1 |           1.23   78..1992
349.3-01.1 |           1.32   71..9065
349.3-01.1 |           1.34   CKS91
349.3-01.1 |           1.40   82...363
349.3-01.1 |           1.43   76..9034
349.3-01.1 |           1.47   75..9002
349.3-01.1 |           1.7    84..1511
349.5+01.0 |           0.18   84..1007
349.5+01.0 |           0.28   84..4108
349.5+01.0 |           0.4    84..1511
349.5+01.0 |           0.40   82...363
349.5+01.0 |           0.525  CKS91
349.5+01.0 |           0.65   78..1992
349.5+01.0 |           0.70   75..9002
349.5+01.0 |           0.78   76..9034
349.5+01.0 |           0.95   71..9065
349.8+04.4 |           2.90   84..4108
350.1-03.9 |           2.5    84..1511
350.1-03.9 |           2.92   71..9065
350.5-05.0 |           1.7    84..1511
350.5-05.0 |           3.65   71..9065
350.9+04.4 |           1.90   84..4108
350.9+04.4 |           2.25   82...363
350.9+04.4 |           3.4    84..1511
350.9+04.4 |           3.62   78..1992
350.9+04.4 |           3.73   CKS91
350.9+04.4 |           4.62   71..9065
351.1+04.8 |           5.54   CKS91
351.2+05.2 |           1.5    84..1511
351.2+05.2 |           3.49   78..1992
351.2+05.2 |           4.70   84..4108
351.2+05.2 |           4.77   71..9065
351.2+05.2 |           8.06   CKS91
351.6-06.2 |           3.9    84..1511
351.6-06.2 |           5.23   71..9065
352.0-04.6 |           2.2    84..1511
352.0-04.6 |           4.97   71..9065
352.1+05.1 |           3.1    84..1511
352.1+05.1 |           5.18   78..1992
352.1+05.1 |           6.67   71..9065
352.1+05.1 |           7.45   CKS91
352.6+00.1 |           0.9    84..1511
352.6+00.1 |           3.17   71..9065
352.6+03.0 |           5.26   CKS91
352.8-00.2 |           0.8    84..1511
352.8-00.2 |           2.49   71..9065
352.9-07.5 |           0.91   78..1992
352.9-07.5 |           2.0    84..1511
352.9-07.5 |           2.25   CKS91
352.9-07.5 |           7.02   71..9065
353.2-05.2 |           5.7    84..1511
353.2-05.2 |           7.04   71..9065
353.3+06.3 |           4.10   84..4108
353.5-04.9 |           2.54   CKS91
353.7+06.3 |           4.4    84..1511
353.7+06.3 |           4.92   78..1992
353.7+06.3 |           5.82   71..9065
353.7+06.3 |           7.09   CKS91
354.2+04.3 |           3.9    84..1511
354.2+04.3 |           5.60   84..4108
354.2+04.3 |           6.35   78..1992
354.2+04.3 |           7.57   71..9065
354.4-07.8 |           4.7    84..1511
354.4-07.8 |           4.96   71..9065
355.1-02.9 |           3.70   84..4108
355.1-06.9 |           3.00   84..4108
355.1-06.9 |           3.66   82...363
355.1-06.9 |           4.9    84..1511
355.1-06.9 |           6.2    78..1992
355.1-06.9 |           7.04   76..9034
355.1-06.9 |           7.20   75..9002
355.4-02.4 |           1.6    84..1511
355.4-02.4 |           3.28   78..1992
355.4-02.4 |           3.68   71..9065
355.4-02.4 |           5.65   CKS91
355.4-04.0 |           2.4    84..1511
355.4-04.0 |           3.86   71..9065
355.4-04.0 |           6.11   CKS91
355.6-02.7 |           2.70   84..4108
355.7-03.0 |           8.94   CKS91
355.7-03.5 |           2.51   CKS91
355.7-03.5 |           2.7    84..1511
355.9+02.7 |           4.87   CKS91
355.9+02.7 |          15.64   CKS91
355.9+03.6 |           4.36   CKS91
355.9-04.2 |           3.00   84..4108
356.1-03.3 |           2.2    84..1511
356.1-03.3 |           5.53   71..9065
356.2-04.4 |           2.00   84..4108
356.2-04.4 |           2.10   82...363
356.2-04.4 |           2.29   78..1992
356.2-04.4 |           3.6    84..1511
356.2-04.4 |           3.86   CKS91
356.3-06.2 |           4.8    84..1511
356.3-06.2 |           5.52   71..9065
356.5-02.3 |           4.08   CKS91
356.5-03.9 |           7.53   CKS91
356.6-07.8 |           4.4    84..1511
356.6-07.8 |           4.71   71..9065
356.7-04.8 |           2.70   84..4108
356.7-04.8 |           4.1    84..1511
356.7-04.8 |           4.13   71..9065
356.7-04.8 |           4.28   82...363
356.7-04.8 |           5.63   CKS91
356.7-06.4 |           5.01   71..9065
356.7-06.4 |           5.1    84..1511
356.8-05.4 |           3.9    84..1511
356.8-05.4 |           4.72   71..9065
356.9+04.4 |           3.6    84..1511
356.9+04.4 |           5.85   CKS91
356.9+04.5 |           5.1    84..1511
356.9-05.8 |           4.31   78..1992
356.9-05.8 |           4.80   84..4108
356.9-05.8 |           5.31   71..9065
356.9-05.8 |           5.81   82...363
356.9-05.8 |           7.2    84..1511
356.9-05.8 |           9.26   CKS91
357.0+02.4 |           3.0    84..1511
357.0+02.4 |           5.14   71..9065
357.0+02.4 |           5.24   78..1992
357.1+03.6 |           3.00   84..4108
357.1+03.6 |           3.3    78..1992
357.1+03.6 |           4.02   82...363
357.1+03.6 |           4.49   71..9065
357.1+03.6 |           4.6    84..1511
357.1+03.6 |           6.26   CKS91
357.1-04.7 |          13.2    CKS91
357.1-06.1 |           8.3    84..1511
357.1-06.1 |           9.50   78..1992
357.1-06.1 |          11.15   71..9065
357.2+07.4 |           3.20   84..4108
357.2-04.5 |           2.50   84..4108
357.2-04.5 |           3.20   82...363
357.2-04.5 |           4.2    84..1511
357.2-04.5 |           4.26   71..9065
357.2-04.5 |           5.02   CKS91
357.3+03.3 |           1.80   84..4108
357.3+03.3 |           2.07   82...363
357.3+03.3 |           3.23   CKS91
357.3+03.3 |           3.4    84..1511
357.3+03.3 |           4.3    78..1992
357.3+03.3 |           5.79   71..9065
357.3+04.0 |           8.0    84..1511
357.3+04.0 |           9.3    71..9065
357.3+04.0 |           9.92   CKS91
357.4-03.2 |           1.8    84..1511
357.4-03.2 |           3.95   78..1992
357.4-03.2 |           4.64   71..9065
357.4-03.2 |           6.60   CKS91
357.4-03.5 |           6.49   CKS91
357.4-04.6 |           2.2    84..1511
357.4-04.6 |           3.98   78..1992
357.4-04.6 |           5.11   71..9065
357.4-04.6 |           8.47   CKS91
357.5+03.2 |           4.0    84..1511
357.5+03.2 |           6.39   78..1992
357.5+03.2 |           6.70   71..9065
357.5+03.2 |           6.83   CKS91
357.6+01.7 |           0.8    84..1511
357.6+01.7 |           2.80   84..4108
357.6+01.7 |           3.31   78..1992
357.6+01.7 |           4.23   71..9065
357.6+01.7 |           4.72   CKS91
357.6+02.6 |           2.90   84..4108
357.6-03.3 |           1.2    84..1511
357.6-03.3 |           4.45   71..9065
357.9-03.8 |           4.7    84..1511
357.9-03.8 |           5.14   71..9065
357.9-05.1 |           3.5    84..1511
357.9-05.1 |           3.98   78..1992
357.9-05.1 |           4.39   71..9065
357.9-05.1 |           4.99   CKS91
358.0-05.1 |           2.3    84..1511
358.0-05.1 |           3.89   71..9065
358.0-05.1 |           6.43   CKS91
358.2+03.5 |           6.15   CKS91
358.2+03.5 |           7.22   CKS91
358.2+03.6 |           3.60   84..4108
358.2+03.6 |           4.35   82...363
358.2+03.6 |           4.76   78..1992
358.2+03.6 |           5.41   CKS91
358.2+03.6 |           6.1    84..1511
358.2+03.6 |           6.63   71..9065
358.2+04.2 |           3.10   84..4108
358.2+04.2 |           3.70   78..1992
358.2+04.2 |           3.98   82...363
358.2+04.2 |           4.9    84..1511
358.2+04.2 |           5.77   71..9065
358.2+04.2 |           7.09   CKS91
358.2-01.1 |           1.1    84..1511
358.2-01.1 |           2.29   71..9065
358.3+03.0 |           3.75   CKS91
358.3+03.0 |          10.8    CKS91
358.3-21.6 |           3.0    84..1511
358.3-21.6 |           3.76   CKS91
358.3-21.6 |           5.1    78..1992
358.3-21.6 |    4.7  - 5.0    71..9065
358.4+03.3 |           4.30   84..4108
358.5+05.4 |           0.92   84..4108
358.5+05.4 |           1.22   82...363
358.5+05.4 |           1.5    84..1511
358.5+05.4 |           1.94   CKS91
358.5+05.4 |           3.25   78..1992
358.5+05.4 |    4.3  - 4.4    71..9065
358.5-02.5 |           5.64   CKS91
358.5-04.2 |           3.53   CKS91
358.5-04.2 |           4.3    84..1511
358.5-07.3 |           1.2    71..9065
358.5-07.3 |           1.25   78..1992
358.5-07.3 |           1.30   84..4108
358.5-07.3 |           1.41   82...363
358.5-07.3 |           1.59   75..9002
358.5-07.3 |           1.60   76..9034
358.5-07.3 |           1.63   CKS91
358.5-07.3 |           1.9    84..1511
358.6+01.8 |           2.60   84..4108
358.6+07.8 |           5.9    84..1511
358.6+07.8 |           7.78   78..1992
358.6+07.8 |           9.80   71..9065
