PK,f_PK,Name,RAh,RAm,DE-,DEd,DEm,List,Disc,Note,ImFile,Page
322+14.1,M,K 1-24,14,35.0,-,44,0,S1,M S6 (Kohoutek 1971),*,--,--
322-00.1,--,Pe 2-8,15,19.8,-,56,59,--,Perek 1960,--,--,--
322-02.1,--,Mz 1,15,30.2,-,58,59,--,Menzel 1922,--,--,--
322-05.1,--,NGC 5979,15,43.4,-,61,4,--,J. Herschel 1835,*,--,--
322-06.1,--,He 2-136,15,47.8,-,62,22,--,Henize 1964,--,--,--
323+02.1,--,He 2-123,15,18.6,-,53,58,--,Henize 1964,--,--,--
323-02.1,--,He 2-132,15,34.0,-,58,35,--,Henize 1964,--,--,--
323-04.1,--,WKK 136-337,15,46.3,-,59,50,S6,Kraan-Korteweg etal. 1996,--,bb081-085,4
324+09.1,--,ESO-223-10,14,58.2,-,48,9,S1,Holmberg etal. 1977,--,bb081-085,4
324+03.1,--,IRAS15154-5258,15,15.5,-,52,59,S4,Manchado etal. 1989,*,bb081-085,4
324+02.1,--,He 2-125,15,19.9,-,53,41,--,Henize 1964,--,--,--
324-01.1,--,He 2-133,15,38.0,-,56,27,--,Henize 1964,*,bb081-085,5
325+04.1,--,He 2-128,15,21.5,-,51,9,--,Henize 1964,--,--,--
325+04.2,*,He 2-127,15,21.2,-,51,39,--,Henize 1964,*,--,--
325+03.1,--,He 2-129,15,21.8,-,52,40,--,Henize 1964,--,--,--
325-01.1,--,VB 2,15,47.4,-,56,12,S2,van den Bergh 1979,--,bb081-085,5
325-04.1,--,He 2-141,15,55.0,-,58,15,--,Henize 1964,--,--,--
325-12.1,--,He 2-182,16,49.8,-,64,10,--,Henize 1964,--,--,--
326+42.1,--,IC 972,14,1.7,-,16,59,--,Abell 1955,--,--,--
326+07.1,--,NeVe 3-2,15,16.2,-,48,49,S6,Kerber etal. 1998,--,bb081-085,5
326+02.1,*,IRAS15359-5226,15,36.0,-,52,27,S6,Garcia-Lario etal. 1996,*,bb081-085,5
326+00.1,*,WRA 16-185,15,41.2,-,53,53,S5,Wray 1966,*,bb081-085,5
326-01.1,M,He 2-139,15,50.9,-,55,21,--,M S4 (Henize 1964),*,--,--
326-01.2,--,VB 3,15,49.0,-,56,16,S2,van den Bergh 1979,--,bb086-090,1
326-06.1,--,He 2-151,16,11.4,-,59,47,--,Henize 1964,--,--,--
326-10.1,*,Cn 1-2,16,40.0,-,62,32,--,Cannon 1921,*,bb081-085,5
327+14.1,M,ESO-328-04,14,58.2,-,41,43,S2,M S3 (Holmberg etal. 1978),--,--,--
327+13.1,--,He 2-118,15,2.9,-,42,48,--,Henize 1964,--,--,--
327+10.1,--,NGC 5882,15,13.4,-,45,28,--,J. Herschel 1834,--,--,--
327-01.1,--,He 2-143,15,57.1,-,54,57,--,Henize 1964,--,--,--
327-01.2,--,He 2-140,15,54.2,-,55,33,--,Henize 1964,--,--,--
327-02.1,--,He 2-142,15,56.0,-,55,47,--,Henize 1964,--,--,--
327-04.1,*,He 2-147,16,9.9,-,56,52,--,Henize 1964,*,--,--
327-05.1,--,KsRm 1,16,15.0,-,57,52,S4,"Koester, Reimers 1989",*,bb086-090,1
327-06.1,--,He 2-158,16,19.3,-,58,12,--,Henize 1964,--,--,--
327-07.1,--,He 2-163,16,25.2,-,59,3,--,Henize 1964,--,--,--
328-01.1,*,PN 1557-5445,15,57.9,-,54,45,S6,Van de Steene etal. 1996b,*,bb086-090,1
328+01.1,--,Lo 10,15,45.7,-,52,21,S1,Longmore 1977,--,bb086-090,1
328-02.1,--,He 2-146,16,6.7,-,54,50,--,Henize 1964,--,--,--
328-17.1,M,He 2-269,17,42.2,-,64,37,--,M S2 (Henize 1964),--,--,--
329+12.1,M,ESO-328-40,15,14.3,-,42,26,S2,M S3 (Holmberg etal. 1978),--,--,--
329+02.1,--,Sp 1,15,47.9,-,51,22,--,Shapley 1936,*,--,--
329+01.1,--,VBRC 7,15,51.1,-,51,14,S1,van den Bergh etal. 1973,--,bb086-090,1
329-02.1,--,He 2-149,16,10.4,-,54,40,--,Henize 1964,--,--,--
329-02.2,--,Mz 2,16,10.6,-,54,50,--,Menzel 1922,*,--,--
329-02.3,--,HeFa 1,16,8.6,-,54,16,S5,"Henize, Fairall 1983",*,bb086-090,2
330+05.1,--,Lo 9,15,38.7,-,47,31,S1,Longmore 1977,*,bb086-090,2
330+04.1,*,Cn 1-1,15,47.6,-,48,36,--,M S1 (Cannon 1921),--,--,--
330+04.1,*,Cn 1-1,15,47.6,-,48,36,S4,Lutz 1984,*,--,--
330+04.2,--,Sa 2-125,15,47.7,-,48,17,S1,Sanduleak 1975,*,bb086-090,2
330-02.1,--,He 2-153,16,13.3,-,53,25,--,Henize 1964,--,--,--
330-02.2,*,Sa 1-4,16,11.4,-,53,44,S1,Sanduleak 1974,*,bb086-090,2
330-03.1,--,He 2-159,16,20.4,-,54,29,--,Henize 1964,--,--,--
331+16.1,--,NGC 5873,15,9.6,-,37,56,--,Copeland 1883,--,--,--
331+03.1,*,Sa 2-128,15,49.8,-,48,35,S1,Sanduleak 1975,*,bb086-090,2
331+01.1,*,PN 1600-5041,16,0.5,-,50,42,S6,Van de Steene etal. 1996b,*,bb086-090,2
331+00.1,--,He 2-145,16,5.2,-,50,54,--,Henize 1964,--,--,--
331+00.2,M,Lo 14,16,8.0,-,51,10,S1,M S4 (Longmore 1977),--,--,--
331-01.1,--,Mz 3,16,13.4,-,51,52,--,Menzel 1922,--,--,--
331-02.1,--,He 2-157,16,18.3,-,53,34,--,Henize 1964,--,--,--
331-02.2,--,He 2-161,16,20.7,-,53,16,--,Henize 1964,--,--,--
331-03.1,--,He 2-162,16,23.9,-,53,55,--,Henize 1964,--,--,--
331-03.2,--,He 2-165,16,26.0,-,54,3,--,Henize 1964,--,--,--
331-05.1,*,PC 11,16,33.6,-,55,36,--,"M S1 (Peimbert, Costero 1961)",--,--,--
331-05.1,*,PC 11,16,33.6,-,55,36,S4,Gutierrez-Moreno etal. 1987,*,--,--
331-12.1,--,CPD-59 6926,17,11.9,-,59,26,S5,Parthasarathy etal. 1993,*,bb086-090,3
331-13.1,*,SKWL 2-48,17,20.7,-,59,30,S1,"Stock, Wroblewski 1972",*,bb086-090,3
332+03.1,*,Sa 3-32,15,56.7,-,48,7,S1,Sanduleak 1976,*,bb086-090,3
332+01.1,*,Sa 3-33,16,3.2,-,49,19,S1,Sanduleak 1976,*,bb086-090,3
332-03.1,--,He 2-164,16,25.9,-,53,17,--,Henize 1964,--,--,--
332-04.1,--,He 2-170,16,31.4,-,53,44,--,Henize 1964,--,--,--
332-09.1,*,CPD-56 8032,17,4.8,-,56,51,S5,"prob. Webster, Glass 1974",*,bb086-090,3
332-16.1,--,HtTr 6,17,47.4,-,60,23,S3,"Hartl, Tritton 1983",--,bb086-090,3
332-16.2,*,HtTr 7,17,49.6,-,60,49,S3,"Hartl, Tritton 1983",--,bb086-090,4
333+32.1,M,Y-C 16,14,42.1,-,23,35,S1,"M S4 (Cesco, Gibson 1973)",--,--,--
333+01.1,--,He 2-152,16,11.6,-,49,6,--,Henize 1964,--,--,--
333-04.1,--,HtTr 3,16,35.7,-,52,43,S3,"Hartl, Tritton 1983",--,bb086-090,4
333-11.1,M,ESO-180-06,17,14.7,-,56,51,S1,M S4 (Holmberg etal. 1977),--,--,--
334+00.1,M,Pe 2-9,16,21.2,-,48,37,--,M S6 (Perek 1960),--,--,--
334-01.1,--,MmWe 1-6,16,27.3,-,50,20,S4,"Melmer, Weinberger 1990",--,bb086-090,4
334-07.1,*,CPD-53 8315,16,59.0,-,53,52,S4,prob. Sanduleak+Stephenson '72,*,bb086-090,4
334-09.1,--,IC 4642,17,7.6,-,55,20,--,Fleming 1901,--,--,--
335+12.1,*,DS 2,15,39.8,-,39,9,S3,Drilling 1983,*,bb086-090,4
335+09.1,--,ESO-330-02,15,49.8,-,41,42,S1,Holmberg etal. 1977,*,bb086-090,4
335-01.1,--,He 2-169,16,30.5,-,49,15,--,Henize 1964,--,--,--
335-03.1,--,HtTr 4,16,41.1,-,51,7,S3,"Hartl, Tritton 1983",*,bb086-090,5
335-03.2,--,MmWe 1-7,16,44.1,-,50,37,S4,"Melmer, Weinberger 1990",--,bb086-090,5
335-04.1,--,MmWe 1-8,16,44.8,-,51,4,S4,"Melmer, Weinberger 1990",--,bb086-090,5
336+08.1,--,SKWL 4-10,15,58.8,-,41,25,S1,"Stock, Wroblewski 1972",*,bb086-090,5
336+04.1,--,PN 1611-4504,16,11.5,-,45,4,S6,Van de Steene etal. 1996b,*,bb086-090,5
336+01.1,--,Pe 1-6,16,20.3,-,46,35,--,Perek 1960,--,--,--
336-00.1,M,NGC 6164-5,16,30.2,-,48,0,--,M S1 (Henize 1959),--,--,--
336-01.1,*,VERA 90,16,34.4,-,48,37,S3,Vega etal. 1980,--,bb086-090,5
336-02.1,*,VERA 104,16,38.3,-,49,39,S3,Vega etal. 1980,--,bb091-095,1
336-05.1,--,He 2-186,16,55.7,-,51,38,--,Henize 1964,--,--,--
336-06.1,--,PC 14,17,2.3,-,52,26,--,"Peimbert, Costero 1961",--,--,--
336-07.1,*,K 2-17,17,5.6,-,52,9,S1,Kohoutek 1977,*,bb091-095,1
336-08.1,M,ESO-180-05,17,13.1,-,53,33,S1,M S3 (Holmberg etal. 1977),--,--,--
336-11.1,*,MmWe 1-10,17,30.4,-,54,27,S4,"Melmer, Weinberger 1990",--,bb091-095,1
337+01.1,--,Pe 1-7,16,26.8,-,45,56,--,Perek 1960,--,--,--
337-04.1,--,MmWe 1-9,16,53.7,-,49,42,S4,"Melmer, Weinberger 1990",--,bb091-095,1
337-05.1,M,He 2-187,16,57.8,-,50,19,--,M S1 (Henize 1964),--,--,--
337-09.1,*,ESO-180-07,17,18.6,-,52,44,S1,Holmberg etal. 1977,*,bb091-095,1
337-18.1,--,He 2-375,18,13.9,-,57,12,--,Henize 1964,*,bb091-095,1
338+05.1,--,He 2-155,16,15.9,-,42,8,--,Henize 1964,--,--,--
338+05.2,M,He 2-156,16,17.7,-,42,16,--,M S4 (Henize 1964),*,--,--
338+01.1,M,He 2-174,16,34.8,-,45,17,--,M S1 (Henize 1964),--,--,--
338-08.1,--,NGC 6326,17,16.8,-,51,42,--,J. Herschel 1835,--,--,--
339+88.1,--,LoTr 5,12,53.1,+,26,10,S2,"Longmore, Tritton 1980",*,bb091-095,2
339+29.1,*,Y-C 17,15,5.4,-,23,3,S1,"Cesco, Gibson 1973",--,bb091-095,2
339+00.1,*,He 2-176,16,37.9,-,45,7,--,Henize 1964,*,--,--
339+00.2,*,He 2-179,16,39.6,-,45,55,--,Henize 1964,*,--,--
339-00.1,*,VB 1,16,41.6,-,46,4,S2,van den Bergh 1978,*,bb091-095,2
339-03.1,*,MaC 1-3,16,57.7,-,47,41,S2,MacConnell 1978,*,bb091-095,2
339-09.1,M,ESO-228-05,17,30.5,-,51,1,S1,M S4 (Holmberg etal. 1977),--,--,--
340+12.1,--,Lo 11,16,0.1,-,35,53,S1,Longmore 1977,*,bb091-095,2
340+10.1,--,Lo 12,16,5.1,-,37,1,S1,Longmore 1977,*,bb091-095,2
340+03.1,*,MmWe 2-5,16,31.3,-,41,58,S4,"Melmer, Weinberger 1990",--,bb091-095,3
340-03.1,*,IRAS16594-4656,16,59.5,-,46,56,S6,Garcia-Lario etal. 1996,*,bb091-095,3
340-04.1,--,Sa 1-5,17,7.7,-,47,21,S1,Sanduleak 1974,*,bb091-095,3
340-14.1,--,SKWL 2-41,17,57.0,-,52,44,S1,"Stock, Wroblewski 1972",*,bb091-095,3
341+17.1,M,ESO-450-16,15,45.6,-,31,58,S2,M S3 (Holmberg etal. 1978),--,--,--
341+13.1,--,NGC 6026,15,58.1,-,34,24,--,de Vaucouleurs 1955,--,--,--
341+09.1,--,SB 25,16,10.3,-,37,52,S6,Beaulieu 1996,--,bb091-095,3
341+08.1,*,SB 27,16,15.9,-,37,40,S6,Beaulieu 1996,--,bb091-095,3
341+05.1,--,NGC 6153,16,28.1,-,40,9,--,Copeland 1883,--,--,--
341-00.1,M,He 2-183,16,49.8,-,44,48,--,M S4 (Henize 1964),--,--,--
341-06.1,--,SB 26,17,17.3,-,47,32,S6,Beaulieu 1996,--,bb091-095,4
341-09.1,--,He 2-248,17,32.3,-,49,24,--,Henize 1964,--,--,--
341-15.1,M,ESO-182-04,18,5.5,-,52,34,S1,M S3 (Holmberg etal. 1975),--,--,--
341-24.1,--,Lo 18,19,5.7,-,55,40,S1,Longmore 1977,--,bb091-095,4
342+27.1,--,Me 2-1,15,19.4,-,23,27,--,Merrill 1942,--,--,--
342+15.1,*,Y-C 19,15,55.6,-,31,52,S1,"Cesco, Gibson 1973",*,bb091-095,4
342+10.1,--,NGC 6072,16,9.7,-,36,6,--,Hubble 1921,*,--,--
342+05.1,*,He 2-173,16,33.0,-,39,46,--,Henize 1964,*,--,--
342+00.1,--,H 1-3,16,50.0,-,42,34,--,Haro 1952,--,--,--
342-00.1,*,PN 1652-4341,16,53.0,-,43,42,S6,Van de Steene etal. 1996b,*,bb091-095,4
342-02.1,--,He 2-198,17,2.8,-,44,9,--,Henize 1964,--,--,--
342-02.2,*,Sa 3-41,17,3.9,-,44,19,S1,Sanduleak 1976,*,bb091-095,4
342-04.1,--,He 2-207,17,15.8,-,45,50,--,Henize 1964,--,--,--
342-06.1,--,Cn 1-4,17,24.1,-,46,53,--,Cannon 1921,--,--,--
342-06.2,--,SB 28,17,19.1,-,47,0,S6,Beaulieu 1996,*,bb091-095,4
342-14.1,--,Sp 3,18,3.3,-,51,2,--,Shapley 1936,*,--,--
343+16.1,M,ESO-451-03,15,55.9,-,31,3,S2,M S3 (Holmberg etal. 1980),--,--,--
343+11.1,--,H 1-1,16,10.2,-,34,28,--,Haro 1952,--,--,--
343+03.1,--,SuWt 3,16,41.0,-,39,58,S2,"West, Schuster 1980",--,bb091-095,5
343-00.1,*,HtTr 5,16,57.9,-,43,2,S3,"Hartl, Tritton 1983",--,bb091-095,5
343-01.1,--,Vd 1-9,17,2.0,-,43,52,--,Vandervort 1964,--,--,--
343-05.1,--,SB 30,17,23.4,-,45,30,S6,Beaulieu 1996,--,bb091-095,5
343-07.1,--,PC 17,17,31.9,-,46,58,--,"Peimbert, Costero 1961",--,--,--
343-09.1,--,SB 29,17,41.8,-,47,43,S6,Beaulieu 1996,*,bb091-095,5
344+04.1,--,Vd 1-1,16,39.1,-,38,49,--,Vandervort 1964,--,--,--
344+03.1,--,Vd 1-3,16,46.1,-,39,16,--,Vandervort 1964,--,--,--
344+02.1,--,Vd 1-5,16,48.1,-,39,58,--,Vandervort 1964,--,--,--
344+00.1,--,H 1-5,16,53.9,-,41,33,--,Haro 1952,--,--,--
344-01.1,--,H 1-6,17,3.4,-,42,37,--,Haro 1952,--,--,--
344-01.2,*,PN 1708-4227,17,8.8,-,42,27,S6,Van de Steene etal. 1996b,*,bb091-095,5
344-06.1,--,Sa 2-208,17,26.4,-,45,21,S1,Sanduleak 1975,*,bb091-095,5
344-08.1,*,PC 18,17,37.3,-,47,2,--,"Peimbert, Costero 1961",*,--,--
345+15.1,--,Lo 13,16,6.6,-,30,47,S1,Longmore 1977,--,bb096-100,1
345+10.1,M,ESO-390-05,16,21.1,-,34,8,S2,M S3 (Holmberg etal. 1978),--,--,--
345+06.1,--,He 2-175,16,36.1,-,36,28,--,Henize 1964,--,--,--
345+04.1,--,Vd 1-2,16,43.3,-,38,32,--,Vandervort 1964,--,--,--
345+03.1,--,Vd 1-4,16,47.0,-,39,3,--,Vandervort 1964,--,--,--
345+03.2,--,Vd 1-6,16,51.0,-,38,39,--,Vandervort 1964,--,--,--
345+00.1,--,IC 4637,17,1.7,-,40,49,--,Fleming 1901,*,--,--
345-00.1,M,H 2-3,17,6.0,-,41,32,--,M S1 (Haro 1952),--,--,--
345-01.1,--,H 1-7,17,6.9,-,41,49,--,Haro 1952,--,--,--
345-04.1,--,Cn 1-3,17,22.6,-,44,9,--,Cannon 1921,--,--,--
345-08.1,--,Tc 1,17,41.9,-,46,4,--,Thackeray 1950,--,--,--
345-10.1,--,MmWe 1-11,17,49.0,-,46,41,S4,"Melmer, Weinberger 1990",--,bb096-100,1
345-11.1,M,ESO-279-14,17,55.9,-,46,39,S1,M S6 (Holmberg etal. 1975),--,--,--
345-13.1,*,SKWL 2-37,18,6.8,-,48,26,S1,"Stock, Wroblewski 1972",*,bb096-100,1
346+19.1,M,ESO-515-19,15,56.9,-,27,6,S2,M S3 (Lauberts etal. 1981),--,--,--
346+14.1,*,KLSS 1-14,16,11.8,-,30,24,S5,Kerber etal. 1994,*,bb096-100,1
346+12.1,--,K 1-3,16,20.1,-,31,38,--,Kohoutek 1962,--,--,--
346+08.1,*,He 2-171,16,30.8,-,34,59,--,Henize 1964,*,--,--
346-04.1,M,Sa 2-202,17,25.6,-,42,30,S1,M S6 (Sanduleak 1975),*,--,--
346-06.1,--,Fg 2,17,35.7,-,44,8,--,Fleming 1909,--,--,--
346-08.1,--,IC 4663,17,41.8,-,44,53,--,Fleming 1901,--,--,--
347+07.1,M,ESO-391-02,16,38.5,-,34,12,S2,M S3 (Holmberg etal. 1978),--,--,--
347+05.1,--,H 1-2,16,45.6,-,35,42,--,Haro 1952,--,--,--
347+03.1,*,Vd 1-7,16,54.1,-,37,1,--,Vandervort 1964,*,bb096-100,1
347+01.1,--,Vd 1-8,17,1.2,-,37,49,--,Vandervort 1964,*,--,--
347-02.1,*,IRAS17211-4049,17,21.2,-,40,50,S4,"Ratag etal. 1990, No.15",--,bb096-100,1
347-06.1,--,SB 31,17,36.5,-,42,23,S6,Beaulieu 1996,*,bb096-100,2
348+06.1,--,IRAS16455-3455,16,45.5,-,34,56,S4,Manchado etal. 1989,*,bb096-100,2
348+04.1,--,KLSS 1-15,16,54.6,-,35,20,S5,Kerber etal. 1994,*,bb096-100,2
348-00.1,M,H 2-6,17,14.9,-,39,16,--,M S1 (Haro 1952),--,--,--
348-04.1,--,H 1-21,17,29.3,-,40,56,--,Haro 1952,--,--,--
348-09.1,--,He 2-306,17,53.0,-,43,3,--,Henize 1964,--,--,--
348-13.1,--,IC 4699,18,14.8,-,46,0,--,Fleming 1901,--,--,--
348-16.1,M,ESO-281-07,18,29.8,-,46,17,S1,M S4 (Holmberg etal. 1977),--,--,--
349+04.1,--,M 2-4,16,57.8,-,34,45,--,Minkowski 1947,--,--,--
349+01.1,--,NGC 6302,17,10.4,-,37,3,--,Fleming 1896,--,--,--
349-01.1,--,NGC 6337,17,18.8,-,38,26,--,J. Herschel 1834,--,--,--
349-03.1,--,H 2-14,17,28.9,-,39,49,--,Haro 1952,--,--,--
349-03.2,M,IRAS17288-3949,17,28.8,-,39,49,S4,"M S6 (Ratag etal.1990, No.22)",*,--,--
349-04.1,--,Lo 16,17,32.2,-,40,10,S1,Longmore 1977,--,bb096-100,2
349-09.1,--,SB 32,17,55.9,-,42,25,S6,Beaulieu 1996,--,bb096-100,2
349-10.1,M,ESO-280-02,18,0.9,-,43,24,S1,M S3 (Holmberg etal. 1977),--,--,--
350+07.1,*,IRAS16478-3217,16,47.9,-,32,18,S6,Condon etal. 1999,*,bb096-100,2
350+04.1,--,H 2-1,17,1.3,-,33,55,--,Haro 1952,--,--,--
350-02.1,--,H 1-22,17,28.9,-,37,55,--,Haro 1952,--,--,--
350-03.1,--,H 1-26,17,33.0,-,39,20,--,Haro 1952,--,--,--
350-05.1,--,H 1-28,17,39.4,-,39,35,--,Haro 1952,--,--,--
351+09.1,--,PC 13,16,47.1,-,30,15,--,"Peimbert, Costero 1961",--,--,--
351+07.1,--,H 1-4,16,50.4,-,31,36,--,Haro 1952,--,--,--
351+05.1,--,M 2-5,16,59.1,-,33,6,--,Minkowski 1947,--,--,--
351+04.1,--,M 1-19,17,0.5,-,33,26,--,Minkowski 1946,--,--,--
351+03.1,*,H 2-2,17,4.1,-,34,1,--,Haro 1952,*,--,--
351-01.1,--,Sa 2-215,17,29.6,-,36,42,S1,Sanduleak 1975,*,bb096-100,3
351-04.1,*,H 2-19,17,41.8,-,38,16,--,Haro 1952,*,--,--
351-05.1,M,He 2-275,17,42.1,-,38,38,--,M S6 (Henize 1964),*,--,--
351-06.1,--,H 1-37,17,47.3,-,39,17,--,Haro 1952,--,--,--
351-06.2,--,SB 33,17,47.0,-,39,40,S6,Beaulieu 1996,--,bb096-100,3
351-06.3,--,SB 34,17,48.7,-,39,32,S6,Beaulieu 1996,*,bb096-100,3
351-06.4,--,SB 35,17,49.6,-,39,24,S6,Beaulieu 1996,--,bb096-100,3
351-10.1,--,SKWL 2-28,18,9.3,-,41,31,S1,"Stock, Wroblewski 1972",*,bb096-100,3
351-10.2,--,HtTr 9,18,5.4,-,41,49,S3,"Hartl, Tritton 1983",--,bb096-100,3
352+11.1,M,Anon.,16,38.5,-,27,53,--,M S6 (--),*,--,--
352+11.2,*,K 2-16,16,41.7,-,27,59,S1,Kohoutek 1977,--,bb096-100,4
352+05.1,--,M 2-8,17,2.3,-,32,28,--,Minkowski 1947,--,--,--
352+03.1,*,H 2-4,17,8.9,-,32,34,--,Haro 1952,*,--,--
352+03.2,--,H 1-8,17,11.4,-,33,21,--,Haro 1952,--,--,--
352+00.1,--,H 1-12,17,23.1,-,34,59,--,Haro 1952,*,--,--
352-00.1,--,H 1-13,17,25.1,-,35,5,--,Haro 1952,*,--,--
352-04.1,--,H 1-30,17,41.7,-,38,8,--,Haro 1952,--,--,--
352-04.2,--,SB 37,17,44.5,-,37,47,S6,Beaulieu 1996,*,bb096-100,4
352-06.1,--,SB 36,17,50.9,-,39,10,S6,Beaulieu 1996,--,bb096-100,4
352-07.1,--,Fg 3,17,56.7,-,38,50,--,Fleming 1911,--,--,--
352-08.1,--,SB 38,18,0.0,-,39,22,S6,Beaulieu 1996,--,bb096-100,4
353+08.1,*,MyCn 26,16,52.6,-,29,46,--,"Mayall, Cannon 1940",*,bb096-100,4
353+06.1,--,M 2-7,17,2.0,-,30,28,--,Minkowski 1947,--,--,--
353+06.2,--,M 2-6,17,1.1,-,30,49,--,Minkowski 1947,--,--,--
353+02.1,*,IRAS17164-3226,17,16.4,-,32,26,S6,Garcia-Lario 1996,*,bb096-100,4
353-01.1,*,K 6-3,17,32.1,-,34,46,S5,Kohoutek 1994,--,bb096-100,5
353-02.1,*,IRAS17373-3542,17,37.4,-,35,42,S4,"Ratag etal. 1990, No.31",--,bb096-100,5
353-02.2,--,K 5-8,17,35.9,-,35,45,S5,Kohoutek 1994,--,bb096-100,5
353-03.1,*,IRAS17393-3612,17,39.5,-,36,12,S4,"Ratag etal. 1990, No.34",*,bb096-100,5
353-03.2,*,K 6-11,17,41.2,-,36,13,S5,Kohoutek 1994,--,bb096-100,5
353-04.1,*,H 1-36,17,46.4,-,37,1,--,Haro 1952,*,--,--
353-04.2,*,K 6-13,17,44.6,-,36,49,S5,Kohoutek 1994,--,bb101-105,1
353-05.1,--,H 1-38,17,47.3,-,37,23,--,Haro 1952,--,--,--
353-05.2,--,JaFu 2,17,46.8,-,37,3,S6,Jacoby etal. 1997,*,bb101-105,1
353-08.1,--,SB 39,18,1.1,-,38,48,S6,Beaulieu 1996,--,bb101-105,1
353-12.1,--,WRA 16-411,18,23.2,-,40,32,S5,Wray 1966,*,bb101-105,1
353-55.1,M,ESO-289-19,22,18.1,-,44,8,S1,M S3 (Holmberg etal. 1977),--,--,--
354+06.1,*,Ta 48,17,3.8,-,29,34,S4,"Terzan, Ounnas 1988",--,bb101-105,2
354+05.1,*,IRAS17084-3025,17,8.5,-,30,25,S4,"Ratag etal. 1990, No.4",--,bb101-105,2
354+04.1,--,M 2-10,17,10.9,-,31,16,--,Minkowski 1947,--,--,--
354+04.2,M,H 2-5,17,12.1,-,31,31,--,M S6 (Haro 1952),*,--,--
354+04.3,--,Ta 233,17,12.7,-,31,19,S5,Terzan 1992,--,bb101-105,2
354+04.4,--,Ta 139,17,9.7,-,30,37,S5,Cuisinier etal. 1994,*,bb101-105,2
354+03.1,--,Th 3-4,17,15.6,-,31,36,--,The 1964,--,--,--
354+02.1,*,Th 3-8,17,19.3,-,32,11,--,The 1964,*,--,--
354-01.1,*,K 6-5,17,35.6,-,34,26,S5,Kohoutek 1994,--,bb101-105,3
354-07.1,--,H 1-52,18,1.5,-,37,38,--,Haro 1952,--,--,--
354-07.2,--,SB 40,17,59.5,-,37,8,S6,Beaulieu 1996,--,bb101-105,3
354-10.1,--,SB 41,18,12.2,-,38,29,S6,Beaulieu 1996,--,bb101-105,3
355+04.1,*,Sa 3-43,17,14.7,-,29,59,S1,Sanduleak 1976,*,bb101-105,3
355+04.2,--,Ta 140,17,11.8,-,30,17,S5,Cuisinier etal. 1994,*,bb101-105,3
355+03.1,M,Th 3-5,17,15.8,-,30,51,--,M S6 (The 1964),*,--,--
355+03.2,--,H 1-9,17,18.3,-,30,18,--,Haro 1952,--,--,--
355+03.3,--,Th 3-6,17,16.1,-,31,10,--,The 1964,--,--,--
355+03.4,--,Ta 137,17,15.8,-,30,51,S5,Cuisinier etal. 1993,*,bb101-105,3
355+02.1,*,Th 3-9,17,20.8,-,30,59,--,The 1964,*,--,--
355+02.2,--,Th 3-10,17,21.5,-,30,49,--,The 1964,--,--,--
355+02.3,--,Th 3-11,17,21.2,-,31,41,--,The 1964,*,--,--
355+02.4,--,Ta 138,17,21.8,-,31,26,S5,Cuisinier etal. 1993,*,bb101-105,4
355-01.1,*,IRAS17372-3328,17,37.2,-,33,28,S4,"Ratag etal. 1990, No.30",*,bb101-105,4
355-01.2,*,K 6-9,17,36.7,-,33,34,S5,Kohoutek 1994,--,bb101-105,4
355-02.1,--,M 3-14,17,41.0,-,34,5,--,Minkowski 1948,--,--,--
355-02.2,--,H 1-29,17,40.9,-,34,16,--,Haro 1952,--,--,--
355-02.3,--,H 1-32,17,42.8,-,34,3,--,Haro 1952,--,--,--
355-02.4,--,H 1-31,17,42.2,-,34,33,--,Haro 1952,--,--,--
355-03.1,--,H 1-33,17,44.5,-,34,7,--,Haro 1952,--,--,--
355-03.2,--,H 2-23,17,45.6,-,34,21,--,Haro 1952,--,--,--
355-03.3,--,H 1-35,17,45.9,-,34,22,--,Haro 1952,--,--,--
355-03.4,--,K 5-18,17,45.2,-,35,5,S5,Kohoutek 1994,--,bb101-105,4
355-04.1,--,Hf 2-1,17,47.9,-,34,55,--,Hoffleit 1953,--,--,--
355-04.2,--,M 1-30,17,49.7,-,34,38,--,Minkowski 1946,--,--,--
355-06.1,--,M 3-21,17,59.1,-,36,39,--,Minkowski 1948,*,--,--
355-07.1,--,SB 42,18,2.5,-,36,46,S6,Beaulieu 1996,--,bb101-105,5
355-08.1,--,SB 43,18,9.0,-,36,54,S6,Beaulieu 1996,--,bb101-105,5
356+05.1,--,Th 3-3,17,14.2,-,28,56,--,The 1964,--,--,--
356+04.1,--,M 2-11,17,17.4,-,28,58,--,Minkowski 1947,--,--,--
356+04.2,--,M 3-38,17,17.9,-,29,0,--,Minkowski 1948,--,--,--
356+04.3,*,Th 3-7,17,17.9,-,29,20,--,The 1964,*,--,--
356+03.1,--,Th 3-12,17,21.9,-,29,43,--,The 1964,--,--,--
356+02.1,--,Th 3-13,17,22.1,-,30,38,--,The 1964,--,--,--
356+01.1,M,Th 3-21,17,26.8,-,30,35,--,M S2 (The 1964),--,--,--
356+01.2,--,Th 3-55,17,27.8,-,30,59,--,The 1964,--,--,--
356-00.1,*,Th 3-34,17,34.5,-,32,14,--,The 1964,*,bb101-105,5
356-01.1,--,TaJu 23,17,41.9,-,32,45,S6,Bica etal. 1995,--,bb101-105,5
356-02.1,*,H 2-21,17,44.2,-,32,49,--,Haro 1952,*,--,--
