notRadio,Name,RAh,RAm,RAs,DE-,DEd,DEm,DEs,n_RAh,F6cm,r_F6cm,F11cm,r_F11cm,l_z,z,Sp,n_Vmag,Vmag,B-V,U-B,Mabs,FC,r_Vmag,r_z,RA1950h,RA1950m,RA1950s,DE1950-,DE1950d,DE1950m,DE1950s
*,Q 0053-2937,0,55,59.5,-,29,21,43,--,--,--,--,--,--,0.306,--,*,19.85,--,-0.58,-21.6,--,--,1153,0,53,34.7,-,29,37,57
--,3C  27.0,0,56,1.0,--,68,22,31,O,2.629,778,--,--,--,0.184,S2,R,18.19,--,--,-21.5,--,--,904,0,52,47.9,--,68,6,17
*,SDSS J00560+0043,0,56,1.3,--,0,43,30,O,--,2,--,--,--,0.146,S1,--,18.85,--,--,-20.9,--,--,2,0,53,27.4,--,0,27,16
*,SDSS J00560-1010,0,56,2.3,-,10,10,9,O,--,2,--,--,--,0.058,S1,--,18.91,--,--,-18.8,--,--,2,0,53,31.4,-,10,26,23
*,SDSS J00560-0027,0,56,5.4,-,0,27,17,O,--,2,--,--,--,0.043,S1,--,18.11,--,--,-19.0,--,--,2,0,53,31.8,-,0,43,31
*,Q 0053-0119,0,56,7.1,-,1,3,41,O,--,--,--,--,--,0.17,--,--,19.1,--,--,-21.0,1090,--,1090,0,53,33.7,-,1,19,55
*,SDSS J00561-0036,0,56,7.8,-,0,36,34,O,--,2,--,--,--,0.099,S1,--,18.92,--,--,-20.0,--,--,2,0,53,34.2,-,0,52,48
*,Q 0053-2924,0,56,8.4,-,29,8,1,--,--,--,--,--,--,0.271,--,*,18.97,--,-0.54,-22.2,--,--,1153,0,53,43.5,-,29,24,15
*,Q 0053-2719,0,56,11.1,-,27,2,58,--,--,--,--,--,--,0.536,S1,*,20.03,--,-0.63,-22.6,--,--,1153,0,53,45.5,-,27,19,12
*,SDSS J00562-0100,0,56,12.3,-,1,0,5,O,--,2,--,--,--,0.175,S1,--,20.17,--,--,-20.0,--,--,2,0,53,38.8,-,1,16,18
*,SDSS J00562-0034,0,56,12.4,-,0,34,32,O,--,2,--,--,--,0.043,S1,--,18.09,--,--,-19.0,--,--,2,0,53,38.8,-,0,50,45
--,MARK 1149,0,56,12.4,-,14,16,32,O,0.04,191,--,--,--,0.021,H2,--,15.32,0.84,0.18,-19.3,1288,2113,1495,0,53,42.7,-,14,32,45
*,SDSS J00562-0035,0,56,12.8,-,0,35,48,O,--,2,--,--,--,0.099,S1,--,18.97,--,--,-19.9,--,--,2,0,53,39.2,-,0,52,1
*,SDSS J00562-0051,0,56,13.2,-,0,51,34,O,--,2,--,--,--,0.141,S1,--,21.14,--,--,-18.5,--,--,2,0,53,39.7,-,1,7,47
*,SDSS J00562-0034,0,56,16.2,-,0,34,50,O,--,2,--,--,--,0.097,S1,--,19.02,--,--,-19.8,--,--,2,0,53,42.6,-,0,51,3
*,SDSS J00563+1531,0,56,19.4,--,15,31,34,O,--,1,--,--,--,0.213,S1,--,20.37,--,--,-20.2,--,--,1,0,53,41.3,--,15,15,21
*,00539-2805,0,56,23.6,-,27,48,56,O,--,--,--,--,--,0.146,--,--,17.9,--,--,-21.9,338,--,338,0,53,58.3,-,28,5,9
*,2QZ J005624-2836,0,56,24.3,-,28,36,0,O,--,--,--,--,--,0.6,S1,*,20.64,--,-0.53,-22.2,--,487,487,0,53,59.3,-,28,52,13
*,Q 0054-4157B,0,56,25.5,-,41,41,44,O,--,--,--,--,*,0.78,--,--,20.6,--,--,-22.9,--,--,583,0,54,6.0,-,41,57,57
--,SDSS J00564-1037,0,56,25.7,-,10,37,55,O,--,1,--,--,--,0.163,S1,--,19.75,--,--,-20.3,--,--,1,0,53,55.0,-,10,54,8
*,SDSS J00564-0052,0,56,27.5,-,0,52,12,O,--,2,--,--,--,0.08,S1,--,19.65,--,--,-18.8,--,--,2,0,53,54.0,-,1,8,25
*,SDSS J00565+1430,0,56,30.2,--,14,30,8,O,--,1,--,--,--,0.618,S1,--,20.58,--,--,-22.4,--,--,1,0,53,52.4,--,14,13,55
*,SDSS J00565+0033,0,56,31.8,--,0,33,9,O,--,2,--,--,--,0.116,S1,--,19.69,--,--,-19.6,--,--,2,0,53,57.9,--,0,16,56
*,SDSS J00565+1406,0,56,32.5,--,14,6,8,O,--,2,--,--,--,0.185,S1,--,20.36,--,--,-19.9,--,--,2,0,53,54.8,--,13,49,55
*,SDSS J00565-0932,0,56,33.3,-,9,32,54,O,--,2,--,--,--,0.363,S1,--,21.28,--,--,-20.5,--,--,2,0,54,2.3,-,9,49,7
*,SDSS J00565+0005,0,56,33.4,--,0,5,11,O,--,2,--,--,--,0.079,S1,--,19.82,--,--,-18.6,--,--,2,0,53,59.6,-,0,11,2
*,SDSS J00565-0031,0,56,35.9,-,0,31,52,O,--,2,--,--,--,0.043,S1,--,18.06,--,--,-19.0,--,--,2,0,54,2.3,-,0,48,5
*,SDSS J00566-0030,0,56,38.3,-,0,30,33,O,--,2,--,--,--,0.072,S1,--,19.81,--,--,-18.4,--,--,2,0,54,4.7,-,0,46,46
*,Q 0054-2608,0,56,41.9,-,25,52,44,--,--,--,--,--,--,0.604,S1,*,20.13,--,-0.68,-22.8,--,--,1153,0,54,15.9,-,26,8,57
*,SDSS J00567+1413,0,56,43.8,--,14,13,10,O,--,1,--,--,--,0.234,S1,--,19.76,--,--,-21.1,--,--,1,0,54,6.0,--,13,56,57
*,ISO J0056-2738,0,56,45.1,-,27,38,16,O,--,--,--,--,--,1.776,--,--,22.74,--,--,-22.9,587,--,587,0,54,19.8,-,27,54,29
*,SDSS J00567+0038,0,56,47.0,--,0,38,48,O,--,2,--,--,--,0.218,S1,--,19.38,--,--,-21.3,--,--,2,0,54,13.1,--,0,22,35
*,SDSS J00568-0916,0,56,49.1,-,9,16,56,O,--,2,--,--,--,0.09,S1,--,19.44,--,--,-19.3,--,--,2,0,54,18.0,-,9,33,9
*,SDSS J00569-0057,0,56,54.0,-,0,57,13,O,--,1,--,--,--,0.141,S1,--,19.68,--,--,-20.0,--,--,1,0,54,20.5,-,1,13,26
*,Q 0054-2904,0,56,55.2,-,28,48,4,--,--,--,--,--,--,0.229,S2,*,20.46,--,-0.57,-20.3,--,--,1153,0,54,30.3,-,29,4,17
*,Q 0054-3023,0,56,56.6,-,30,7,43,--,--,--,--,--,--,0.157,S2,*,19.83,--,-0.41,-20.1,--,--,1153,0,54,32.2,-,30,23,56
*,Q 0054-2718,0,57,0.1,-,27,2,29,--,--,--,--,--,--,0.291,--,*,20.3,--,-0.62,-21.0,--,--,1153,0,54,34.6,-,27,18,42
*,SDSS J00570+1417,0,57,4.4,--,14,17,58,O,--,1,--,--,--,0.3,S1,--,19.17,--,--,-22.2,--,--,1,0,54,26.6,--,14,1,46
*,SDSS J00571+0005,0,57,7.9,--,0,5,20,O,--,1,--,--,--,0.196,S1,--,19.03,--,--,-21.4,--,--,1,0,54,34.1,-,0,10,52
*,SDSS J00572+0018,0,57,14.6,--,0,18,50,O,--,2,--,--,--,0.082,S1,--,18.86,--,--,-19.6,--,--,2,0,54,40.8,--,0,2,38
*,SDSS J00572-0032,0,57,17.0,-,0,32,45,O,--,2,--,--,--,0.208,S1,--,19.69,--,--,-20.9,--,--,2,0,54,43.4,-,0,48,57
*,SDSS J00572+1549,0,57,17.1,--,15,49,42,O,--,2,--,--,--,0.583,S1,--,22.56,--,--,-20.3,--,--,2,0,54,38.8,--,15,33,30
*,Q 0054-2643,0,57,17.6,-,26,27,4,--,--,--,--,--,--,0.241,--,*,19.62,--,-0.52,-21.3,--,--,1153,0,54,51.9,-,26,43,16
*,SDSS J00573+0115,0,57,19.5,--,1,15,3,O,--,2,--,--,--,0.216,S1,--,20.15,--,--,-20.5,--,--,2,0,54,45.4,--,0,58,51
*,Q J00573-7225,0,57,19.9,-,72,25,34,O,--,--,--,--,--,0.15,--,I,17.5,--,--,-21.2,--,--,562,0,55,38.0,-,72,41,46
*,Q 0054-3007,0,57,20.6,-,29,51,6,--,--,--,--,--,--,0.366,S1,*,20.36,--,-0.99,-21.5,--,--,1153,0,54,56.2,-,30,7,18
*,SDSS J00573-0035,0,57,21.8,-,0,35,57,O,--,2,--,--,--,0.128,S1,--,21.31,--,--,-18.2,--,--,2,0,54,48.2,-,0,52,9
*,2QZ J005723-3006,0,57,23.6,-,30,6,17,O,--,--,--,--,--,0.646,S1,*,20.83,--,-0.23,-22.2,--,489,489,0,54,59.3,-,30,22,29
*,SDSS J00574-0055,0,57,25.4,-,0,55,18,O,--,2,--,--,--,0.191,S1,--,19.86,--,--,-20.5,--,--,2,0,54,51.9,-,1,11,30
*,2QZ J005725-2839,0,57,25.6,-,28,39,13,O,--,--,--,--,--,0.527,S1,*,19.98,--,-0.37,-22.6,--,487,487,0,55,0.7,-,28,55,25
*,SDSS J00574-0057,0,57,26.5,-,0,57,58,O,--,2,--,--,--,0.141,S1,--,19.55,--,--,-20.1,--,--,2,0,54,53.0,-,1,14,10
*,Q 0055-2619,0,57,26.8,-,26,3,36,--,--,--,--,--,--,0.131,--,*,19.71,--,-0.56,-19.8,--,--,1153,0,55,1.0,-,26,19,48
*,Q 0055-4214,0,57,29.3,-,41,58,36,O,--,--,--,--,--,0.276,--,*,18.04,0.28,-0.82,-22.9,--,484,484,0,55,10.2,-,42,14,48
*,SDSS J00574+1435,0,57,29.6,--,14,34,59,O,--,2,--,--,--,0.124,S1,--,18.98,--,--,-20.4,--,--,2,0,54,51.7,--,14,18,47
*,SDSS J00575+0012,0,57,34.0,--,0,12,49,O,--,2,--,--,--,0.377,S1,--,21.75,--,--,-20.2,--,--,2,0,55,0.2,-,0,3,23
*,SDSS J00575-0050,0,57,34.2,-,0,50,31,O,--,1,--,--,--,0.181,S1,--,20.17,--,--,-20.1,--,--,1,0,55,0.7,-,1,6,43
*,2QZ J005736-3004,0,57,36.1,-,30,4,56,O,--,--,--,--,--,0.253,S1,*,20.78,--,-0.39,-20.2,--,489,489,0,55,11.8,-,30,21,8
*,SDSS J00576-0932,0,57,36.7,-,9,32,16,O,--,2,--,--,--,0.101,S1,--,19.88,--,--,-19.1,--,--,2,0,55,5.7,-,9,48,28
*,RXS J00576-2733,0,57,36.7,-,27,33,4,O,--,--,--,--,--,0.213,--,--,20.72,--,--,-19.9,--,--,1516,0,55,11.5,-,27,49,16
*,SDSS J00576+1442,0,57,37.7,--,14,42,59,O,--,1,--,--,--,0.241,S1,--,19.07,--,--,-21.8,--,--,1,0,54,59.7,--,14,26,47
*,1WGA J0057.6+3022,0,57,38.5,--,30,22,39,O,--,--,--,--,--,0.18,--,--,21.6,--,--,-18.6,1090,--,1090,0,54,55.3,--,30,6,27
*,SDSS J00576+0100,0,57,39.2,--,1,0,44,O,--,1,--,--,--,0.253,S1,--,19.69,--,--,-21.3,--,--,1,0,55,5.2,--,0,44,32
*,CT 252,0,57,40.1,-,28,23,10,O,--,--,--,--,--,0.605,--,*,20.3,--,-1.29,-22.6,339,256,487,0,55,15.2,-,28,39,22
*,Q 0055-2719,0,57,44.7,-,27,3,32,--,--,--,--,--,--,0.198,--,*,20.47,--,-0.57,-20.0,--,--,1153,0,55,19.3,-,27,19,44
*,2QZ J005744-3006,0,57,44.9,-,30,6,28,O,--,--,--,--,--,0.545,S1,*,20.59,--,-0.51,-22.1,--,489,489,0,55,20.6,-,30,22,40
*,2QZ J005747-3000,0,57,47.5,-,30,0,26,O,--,--,--,--,--,0.692,S1,*,20.7,--,-0.86,-22.5,--,489,489,0,55,23.2,-,30,16,38
--,NGC  315,0,57,49.1,--,30,21,11,O,0.914,776,1.42,2184,--,0.016,S3h,--,12.5,--,--,-22.4,--,--,146,0,55,5.8,--,30,4,59
*,Q 0055-2734,0,57,51.5,-,27,18,5,--,--,--,--,--,--,0.186,--,*,19.11,--,-0.2,-21.2,--,--,1153,0,55,26.2,-,27,34,17
*,Q 0055-2647,0,57,53.0,-,26,31,41,--,--,--,--,--,--,0.181,--,*,19.51,--,-0.5,-20.7,--,--,1153,0,55,27.4,-,26,47,53
*,SDSS J00578-0112,0,57,54.0,-,1,12,59,O,--,2,--,--,--,0.179,S1,--,20.14,--,--,-20.1,--,--,2,0,55,20.6,-,1,29,11
*,UM 293,0,57,54.0,--,1,20,16,O,--,--,--,--,--,0.056,S2,--,16.4,1.1,0.0,-20.2,1231,1079,2015,0,55,19.9,--,1,4,4
*,SDSS J00579-0011,0,57,55.6,-,0,11,36,O,--,2,--,--,--,0.082,S1,--,19.06,--,--,-19.4,--,--,2,0,55,21.9,-,0,27,48
*,SDSS J00579-0112,0,57,57.4,-,1,12,18,O,--,2,--,--,--,0.133,S1,--,20.2,--,--,-19.4,--,--,2,0,55,24.0,-,1,28,30
*,SDSS J00580+0028,0,58,0.8,--,0,28,45,O,--,2,--,--,--,0.08,S1,--,18.57,--,--,-19.9,--,--,2,0,55,26.9,--,0,12,33
*,RXS J00580-2753,0,58,1.3,-,27,53,9,O,--,--,--,--,--,0.416,--,--,21.43,--,--,-20.6,--,--,1516,0,55,36.3,-,28,9,21
*,Q 0055-2750,0,58,1.5,-,27,34,29,--,--,--,--,--,--,0.274,--,*,20.17,--,-0.59,-21.0,--,--,1153,0,55,36.3,-,27,50,41
*,SDSS J00580+0046,0,58,2.9,--,0,46,5,O,--,2,--,--,--,0.221,S1,--,20.01,--,--,-20.7,--,--,2,0,55,29.0,--,0,29,54
*,SDSS J00580+0059,0,58,4.0,--,0,59,9,O,--,2,--,--,--,0.203,S1,--,20.39,--,--,-20.1,--,--,2,0,55,30.0,--,0,42,58
*,Q 0055-2806,0,58,5.8,-,27,50,5,O,--,--,--,--,--,0.486,S1,*,20.2,--,-0.65,-22.2,--,--,1153,0,55,40.7,-,28,6,17
*,SDSS J00581+1335,0,58,9.6,--,13,35,2,O,--,1,--,--,--,0.248,S1,--,19.75,--,--,-21.2,--,--,1,0,55,31.9,--,13,18,51
*,Q 0055+0225,0,58,9.8,--,2,41,54,O,--,--,--,--,--,0.373,--,O,19.1,--,--,-22.8,--,--,359,0,55,35.3,--,2,25,43
*,Q 0055-2824,0,58,10.8,-,28,8,17,O,--,--,--,--,--,0.614,S1,*,20.46,--,-0.9,-22.5,--,--,1153,0,55,45.9,-,28,24,28
*,2QZ J005811-2818,0,58,11.8,-,28,18,14,O,--,--,--,--,--,0.722,S1,*,20.76,--,-0.89,-22.6,--,489,489,0,55,46.9,-,28,34,25
*,2QZ J005812-2848,0,58,12.2,-,28,48,26,O,--,--,--,--,--,0.408,S1,*,19.36,--,-0.44,-22.7,--,489,489,0,55,47.5,-,29,4,37
*,RXS J00582-2742,0,58,13.6,-,27,42,11,O,--,--,--,--,--,0.597,--,--,22.63,--,--,-20.2,--,--,1516,0,55,48.5,-,27,58,22
*,SDSS J00582+0101,0,58,13.6,--,1,1,27,O,--,2,--,--,--,0.182,S1,--,20.11,--,--,-20.1,--,--,2,0,55,39.6,--,0,45,16
*,SDSS J00582-1040,0,58,16.4,-,10,40,19,O,--,1,--,--,--,0.436,S1,--,19.93,--,--,-22.3,--,--,1,0,55,45.8,-,10,56,30
*,G 0055-3810,0,58,18.5,-,37,54,29,O,--,--,--,--,--,0.091,S?,--,18.5,--,--,-20.2,1143,--,1143,0,55,57.6,-,38,10,40
*,2QZ J005819-3037,0,58,19.8,-,30,37,14,O,--,--,--,--,--,0.469,S1,*,20.25,--,-0.61,-22.1,--,489,489,0,55,55.8,-,30,53,25
*,ESO 351-G025,0,58,22.2,-,36,39,37,O,--,--,--,--,--,0.035,S2,--,15.12,--,--,-21.5,--,--,1254,0,56,0.8,-,36,55,48
--,NPM1G-02.0022,0,58,22.4,-,2,41,42,O,--,157,--,--,--,0.073,S1,--,16.6,--,--,-21.6,157,--,157,0,55,49.4,-,2,57,53
*,SDSS J00583+0021,0,58,23.7,--,0,21,17,O,--,2,--,--,--,0.124,S1,--,19.64,--,--,-19.8,--,--,2,0,55,49.9,--,0,5,6
*,Q 0055-2742,0,58,24.5,-,27,26,6,O,--,--,--,--,--,0.211,--,*,20.41,--,-0.9,-20.2,--,--,1153,0,55,59.3,-,27,42,17
*,Q 0055+0119,0,58,25.5,--,1,35,43,--,--,--,--,--,--,0.185,--,R,24.2,--,--,-15.5,1795,--,1795,0,55,51.3,--,1,19,32
*,SDSS J00584-0929,0,58,29.1,-,9,29,17,O,--,1,--,--,--,0.3,S1,--,21.4,--,--,-20.0,--,--,1,0,55,58.1,-,9,45,28
*,Q 0056-2957,0,58,29.8,-,29,41,23,--,--,--,--,--,--,0.652,S1,*,20.33,--,-0.79,-22.8,--,--,1153,0,56,5.5,-,29,57,34
*,2QZ J005831-2905,0,58,31.3,-,29,5,56,O,--,--,--,--,--,0.536,S1,*,19.85,--,-0.31,-22.8,--,487,487,0,56,6.8,-,29,22,7
*,2QZ J005835-3109,0,58,35.2,-,31,9,35,O,--,--,--,--,--,0.579,S1,*,20.45,--,-1.51,-22.3,--,489,489,0,56,11.5,-,31,25,46
*,SDSS J00586+0058,0,58,38.8,--,0,58,32,O,--,2,--,--,--,0.247,S1,--,20.64,--,--,-20.3,--,--,2,0,56,4.8,--,0,42,21
*,SDSS J00587+0053,0,58,42.6,--,0,53,51,O,--,2,--,--,--,0.203,S1,--,20.68,--,--,-19.8,--,--,2,0,56,8.6,--,0,37,40
*,SDSS J00587-0941,0,58,42.9,-,9,41,2,O,--,2,--,--,--,0.189,S1,--,20.38,--,--,-20.0,--,--,2,0,56,12.0,-,9,57,13
--,FIRST J00587-1114,0,58,43.5,-,11,14,3,R,--,165,--,--,--,0.24,S2,--,19.3,--,--,-21.6,--,--,165,0,56,13.1,-,11,30,14
*,SDSS J00587+0026,0,58,45.0,--,0,26,6,O,--,2,--,--,--,0.064,S1,--,19.76,--,--,-18.2,--,--,2,0,56,11.1,--,0,9,55
*,SDSS J00587+1602,0,58,46.1,--,16,2,9,O,--,2,--,--,--,0.243,S1,--,20.16,--,--,-20.7,--,--,2,0,56,7.6,--,15,45,58
*,Q 0056-2948,0,58,46.5,-,29,31,54,--,--,--,--,--,--,0.199,S2,*,20.42,--,-0.51,-20.0,--,--,1153,0,56,22.2,-,29,48,5
--,PKS 0056-572,0,58,46.7,-,56,59,10,O,0.813,777,0.77,2314,--,0.018,S1,--,17.4,--,--,-17.8,223,--,1016,0,56,38.7,-,57,15,21
*,Q 0056-2832,0,58,52.4,-,28,16,32,--,--,--,--,--,--,0.163,--,*,20.02,--,-0.53,-20.0,--,--,1153,0,56,27.6,-,28,32,43
*,SDSS J00589+0100,0,58,55.5,--,1,0,18,O,--,2,--,--,--,0.018,S1,--,19.01,--,--,-16.2,--,--,2,0,56,21.5,--,0,44,7
*,Q 0056-2756,0,58,57.7,-,27,40,24,--,--,--,--,--,--,0.095,S2,*,18.61,--,-0.15,-20.2,--,--,1153,0,56,32.7,-,27,56,35
*,SGP4:07,0,59,0.8,-,27,31,7,O,--,--,--,--,--,0.683,--,*,20.9,--,-0.94,-22.3,--,256,256,0,56,35.8,-,27,47,18
*,SDSS J00592+0047,0,59,14.0,--,0,47,41,O,--,2,--,--,--,0.173,S1,--,19.4,--,--,-20.7,--,--,2,0,56,40.0,--,0,31,31
*,SDSS J00592+1538,0,59,16.1,--,15,38,16,O,--,1,--,--,--,0.354,S1,--,19.46,--,--,-22.3,--,--,1,0,56,37.7,--,15,22,6
*,Q 0056-2817,0,59,18.1,-,28,1,28,--,--,--,--,--,--,0.277,--,*,20.04,--,-0.62,-21.2,--,--,1153,0,56,53.3,-,28,17,38
*,Q 0056-2656,0,59,18.7,-,26,40,25,--,--,--,--,--,--,0.333,--,*,20.21,--,-0.51,-21.4,--,--,1153,0,56,53.4,-,26,56,35
*,SDSSp J00593+0041,0,59,21.3,--,0,41,8,O,--,1802,--,--,--,0.423,S1n,--,19.2,--,--,-22.9,--,--,2241,0,56,47.4,--,0,24,58
--,IC   64,0,59,24.5,--,27,3,32,O,0.068,778,--,--,--,0.045,S?,--,15.6,--,--,-21.6,--,--,331,0,56,42.2,--,26,47,22
*,SDSS J00594-0049,0,59,25.7,-,0,49,46,O,--,2,--,--,--,0.12,S1,--,19.0,--,--,-20.3,--,--,2,0,56,52.2,-,1,5,56
*,SDSS J00595-1011,0,59,35.7,-,10,11,32,O,--,1,--,--,--,0.215,S1,--,20.69,--,--,-19.9,--,--,1,0,57,5.0,-,10,27,42
*,SDSS J00596-0030,0,59,37.7,-,0,30,58,O,--,2,--,--,--,0.195,S1,--,19.62,--,--,-20.8,--,--,2,0,57,4.1,-,0,47,8
*,UGC   615,0,59,40.1,--,15,19,51,O,--,--,--,--,--,0.018,S2,--,14.2,--,--,-21.0,--,--,997,0,57,1.8,--,15,3,41
*,CT 282,0,59,49.0,-,25,39,32,O,--,--,--,--,--,0.315,--,--,19.0,--,--,-22.5,339,--,338,0,57,23.4,-,25,55,42
*,2QZ J005949-2827,0,59,49.8,-,28,27,25,O,--,--,--,--,--,0.599,S1,*,20.6,--,-0.62,-22.3,--,489,489,0,57,25.2,-,28,43,35
*,SDSS J00598+1436,0,59,50.2,--,14,36,47,O,--,1,--,--,--,0.187,S1,--,20.09,--,--,-20.2,--,--,1,0,57,12.1,--,14,20,38
*,Q 0057-2929,0,59,50.4,-,29,13,40,--,--,--,--,--,--,0.681,S1,*,20.37,--,-1.16,-22.8,--,--,1153,0,57,26.1,-,29,29,50
*,Q 0057-2955,0,59,52.0,-,29,38,52,--,--,--,--,--,--,0.656,S1,*,20.29,--,-1.07,-22.8,--,--,1153,0,57,27.9,-,29,55,2
*,SDSS J00598+0029,0,59,52.2,--,0,29,36,O,--,2,--,--,--,0.088,S1,--,19.57,--,--,-19.1,--,--,2,0,57,18.3,--,0,13,26
*,SDSS J00598-0044,0,59,52.4,-,0,44,25,O,--,2,--,--,--,0.168,S1,--,20.18,--,--,-19.9,--,--,2,0,57,18.9,-,1,0,35
*,MARK  352,0,59,53.3,--,31,49,37,O,--,--,--,--,--,0.015,S1.0,--,14.81,0.44,-0.66,-19.5,1277,2189,1485,0,57,9.1,--,31,33,28
*,Q 0057-2623,0,59,54.5,-,26,7,19,--,--,--,--,--,--,0.132,--,*,19.43,--,-0.53,-20.1,--,--,1153,0,57,29.1,-,26,23,29
*,2QZ J005957-2822,0,59,57.1,-,28,22,51,O,--,--,--,--,--,0.28,S1,*,20.5,--,-0.44,-20.7,--,489,489,0,57,32.5,-,28,39,0
*,SDSS J01000+1550,1,0,3.1,--,15,50,58,O,--,1,--,--,--,0.109,S1,--,17.64,--,--,-21.5,--,--,1,0,57,24.6,--,15,34,49
*,SDSS J01001-0901,1,0,6.0,-,9,1,17,O,--,1,--,--,--,0.199,S1,--,20.15,--,--,-20.3,--,--,1,0,57,35.0,-,9,17,26
*,SDSS J01001+1557,1,0,6.4,--,15,57,23,O,--,1,--,--,--,0.639,S1,--,20.2,--,--,-22.8,--,--,1,0,57,27.8,--,15,41,14
*,2QZ J010008-3054,1,0,8.1,-,30,54,9,O,--,--,--,--,--,0.646,S1,*,20.65,--,0.46,-22.4,--,489,489,0,57,44.6,-,31,10,18
*,SDSS J01001+0101,1,0,9.3,--,1,1,15,O,--,1,--,--,--,0.313,S1,--,20.04,--,--,-21.4,--,--,1,0,57,35.3,--,0,45,6
*,1E 0057+3110,1,0,10.5,--,31,27,8,O,--,--,--,--,--,0.287,S1.5,--,18.5,0.2,-0.91,-22.6,1118,1118,1927,0,57,26.4,--,31,10,59
*,Q 0057-2822,1,0,12.0,-,28,6,32,--,--,--,--,--,--,0.053,--,*,19.03,--,-0.12,-18.5,--,--,1153,0,57,47.4,-,28,22,41
*,Q J0100-3341,1,0,25.3,-,33,41,7,--,--,--,--,--,--,0.602,--,--,20.4,--,--,-22.5,2028,--,2028,0,58,3.0,-,33,57,16
*,2QZ J010025-3150,1,0,25.9,-,31,50,5,O,--,--,--,--,--,0.584,S1,*,20.24,--,-0.39,-22.6,--,487,487,0,58,2.8,-,32,6,14
*,RXS J01004-5113,1,0,27.1,-,51,13,55,--,--,--,--,--,--,0.062,S1.2,--,15.4,--,--,-22.5,--,--,802,0,58,14.7,-,51,30,4
*,SDSS J01005-0110,1,0,33.9,-,1,10,38,O,--,2,--,--,--,0.164,S1,--,19.64,--,--,-20.4,--,--,2,0,58,0.5,-,1,26,47
*,2QZ J010035-2719,1,0,35.3,-,27,19,16,O,--,--,--,--,--,0.223,S1,*,19.37,--,-0.39,-21.3,--,487,487,0,58,10.4,-,27,35,25
*,SDSS J01006+0059,1,0,38.5,--,0,59,49,O,--,2,--,--,--,0.202,S1,--,19.86,--,--,-20.6,--,--,2,0,58,4.5,--,0,43,40
*,Q 0058-2808,1,0,39.2,-,27,51,54,--,--,--,--,--,--,0.308,S1,*,20.47,--,-0.24,-21.0,--,--,1153,0,58,14.5,-,28,8,3
*,SDSS J01006-0928,1,0,40.1,-,9,28,16,O,--,2,--,--,--,0.077,S1,--,18.62,--,--,-19.7,--,--,2,0,58,9.2,-,9,44,25
*,SDSS J01006+0006,1,0,40.6,--,0,6,41,O,--,2,--,--,--,0.156,S1,--,20.22,--,--,-19.7,--,--,2,0,58,6.8,-,0,9,28
*,SDSS J01006+1427,1,0,41.6,--,14,27,44,O,--,2,--,--,--,0.162,S1,--,20.11,--,--,-19.9,--,--,2,0,58,3.5,--,14,11,35
*,2QZ J010041-2820,1,0,41.9,-,28,20,18,O,--,--,--,--,--,0.322,S1,*,19.87,--,-0.43,-21.7,--,487,487,0,58,17.4,-,28,36,27
--,PKS 0058-229,1,0,42.2,-,22,40,0,O,0.13,787,0.21,2157,--,0.706,--,--,21.7,--,--,-21.6,1027,--,121,0,58,15.6,-,22,56,9
*,SDSS J01007-0002,1,0,42.4,-,0,2,13,O,--,2,--,--,--,0.064,S1,--,19.34,--,--,-18.6,--,--,2,0,58,8.7,-,0,18,22
*,SDSS J01007+1445,1,0,44.8,--,14,45,35,O,--,1,--,--,--,0.291,S1,--,19.89,--,--,-21.4,--,--,1,0,58,6.6,--,14,29,27
*,SDSS J01007+0047,1,0,46.0,--,0,47,41,O,--,2,--,--,--,0.095,S1,--,19.0,--,--,-19.8,--,--,2,0,58,12.0,--,0,31,32
*,Q 0058-2821,1,0,47.0,-,28,5,16,O,--,--,--,--,--,0.31,--,*,19.53,--,-0.73,-21.9,--,--,1153,0,58,22.4,-,28,21,25
*,IRAS 00580+3055,1,0,48.0,--,31,12,0,O,--,--,--,--,--,0.051,S2,--,17.69,--,--,-19.8,1404,1539,1404,0,58,3.9,--,30,55,52
*,Q 0058-3017,1,0,49.8,-,30,1,26,--,--,--,--,--,--,0.241,--,*,20.29,--,-0.72,-20.6,--,--,1153,0,58,26.0,-,30,17,35
*,SDSS J01008-0033,1,0,51.7,-,0,33,45,O,--,2,--,--,--,0.109,S1,--,19.3,--,--,-19.8,--,--,2,0,58,18.1,-,0,49,53
*,2QZ J010051-3053,1,0,51.7,-,30,53,19,O,--,--,--,--,--,0.795,S1,*,20.75,--,-1.25,-22.8,--,489,489,0,58,28.3,-,31,9,27
*,Q 0058-2758,1,0,52.5,-,27,42,36,--,--,--,--,--,--,0.199,--,*,19.8,--,-0.56,-20.7,--,--,1153,0,58,27.8,-,27,58,44
*,RXS J01008+3111,1,0,52.5,--,31,11,37,O,--,--,--,--,--,0.051,S1.5,O,17.77,--,--,-19.7,1404,1539,1404,0,58,8.4,--,30,55,29
*,SDSS J01009+1525,1,0,59.9,--,15,25,5,O,--,1,--,--,--,0.199,S1,--,20.3,--,--,-20.2,--,--,1,0,58,21.4,--,15,8,57
*,Q J0101-3330,1,1,5.1,-,33,30,15,--,--,--,--,--,--,0.478,S1,--,19.5,--,--,-22.9,--,--,2028,0,58,42.8,-,33,46,23
