notRadio,Name,RAh,RAm,RAs,DE-,DEd,DEm,DEs,n_RAh,F6cm,r_F6cm,F11cm,r_F11cm,l_z,z,Sp,n_Vmag,Vmag,B-V,U-B,Mabs,FC,r_Vmag,r_z,RA1950h,RA1950m,RA1950s,DE1950-,DE1950d,DE1950m,DE1950s
*,SDSS J13579+6559,13,57,56.5,--,65,59,3,O,--,1,--,--,--,0.197,S1,--,18.53,--,--,-21.9,--,--,1,13,56,36.6,--,66,13,36
*,SDSS J13581+6533,13,58,10.4,--,65,32,59,O,--,1,--,--,--,0.227,S1,--,19.82,--,--,-20.9,--,--,1,13,56,49.1,--,65,47,32
--,B3 1356+397,13,58,15.5,--,39,32,43,O,--,2134,--,--,--,0.594,--,O,20.5,--,--,-22.4,2135,--,2135,13,56,8.8,--,39,47,17
--,SDSS J13582+0108,13,58,17.5,--,1,8,47,O,0.012,2,--,--,--,0.035,S1,--,17.73,--,--,-18.9,--,--,2,13,55,44.4,--,1,23,21
*,WPVS 85,13,58,24.6,-,38,9,17,O,--,--,--,--,--,0.034,S2,--,--,--,--,--,2168,--,2288,13,55,25.3,-,37,54,42
*,SDSS J13584+6542,13,58,26.7,--,65,42,13,O,--,2,--,--,--,0.075,S1,--,19.05,--,--,-19.2,--,--,2,13,57,6.1,--,65,56,45
*,2QZ J135829-0112,13,58,29.5,-,1,12,42,O,--,--,--,--,--,0.197,S1,*,20.6,--,-0.87,-19.8,--,487,487,13,55,55.1,-,0,58,8
*,SDSS J13584+0109,13,58,29.5,--,1,9,8,O,--,1,--,--,--,0.244,S1,--,18.59,--,--,-22.3,--,--,1,13,55,56.5,--,1,23,42
*,Zw 162.038A,13,58,35.1,--,28,50,52,O,--,--,--,--,--,0.039,S3,--,15.41,0.97,--,-20.5,--,--,2202,13,56,19.5,--,29,5,25
*,Zw 162.038B,13,58,38.0,--,28,51,57,O,--,--,--,--,--,0.039,S3,--,15.26,0.84,--,-20.8,--,--,2202,13,56,22.4,--,29,6,30
*,NGC 5395,13,58,38.2,--,37,25,30,--,--,909,--,--,--,0.012,S2,--,12.48,0.78,0.12,-21.0,1716,1211,913,13,56,29.6,--,37,40,3
--,S4 1356+47,13,58,40.6,--,47,37,58,O,0.428,776,0.6,1532,--,0.23,S2,--,19.5,--,--,-21.3,--,--,2104,13,56,43.0,--,47,52,31
*,SDSS J13587+0249,13,58,42.3,--,2,49,25,O,--,1,--,--,--,0.148,S1,--,19.06,--,--,-20.7,--,--,1,13,56,10.2,--,3,3,58
--,FIRST J1358+2658,13,58,45.4,--,26,58,8,R,--,--,--,--,--,0.33,S1,--,18.76,--,--,-22.8,--,--,2228,13,56,28.4,--,27,12,41
*,2QZ J135850-0116,13,58,50.4,-,1,16,55,O,--,--,--,--,--,0.687,S1,*,20.58,--,-0.89,-22.6,--,487,487,13,56,16.0,-,1,2,22
--,RXS J13588+2511,13,58,52.0,--,25,11,39,O,--,157,--,--,--,0.089,S1n,--,17.0,--,--,-21.7,157,--,1811,13,56,33.7,--,25,26,12
*,2MASS J13588+2954,13,58,52.5,--,29,54,13,O,--,--,--,--,--,0.113,S1,--,17.0,--,--,-22.2,--,--,1878,13,56,37.7,--,30,8,45
*,2QZ J135855-0238,13,58,55.2,-,2,38,43,O,--,--,--,--,--,0.704,S1,*,20.78,--,-0.02,-22.5,--,487,487,13,56,20.0,-,2,24,10
*,GSC 6144 00913,13,58,59.7,-,20,2,43,O,--,--,--,--,--,0.039,S2,--,15.5,--,--,-21.4,--,--,1254,13,56,14.0,-,19,48,10
*,ESO 578-G11,13,59,1.2,-,19,3,22,--,--,--,--,--,--,0.03,S3,--,13.4,--,--,-22.9,--,--,1496,13,56,16.2,-,18,48,49
*,SDSS J13590+0013,13,59,4.2,--,0,13,56,O,--,2,--,--,--,0.034,S1,--,17.99,--,--,-18.6,--,--,2,13,56,30.6,--,0,28,29
*,ESO 325-IG41,13,59,5.7,-,42,30,27,--,--,--,--,--,--,0.006,H2,--,15.59,0.38,-0.05,-16.8,241,2217,2114,13,56,2.0,-,42,15,54
*,SDSSp J13591+0027,13,59,8.0,--,0,27,32,O,--,--,--,--,--,0.257,S1n,R,18.19,--,--,-22.3,--,--,2241,13,56,34.6,--,0,42,4
*,Q 1356-0607,13,59,22.3,-,6,22,16,O,--,--,--,--,--,0.075,H2,--,16.17,--,--,-22.1,--,--,743,13,56,44.9,-,6,7,44
*,2QZ J135927+0129,13,59,27.7,--,1,29,1,O,--,--,--,--,--,0.743,S1,*,20.84,--,-0.87,-22.6,--,489,489,13,56,54.8,--,1,43,33
*,SDSS J13594+0122,13,59,28.0,--,1,22,6,O,--,1,--,--,--,0.169,S1,--,19.27,--,--,-20.8,--,--,1,13,56,55.1,--,1,36,38
*,SDSS J13595-0103,13,59,30.4,-,1,3,22,O,--,2,--,--,--,0.024,S1,--,18.87,--,--,-16.9,--,--,2,13,56,56.1,-,0,48,50
--,1WGA J1359.6+4010,13,59,38.1,--,40,11,38,O,0.281,778,--,--,--,0.407,--,--,19.2,--,--,-22.8,--,--,1159,13,57,32.4,--,40,26,9
*,2QZ J135940-0218,13,59,40.5,-,2,18,32,O,--,--,--,--,--,0.322,S1,*,20.27,--,-0.43,-21.3,--,487,487,13,57,5.5,-,2,4,1
*,SDSS J13597+0102,13,59,42.1,--,1,2,30,O,--,2,--,--,--,0.054,S1,--,19.18,--,--,-18.4,--,--,2,13,57,9.0,--,1,17,1
*,SDSS J13597-0034,13,59,43.1,-,0,34,24,O,--,1,--,--,--,0.163,S1,--,18.0,--,--,-22.0,--,--,1,13,57,9.1,-,0,19,53
*,Q 1357+4747,13,59,44.9,--,47,32,58,--,--,--,--,--,--,0.304,--,R,18.85,--,--,-22.0,1795,--,1795,13,57,47.4,--,47,47,28
*,SDSS J13597+0317,13,59,47.1,--,3,17,33,O,--,1,--,--,--,0.786,S1,--,21.06,--,--,-22.5,--,--,1,13,57,15.3,--,3,32,4
*,Q 1357+4641,13,59,53.6,--,46,27,19,--,--,--,--,--,--,0.054,--,R,18.48,--,--,-18.5,1795,--,1795,13,57,54.8,--,46,41,49
*,SDSS J13599+6432,13,59,54.2,--,64,32,34,O,--,2,--,--,--,0.102,S1,--,19.02,--,--,-19.9,--,--,2,13,58,30.5,--,64,47,3
--,FIRST J1359+2252,13,59,54.8,--,22,52,24,R,--,--,--,--,--,0.324,S1,O,18.7,--,--,-22.9,--,--,2228,13,57,35.1,--,23,6,54
*,2QZ J135958-0241,13,59,58.8,-,2,41,17,O,--,--,--,--,--,0.439,S1,*,20.85,--,-0.41,-21.3,--,487,487,13,57,23.5,-,2,26,46
*,SDSS J14000+0315,14,0,1.1,--,3,15,25,O,--,2,--,--,--,0.551,S1,--,21.69,--,--,-21.0,--,--,2,13,57,29.3,--,3,29,55
*,SDSS J14000+0300,14,0,2.4,--,3,0,57,O,--,1,--,--,--,0.436,S1,--,19.41,--,--,-22.8,--,--,1,13,57,30.4,--,3,15,27
*,SDSS J14001+0151,14,0,9.6,--,1,51,52,O,--,1,--,--,--,0.257,S1,--,19.57,--,--,-21.5,--,--,1,13,57,37.0,--,2,6,22
*,SDSS J14001-0114,14,0,10.7,-,1,14,1,O,--,2,--,--,--,0.146,S1,--,19.88,--,--,-19.9,--,--,2,13,57,36.3,-,0,59,31
--,SDSS J14001+0321,14,0,11.2,--,3,21,40,O,--,1,--,--,--,1.067,S1,--,21.51,--,--,-22.9,--,--,1,13,57,39.4,--,3,36,10
*,2QZ J140016-0108,14,0,16.7,-,1,8,22,O,--,--,--,--,--,0.351,S1,*,18.98,--,-0.9,-22.8,--,487,487,13,57,42.3,-,0,53,52
*,SDSS J14003+0104,14,0,19.0,--,1,4,53,O,--,2,--,--,--,0.121,S1,--,19.44,--,--,-19.9,--,--,2,13,57,45.9,--,1,19,23
*,SDSS J14003+0303,14,0,19.7,--,3,3,45,O,--,1,--,--,--,0.319,S1,--,20.09,--,--,-21.4,--,--,1,13,57,47.8,--,3,18,15
*,SDSS J14003-0038,14,0,23.6,-,0,38,6,O,--,2,--,--,--,0.109,S1,--,18.97,--,--,-20.1,--,--,2,13,57,49.5,-,0,23,36
--,4C 62.22,14,0,28.6,--,62,10,40,R,1.77,1532,2.66,1532,--,0.431,S2,--,19.8,--,--,-22.4,397,--,1176,13,58,58.3,--,62,25,8
*,2QZ J140030+0022,14,0,30.1,--,0,22,8,O,--,--,--,--,--,0.259,S1,*,18.72,--,-0.86,-22.3,--,487,487,13,57,56.6,--,0,36,37
*,MCG+05.33.038,14,0,32.7,--,28,39,39,O,--,--,--,--,--,0.06,S3,--,15.55,0.76,--,-21.5,--,--,2202,13,58,17.2,--,28,54,8
*,SDSS J14005+0047,14,0,34.7,--,0,47,33,O,--,1,--,--,--,0.361,S1,--,19.11,--,--,-22.7,--,--,1,13,58,1.5,--,1,2,2
*,UM 625,14,0,40.6,-,1,55,16,--,--,--,--,--,--,0.025,S2,--,17.0,--,--,-18.9,1230,--,2015,13,58,5.8,-,1,40,47
*,SDSS J14008+0221,14,0,49.9,--,2,21,38,O,--,1,--,--,--,0.27,S1,--,19.4,--,--,-21.7,--,--,1,13,58,17.6,--,2,36,7
*,SBS 1359+536,14,0,50.2,--,53,24,25,O,--,--,--,--,--,0.175,S1n,--,18.5,--,--,-21.7,--,--,1925,13,59,1.6,--,53,38,53
*,SDSS J14009+0218,14,0,56.1,--,2,18,26,O,--,1,--,--,--,0.196,S1,--,19.51,--,--,-20.9,--,--,1,13,58,23.7,--,2,32,54
--,SDSS J14010+0252,14,1,2.0,--,2,52,42,O,0.031,2,--,--,--,0.252,S1,--,18.58,--,--,-22.4,--,--,2,13,58,30.0,--,3,7,10
*,WAS 87,14,1,9.3,--,21,14,15,O,--,--,--,--,--,0.027,H2,--,14.8,--,--,-21.3,1050,--,1499,13,58,48.6,--,21,28,43
*,DMS 1358-0100,14,1,11.0,-,1,15,20,O,--,--,--,--,--,0.82,--,--,20.56,0.33,-0.56,-22.9,--,1484,1484,13,58,36.6,-,1,0,52
--,SDSS J14014+0256,14,1,27.7,--,2,56,6,O,--,1,--,--,--,0.265,S1,--,20.39,--,--,-20.7,--,--,1,13,58,55.7,--,3,10,33
*,2QZ J140129-0038,14,1,29.4,-,0,38,33,O,--,--,--,--,--,0.575,S1,*,20.47,--,-0.8,-22.3,--,487,487,13,58,55.3,-,0,24,6
*,SDSS J14015+0213,14,1,31.8,--,2,13,55,O,--,1,--,--,--,0.259,S1,--,19.41,--,--,-21.6,--,--,1,13,58,59.4,--,2,28,22
*,DMS 1359-0030,14,1,35.2,-,0,45,18,O,--,--,--,--,--,0.86,--,--,21.04,0.5,-0.89,-22.4,--,1484,818,13,59,1.1,-,0,30,51
*,SDSS J14016+6545,14,1,37.9,--,65,45,56,O,--,1,--,--,--,0.093,S1,--,19.0,--,--,-19.8,--,--,1,14,0,19.3,--,66,0,21
*,SDSS J14016+6454,14,1,40.1,--,64,54,15,O,--,1,--,--,--,0.146,S1,--,19.63,--,--,-20.1,--,--,1,14,0,18.6,--,65,8,40
*,SDSS J14017+0032,14,1,43.3,--,0,32,44,O,--,1,--,--,--,0.141,S1,--,19.66,--,--,-20.0,--,--,1,13,59,9.9,--,0,47,11
*,Q 1359+4640,14,1,45.4,--,46,26,11,--,--,--,--,--,--,0.066,--,R,17.54,--,--,-19.9,1795,--,1795,13,59,47.1,--,46,40,37
*,SDSS J14017+0109,14,1,46.4,--,1,9,24,O,--,2,--,--,--,0.024,S1,--,17.85,--,--,-17.9,--,--,2,13,59,13.4,--,1,23,51
*,2QZ J140152-0052,14,1,52.6,-,0,52,9,O,--,--,--,--,--,0.456,S1,*,19.76,--,-0.85,-22.5,--,487,487,13,59,18.4,-,0,37,43
*,ESO 510-G46,14,1,58.7,-,25,32,26,--,--,--,--,--,--,0.021,S2,--,14.3,--,--,-21.2,--,--,1252,13,59,9.0,-,25,17,59
--,FIRST J1402+4204,14,2,0.6,--,42,4,42,R,--,--,--,--,--,0.168,S1,--,18.71,--,--,-21.4,--,--,2228,13,59,57.3,--,42,19,7
*,Q 1400+4638,14,2,8.7,--,46,24,13,--,--,--,--,--,--,0.236,--,R,18.51,--,--,-21.8,1795,--,1795,14,0,10.5,--,46,38,38
*,SDSS J14021+0032,14,2,11.0,--,0,32,25,O,--,2,--,--,--,0.082,S1,--,18.78,--,--,-19.7,--,--,2,13,59,37.6,--,0,46,51
*,Q 1400+3757,14,2,11.2,--,37,42,49,O,--,--,--,--,--,0.061,--,R,17.87,--,--,-19.4,1795,--,1795,14,0,3.6,--,37,57,14
*,SDSS J14024+0219,14,2,24.7,--,2,19,12,O,--,1,--,--,--,0.244,S1,--,20.25,--,--,-20.7,--,--,1,13,59,52.4,--,2,33,37
*,RXS J14024+5739,14,2,24.8,--,57,39,22,--,--,--,--,--,--,0.136,S1n,--,18.6,--,--,-21.0,115,--,113,14,0,44.6,--,57,53,46
*,RXS J14025+2159,14,2,34.5,--,21,59,51,O,--,--,--,--,--,0.066,S1n,--,16.7,--,--,-21.3,--,--,2337,14,0,14.4,--,22,14,16
*,SDSS J14026+6439,14,2,38.8,--,64,39,18,O,--,2,--,--,--,0.239,S1,--,19.77,--,--,-21.1,--,--,2,14,1,17.0,--,64,53,41
*,SDSS J14026+0153,14,2,41.9,--,1,53,22,O,--,2,--,--,--,0.024,S1,--,19.01,--,--,-16.8,--,--,2,14,0,9.3,--,2,7,47
*,SDSS J14027+0138,14,2,43.1,--,1,38,7,O,--,2,--,--,--,0.685,S1,--,22.13,--,--,-21.1,--,--,2,14,0,10.4,--,1,52,32
*,2QZ J140252-0152,14,2,52.0,-,1,52,58,O,--,--,--,--,--,0.402,S1,*,20.66,--,-1.62,-21.3,--,487,487,14,0,17.2,-,1,38,34
*,SDSS J14028+0459,14,2,52.2,--,4,59,32,O,--,1,--,--,--,0.254,S1,--,19.44,--,--,-21.6,--,--,1,14,0,21.4,--,5,13,56
*,SDSS J14030+0102,14,3,0.4,--,1,2,42,O,--,1,--,--,--,0.538,S1,--,21.16,--,--,-21.5,--,--,1,14,0,27.3,--,1,17,6
*,SDSS J14030+0400,14,3,4.9,--,4,0,2,O,--,1,--,--,--,0.133,S1,--,18.49,--,--,-21.1,--,--,1,14,0,33.6,--,4,14,26
*,SDSS J14033+0255,14,3,20.7,--,2,55,38,O,--,1,--,--,--,0.69,S1,--,20.56,--,--,-22.7,--,--,1,14,0,48.7,--,3,10,1
*,SDSS J14033+0222,14,3,22.1,--,2,22,33,O,--,1,--,--,--,0.25,S1,--,20.33,--,--,-20.6,--,--,1,14,0,49.8,--,2,36,56
*,SDSS J14034+6554,14,3,25.1,--,65,54,26,O,--,2,--,--,--,0.145,S1,--,19.5,--,--,-20.2,--,--,2,14,2,8.0,--,66,8,47
*,SDSS J14034+0113,14,3,25.4,--,1,13,38,O,--,1,--,--,--,0.256,S1,--,19.0,--,--,-22.0,--,--,1,14,0,52.4,--,1,28,1
--,NGC 5427,14,3,25.9,-,6,1,50,--,0.002,1413,--,--,--,0.009,S2,--,13.96,0.71,0.03,-19.0,1716,2113,1066,14,0,48.6,-,5,47,27
*,HE 1400-0826,14,3,29.1,-,8,40,23,O,--,--,--,--,--,0.089,S1,--,16.5,--,--,-22.2,--,--,1631,14,0,50.2,-,8,26,0
*,SDSS J14035+0404,14,3,31.9,--,4,4,54,O,--,1,--,--,--,0.354,S1,--,20.25,--,--,-21.5,--,--,1,14,1,0.6,--,4,19,17
*,SDSS J14035+0247,14,3,34.1,--,2,47,55,O,--,2,--,--,--,0.141,S1,--,19.71,--,--,-20.0,--,--,2,14,1,2.1,--,3,2,18
*,2QZ J140336-0026,14,3,36.8,-,0,26,11,O,--,--,--,--,--,0.388,S1,*,20.44,--,-0.78,-21.5,--,487,487,14,1,2.8,-,0,11,48
*,Q 1401+3753,14,3,49.5,--,37,38,51,--,--,--,--,--,--,0.368,--,R,19.63,--,--,-21.6,1795,--,1795,14,1,42.1,--,37,53,12
*,2QZ J140402-0242,14,4,2.9,-,2,42,7,O,--,--,--,--,--,0.594,S1,*,20.46,--,-0.94,-22.4,--,487,487,14,1,27.6,-,2,27,45
*,SDSS J14040+0436,14,4,4.7,--,4,36,58,O,--,1,--,--,--,0.373,S1,--,19.59,--,--,-22.3,--,--,1,14,1,33.7,--,4,51,20
*,2QZ J140405+0031,14,4,5.4,--,0,31,36,O,--,--,--,--,--,0.461,S1,*,20.82,--,0.6,-21.5,--,487,487,14,1,32.0,--,0,45,58
*,2QZ J140407-0246,14,4,8.0,-,2,46,12,O,--,--,--,--,--,0.413,S1,*,19.71,--,-1.21,-22.3,--,487,487,14,1,32.6,-,2,31,50
*,SDSS J14041-0059,14,4,8.3,-,0,59,11,O,--,2,--,--,--,0.195,S1,--,19.96,--,--,-20.4,--,--,2,14,1,34.0,-,0,44,50
*,SDSS J14041+0441,14,4,8.5,--,4,41,22,O,--,1,--,--,--,0.239,S1,--,18.94,--,--,-21.9,--,--,1,14,1,37.6,--,4,55,43
*,SDSS J14041+0139,14,4,9.4,--,1,39,12,O,--,1,--,--,--,0.17,S1,--,19.49,--,--,-20.6,--,--,1,14,1,36.7,--,1,53,33
*,2QZ J140416-0253,14,4,16.3,-,2,53,45,O,--,--,--,--,--,0.293,S1,*,20.12,--,-0.73,-21.2,--,487,487,14,1,40.9,-,2,39,24
*,SDSS J14043+0443,14,4,23.6,--,4,43,4,O,--,2,--,--,--,0.03,S1,--,17.59,--,--,-18.7,--,--,2,14,1,52.7,--,4,57,25
*,2QZ J140425-0200,14,4,25.3,-,2,0,19,O,--,--,--,--,--,0.452,S1,*,20.61,--,-0.5,-21.7,--,487,487,14,1,50.4,-,1,45,58
*,SDSS J14044+0438,14,4,28.4,--,4,38,7,O,--,1,--,--,--,0.258,S1,--,19.87,--,--,-21.2,--,--,1,14,1,57.5,--,4,52,28
*,SDSS J14045-0008,14,4,34.7,-,0,8,0,O,--,2,--,--,--,0.303,S1,--,19.83,--,--,-21.6,--,--,2,14,2,0.9,--,0,6,20
*,SDSS J14046+0312,14,4,36.5,--,3,12,39,O,--,2,--,--,--,0.182,S1,--,20.06,--,--,-20.2,--,--,2,14,2,4.7,--,3,26,59
*,SDSS J14046+0248,14,4,37.4,--,2,48,2,O,--,1,--,--,--,0.602,S1,--,20.24,--,--,-22.7,--,--,1,14,2,5.4,--,3,2,22
--,FIRST J1404+2636,14,4,38.8,--,26,36,48,R,--,--,--,--,--,0.159,S?,--,19.04,--,--,-20.9,--,--,2228,14,2,22.3,--,26,51,8
*,SDSS J14047+6625,14,4,42.2,--,66,25,50,O,--,2,--,--,--,0.089,S1,--,18.11,--,--,-20.6,--,--,2,14,3,27.8,--,66,40,8
*,SDSS J14050+0050A,14,5,0.0,--,0,50,48,O,--,2,--,--,--,0.07,S1,--,18.95,--,--,-19.2,--,--,2,14,2,26.8,--,1,5,8
*,SDSS J14050+0050B,14,5,0.2,--,0,50,53,O,--,2,--,--,--,0.07,S1,--,19.13,--,--,-19.0,--,--,2,14,2,27.0,--,1,5,13
*,SDSS J14050+0431,14,5,1.2,--,4,31,26,O,--,2,--,--,--,0.033,S1,--,18.77,--,--,-17.7,--,--,2,14,2,30.2,--,4,45,45
*,SDSS J14050-0015,14,5,1.6,-,0,15,14,O,--,2,--,--,--,0.032,S1,--,18.65,--,--,-17.8,--,--,2,14,2,27.7,-,0,0,55
*,Q 1403+4634,14,5,5.3,--,46,19,49,--,--,--,--,--,--,0.183,--,R,18.84,--,--,-20.9,1795,--,1795,14,3,7.7,--,46,34,7
*,SDSS J14051+0134,14,5,9.9,--,1,34,14,O,--,1,--,--,--,0.175,S1,--,19.36,--,--,-20.8,--,--,1,14,2,37.1,--,1,48,33
*,2QZ J140515+0016,14,5,15.3,--,0,16,48,O,--,--,--,--,--,0.752,S1,*,20.81,--,-0.46,-22.6,--,487,487,14,2,41.8,--,0,31,7
*,SBS 1403+546,14,5,15.6,--,54,24,58,O,--,1960,--,--,--,0.082,S1,*,16.8,-0.1,--,-21.8,251,1270,1270,14,3,30.3,--,54,39,16
*,SDSS J14053+0025,14,5,18.1,--,0,25,58,O,--,2,--,--,--,0.325,S1,--,19.5,--,--,-22.1,--,--,2,14,2,44.7,--,0,40,17
*,SDSS J14053+0434,14,5,18.5,--,4,34,6,O,--,1,--,--,--,0.352,S1,--,19.96,--,--,-21.8,--,--,1,14,2,47.5,--,4,48,25
*,SDSS J14053+0258,14,5,19.7,--,2,58,13,O,--,1,--,--,--,0.068,S1,--,17.97,--,--,-20.1,--,--,1,14,2,47.8,--,3,12,32
*,2QZ J140520-0026,14,5,20.4,-,0,26,28,O,--,--,--,--,--,0.592,S1,*,20.64,--,-0.36,-22.2,--,489,489,14,2,46.4,-,0,12,9
*,1WGA J1405.4+2223,14,5,28.3,--,22,23,33,O,--,--,--,--,--,0.156,S1,R,16.5,--,--,-22.8,1320,--,1320,14,3,8.8,--,22,37,51
*,SDSS J14055+0400,14,5,32.4,--,4,0,47,O,--,2,--,--,--,0.185,S1,--,19.79,--,--,-20.5,--,--,2,14,3,1.1,--,4,15,5
*,2QZ J140532-0130,14,5,32.4,-,1,30,8,O,--,--,--,--,--,0.462,S1,*,20.77,--,-0.57,-21.5,--,487,487,14,2,57.8,-,1,15,50
*,SDSS J14055+0258,14,5,33.3,--,2,58,0,O,--,1,--,--,--,0.302,S1,--,19.25,--,--,-22.1,--,--,1,14,3,1.4,--,3,12,18
*,SDSS J14055+0325,14,5,35.4,--,3,25,51,O,--,2,--,--,--,0.114,S1,--,19.2,--,--,-20.0,--,--,2,14,3,3.8,--,3,40,9
*,2QZ J140537-0247,14,5,37.3,-,2,47,58,O,--,--,--,--,--,0.543,S1,*,20.51,--,-0.58,-22.1,--,487,487,14,3,1.9,-,2,33,40
*,Q 1403+4635,14,5,40.0,--,46,20,57,--,--,--,--,--,--,0.457,--,R,19.48,--,--,-22.3,1795,--,1795,14,3,42.6,--,46,35,14
*,SDSS J14056+6630,14,5,40.3,--,66,30,56,O,--,2,--,--,--,0.078,S1,--,19.15,--,--,-19.2,--,--,2,14,4,26.8,--,66,45,12
--,FIRST J1405+2725,14,5,45.2,--,27,25,15,R,--,--,--,--,--,0.164,S1,--,17.34,--,--,-22.7,--,--,2228,14,3,29.4,--,27,39,32
*,2QZ J140546-0021,14,5,46.7,-,0,21,38,O,--,--,--,--,--,0.584,S1,*,20.41,--,-0.38,-22.4,--,487,487,14,3,12.8,-,0,7,20
*,SDSS J14058+0245,14,5,51.1,--,2,45,29,O,--,1,--,--,--,0.327,S1,--,20.32,--,--,-21.3,--,--,1,14,3,19.1,--,2,59,47
*,SDSS J14060-0107,14,6,0.4,-,1,7,25,O,--,2,--,--,--,0.282,S1,--,20.25,--,--,-21.0,--,--,2,14,3,26.0,-,0,53,8
--,SDSS J14060+0020,14,6,3.3,--,0,20,35,O,0.002,2,--,--,--,0.053,S1,--,17.9,--,--,-19.6,--,--,2,14,3,29.8,--,0,34,52
*,SBS 1404+582,14,6,4.8,--,58,0,41,O,--,--,--,--,--,0.125,S1n,--,17.5,--,--,-21.9,--,--,1925,14,4,26.9,--,58,14,57
*,2QZ J140605+0055,14,6,5.9,--,0,55,34,O,--,--,--,--,--,0.443,S1,*,20.65,--,-0.45,-21.6,--,487,487,14,3,32.8,--,1,9,51
*,SDSS J14062-0001,14,6,12.9,-,0,1,41,O,--,2,--,--,--,0.112,S1,--,20.63,--,--,-18.5,--,--,2,14,3,39.2,--,0,12,36
*,SDSS J14062+0235,14,6,16.3,--,2,35,42,O,--,1,--,--,--,0.225,S1,--,18.88,--,--,-21.8,--,--,1,14,3,44.2,--,2,49,59
*,Q 1404+4640,14,6,21.3,--,46,26,16,--,--,--,--,--,--,0.091,--,R,18.36,--,--,-19.8,1795,--,1795,14,4,24.2,--,46,40,32
*,SDSS J14065-0019,14,6,30.1,-,0,19,39,O,--,2,--,--,--,0.106,S1,--,20.41,--,--,-18.6,--,--,2,14,3,56.2,-,0,5,23
*,2QZ J140631+0024,14,6,31.1,--,0,24,41,O,--,--,--,--,--,0.52,S1,*,20.42,--,-0.61,-22.1,--,487,487,14,3,57.6,--,0,38,57
--,IRAS 14041+0117,14,6,38.3,--,1,2,54,O,--,1,--,--,--,0.236,S2,--,19.0,--,--,-21.8,--,--,395,14,4,5.2,--,1,17,10
*,Zw 336.041,14,6,46.9,--,71,53,22,O,--,--,--,--,--,0.034,S1.9,--,15.5,--,--,-21.1,--,--,1403,14,6,0.9,--,72,7,35
*,2QZ J140647-0114,14,6,47.7,-,1,14,46,O,--,--,--,--,--,0.556,S1,*,20.09,--,-1.09,-22.6,--,489,489,14,4,13.2,-,1,0,31
*,2QZ J140648-0159,14,6,48.5,-,1,59,54,O,--,--,--,--,--,0.501,S1,*,20.22,--,-0.4,-22.2,--,489,489,14,4,13.6,-,1,45,39
*,SDSS J14068+0448,14,6,52.9,--,4,48,21,O,--,1,--,--,--,0.221,S1,--,19.93,--,--,-20.8,--,--,1,14,4,22.1,--,5,2,36
*,SDSS J14069+6554,14,6,55.5,--,65,54,56,O,--,2,--,--,--,0.06,S1,--,18.14,--,--,-19.7,--,--,2,14,5,40.4,--,66,9,9
*,SDSS J14069+6408,14,6,56.7,--,64,8,24,O,--,2,--,--,--,0.086,S1,--,18.52,--,--,-20.1,--,--,2,14,5,35.4,--,64,22,37
*,2QZ J140656+0013,14,6,57.0,--,0,13,39,O,--,--,--,--,--,0.629,S1,*,20.48,--,-0.36,-22.5,--,487,487,14,4,23.4,--,0,27,54
--,OQ 208,14,7,0.4,--,28,27,15,O,2.9,1529,1.87,1098,--,0.077,S1.5,--,15.35,0.78,-0.05,-22.2,514,2281,1264,14,4,45.6,--,28,41,29
*,SDSS J14072-0101,14,7,16.1,-,1,1,2,O,--,1,--,--,--,0.383,S1,--,19.77,--,--,-22.2,--,--,1,14,4,41.8,-,0,46,48
*,SDSS J14073+0235,14,7,20.7,--,2,35,53,O,--,1,--,--,--,0.309,S1,--,19.97,--,--,-21.5,--,--,1,14,4,48.6,--,2,50,7
*,SDSS J14074+0528,14,7,25.4,--,5,28,37,O,--,2,--,--,--,0.085,S1,--,19.66,--,--,-18.9,--,--,2,14,4,55.0,--,5,42,51
*,SDSS J14074+0058,14,7,29.9,--,0,58,9,O,--,2,--,--,--,0.177,S1,--,18.71,--,--,-21.5,--,--,2,14,4,56.8,--,1,12,23
*,2QZ J140731+0011,14,7,32.0,--,0,11,39,O,--,--,--,--,--,0.556,S1,*,20.17,--,-1.33,-22.5,--,487,487,14,4,58.4,--,0,25,53
*,SDSS J14076+0323,14,7,37.5,--,3,23,10,O,--,2,--,--,--,0.172,S1,--,19.69,--,--,-20.4,--,--,2,14,5,5.9,--,3,37,24
*,SDSS J14077+0228,14,7,42.9,--,2,28,55,O,--,1,--,--,--,0.319,S1,--,18.88,--,--,-22.6,--,--,1,14,5,10.7,--,2,43,8
*,SDSS J14078-0030,14,7,53.9,-,0,30,18,O,--,1,--,--,--,0.167,S1,--,19.57,--,--,-20.5,--,--,1,14,5,19.9,-,0,16,5
*,2QZ J140758-0114,14,7,58.8,-,1,14,32,O,--,--,--,--,--,0.536,S1,*,20.64,--,-0.26,-22.0,--,489,489,14,5,24.3,-,1,0,19
*,SBS 1406+540,14,7,59.1,--,53,48,0,O,--,--,--,--,--,0.173,S1n,--,18.5,--,--,-21.6,--,--,1925,14,6,13.6,--,54,2,12
*,Q 1406+4750,14,8,1.3,--,47,36,10,--,--,--,--,--,--,0.373,--,R,18.96,--,--,-22.3,1795,--,1795,14,6,6.2,--,47,50,22
*,Q 1405+3751,14,8,3.6,--,37,37,44,--,--,--,--,--,--,0.06,--,R,17.87,--,--,-19.4,1795,--,1795,14,5,57.0,--,37,51,56
