notRadio,Name,RAh,RAm,RAs,DE-,DEd,DEm,DEs,n_RAh,F6cm,r_F6cm,F11cm,r_F11cm,l_z,z,Sp,n_Vmag,Vmag,B-V,U-B,Mabs,FC,r_Vmag,r_z,RA1950h,RA1950m,RA1950s,DE1950-,DE1950d,DE1950m,DE1950s
*,RXS J03313+0654,3,31,19.4,--,6,54,28,--,--,--,--,--,--,--,BL,--,19.19,--,--,--,--,--,55,3,28,39.3,--,6,44,18
*,CDF-S J03321-2743,3,32,11.0,-,27,43,43,--,--,--,--,--,--,--,?,--,22.39,--,--,--,--,--,1807,3,30,5.3,-,27,53,49
--,MS 03313-3629,3,33,12.3,-,36,19,47,--,0.009,1960,--,--,--,0.308,BL,--,18.0,--,--,-23.4,1235,--,1625,3,31,17.9,-,36,29,49
--,PKS 0332-403,3,34,13.7,-,40,8,25,O,2.6,225,1.93,225,--,--,HP,O,17.5,--,--,--,1839,--,584,3,32,25.3,-,40,18,24
--,RXS J03363-0347,3,36,24.0,-,3,47,40,--,--,157,--,--,--,0.159,BL?,--,17.4,--,--,-22.6,157,--,157,3,33,53.9,-,3,57,32
--,2E 0336-2453,3,38,12.5,-,24,43,50,O,--,828,--,--,--,0.251,BL,--,19.0,--,--,-22.0,828,--,828,3,36,3.8,-,24,53,35
--,PKS 0338-214,3,40,35.5,-,21,19,31,O,0.933,787,0.82,234,--,--,BL,--,17.1,0.4,--,--,234,1816,645,3,38,23.2,-,21,29,8
--,PKS 0346-163,3,48,39.2,-,16,10,17,R,0.55,2157,0.54,2157,--,--,BL,--,18.0,--,--,--,234,--,927,3,46,21.8,-,16,19,25
--,1ES 0347-121,3,49,23.2,-,11,59,27,O,0.008,1764,--,--,--,0.185,BL,--,19.1,--,--,-21.2,1548,--,1764,3,47,1.4,-,12,8,32
--,RXS J03499+0640,3,49,59.7,--,6,40,56,--,0.042,778,--,--,--,--,BL,--,19.14,--,--,--,--,--,55,3,47,19.4,--,6,31,53
--,MS 03500-3712,3,51,54.6,-,37,3,44,--,0.017,1959,--,--,--,0.165,BL,--,18.5,--,--,-21.5,1235,--,1625,3,50,3.6,-,37,12,39
--,1WGA J0553.0-3623,3,53,5.1,-,36,23,8,--,--,2306,--,--,--,--,BL,--,--,--,--,--,--,--,2306,3,51,13.2,-,36,31,59
--,RXS J03589-3054,3,58,56.2,-,30,54,46,--,--,157,--,--,--,--,BL?,--,18.1,--,--,--,157,--,157,3,56,57.0,-,31,3,15
--,PKS 0357-264,3,59,33.7,-,26,15,31,O,0.421,787,0.58,2157,--,--,BL,--,21.76,--,--,--,584,--,927,3,57,28.5,-,26,23,58
--,RXS J04014+8153,4,1,29.7,--,81,53,14,--,--,157,--,--,--,0.215,BL?,--,19.6,--,--,-21.0,157,--,157,3,52,17.0,--,81,44,41
--,PKS 0406+121,4,9,22.1,--,12,17,39,O,1.62,1840,1.16,1840,--,1.02,HP,--,20.2,--,--,-24.1,1653,--,1104,4,6,35.6,--,12,9,49
--,3EG J0409+0640,4,9,25.9,--,6,40,35,O,0.23,778,--,--,--,0.805,BL,--,21.6,--,--,-22.1,--,--,1885,4,6,45.3,--,6,32,45
--,2E 0414+0057,4,16,52.4,--,1,5,24,O,0.083,2057,--,--,--,0.287,BL,--,16.38,0.48,-0.7,-24.4,2057,2057,826,4,14,17.6,--,0,58,3
--,RXS J04215-0628,4,21,32.8,-,6,29,6,--,--,157,--,--,--,0.391,BL?,--,18.7,--,--,-23.3,157,--,157,4,19,6.0,-,6,36,8
--,1WGA J0421.5+1433,4,21,33.1,--,14,33,54,--,0.114,778,--,--,--,0.059,BL,--,18.8,--,--,-19.0,--,--,1159,4,18,43.7,--,14,26,51
--,MS 04193+1943,4,22,18.5,--,19,50,53,--,0.008,1959,--,--,--,0.516,--,--,20.26,--,--,-22.3,1876,--,1625,4,19,22.9,--,19,43,53
--,PKS 0422+00,4,24,46.8,--,0,36,7,O,1.6,2318,1.29,267,--,--,HP,--,16.98,0.1,-0.49,--,232,8,643,4,22,12.5,--,0,29,17
--,MCG -01.12.005,4,25,51.3,-,8,33,38,O,0.045,737,--,--,--,0.039,?,--,15.9,--,--,-21.0,157,--,737,4,23,26.8,-,8,40,23
--,PKS 0426-380,4,28,40.4,-,37,56,19,O,1.13,1833,1.04,225,>,1.03,--,--,19.0,--,--,-25.3,1564,--,1945,4,26,54.7,-,38,2,52
--,1WGA J0428.8-3805,4,28,50.9,-,38,5,52,--,--,--,--,--,--,0.15,BL,--,18.9,--,--,-20.9,--,--,1549,4,27,5.5,-,38,12,24
--,RXS J042900-3236,4,29,0.2,-,32,36,39,--,--,157,--,--,--,--,BL?,--,19.0,--,--,--,157,--,157,4,27,5.9,-,32,43,10
--,2EG J0432+2910,4,33,37.7,--,29,5,56,O,0.476,778,0.37,430,--,--,BL,--,17.8,--,--,--,430,--,832,4,30,29.6,--,28,59,41
--,RXS J04402-2459,4,40,18.6,-,24,59,34,O,--,157,--,--,--,0.6,BL?,--,18.6,--,--,-24.3,157,--,157,4,38,14.1,-,25,5,20
--,PKS 0439-299,4,41,19.5,-,29,52,38,O,0.366,2320,--,--,--,--,BL,--,20.4,--,--,--,424,--,121,4,39,21.9,-,29,58,19
--,RXS J04486-1632,4,48,37.6,-,16,32,42,--,0.044,787,--,--,--,--,BL,--,16.4,--,--,--,157,--,157,4,46,22.8,-,16,37,54
--,PKS 0446+11,4,49,7.7,--,11,21,29,O,0.794,778,1.09,2314,--,--,BL?,O,20.0,--,--,--,933,--,832,4,46,21.2,--,11,16,18
--,PKS 0447-439,4,49,24.7,-,43,50,9,O,0.231,777,0.2,225,--,0.205,BL,--,16.0,--,--,-24.5,459,--,1549,4,47,52.1,-,43,55,16
--,1ES 0446+449,4,50,7.3,--,45,3,12,R,0.188,776,--,--,--,--,?,--,18.5,--,--,--,1548,--,2072,4,46,30.0,--,44,58,4
--,PKS 0459+135,5,2,33.2,--,13,38,11,O,0.459,778,0.63,1840,--,--,BL,R,18.3,--,--,--,423,--,1549,4,59,43.8,--,13,33,56
--,Q 0458+6530,5,3,3.4,--,65,34,10,--,0.036,778,--,--,--,--,--,--,--,--,--,--,--,--,1403,4,58,7.8,--,65,29,53
--,RXS J05055+0416,5,5,34.7,--,4,15,54,O,0.112,778,--,--,--,0.027,BL,--,17.6,--,--,-18.5,157,--,157,5,2,56.2,--,4,11,53
--,1WGA J0506.6-0857,5,6,39.0,-,8,58,0,--,--,333,--,--,--,--,BL,--,18.9,--,--,--,--,--,333,5,4,15.5,-,9,1,56
--,1ES 0502+675,5,7,56.1,--,67,37,24,O,0.025,776,--,--,--,0.314,BL,--,18.5,--,--,-23.0,1548,--,1763,5,2,45.0,--,67,33,27
--,S5 0454+84,5,8,42.5,--,84,32,5,O,1.398,1135,1.1,1135,>,1.34,HP,--,16.5,--,--,-28.4,62,--,1964,4,54,57.4,--,84,27,53
--,MG 0509+0541,5,9,25.9,--,5,41,35,O,1.026,776,--,--,--,--,BL,--,16.0,--,--,--,1173,--,832,5,6,45.7,--,5,37,50
--,4U 0506-03,5,9,38.1,-,4,0,45,O,--,1105,--,--,--,0.304,BL,--,19.5,--,--,-21.9,157,--,737,5,7,9.0,-,4,4,29
*,2E 0514+0626,5,17,4.0,--,6,29,39,O,--,--,--,--,--,--,HP,--,19.1,--,--,--,1876,--,1271,5,14,22.8,--,6,26,27
--,PKS 0524+034,5,27,32.7,--,3,31,31,--,0.2,776,--,--,--,--,BL,--,20.0,--,--,--,--,--,371,5,24,54.9,--,3,29,4
--,1WGA J0528.5-5820,5,28,34.7,-,58,20,18,--,0.09,777,--,--,--,0.254,BL,--,19.2,--,--,-21.8,--,--,1159,5,27,48.3,-,58,22,37
--,1ES 0525+713,5,31,37.4,--,71,21,50,O,0.009,1548,--,--,--,0.249,BL,--,19.0,--,--,-22.0,1548,--,1548,5,25,47.7,--,71,19,34
--,RXS J05365-3343,5,36,29.1,-,33,43,2,--,--,333,--,--,--,--,BL,--,17.0,--,--,--,157,--,333,5,34,39.7,-,33,44,49
--,TEX 0537+251,5,40,14.3,--,25,7,55,O,0.206,778,--,--,--,0.623,BL,--,--,--,--,--,--,--,1885,5,37,9.4,--,25,6,22
*,RXS J05439-5532,5,43,57.3,-,55,32,8,O,0.044,777,--,--,--,--,BL,--,17.4,--,--,--,--,--,675,5,43,0.7,-,55,33,20
--,1WGA J0546.9-2204,5,46,56.0,-,22,4,54,--,--,333,--,--,--,0.247,BL,--,20.3,--,--,-20.6,--,--,333,5,44,49.3,-,22,5,56
--,PKS 0548-322,5,50,40.5,-,32,16,16,O,0.23,550,0.32,1835,--,0.069,HP,--,15.5,0.57,-0.3,-22.0,644,1078,643,5,48,48.9,-,32,17,1
--,EXO 0556.4-3838,5,58,5.3,-,38,38,24,--,0.064,777,--,--,--,--,--,--,17.1,0.4,--,--,157,1816,736,5,56,25.0,-,38,38,36
--,TEX 0554+534,5,58,11.6,--,53,28,19,--,0.234,778,--,--,--,0.036,BL,R,14.0,--,--,-22.1,--,--,1549,5,54,7.7,--,53,28,2
--,MS 06079+7108,6,13,42.8,--,71,7,29,O,0.018,1959,--,--,--,0.267,HP,--,18.5,--,--,-22.6,1876,--,1625,6,7,53.9,--,71,8,16
--,PKS 0613-312,6,15,19.2,-,31,17,21,R,0.33,1835,0.3,--,--,--,BL,--,17.0,--,--,--,983,--,927,6,13,26.0,-,31,16,18
*,MS 06225-5256,6,23,37.9,-,52,57,58,--,--,--,--,--,--,--,--,--,19.0,--,--,--,1235,--,1415,6,22,32.2,-,52,56,17
--,1WGA J0624.7-3230,6,24,44.8,-,32,30,53,--,0.086,2320,--,--,--,0.275,BL,--,19.7,--,--,-21.5,--,--,1549,6,22,53.4,-,32,29,9
--,87GB 06216+4441,6,25,18.3,--,44,40,2,R,0.369,776,--,--,--,--,BL,O,16.8,--,--,--,--,--,2102,6,21,38.8,--,44,41,44
--,PKS 0627-199,6,29,23.8,-,19,59,19,O,0.784,787,0.57,234,--,--,HP,--,18.6,--,--,--,707,--,706,6,27,14.1,-,19,57,16
*,RXS J06309-2406,6,30,59.4,-,24,6,46,--,0.13,787,--,--,--,--,BL,--,15.4,--,--,--,1581,--,1581,6,28,55.3,-,24,4,35
--,PKS 0637-337,6,39,20.9,-,33,45,59,R,0.7,1835,0.54,1835,--,--,BL,--,20.5,--,--,--,983,--,927,6,37,31.2,-,33,43,12
--,B3 0639+423,6,43,26.7,--,42,14,19,R,0.041,776,--,--,--,0.089,BL?,--,17.0,--,--,-21.7,157,--,157,6,39,53.3,--,42,17,20
--,1ES 0647+250,6,50,46.5,--,25,3,0,O,0.079,776,--,--,--,--,BL,--,15.3,--,--,--,1548,--,1764,6,47,42.2,--,25,6,34
--,B3 0651+428,6,54,43.5,--,42,47,59,R,0.19,778,--,--,--,0.126,--,--,17.0,--,--,-22.4,--,--,1169,6,51,9.5,--,42,51,48
--,NPM1G+42.0131,6,56,10.6,--,42,37,2,O,0.48,778,--,--,--,0.059,BL?,--,16.9,--,--,-20.9,2270,--,1168,6,52,37.1,--,42,40,58
--,1WGA J0656.3-2403,6,56,22.7,-,24,3,18,--,0.104,787,--,--,--,0.371,BL,--,19.5,--,--,-22.4,--,--,1549,6,54,17.9,-,23,59,18
--,EXO 0706.1+5913,7,10,30.1,--,59,8,21,O,0.081,776,--,--,--,0.125,BL,--,18.4,--,--,-21.0,157,--,1168,7,6,9.3,--,59,13,15
--,RXS J07123+5719,7,12,18.7,--,57,19,22,--,--,157,--,--,--,0.095,BL,--,19.87,--,--,-18.9,157,--,168,7,8,5.5,--,57,24,24
--,S5 0716+71,7,21,53.3,--,71,20,36,O,1.121,1135,0.97,1135,--,--,HP,--,15.5,--,--,--,1137,--,1622,7,16,12.9,--,71,26,15
*,RXS J07232+5841,7,23,13.2,--,58,41,23,--,--,--,--,--,--,--,BL,--,19.14,--,--,--,--,--,55,7,18,56.3,--,58,47,10
--,FIRST J07247+2621,7,24,42.8,--,26,21,30,R,--,--,--,--,--,--,BL,--,17.64,--,--,--,--,--,2228,7,21,38.0,--,26,27,26
--,PKS 0723-008,7,25,50.7,-,0,54,56,O,2.25,1833,3.01,2150,--,0.127,--,--,18.0,--,--,-21.5,293,--,2267,7,23,17.9,-,0,48,55
--,FIRST J07304+3307,7,30,26.1,--,33,7,22,R,--,--,--,--,--,0.112,BL?,--,17.38,--,--,-21.8,157,--,157,7,27,11.9,--,33,13,41
--,RXS J07318+2804,7,31,52.7,--,28,4,32,--,0.047,778,--,--,--,0.25,BL?,--,17.6,--,--,-23.4,157,--,157,7,28,46.0,--,28,10,57
--,RXS J07335+3515,7,33,29.5,--,35,15,42,O,0.07,778,--,--,--,0.177,BL,--,17.9,--,--,-22.3,157,--,333,7,30,12.2,--,35,22,13
--,RXS J07370+2846,7,37,1.9,--,28,46,46,R,--,278,--,--,--,0.273,BL,--,19.5,--,--,-21.7,--,--,278,7,33,54.5,--,28,53,31
*,RXS J07373+3517,7,37,21.0,--,35,17,41,O,--,--,--,--,--,0.213,?,--,18.9,--,--,-21.7,--,--,2206,7,34,3.9,--,35,24,27
--,PKS 0735+17,7,38,7.4,--,17,42,19,O,1.99,1528,1.83,2298,>,0.424,HP,--,16.22,0.54,-0.44,-25.4,200,2281,1622,7,35,14.1,--,17,49,9
--,FIRST J07386+3139,7,38,37.8,--,31,39,30,R,--,--,--,--,--,--,BL,--,18.12,--,--,--,--,--,2228,7,35,26.4,--,31,46,22
--,FIRST J07413+2253,7,41,18.8,--,22,53,39,R,--,--,--,--,--,--,BL,--,17.21,--,--,--,--,--,2228,7,38,19.4,--,23,0,42
--,MS 07379+7441,7,44,5.1,--,74,33,59,O,0.024,1959,--,--,--,0.314,BL,--,16.89,--,--,-24.6,1876,--,1625,7,37,51.7,--,74,41,6
--,RXS J07473+0906,7,47,22.2,--,9,5,53,--,0.027,778,--,--,--,--,BL,--,17.1,--,--,--,157,--,157,7,44,38.8,--,9,13,20
--,RXS J07492+2313,7,49,14.1,--,23,13,16,R,0.035,778,--,--,--,0.175,BL?,--,18.3,--,--,-21.9,--,--,278,7,46,14.7,--,23,20,50
*,RXS J07494+7451,7,49,29.7,--,74,51,45,--,--,--,--,--,--,0.605,BL,--,18.9,--,--,-24.0,--,--,168,7,43,14.2,--,74,59,13
--,S4 0749+54,7,53,1.3,--,53,53,0,O,0.561,1532,0.67,1532,>,0.2,BL,--,18.5,--,--,-22.0,1169,--,1939,7,49,6.4,--,54,0,47
--,RXS J07546+3911,7,54,37.1,--,39,10,47,R,--,278,--,--,--,0.096,BL,--,15.9,--,--,-22.9,--,--,278,7,51,15.3,--,39,18,41
--,GB 0751+485,7,54,45.7,--,48,23,51,O,0.226,776,--,--,--,--,BL,--,17.1,--,--,--,--,--,1238,7,51,5.5,--,48,31,45
*,RX J07569+2919,7,56,52.8,--,29,19,43,O,--,--,--,--,--,0.067,BL?,--,--,--,--,--,--,--,278,7,53,46.1,--,29,27,46
--,PKS 0754+100,7,57,6.7,--,9,56,35,O,1.48,176,1.04,423,--,0.266,HP,--,15.0,0.43,-0.66,-25.7,2012,1607,347,7,54,22.6,--,10,4,40
*,RXS J08001+6210,8,0,6.5,--,62,10,12,--,--,--,--,--,--,--,BL,--,19.83,--,--,--,--,--,55,7,55,42.3,--,62,18,25
*,RXS J08010+6444,8,1,0.7,--,64,44,43,--,--,--,--,--,--,0.2,BL,--,18.76,--,--,-21.7,--,--,333,7,56,23.6,--,64,52,59
*,RXS J08033+4816,8,3,22.9,--,48,16,19,--,--,--,--,--,--,0.503,BL,--,18.8,--,--,-23.7,--,--,168,7,59,44.4,--,48,24,46
--,RXS J08054+7534,8,5,26.5,--,75,34,25,O,--,157,--,--,--,0.121,BL,--,18.1,--,--,-21.2,157,--,1440,7,59,8.1,--,75,42,55
--,SBS 0802+596,8,6,25.9,--,59,31,7,O,0.038,778,--,--,--,--,BL,--,17.2,--,--,--,157,--,1168,8,2,14.7,--,59,39,44
--,B2 0806+31,8,9,13.4,--,31,22,22,R,0.078,776,--,--,--,0.22,BL,--,15.7,--,--,-25.0,--,--,638,8,6,5.0,--,31,31,12
--,B2 0806+35,8,9,38.9,--,34,55,37,O,0.157,778,--,--,--,0.082,BL,--,17.37,--,--,-21.1,419,1539,1264,8,6,25.5,--,35,4,28
--,1ES 0806+524,8,9,49.2,--,52,18,58,O,0.177,776,--,--,--,0.138,BL,--,15.3,--,--,-24.3,1548,--,116,8,6,1.9,--,52,27,49
--,1REX J08109+4911,8,10,54.0,--,49,11,0,--,--,333,--,--,--,0.115,BL,--,17.0,--,--,-22.2,--,--,333,8,7,14.7,--,49,19,55
--,PKS 0808+019,8,11,26.6,--,1,46,52,O,0.67,1833,0.71,418,--,--,BL,--,17.2,0.38,-0.64,--,227,1078,2116,8,8,51.0,--,1,55,51
*,RXS J08121+5717,8,12,9.0,--,57,17,38,O,--,--,--,--,--,--,BL,--,19.76,--,--,--,--,1539,55,8,8,7.3,--,57,26,37
--,1WGA J0814.3+0858,8,14,21.0,--,8,57,0,--,--,333,--,--,--,0.23,BL,--,19.9,--,--,-20.9,--,--,333,8,11,38.4,--,9,6,9
--,EXO 0811.2+2949,8,14,21.8,--,29,40,32,--,0.019,737,--,--,--,--,--,--,18.3,--,--,--,--,--,737,8,11,16.1,--,29,49,41
--,1WGA J0816.0-0736,8,16,4.3,-,7,35,57,--,0.061,788,--,--,--,0.04,BL,--,16.1,--,--,-20.8,--,--,1549,8,13,37.9,-,7,26,41
--,RXS J08163+5739,8,16,23.8,--,57,39,3,--,0.064,778,--,--,--,--,BL,--,17.34,--,--,--,157,--,168,8,12,22.0,--,57,48,17
*,RXS J08164-1311,8,16,26.9,-,13,11,49,--,--,--,--,--,--,--,BL,--,17.4,--,--,--,--,--,1422,8,14,6.1,-,13,2,31
--,RXS J08166+6208,8,16,40.9,--,62,8,44,--,0.038,778,--,--,--,--,BL,--,18.57,--,--,--,--,--,55,8,12,21.6,--,62,17,59
--,OJ 425,8,18,16.1,--,42,22,46,O,1.68,1532,2.21,1532,--,--,HP,--,18.18,0.7,-0.36,--,422,1505,1622,8,14,51.8,--,42,32,8
--,FIRST J08184+2814,8,18,27.3,--,28,14,2,O,0.057,778,--,--,--,--,BL,--,18.11,--,--,--,--,--,2228,8,15,23.8,--,28,23,26
--,RXS J08192-0756,8,19,17.5,-,7,56,28,--,--,333,--,--,--,--,BL,--,18.5,--,--,--,157,--,333,8,16,51.4,-,7,47,0
--,FIRST J08194+4037,8,19,25.8,--,40,37,43,R,0.09,778,--,--,--,--,BL,--,19.33,--,--,--,--,--,2228,8,16,4.7,--,40,47,10
--,FIRST J08203+3640,8,20,20.2,--,36,40,4,R,0.149,778,--,--,--,--,BL,--,18.15,--,--,--,--,--,2228,8,17,5.4,--,36,49,34
--,PKS 0818-128,8,20,57.4,-,12,58,59,O,0.86,2207,0.87,234,--,--,BL,--,15.0,0.3,-0.4,--,2012,492,643,8,18,36.2,-,12,49,25
--,PKS 0823+033,8,25,50.3,--,3,9,24,O,1.43,1833,0.91,2155,--,0.506,HP,--,16.8,--,--,-25.7,291,--,1945,8,23,13.5,--,3,19,15
--,PKS 0823-223,8,26,1.5,-,22,30,27,O,0.776,787,1.03,234,>,0.91,HP,--,16.2,0.59,-0.42,-27.2,423,8,639,8,23,50.0,-,22,20,35
--,1WGA J0827.1+0841,8,27,6.0,--,8,41,18,--,--,333,--,--,--,--,BL,--,20.4,--,--,--,--,--,333,8,24,24.0,--,8,51,13
*,RXS J08282+4153,8,28,14.2,--,41,53,50,O,--,--,--,--,--,0.223,?,--,18.9,--,--,-21.8,--,--,2206,8,24,52.2,--,42,3,48
--,TEX 0826+180,8,29,4.6,--,17,54,14,--,0.21,778,--,--,--,0.089,BL?,--,13.9,--,--,-24.8,157,--,157,8,26,13.5,--,18,4,16
--,B3 0827+395,8,30,19.4,--,39,23,47,O,0.025,776,--,--,--,--,--,--,19.71,--,--,--,556,1539,556,8,27,1.8,--,39,33,52
--,PKS 0829+046,8,31,48.9,--,4,29,39,O,0.7,1840,0.67,423,--,0.18,HP,--,16.4,0.7,-0.37,-23.1,645,1078,641,8,29,10.9,--,4,39,51
--,1H 0827+089,8,31,54.8,--,8,47,58,--,0.108,776,--,--,--,--,--,--,--,--,--,--,--,--,1512,8,29,12.8,--,8,58,10
--,OJ 448,8,32,23.2,--,49,13,21,O,1.02,1532,1.17,1532,--,0.548,HP,--,18.82,0.64,-0.61,-23.2,600,1505,1622,8,28,48.0,--,49,23,33
--,RXS J08328+3300,8,32,51.5,--,33,0,10,O,--,157,--,--,--,0.671,BL,--,20.7,--,--,-22.5,157,--,116,8,29,43.4,--,33,10,24
*,RXS J08339+4726,8,33,57.1,--,47,26,51,--,--,--,--,--,--,0.496,BL,--,19.7,--,--,-22.8,--,--,168,8,30,25.9,--,47,37,8
--,TEX 0836+182,8,39,30.7,--,18,2,47,O,0.325,176,--,--,--,--,HP,--,17.0,--,--,--,2256,--,643,8,36,40.1,--,18,13,25
--,FIRST J08470+4117,8,47,2.5,--,41,17,57,R,--,--,--,--,--,0.129,BL,--,17.97,--,--,-21.5,--,--,2228,8,43,44.6,--,41,28,59
--,RXS J08472+1133,8,47,12.9,--,11,33,52,O,0.032,778,--,--,--,0.198,BL,--,16.9,--,--,-23.5,157,--,344,8,44,28.8,--,11,44,55
--,TEX 0845-068,8,47,56.8,-,7,3,17,--,0.444,788,--,--,--,--,BL?,--,16.4,--,--,--,157,--,157,8,45,29.1,-,6,52,11
--,RXS J08484+8111,8,48,27.8,--,81,11,47,O,--,157,--,--,--,0.175,?,--,18.7,--,--,-21.5,157,--,2206,8,40,25.7,--,81,22,46
--,RXS J08506+3455,8,50,36.2,--,34,55,23,O,0.02,778,--,--,--,0.149,BL,--,17.5,--,--,-22.3,419,--,278,8,47,27.8,--,35,6,37
--,US 1889,8,54,9.9,--,44,8,31,O,0.077,778,--,--,--,--,BL,--,19.0,--,--,--,2076,--,1440,8,50,48.7,--,44,19,56
--,OJ 287,8,54,48.8,--,20,6,30,O,2.61,1528,3.38,423,--,0.306,HP,--,15.43,0.48,-0.51,-25.5,200,1505,1944,8,51,57.2,--,20,17,58
*,RXS J08548+6218,8,54,50.5,--,62,18,50,--,--,--,--,--,--,0.267,BL,--,19.0,--,--,-22.1,--,--,168,8,50,43.6,--,62,30,16
*,RXS J08591+8345,8,59,10.1,--,83,45,4,--,--,--,--,--,--,0.327,BL,--,19.7,--,--,-21.9,--,--,168,8,49,7.3,--,83,56,34
--,FIRST J0903+4055,9,3,14.7,--,40,56,1,--,0.028,778,--,--,--,0.188,BL?,--,18.7,--,--,-21.6,157,--,157,9,0,0.1,--,41,7,54
--,NPM1G-09.0307,9,8,2.2,-,9,59,37,O,0.155,787,--,--,--,0.054,BL,--,16.4,--,--,-21.2,157,--,1844,9,5,36.4,-,9,47,28
--,RXS J09090+2311,9,9,0.6,--,23,11,14,O,0.029,778,--,--,--,0.223,BL,--,17.03,--,--,-23.7,--,1539,278,9,6,7.2,--,23,23,25
--,PKS 0907+022,9,9,39.9,--,2,0,5,O,0.43,983,0.19,2155,--,--,BL,--,19.0,--,--,--,1755,--,927,9,7,4.5,--,2,12,19
--,B2 0906+31,9,9,53.3,--,31,6,3,O,0.77,655,--,--,--,0.274,--,--,17.8,--,--,-23.4,655,--,116,9,6,52.0,--,31,18,17
--,Ton 1015,9,10,37.1,--,33,29,24,R,0.101,778,--,--,--,0.354,BL,--,16.5,--,--,-25.3,157,1539,157,9,7,33.2,--,33,41,40
--,FIRST J09108+3902,9,10,52.0,--,39,2,2,O,--,--,--,--,--,--,BL,--,17.78,--,--,--,--,--,2228,9,7,41.4,--,39,14,18
--,RXS J09125+1555,9,12,30.7,--,15,55,27,O,--,157,--,--,--,0.212,BL?,--,16.5,--,--,-24.1,157,--,157,9,9,44.1,--,16,7,49
--,RXS J09130-2103,9,13,0.4,-,21,3,15,--,--,157,--,--,--,--,BL,--,17.3,--,--,--,157,--,1422,9,10,43.8,-,20,50,51
*,RXS J09133+8133,9,13,20.4,--,81,33,6,--,--,--,--,--,--,0.639,BL,--,20.7,--,--,-22.3,--,--,168,9,5,38.4,--,81,45,23
--,PKS 0913+003,9,15,51.7,--,0,7,13,R,0.25,983,0.27,983,--,3.074,--,--,21.7,--,--,-26.0,983,--,927,9,13,17.8,--,0,19,45
--,B2 0912+29,9,15,52.4,--,29,33,24,O,0.2,2207,0.24,430,--,--,HP,--,16.39,0.4,-0.78,--,655,155,2267,9,12,53.5,--,29,45,55
--,RXS J09168+5238,9,16,52.0,--,52,38,28,O,0.069,778,--,--,--,0.19,BL,--,19.5,--,--,-20.8,157,--,1440,9,13,20.4,--,52,51,1
--,RXS J09240+0533,9,24,1.3,--,5,33,43,--,--,157,--,--,--,--,BL,--,17.8,--,--,--,157,--,168,9,21,23.3,--,5,46,38
--,MS 09229+7459,9,28,2.6,--,74,47,19,O,0.003,1959,--,--,--,0.638,BL,--,19.74,--,--,-23.3,1876,--,1625,9,22,54.4,--,75,0,22
--,RXS J09292+5013,9,29,15.4,--,50,13,35,O,0.544,778,--,--,--,--,--,--,17.5,--,--,--,--,--,1440,9,25,51.9,--,50,26,43
--,S5 0916+86,9,29,42.7,--,86,12,21,O,0.253,1135,0.22,1135,--,--,BL,--,19.4,--,--,--,1137,--,1137,9,16,13.0,--,86,25,17
--,1ES 0927+500,9,30,37.5,--,49,50,25,O,0.018,1548,--,--,--,0.186,BL,--,17.2,--,--,-23.1,1548,--,1440,9,27,15.1,--,50,3,37
--,B2 0927+35,9,30,55.3,--,35,3,38,O,0.361,778,--,--,--,--,--,--,18.0,--,--,--,35,--,1239,9,27,52.8,--,35,16,51
--,RXS J09309+3933,9,30,56.8,--,39,33,33,R,--,278,--,--,--,0.638,BL,--,21.0,--,--,-22.0,157,--,1440,9,27,49.2,--,39,46,46
--,PKS 0930-338,9,32,36.6,-,34,5,57,R,0.31,193,0.34,1835,--,0.936,--,--,19.5,--,--,-24.6,983,--,927,9,30,30.0,-,33,52,38
--,RXS J09345-1721,9,34,30.3,-,17,21,24,--,--,157,--,--,--,0.25,BL?,--,18.1,--,--,-22.9,157,--,157,9,32,8.9,-,17,8,0
--,PKS 0933-333,9,35,9.2,-,33,32,38,R,0.32,1835,0.31,1835,--,2.906,--,--,20.0,--,--,-27.5,983,--,927,9,33,1.7,-,33,19,12
*,SBS 0936+522,9,39,37.9,--,52,1,46,O,--,--,--,--,--,--,--,--,18.0,--,--,--,1909,--,1911,9,36,14.2,--,52,15,21
--,B2 0937+26,9,40,13.6,--,26,3,26,--,0.292,778,--,--,--,0.498,BL,--,20.9,--,--,-21.6,--,--,1549,9,37,20.9,--,26,17,4
--,RXS J09403+6148,9,40,22.4,--,61,48,24,--,--,157,--,--,--,0.212,BL,--,18.0,--,--,-22.6,157,--,168,9,36,36.2,--,62,2,1
--,RXS J09449-1347,9,44,59.4,-,13,47,52,O,--,157,--,--,--,0.178,BL?,--,17.4,--,--,-22.8,157,--,157,9,42,34.8,-,13,34,2
--,US 1015,9,50,11.8,--,45,53,20,O,0.037,778,--,--,--,--,?,--,19.8,--,--,--,2079,--,1393,9,47,0.5,--,46,7,22
*,RXS J09522+3936,9,52,14.0,--,39,36,8,--,--,--,--,--,--,--,BL,--,19.8,--,--,--,--,--,168,9,49,10.6,--,39,50,15
--,RXS J09524+7502,9,52,23.7,--,75,2,13,--,--,157,--,--,--,0.181,BL?,--,19.9,--,--,-20.3,157,--,157,9,47,34.6,--,75,16,18
--,RGB J0952+656,9,52,32.2,--,65,38,1,O,0.027,778,--,--,--,--,BL,--,18.0,--,--,--,--,--,1168,9,48,39.1,--,65,52,7
