notRadio,Name,RAh,RAm,RAs,DE-,DEd,DEm,DEs,n_RAh,F6cm,r_F6cm,F11cm,r_F11cm,l_z,z,Sp,n_Vmag,Vmag,B-V,U-B,Mabs,FC,r_Vmag,r_z,RA1950h,RA1950m,RA1950s,DE1950-,DE1950d,DE1950m,DE1950s
--,RXS J12418-1455,12,41,49.4,-,14,55,58,--,0.042,787,--,--,--,--,BL,--,17.9,--,--,--,157,--,112,12,39,12.5,-,14,39,32
--,RXS J12425+7634,12,42,32.0,--,76,34,24,--,--,333,--,--,--,--,BL,--,18.9,--,--,--,--,--,333,12,40,49.4,--,76,50,49
--,Ton  116,12,43,12.7,--,36,27,44,O,0.091,778,--,--,--,--,BL,--,17.11,0.3,--,--,1560,115,344,12,40,48.0,--,36,44,9
*,2QZ J124338-0220,12,43,38.2,-,2,20,5,O,--,--,--,--,--,0.0,BL?,*,20.8,--,-0.31,--,--,489,489,12,41,4.0,-,2,3,40
--,SDSSp J12460+0113,12,46,2.6,--,1,13,19,O,0.9,778,--,--,--,0.385,BL?,R,16.98,--,--,-24.4,711,--,711,12,43,29.1,--,1,29,42
--,PG 1246+586,12,48,18.8,--,58,20,29,O,0.414,776,--,--,--,--,HP,--,15.5,--,--,--,768,--,1760,12,46,7.3,--,58,36,50
--,XMM J12484+0830,12,48,25.9,--,8,30,21,--,0.001,695,--,--,--,0.43,BL?,R,19.6,--,--,-22.0,695,--,695,12,45,54.2,--,8,46,42
*,2QZ J125012+0132,12,50,12.6,--,1,32,31,O,--,--,--,--,--,0.0,BL?,*,19.75,--,-0.78,--,--,489,489,12,47,39.2,--,1,48,50
--,1ES 1248-296,12,51,34.8,-,29,58,43,--,0.006,1548,--,--,--,0.487,BL,--,19.0,--,--,-23.4,1548,--,1548,12,48,52.7,-,29,42,25
--,1ES 1249+174E,12,51,45.5,--,17,11,17,O,0.004,1548,--,--,--,--,?,--,18.5,--,--,--,1548,--,1548,12,49,16.3,--,17,27,35
--,FIRST J12523+2640,12,52,19.5,--,26,40,53,R,--,--,--,--,--,--,BL,--,18.07,--,--,--,--,--,2228,12,49,53.2,--,26,57,10
--,FIRST J1253+3826,12,53,0.6,--,38,26,30,--,--,157,--,--,--,0.372,BL?,--,19.4,--,--,-22.5,157,--,157,12,50,38.8,--,38,42,46
--,S4 1250+53,12,53,11.9,--,53,1,11,O,0.363,778,0.48,1532,--,--,BL,--,17.23,--,--,--,--,1539,884,12,50,58.2,--,53,17,27
*,2QZ J125320-0224,12,53,20.4,-,2,24,16,O,--,--,--,--,--,0.0,BL?,*,19.49,--,-0.81,--,--,489,489,12,50,46.0,-,2,8,0
--,Zw 043.056,12,53,47.0,--,3,26,30,O,0.069,778,--,--,--,0.065,BL?,--,15.7,--,--,-22.3,157,--,157,12,51,14.2,--,3,42,46
--,1REX J12539+6242,12,53,59.0,--,62,42,54,--,--,333,--,--,--,--,BL,--,18.3,--,--,--,--,--,333,12,51,55.1,--,62,59,9
*,Q J12545-0118,12,54,35.8,-,1,18,22,O,--,--,--,--,--,--,BL,*,19.44,--,-0.63,--,--,1209,1209,12,52,1.7,-,1,2,7
*,2QZ J125501+0155,12,55,1.3,--,1,55,12,O,--,--,--,--,--,0.0,BL?,*,19.66,--,-1.01,--,--,489,489,12,52,28.1,--,2,11,27
--,1ES 1255+244,12,57,31.9,--,24,12,40,O,0.007,1548,0.01,781,--,0.14,BL,--,15.4,--,--,-24.3,1548,--,781,12,55,5.5,--,24,28,52
*,2QZ J125807+0006,12,58,7.5,--,0,6,30,O,--,--,--,--,--,0.0,BL?,*,19.92,--,-0.39,--,--,489,489,12,55,33.8,--,0,22,41
--,RXS J12587-0447,12,58,47.8,-,4,47,39,--,--,157,--,--,--,0.586,BL?,--,20.4,--,--,-22.4,157,--,157,12,56,12.7,-,4,31,28
--,MS 12563+0151,12,58,54.6,--,1,34,43,--,0.008,1959,--,--,--,1.4,?,--,20.0,--,--,-25.1,1235,--,1625,12,56,21.3,--,1,50,53
*,Q J13001-0226,13,0,9.9,-,2,26,1,O,--,--,--,--,--,--,BL,*,19.22,--,-0.66,--,--,1209,1209,12,57,35.4,-,2,9,52
*,2QZ J130014+0135,13,0,14.4,--,1,35,39,O,--,--,--,--,--,0.0,BL?,*,20.17,--,-1.11,--,--,489,489,12,57,41.1,--,1,51,48
--,MS 12584+6401,13,0,17.6,--,63,44,39,--,0.012,1959,--,--,--,--,?,--,19.5,--,--,--,1235,--,1625,12,58,18.7,--,64,0,47
*,2QZ J130023+0138,13,0,23.2,--,1,38,51,O,--,--,--,--,--,0.0,BL?,*,20.01,--,-0.82,--,--,489,489,12,57,50.0,--,1,55,0
--,FIRST J13017+4056,13,1,45.7,--,40,56,24,O,0.033,778,--,--,--,--,BL,--,18.68,--,--,--,157,--,2228,12,59,27.1,--,41,12,31
--,RXS J13029+5056,13,2,55.5,--,50,56,17,--,--,157,--,--,--,0.688,BL,--,20.2,--,--,-23.0,157,--,116,13,0,43.8,--,51,12,23
--,PKS 1300-105,13,3,13.8,-,10,51,17,R,0.36,237,0.32,237,--,--,BL,--,22.9,--,--,--,983,--,927,13,0,36.7,-,10,35,11
*,2QZ J130639+0113,13,6,39.4,--,1,13,40,O,--,--,--,--,--,0.0,BL?,*,19.33,--,-0.67,--,--,489,489,13,4,6.1,--,1,29,42
--,B3 1307+433,13,9,25.5,--,43,5,5,O,0.045,778,--,--,--,--,BL?,R,16.97,--,--,--,--,--,332,13,7,10.2,--,43,21,3
--,MC2 1307+12,13,9,33.9,--,11,54,24,O,1.13,2207,0.58,2263,--,--,HP,--,18.49,0.52,-0.65,--,2263,1224,2375,13,7,4.3,--,12,10,22
--,1WGA J1309.6+0828,13,9,38.9,--,8,28,28,--,0.05,778,--,--,--,--,?,--,17.9,--,--,--,--,--,1690,13,7,8.1,--,8,44,26
--,RXS J13102-1157,13,10,12.4,-,11,57,46,--,--,157,--,--,--,0.14,BL,--,16.5,--,--,-23.2,157,--,157,13,7,34.5,-,11,41,49
--,1WGA J1311.3-0521,13,11,17.8,-,5,21,22,O,0.046,788,--,--,--,0.16,BL,--,18.7,--,--,-21.3,--,--,1159,13,8,42.2,-,5,5,26
--,RXS J13119+0853,13,11,55.7,--,8,53,42,--,--,157,--,--,--,0.469,BL?,--,19.6,--,--,-22.8,157,--,157,13,9,25.2,--,9,9,37
*,HS 1309+2605,13,12,19.2,--,25,49,58,O,--,--,--,--,--,--,BL,--,17.8,--,--,--,--,--,1180,13,9,55.4,--,26,5,52
--,PKS 1309-216,13,12,31.5,-,21,56,24,O,0.198,787,0.23,1753,>,1.489,HP,--,18.9,--,--,-26.3,198,--,198,13,9,49.6,-,21,40,30
*,SBS 1312+526,13,14,6.8,--,52,23,51,O,--,--,--,--,--,--,BL?,--,17.5,--,--,--,--,--,1923,13,12,0.3,--,52,39,42
*,SBS 1312+537,13,14,16.4,--,53,28,0,O,--,--,--,--,--,--,BL?,--,16.97,--,--,--,--,--,1923,13,12,11.1,--,53,43,51
--,TEX 1312+240,13,14,43.8,--,23,48,26,R,0.132,778,--,--,--,--,BL,--,16.7,--,--,--,157,--,2228,13,12,19.4,--,24,4,17
*,2QZ J131502-0121,13,15,2.6,-,1,21,13,O,--,--,--,--,--,0.0,BL?,*,19.18,--,-0.5,--,--,489,489,13,12,28.4,-,1,5,22
--,MS 13121-4221,13,15,3.4,-,42,36,50,--,0.018,1959,--,--,--,0.105,BL,--,17.0,--,--,-22.0,1235,--,1625,13,12,10.3,-,42,20,59
*,Q J13165-0028,13,16,35.1,-,0,28,10,O,--,--,--,--,--,--,BL,*,19.82,--,-0.36,--,--,1209,1209,13,14,1.2,-,0,12,22
*,SBS 1316+503,13,18,26.2,--,50,3,50,O,--,--,--,--,--,--,BL?,--,17.0,--,--,--,--,--,1923,13,16,19.0,--,50,19,35
--,RXS J13195+1405,13,19,31.7,--,14,5,34,O,0.057,778,--,--,--,0.572,BL,--,17.8,--,--,-25.0,157,--,157,13,17,3.6,--,14,21,18
*,2QZ J132023+0016,13,20,23.7,--,0,16,6,O,--,--,--,--,--,0.0,BL?,*,19.33,--,-0.97,--,--,489,489,13,17,50.1,--,0,31,49
*,2QZ J132025-0049,13,20,26.0,-,0,49,21,O,--,--,--,--,--,0.0,BL?,*,20.3,--,-0.79,--,--,489,489,13,17,52.0,-,0,33,38
--,1ES 1320+084N,13,22,54.9,--,8,10,10,O,0.012,1548,--,--,--,--,BL,--,18.6,--,--,--,1548,--,1548,13,20,24.5,--,8,25,49
--,RXS J13230+0440,13,23,1.0,--,4,39,49,--,--,157,--,--,--,0.223,BL?,--,18.1,--,--,-22.6,157,--,157,13,20,29.2,--,4,55,28
--,1WGA J1323.8-3653,13,23,45.9,-,36,53,38,O,0.135,2320,--,--,--,--,BL?,--,21.9,--,--,--,--,--,1159,13,20,54.6,-,36,38,0
--,RXS J13240+5739,13,24,0.8,--,57,39,16,O,0.042,778,--,--,--,0.115,BL,--,17.3,--,--,-21.9,157,--,116,13,22,4.6,--,57,54,53
--,NGC 5128,13,25,28.0,-,43,1,0,--,--,435,--,--,--,0.001,?,--,12.76,1.72,0.83,-14.4,1701,--,1412,13,22,32.0,-,42,45,24
--,1REX J13255+6621,13,25,32.0,--,66,21,0,--,--,333,--,--,--,0.21,BL,--,19.4,--,--,-21.2,--,--,333,13,23,53.7,--,66,36,34
--,1ES 1322-297,13,25,32.7,-,30,1,45,--,0.001,1548,--,--,--,--,?,--,20.0,--,--,--,1548,--,1548,13,22,45.1,-,29,46,10
--,RXS J13262+2933,13,26,15.0,--,29,33,29,--,0.037,778,--,--,--,0.431,BL,--,19.8,--,--,-22.4,157,--,116,13,23,55.0,--,29,49,3
--,RXS J13262+0013,13,26,17.4,--,0,13,25,--,--,157,--,--,--,0.082,BL?,--,15.8,--,--,-22.7,--,--,157,13,23,43.8,--,0,28,59
--,RXS J13262+1230,13,26,17.6,--,12,30,0,O,--,157,--,--,--,0.204,BL,--,17.2,--,--,-23.3,157,--,344,13,23,49.3,--,12,45,34
--,RXS J13285+1145,13,28,33.5,--,11,45,21,--,--,157,--,--,--,0.49,BL?,--,19.6,--,--,-22.9,157,--,157,13,26,5.0,--,12,0,51
*,2QZ J132849-0024,13,28,49.1,-,0,24,27,O,--,--,--,--,--,0.0,BL?,*,19.56,--,-0.71,--,--,489,489,13,26,15.2,-,0,8,57
--,3EG J13315+1712,13,31,33.5,--,17,12,51,O,0.114,778,--,--,--,--,BL,--,18.47,--,--,--,--,--,1885,13,29,7.7,--,17,28,16
*,2QZ J133247+0000,13,32,47.4,--,0,0,45,O,--,--,--,--,--,0.0,BL?,*,19.56,--,-1.07,--,--,489,489,13,30,13.7,--,0,16,8
--,PKS 1330-14,13,33,23.8,-,14,36,21,R,0.42,237,0.31,237,--,--,BL,--,19.0,--,--,--,983,--,927,13,30,43.3,-,14,20,59
--,MS 13326-2935,13,35,29.7,-,29,50,38,--,0.011,1960,--,--,--,0.256,BL,--,19.1,--,--,-21.9,1235,--,1960,13,32,40.7,-,29,35,19
*,MS 13333+1725,13,35,47.1,--,17,9,40,--,--,--,--,--,--,0.465,BL,--,19.9,--,--,-22.4,735,--,1625,13,33,21.7,--,17,24,58
--,PKS 1333-049,13,35,56.5,-,5,11,41,R,0.31,237,0.39,237,--,--,BL,--,21.8,--,--,--,983,--,927,13,33,20.3,-,4,56,23
*,2QZ J133703-0039,13,37,3.1,-,0,39,10,O,--,--,--,--,--,0.0,BL?,*,19.08,--,-0.94,--,--,489,489,13,34,29.1,-,0,23,54
--,RX J13401+2743,13,40,10.9,--,27,43,48,O,--,1157,--,--,--,0.205,BL?,--,22.0,--,--,-18.5,--,--,1157,13,37,51.9,--,27,58,58
--,RXS J13404+4410,13,40,29.8,--,44,10,4,O,0.033,778,--,--,--,0.548,BL,--,17.6,--,--,-25.1,157,--,168,13,38,23.4,--,44,25,13
--,RXS J13410+3959,13,41,5.0,--,39,59,45,--,0.034,778,--,--,--,0.163,BL,--,18.5,--,--,-21.5,157,--,1440,13,38,55.0,--,40,14,53
*,1338.8+2705,13,41,5.8,--,26,50,26,--,--,--,--,--,--,--,?,--,18.1,--,--,--,--,--,468,13,38,46.4,--,27,5,34
*,1340.8+2721,13,43,5.1,--,27,6,24,--,--,--,--,--,--,--,?,--,18.8,--,--,--,--,--,468,13,40,46.1,--,27,21,28
*,RXS J13459+3650,13,45,55.3,--,36,50,14,--,--,--,--,--,--,0.255,BL,--,20.3,--,--,-20.7,--,--,168,13,43,43.7,--,37,5,13
*,2QZ J135115+0153,13,51,15.8,--,1,53,24,O,--,--,--,--,--,0.0,BL?,*,20.81,--,-0.72,--,--,489,489,13,48,43.1,--,2,8,13
*,2QZ J135116+0151,13,51,16.2,--,1,51,13,O,--,--,--,--,--,0.0,BL?,*,20.78,--,0.0,--,--,489,489,13,48,43.5,--,2,6,2
--,PKS 1349-439,13,52,56.5,-,44,12,41,O,0.76,225,0.54,225,--,--,HP,--,16.37,0.58,-0.54,--,1564,8,2123,13,49,52.5,-,43,57,55
--,RXS J13532+3741,13,53,14.1,--,37,41,13,R,0.027,778,--,--,--,0.216,BL,--,18.3,--,--,-22.3,--,--,278,13,51,4.7,--,37,55,57
--,RXS J13534+5601,13,53,28.0,--,56,0,55,--,--,157,--,--,--,0.37,BL,--,18.8,--,--,-23.1,157,--,116,13,51,41.2,--,56,15,38
--,FIRST J13544+3706,13,54,26.7,--,37,6,54,O,0.04,778,--,--,--,--,BL,--,18.56,--,--,--,--,--,2228,13,52,17.0,--,37,21,36
*,RXS J13598+5911,13,59,53.7,--,59,11,1,O,--,--,--,--,--,--,BL,--,17.9,--,--,--,115,--,1440,13,58,15.8,--,59,25,31
*,Q J14003+0019,14,0,21.0,--,0,19,56,O,--,--,--,--,--,--,BL,*,19.89,--,-0.97,--,--,1209,1209,13,57,47.5,--,0,34,26
*,Q J14021-0130,14,2,7.7,-,1,30,33,O,--,--,--,--,--,--,BL,*,19.71,--,-0.71,--,--,1209,1209,13,59,33.1,-,1,16,7
--,MC 1400+162,14,2,44.5,--,15,59,57,O,0.528,176,0.56,2263,--,0.245,BL,--,16.74,0.46,-0.44,-23.7,2263,8,643,14,0,20.5,--,16,14,21
--,RXS J14047+2701,14,4,36.8,--,27,1,41,O,0.031,778,--,--,--,0.136,BL?,--,18.4,--,--,-21.2,--,--,278,14,2,20.6,--,27,16,1
*,RXS J14048+6554,14,4,49.5,--,65,54,32,O,--,--,--,--,--,0.364,BL,--,19.0,--,--,-22.8,157,--,116,14,3,33.2,--,66,8,50
--,MS 14023+0416,14,4,51.0,--,4,2,2,O,0.018,662,--,--,--,0.344,HP,--,16.61,0.32,-0.71,-24.8,1954,996,1625,14,2,19.7,--,4,16,22
--,RXS J14069+1642,14,6,59.1,--,16,42,9,--,--,157,--,--,--,--,BL?,--,18.3,--,--,--,157,--,157,14,4,35.9,--,16,56,24
*,Q J14092-0000,14,9,16.4,-,0,0,12,O,--,--,--,--,--,2.128,BL,*,18.84,--,-0.6,-27.3,--,1209,489,14,6,42.7,--,0,13,58
--,RXS J14093+1352,14,9,19.0,--,13,52,42,--,--,157,--,--,--,0.58,BL?,--,18.7,--,--,-24.1,157,--,157,14,6,54.1,--,14,6,51
--,MS 14079+5954,14,9,23.5,--,59,39,41,O,0.016,1959,--,--,--,0.496,HP,--,19.67,--,--,-22.8,1876,--,1625,14,7,50.8,--,59,53,49
--,PKS 1407+022,14,10,4.6,--,2,3,7,O,0.45,2150,0.49,2150,--,--,BL,--,18.65,0.39,-0.45,--,227,2265,128,14,7,32.2,--,2,17,15
--,RXS J14104+2821,14,10,29.6,--,28,20,56,O,--,333,--,--,--,--,BL,--,19.2,--,--,--,157,--,333,14,8,15.2,--,28,35,2
*,RXS J14105+6100,14,10,31.7,--,61,0,10,--,--,--,--,--,--,0.384,BL,--,20.1,--,--,-21.8,157,--,116,14,9,2.9,--,61,14,15
*,Q J14106-0230,14,10,40.3,-,2,30,21,O,--,--,--,--,--,--,BL,*,19.43,--,-1.03,--,--,1209,1209,14,8,5.0,-,2,16,14
--,GB6 J14115+7424,14,11,34.7,--,74,24,29,O,0.082,778,--,--,--,0.46,BL,R,17.35,--,--,-24.4,--,--,332,14,11,11.8,--,74,38,31
--,FIRST J14141+3430,14,14,9.3,--,34,30,57,R,--,--,--,--,--,0.275,BL,--,19.42,--,--,-21.8,--,--,2228,14,12,0.8,--,34,44,55
*,2QZ J141528-0218,14,15,28.5,-,2,18,13,O,--,--,--,--,--,0.0,BL?,*,20.32,--,-0.69,--,--,489,489,14,12,53.3,-,2,4,18
--,RGB J1415+485,14,15,36.8,--,48,30,30,O,0.037,778,--,--,--,--,BL,--,17.6,--,--,--,--,--,1168,14,13,45.1,--,48,44,24
--,PKS 1413+135,14,15,58.8,--,13,20,24,O,1.2,272,0.68,423,--,0.247,BL,--,20.5,--,--,-20.4,932,--,1962,14,13,33.9,--,13,34,18
*,CRSS 1416.3+1137,14,16,20.7,--,11,37,37,O,--,--,--,--,--,--,--,--,20.8,--,--,--,--,--,260,14,13,54.6,--,11,51,30
--,RXS J14164+2315,14,16,27.4,--,23,15,23,O,--,278,--,--,--,0.138,BL?,--,15.7,--,--,-23.9,--,--,278,14,14,9.7,--,23,29,15
--,2E 1415+2557,14,17,56.6,--,25,43,25,O,0.054,825,--,--,--,0.237,HP,--,17.2,0.8,--,-22.8,739,739,825,14,15,41.0,--,25,57,14
--,OQ 530,14,19,46.6,--,54,23,14,O,1.09,1532,0.94,1532,--,0.152,HP,--,15.65,0.52,-0.44,-23.7,1133,1505,1945,14,18,6.2,--,54,36,57
--,RXS J14205+5334,14,20,24.0,--,53,34,3,--,--,--,--,--,--,--,BL?,--,--,--,--,--,--,--,2095,14,18,42.2,--,53,47,45
*,2QZ J142127-0200,14,21,28.0,-,2,0,33,O,--,--,--,--,--,0.0,BL?,*,18.85,--,-1.0,--,--,489,489,14,18,53.0,-,1,46,53
--,RXS J14226+5801,14,22,39.0,--,58,1,55,O,0.007,1548,--,--,--,0.638,BL,--,19.0,--,--,-24.0,1548,--,116,14,21,7.6,--,58,15,31
*,2QZ J142258-0048,14,22,58.2,-,0,48,54,O,--,--,--,--,--,0.0,BL?,*,19.71,--,-0.76,--,--,489,489,14,20,23.9,-,0,35,17
--,TEX 1421+048,14,24,9.6,--,4,34,52,O,0.245,776,--,--,--,--,BL,--,20.1,--,--,--,--,--,371,14,21,39.0,--,4,48,25
*,RXS J14243+3433,14,24,22.7,--,34,33,57,--,--,--,--,--,--,0.571,BL,--,18.3,--,--,-24.5,--,--,168,14,22,16.0,--,34,47,29
*,Q J14254-0118,14,25,26.2,-,1,18,26,O,--,--,--,--,--,0.041,BL,*,19.91,--,-0.26,-17.1,--,1209,1209,14,22,51.6,-,1,4,56
--,CSO  450,14,26,7.7,--,34,4,26,O,0.028,778,--,--,--,--,BL,--,17.46,--,--,--,1559,--,2228,14,24,0.8,--,34,17,54
--,1WGA J1426.7+2415,14,26,45.0,--,24,15,18,--,--,333,--,--,--,0.055,BL,--,19.6,--,--,-18.0,--,--,333,14,24,29.2,--,24,28,44
--,PKS 1424+240,14,27,0.5,--,23,48,0,O,0.31,1840,0.35,1840,--,--,HP,--,14.95,0.37,-0.32,--,423,1347,1761,14,24,44.3,--,24,1,26
*,2QZ J142701-0123,14,27,1.7,-,1,23,10,O,--,--,--,--,--,0.0,BL?,*,19.94,--,-1.05,--,--,489,489,14,24,27.0,-,1,9,44
--,RGB J1427+541,14,27,30.3,--,54,9,24,O,0.024,1168,--,--,--,0.105,BL?,--,17.4,--,--,-21.6,--,--,1168,14,25,52.0,--,54,22,47
--,H 1426+428,14,28,32.7,--,42,40,21,O,0.038,776,--,--,--,0.129,BL,--,16.45,0.5,-0.55,-22.5,1876,1637,1637,14,26,36.0,--,42,53,42
*,2QZ J142835-0250,14,28,35.4,-,2,50,56,O,--,--,--,--,--,0.0,BL?,*,20.57,--,-0.39,--,--,489,489,14,25,59.7,-,2,37,34
--,TEX 1428+370,14,30,40.6,--,36,49,3,O,0.283,778,--,--,--,0.564,BL,--,17.66,--,--,-25.1,425,--,2228,14,28,37.3,--,37,2,19
--,PKS 1427-448,14,31,0.5,-,45,1,1,R,0.34,1833,0.43,983,--,--,BL,--,19.9,--,--,--,983,--,927,14,27,46.3,-,44,47,44
*,2QZ J143103+0030,14,31,3.3,--,0,30,37,O,--,--,--,--,--,0.0,BL?,*,19.61,--,-0.38,--,--,489,489,14,28,30.0,--,0,43,53
--,1REX J14357+5815,14,35,46.0,--,58,15,18,--,--,333,--,--,--,0.299,BL,--,19.7,--,--,-21.7,--,--,333,14,34,20.1,--,58,28,19
*,2QZ J143640-0228,14,36,40.9,-,2,28,6,O,--,--,--,--,--,0.0,BL?,*,20.62,--,-0.49,--,--,489,489,14,34,5.4,-,2,15,6
*,CSO  474,14,36,45.7,--,35,57,1,O,--,--,--,--,--,--,?,--,17.0,--,--,--,1559,--,1324,14,34,42.5,--,36,10,0
--,RXS J14369+5639,14,36,57.8,--,56,39,25,O,--,157,--,--,--,0.15,BL,--,18.8,--,--,-21.0,157,--,157,14,35,28.2,--,56,52,23
*,2QZ J143710-0209,14,37,10.1,-,2,9,37,O,--,--,--,--,--,0.0,BL?,*,20.69,--,-0.58,--,--,489,489,14,34,34.8,-,1,56,38
*,2QZ J143714-0207,14,37,14.4,-,2,7,1,O,--,--,--,--,--,0.0,BL?,*,20.25,--,-0.76,--,--,489,489,14,34,39.1,-,1,54,2
*,2QZ J143732-0224,14,37,32.1,-,2,24,6,O,--,--,--,--,--,0.0,BL?,*,20.73,--,-0.31,--,--,489,489,14,34,56.6,-,2,11,8
--,PG 1437+398,14,39,17.5,--,39,32,43,O,0.062,778,--,--,--,--,HP,--,18.34,--,--,--,768,1539,1760,14,37,19.0,--,39,45,35
--,PKS 1437-153,14,39,56.8,-,15,31,51,O,0.64,1753,0.72,1753,--,--,BL,--,19.0,--,--,--,423,--,743,14,37,11.3,-,15,18,59
--,RXS J14401+3707,14,40,3.6,--,37,7,27,R,--,278,--,--,--,0.097,BL?,--,18.01,--,--,-20.8,--,1539,278,14,38,2.3,--,37,20,17
--,1ES 1440+122,14,42,48.3,--,12,0,40,O,0.05,776,--,--,--,0.162,BL,--,17.1,--,--,-22.9,1548,--,1764,14,40,23.8,--,12,13,23
--,MS 14435+6349,14,44,34.9,--,63,36,6,O,0.012,1959,--,--,--,0.298,BL,--,19.65,--,--,-21.7,1876,--,1625,14,43,29.8,--,63,48,42
--,RXS J14450-0326,14,45,6.2,-,3,26,12,O,--,157,--,--,--,--,BL,--,17.2,--,--,--,157,--,675,14,42,29.9,-,3,13,35
--,RXS J14480+3608,14,48,0.6,--,36,8,31,O,0.029,1168,--,--,--,--,BL,--,16.57,--,--,--,157,1539,1168,14,45,59.4,--,36,20,58
--,RXS J14495+2746,14,49,32.8,--,27,46,21,O,0.089,778,--,--,--,0.228,BL,--,18.6,--,--,-22.2,675,--,168,14,47,22.7,--,27,58,44
*,RXS J14514+6354,14,51,27.6,--,63,54,18,O,--,--,--,--,--,0.65,BL,--,19.6,--,--,-23.5,157,--,116,14,50,26.8,--,64,6,34
--,SBS 1452+516,14,54,27.1,--,51,24,33,O,0.133,778,--,--,--,--,BL?,--,18.4,--,--,--,--,--,1168,14,52,51.1,--,51,36,41
*,RXS J14560+5048,14,56,3.7,--,50,48,25,--,--,--,--,--,--,0.48,BL,--,19.3,--,--,-23.1,157,--,116,14,54,26.8,--,51,0,28
--,PKS 1455-06,14,58,1.9,-,6,12,30,R,0.46,237,0.44,237,--,--,BL,--,22.7,--,--,--,983,--,927,14,55,23.1,-,6,0,31
--,RXS J14584+4832,14,58,28.0,--,48,32,40,--,--,157,--,--,--,0.539,BL,--,20.2,--,--,-22.4,157,--,116,14,56,47.3,--,48,44,36
--,B3 1456+375,14,58,44.8,--,37,20,22,R,0.591,776,--,--,--,0.333,?,O,18.8,--,--,-22.8,--,--,2104,14,56,46.8,--,37,32,17
--,MS 14588+2249,15,1,1.9,--,22,38,6,O,0.03,1959,--,--,--,0.235,HP,--,16.79,--,--,-24.0,1876,--,1625,14,58,47.9,--,22,49,55
--,FIRST J15021+2528,15,2,8.3,--,25,28,45,O,0.031,778,--,--,--,0.09,BL,--,18.14,--,--,-20.6,--,--,2228,14,59,57.2,--,25,40,30
--,FIRST J15025+3350,15,2,34.0,--,33,50,55,R,0.093,778,--,--,--,--,BL,--,18.24,--,--,--,--,--,2228,15,0,32.2,--,34,2,39
--,RXS J15037-1541,15,3,40.7,-,15,41,14,O,--,157,--,--,--,--,BL?,--,18.1,--,--,--,157,--,157,15,0,53.6,-,15,29,32
--,RXS J15087+2709,15,8,42.9,--,27,9,10,O,0.028,778,--,--,--,0.27,BL,--,18.5,--,--,-22.6,157,--,168,15,6,34.2,--,27,20,34
--,SBS 1508+561,15,9,48.0,--,55,56,17,O,0.042,776,--,--,--,--,BL,--,17.3,--,--,--,1094,--,1923,15,8,27.1,--,56,7,37
--,FIRST J1510+3335,15,10,42.0,--,33,35,8,--,--,157,--,--,--,0.113,BL?,--,17.7,--,--,-21.5,157,--,157,15,8,41.0,--,33,46,26
--,FIRST J15159+2426,15,15,56.2,--,24,26,20,O,0.02,778,--,--,--,0.228,BL,--,18.83,--,--,-21.9,--,--,2228,15,13,45.3,--,24,37,21
--,RXS J15163-1523,15,16,18.5,-,15,23,45,O,--,157,--,--,--,--,BL,--,19.6,--,--,--,157,--,675,15,13,31.0,-,15,12,44
--,RXS J15167+2918,15,16,41.6,--,29,18,10,O,0.082,778,--,--,--,0.13,BL?,--,18.2,--,--,-21.3,157,--,1168,15,14,36.2,--,29,29,8
--,PKS 1514+197,15,16,56.8,--,19,32,12,O,0.5,1528,0.44,423,--,1.07,BL,--,18.7,0.66,-0.45,-25.0,1840,1078,1554,15,14,41.0,--,19,43,10
--,AP LIB,15,17,41.8,-,24,22,20,O,1.94,1838,2.11,2252,--,0.048,HP,--,14.8,0.8,-0.36,-21.7,228,552,1989,15,14,45.3,-,24,11,23
--,1H 1515+660,15,17,47.6,--,65,25,24,O,0.039,776,--,--,>,0.702,BL,--,17.77,--,--,-25.5,2138,1539,167,15,17,5.1,--,65,36,16
--,PKS 1519-273,15,22,37.7,-,27,30,10,O,1.835,787,1.99,234,--,--,HP,--,17.7,--,--,--,1565,--,1622,15,19,37.3,-,27,19,30
*,CBS 319,15,26,35.0,--,48,58,4,O,--,--,--,--,--,--,BL?,--,17.0,--,--,--,1728,--,1923,15,25,1.4,--,49,8,28
--,FIRST J15307+2310,15,30,44.0,--,23,10,13,R,--,--,--,--,--,--,BL,--,17.32,--,--,--,--,--,2228,15,28,33.0,--,23,20,24
--,FAQS J15307+5329,15,30,44.5,--,53,29,28,O,--,372,--,--,--,--,BL,--,--,--,--,--,--,--,372,15,29,22.5,--,53,39,38
--,RXS J15320+3016,15,32,2.2,--,30,16,29,O,0.042,778,--,--,--,0.064,BL?,--,15.6,--,--,-22.3,157,--,1168,15,29,59.6,--,30,26,35
--,RXS J15331+1854,15,33,11.4,--,18,54,29,--,--,157,--,--,--,--,BL?,--,17.1,--,--,--,157,--,157,15,30,56.0,--,19,4,32
--,RXS J15334+3416,15,33,24.3,--,34,16,41,O,0.022,778,--,--,--,--,BL,--,17.9,--,--,--,157,--,1168,15,31,27.0,--,34,26,42
--,RGB J1534+372,15,34,47.2,--,37,15,55,O,0.024,778,--,--,--,0.143,BL?,--,18.3,--,--,-21.4,--,--,1168,15,32,54.4,--,37,25,51
--,1ES 1533+535,15,35,0.8,--,53,20,37,O,0.01,1548,--,--,--,0.89,BL,--,17.6,--,--,-26.4,1548,--,116,15,33,39.5,--,53,30,32
