RefCode,f_RefCode,Text
230,--,"Bolton J.G.,Shimmins A.J.,Ekers J. et al. 1966,ApJ 144,1229."
230,=,1966ApJ...144.1229B
231,--,"Bolton J.G.,Kinman T.,Wall J. 1968,ApJ 154,L105."
231,=,1968ApJ...154L.105B
232,--,"Bolton J.G.,Shimmins A.J.,Merkelijn J. 1968,Aust. J. Phys. 21,81."
232,=,1968AuJPh..21...81B
233,--,"Bolton J.G.,Wall J.V.,Shimmins A.J. 1971,Aust. J. Phys. 24,889."
233,=,1971AuJPh..24..889B
234,--,"Bolton J.G.,Shimmins A.J.,Wall J.V. 1975, Aust. J. Phys. Astrophys. Suppl. 34,1."
234,=,1975AuJPA..34....1B
235,--,"Bolton J.G.,Peterson B.A.,Wills B.J.,Wills D. 1976,ApJ 210,L1."
235,=,1976ApJ...210L...1B
236,--,"Bolton J.G.,Savage A.,Wright A.E. 1977,Aust. J. Phys. Astrophys. Suppl. 41,1."
236,=,1977AuJPA..41....1B
237,--,"Bolton J.G.,Wright A.E.,Savage A. 1979,Aust. J. Phys. Astrophys. Suppl. 46,1."
237,=,1979AuJPA..46....1B
238,--,"Bolton J.G.,Trett J.,Carignan C.,Binette L. 1981,Aust. J. Phys. 34,445."
238,=,1981AuJPh..34..445B
239,--,"Bond H.E.,Kron R.,Spinrad H. 1977,ApJ 213,1."
239,=,1977ApJ...213....1B
240,--,"Bonnet H.,Fort B.,Kneib J.-P.,Mellier Y.,Soucail G. 1993,A&A 280,L7."
240,=,1993A&A...280L...7B
241,--,"Borchkhadze T.M.,West R.M. 1977,Astrophysics 13,358."
241,=,1977Ap.....13..358B
242,--,"Borchkhadze T.M.,West R.M. 1980,Astrophysics 16,233."
242,=,1980Ap.....16..233B
243,--,"Boroson T.A.,Green R.F. 1992,ApJS 80,109."
243,=,1992ApJS...80..109B
244,--,"Boroson T.A.,Meyers K.A. 1992,ApJ 397,442."
244,=,1992ApJ...397..442B
245,--,"Boroson T.A.,Oke J.B. 1987,PASP 99,809."
245,=,1987PASP...99..809B
246,--,"Borra E.F.,Beauchemin M.,Crotts A.P.S.,Morton D.C.,York D.G. 1989,AJ 97,344."
246,=,1989AJ.....97..344B
247,--,"Borra E.F.,Levesque S.,Beauchemin M. et al. 1996,AJ 111,1456."
247,=,1996AJ....111.1456B
248,--,"Bothun G.D.,Romanishin W.,Margon B.,Schommer R.A.,Chanan G.A. 1982,ApJ 257,40."
248,=,1982ApJ...257...40B
249,--,"Bothun G.D.,Aaronson M.,Schommer B.,Mould J.,Huchra J.,Sullivan III W.T. 1985,"
249,--,"ApJS 57,423."
249,=,1985ApJS...57..423B
250,--,"Bothun G.D.,Halpern J.P.,Lonsdale C.J.,Impey C.,Schmitz M. 1989,ApJS 70,271."
250,=,1989ApJS...70..271B
251,--,"Bowen D.V.,Osmer S.J.,Blades J.C. et al. 1994,AJ 107,461."
251,=,1994AJ....107..461B
252,--,"Bowen D.V.,Osmer S.J.,Blades J.C.,Tytler D. 1997,MNRAS 284,599."
252,=,1997MNRAS.284..599B
253,--,"Bower G.A.,Green R.F.,Quillen A.C. et al. 2000,ApJ 534,189."
253,=,2000ApJ...534..189B
254,--,"Bower R.G.,Hasinger G.,Castander F.J. et al. 1996,MNRAS 281,59."
254,=,1996MNRAS.281...59B
255,--,"Boyle B.J.,Fong R.,Shanks T.,Clowes R.G. 1985,MNRAS 216,623."
255,=,1985MNRAS.216..623B
256,--,"Boyle B.J.,Fong R.,Shanks T.,Peterson B.A. 1990,MNRAS 243,1."
256,=,1990MNRAS.243....1B
257,--,"Boyle B.J.,Jones L.R.,Shanks T. 1991,MNRAS 251,482."
257,=,1991MNRAS.251..482B
258,--,"Boyle B.J.,Staveley-Smith L.,Stewart G.C. et al. 1993,MNRAS 265,501."
258,=,1993MNRAS.265..501B
259,--,"Boyle B.J.,McMahon R.G.,Wilkes B.J.,Elvis M. 1995,MNRAS 276,315."
259,=,1995MNRAS.276..315B
260,--,"Boyle B.J.,Wilkes B.J.,Elvis M. 1997,MNRAS 285,511."
260,=,1997MNRAS.285..511B
261,--,"Boyle B.J.,Georgantopoulos I.,Blair A.J. et al. 1998,MNRAS 296,1."
261,=,1998MNRAS.296....1B
262,--,"Boyle B.J.,Almaini O.,Georgantopoulos I. et al. 1998,MNRAS 297,L53."
262,=,1998MNRAS.297L..53B
263,--,"Bozyan E.P. 1979,AJ 84,910."
263,=,1979AJ.....84..910B
264,--,"Bozyan E.P. 1992,ApJS 82,1."
264,=,1992ApJS...82....1B
265,--,"Braccesi A.,Lynds C.R.,Sandage A. 1968,ApJ 152,L105."
265,=,1968ApJ...152L.105B
266,--,"Braccesi A.,Formiggini L.,Gandolfi E. 1970,A&A 5,264."
266,=,1970A&A.....5..264B
267,--,"Brandie G.W.,Bridle A.H. 1974,AJ 79,903."
267,=,1974AJ.....79..903B
268,--,"Brandt W.N.,Fabian A.C.,Nandra K.,Reynolds C.S.,Brinkmann W. 1994,MNRAS 271,958."
268,=,1994MNRAS.271..958B
269,--,"Brandt W.N.,Hornschemeier A.E.,Schneider D.P., et al. 2000,AJ 119,2349."
269,=,2000AJ....119.2349B
270,--,"Branduardi-Raymont G.,Mason K.O.,Murdin P.G.,Martin C. 1985,MNRAS 216,1043."
270,=,1985MNRAS.216.1043B
271,--,"Bransford M.A.,Appleton P.N.,Heisler C.A.,Norris R.P.,Marston A.P. 1998,ApJ 497,133."
271,=,1998ApJ...497..133B
272,--,"Bregman J.N.,Lebofsky M.J.,Aller M.F. et al. 1981,Nat 293,714."
272,=,1981Natur.293..714B
273,--,"Breugel W.J.M. van,Heckman T.M.,Miley G.K.,Filippenko A.V. 1986,ApJ 311,58."
273,=,1986ApJ...311...58V
274,--,"Bridle A.H.,Kesteven M.J.L.,Brandie G.W. 1977,AJ 82,21."
274,=,1977AJ.....82...21B
275,--,"Brinkmann W.,Siebert J.,Boller T. 1994,A&A 281,355."
275,=,1994A&A...281..355B
276,--,"Brinkmann W.,Siebert J.,Reich W. et al. 1995,A&AS 109,147."
276,=,1995A&AS..109..147B
277,--,"Brinkmann W.,Yuan W.,Siebert J. 1997,A&A 319,413."
277,=,1997A&A...319..413B
278,--,"Brinkmann W.,Laurent-Muelheisen S.A.,Voges W. et al. 2000,A&A 356,445."
278,=,2000A&A...356..445B
279,--,"Brissenden R.J.V.,Tuohy I.R.,Remillard R.A. et al. 1987,Proc. Astron. Soc."
279,--,"Aust. 7,212."
279,=,1987PASAu...7..212B
280,--,"Brissenden R.J.V.,Remillard R.A.,Tuohy I.R.,Schwartz D.A.,Hertz P.L. 1990,"
280,--,"ApJ 350,578."
280,=,1990ApJ...350..578B
281,--,"Brosch N.,Brook A.,Wisotzki L. et al. 2000,MNRAS 313,641."
281,=,2000MNRAS.313..641B
282,--,"Brotherton M.S. 1996,ApJS 102,1."
282,=,1996ApJS..102....1B
283,--,"Brotherton M.S.,van Breugel W.,Smith R.J. et al. 1998,ApJ 505,L7."
283,=,1998ApJ...505L...7B
284,--,"Brotherton M.S.,Wills B.J.,Dey A.,van Breugel W.,Antonucci R. 1998,ApJ 501,110."
284,=,1998ApJ...501..110B
285,--,"Brotherton M.S.,Gregg M.D.,Becker R.H. et al. 1999,ApJ 514,L61."
285,=,1999ApJ...514L..61B
286,--,"Brotherton M.S.,van Breugel W.,Stanford S.A. et al. 1999,ApJ 520,L87."
286,=,1999ApJ...520L..87B
287,--,"Brotherton M.S.,Arav N.,Becker R.H. et al. 2001,ApJ 546,134."
287,=,2001ApJ...546..134B
288,--,"Brotherton M.S.,Croom S.M.,de Breuck C.,Becker R.H.,Gregg M.D. 2002,AJ 124,2575."
288,=,2002AJ....124.2575B
289,--,"Browne I.W.A. 1971,Nat 231,515."
289,=,1971Natur.231..515B
290,--,"Browne I.W.A.,McEwan N.J. 1972,Nat PS 239,101."
290,=,1972Natur.239..101B
291,--,"Browne I.W.A.,McEwan N.J. 1973,MNRAS 162,21P."
291,=,1973MNRAS.162p..21B
292,--,"Browne I.W.A.,Savage A. 1977,MNRAS 179,65P."
292,=,1977MNRAS.179p..65B
293,--,"Browne I.W.A.,Crowther J.H.,Adgie R.L. 1973,Nat 244,146."
293,=,1973Natur.244..146B
294,--,"Browne I.W.A.,Bentley M.,Haves P. et al. 1974,Nat 252,209."
294,=,1974Natur.252..209B
295,--,"Browne I.W.A.,Savage A.,Bolton J.G. 1975,MNRAS 173,87P."
295,=,1975MNRAS.173p..87B
296,--,"Brunner R.J.,Hall P.B.,Djorgovsky S.G. et al. 2003,AJ 126,53."
296,=,2003AJ....126...53B
297,--,"Brunzendorf J.,Meusinger H. 2002,A&A 390,879."
297,=,2002A&A...390..879B
298,--,"Bruyn A.G. de 1989,A&A 226,L13."
298,=,1989A&A...226L..13D
299,--,"Bruyn A.G. de,Willis A.G. 1974,A&A 33,351."
299,=,1974A&A....33..351B
300,--,"Bruyn A.G. de,Crane P.C.,Price R.M.,Carlson J.B. 1976,A&A 46,243."
300,=,1976A&A....46..243B
301,--,"Bryant J.J.,Hunstead R.W. 2000,ApJ 545,216."
301,=,2000ApJ...545..216B
302,--,"Buchalter A.,Helfand D.J.,Becker R.H.,White R.L. 1998,ApJ 494,503."
302,=,1998ApJ...494..503B
303,--,"Buckley D.A.H.,Tuohy I.R.,Remillard R.A. 1985,Proc. Astron. Soc. Aust. 6,147."
303,=,1985PASAu...6..147B
304,--,"Bues I.,Kollatschny W.,Fricky K.J.,Schoenknecht G. 1987,A&A 186,99."
304,=,1987A&A...186...99B
305,--,"Bugaenko O.I.,Gorshkov A.G.,Esipov V.F.,Konnikova V.K.,Novikov S.B. 1993,"
305,--,"Astron. Letters 19,5."
305,=,1993AstL...19....5B
306,--,"Bunker A.I.,Warren S.J.,Clements D.L.,Williger G.M.,Hewett P.C. 1999,MNRAS 309,875."
306,=,1999MNRAS.309..875B
307,--,"Burbidge E.M. 1966,ApJ 143,612."
307,=,1966ApJ...143..612B
308,--,"Burbidge E.M. 1967,ApJ 149,L51."
308,=,1967ApJ...149L..51B
309,--,"Burbidge E.M. 1968,ApJ 154,L109."
309,=,1968ApJ...154L.109B
310,--,"Burbidge E.M. 1969,ApJ 155,L43."
310,=,1969ApJ...155L..43B
311,--,"Burbidge E.M. 1970,ApJ 160,L33."
311,=,1970ApJ...160L..33B
312,--,"Burbidge E.M. 1995,A&A 298,L1."
312,=,1995A&A...298L...1B
313,--,"Burbidge E.M. 1997,ApJ 484,L99."
313,=,1997ApJ...484L..99B
314,--,"Burbidge E.M. 1999,ApJ 511,L9."
314,=,1999ApJ...511L...9B
315,--,"Burbidge E.M.,Kinman T. 1966,ApJ 145,654."
315,=,1966ApJ...145..654B
316,--,"Burbidge E.M.,Strittmatter P.A. 1972,ApJ 172,L37."
316,=,1972ApJ...172L..37B
317,--,"Burbidge E.M.,Strittmatter P.A. 1972,ApJ 174,L57."
317,=,1972ApJ...174L..57B
318,--,"Burbidge E.M.,Burbidge G.R. 2002,PASP 114,253."
318,=,2002PASP..114..253B
319,--,"Burbidge E.M.,Junkkarinen V.T.,Koski A.T.,Smith H.E.,Hoag A.A. 1980,ApJ 242,L55."
319,=,1980ApJ...242L..55B
320,--,"Burbidge E.M.,Smith H.E.,Junkkarinen V.T.,Hoag A.A. 1985,ApJ 288,82."
320,=,1985ApJ...288...82B
321,--,"Burbidge E.M.,Beaver E.A.,Cohen R.D.,Junkkarinen V.T.,Lyons R.W. 1996,AJ 112,2533."
321,=,1996AJ....112.2533B
322,--,"Burbidge E.M.,Burbidge G.,Arp H.C.,Zibetti S. 2003,ApJ 591,690."
322,=,2003ApJ...591..690B
323,--,"Burbidge G.R. 1988,Mercury 17,136."
323,=,1988Mercu..17..136B
324,--,"Burbidge G.R.,Crowne A.H.,Smith H.E. 1977,ApJS 33,113."
324,=,1977ApJS...33..113B
325,--,"Burns J.O.,Owen F.N. 1979,AJ 84,1478."
325,=,1979AJ.....84.1478B
326,--,"Burns J.O.,Moody J.W.,Gregory S.A. 1988,AJ 95,668."
326,=,1988AJ.....95..668B
327,--,"Burud I.,Courbin F.,Lidman C. et al. 1998,ApJ 501,L5."
327,=,1998ApJ...501L...5B
328,--,"Burud I.,Hjorth J.,Courbin F. et al. 2002,A&A 391,481."
328,=,2002A&A...391..481B
329,--,"Bushouse H.A.,Borne K.D.,Colina L. et al. 2002,ApJS 138,1."
329,=,2002ApJS..138....1B
330,--,"Busko I.C.,Steiner J.E. 1990,MNRAS 245,470."
330,=,1990MNRAS.245..470B
331,--,"Caccianiga A.,Maccacaro T.,Wolter A.,Della Ceca R.,Gioia I.M. 2000,A&AS 144,247."
331,=,2000A&AS..144..247C
332,--,"Caccianiga A.,Marcha M.J.,Anton S.,Mack K.-H.,Neeser M.J. 2002,MNRAS 329,877."
332,=,2002MNRAS.329..877C
333,--,"Caccianiga A.,Maccacaro T.,Wolter A.,Della Ceca R.,Gioia I.M. 2002,ApJ 566,181."
333,=,2002ApJ...566..181C
334,--,"Caldwell N.,Phillips M.M. 1981,ApJ 244,447."
334,=,1981ApJ...244..447C
335,--,"Caldwell N.,Rose J.A.,Franx M.,Leonardi A.J. 1996,AJ 111,78"
335,=,1996AJ....111...78C
336,--,"Callahan P.S. 1977,A&A 55,73."
336,=,1977A&A....55...73C
337,--,"Campos A.,Yahil A.,Windhorst R.A. et al. 1999,ApJ 511,L1."
337,=,1999ApJ...511L...1C
338,--,"Campusano L.E. 1991,AJ 102,502."
338,=,1991AJ....102..502C
339,--,"Campusano L.E.,Torres C. 1983,AJ 88,1304."
339,=,1983AJ.....88.1304C
340,--,"Campusano L.E.,Pedreros M. 1978,Obs. Astron. Natl. Cerro Calan, Santiago,"
340,--,"Dep. Astron. Publ. III, p.315."
340,=,1978...............
341,--,"Canalizo G.,Stockton A. 2001,ApJ 555,719."
341,=,2001ApJ...555..719C
342,--,"Canalizo G.,Stockton A.,Roth K.C. 1998,AJ 115,890."
342,=,1998AJ....115..890C
343,--,"Canalizo G.,Stockton A.,Brotherton M.S.,van Breugel W. 2000,AJ 119,59."
343,=,2000AJ....119...59C
344,--,"Cao L.,Wei J.-Y.,Hu J.-Y. 1999,A&AS 135,243."
344,=,1999A&AS..135..243C
345,--,"Cappellari M.,Renzini A.,Greggio L. et al. 1999,ApJ 519,117."
345,=,1999ApJ...519..117C
346,--,"Carangelo N.,Falomo R.,Kotilainen J.,Treves A.,Ulrich M.-H. 2002,ASP"
346,--,Conf. Ser. (in press) = astro-ph/0210016
346,--,'Spectroscopy of BL Lac objects: new redshifts and misidentified sources'.
346,=,2002ASPC...........
347,--,"Carangelo N.,Falomo R.,Kotilainen J.,Treves A.,Ulrich M.-H. 2003,A&A"
347,=,astro-ph/0306617
347,--,'Optical spectroscopy of BL Lac objects: new redshifts and
347,--,mis-identified sources'.
347,=,2003A&A............
348,--,"Carballo R.,Barcons X.,Webb J.K. 1995,AJ 109,1531."
348,=,1995AJ....109.1531C
349,--,"Carballo R.,Warwick R.S.,Barcons X. et al. 1995,MNRAS 277,1312."
349,=,1995MNRAS.277.1312C
350,--,"Carilli C.L.,Bertoldi F.,Rupen M.P. et al. 2001,ApJ 555,625."
350,=,2001ApJ...555..625C
351,--,"Carilli C.L.,Bertoldi S.,Omont A. et al. 2001,AJ 122,1679."
351,=,2001AJ....122.1679C
352,--,"Carney B.W. 1976,PASP 88,334."
352,=,1976PASP...88..334C
353,--,"Carrasco L.,Serrano A.,Tovmassian H.M. et al. 1997,AJ 113,1527."
353,=,1997AJ....113.1527C
354,--,"Carrasco L.,Tovmassian H.M.,Stepanian J.A. et al. 1998,AJ 115,1717."
354,=,1998AJ....115.1717C
355,--,"Carter D. 1984,Astron. Express 1,61."
355,=,1984AExpr...1...61C
356,--,"Carter D.,Malin D.F. 1983,MNRAS 203,49P."
356,=,1983MNRAS.203p..49C
357,--,"Carter D.,Prieur J.L.,Wilkinson A.,Sparks W.B.,Malin D.F. 1988,MNRAS 235,813."
357,=,1988MNRAS.235..813C
358,--,"Castander F.J.,Traister E.,Maccarone T.J. et al. 2003,AJ 125,1689."
358,=,2003AJ....125.1689C
359,--,"Chaffee F.H.,Foltz C.B.,Hewett P.C. et al. 1991,AJ 102,461."
359,=,1991AJ....102..461C
360,--,"Chambers K.C.,Miley G.K.,van Breugel W.J.M.,Huang J.-S. 1996,ApJS 106,215."
360,=,1996ApJS..106..215C
361,--,"Chanan G.A.,Margon B.,Downes R.A. 1981,ApJ 243,L5."
361,=,1981ApJ...243L...5C
362,--,"Chanan G.A.,Margon B.,Helfand D.J.,Downes R.A.,Chance D. 1982,ApJ 261,L31."
362,=,1982ApJ...261L..31C
363,--,"Chapman J.M.,Staveley-Smith L.,Axon D.J. et al. 1990,MNRAS 244,281."
363,=,1990MNRAS.244..281C
364,--,"Chavira E. 1959,Bol. Obs. Tonantzintla y Tacubaya 2,N18,3."
364,=,1959BOTT....2r...3C
365,--,"Chavira E. 1996,Rev. Mex. Astron. Astrofis. 32,131."
365,=,1996RMxAA..32..131C
366,--,"Chavushyan V.O.,Stepanian J.A.,Balaian S.K.,Vlasyuk V.V. 1995,Astron. Letters"
366,--,"21,804."
366,=,1995AstL...21..804C
367,--,"Chavushyan V.H.,Vlasyuk V.V.,Stepanian J.A.,Erastova L.K. 1997,A&A 318,L67."
367,=,1997A&A...318L..67C
368,--,"Chavushyan V.H.,Mujica R.,Gorshkov A.G.,Konnikova V.K.,Mingaliev M.G. 2000,"
368,--,"Astron. Letters 26,339."
368,=,2000AstL...26..339C
369,--,"Chavushyan V.H.,Verkhodanov O.V.,Mujica R.,Carrasco L. 2000,preprint"
369,=,astro-ph/9911284.
369,--,'The FIRST-APM QSOs survey in the SBS sky region'.
369,=,2000...............
370,--,"Chavushyan V.H.,Stepanian J.A.,Vlasyuk V.V.,Serafimovich N.I.,Ayvazyan V.T. 2000,"
370,--,'CCD photometry of AGNs from the Second Byurakan Survey. II'.
370,=,2000...............
371,--,"Chavushyan V.H.,Mujica R.,Gorshkov A.G. et al. 2001, Astronomy Reports 45,79."
371,=,2001ARep...45...79C
372,--,"Chavushyan V.,Mujica R.,Carrasco L. et al. 2001,ASP Conf. Ser. 232,102."
372,=,2001ASPc..232..102C
373,--,"Chen J.-S. 1984,A&A 134,306."
373,=,1984A&A...134..306C
374,--,"Chen J.-S. 1985,Chin. Astron. Astrophys. 9,343."
374,=,1985ChA&A...9..343C
375,--,"Chen Y.,Han J.-L., He X.-T. 2000,Acta Astrophys. Sin. 20,366."
375,=,2000AcApS..20..366C
376,--,"Chen Y.,He X.-T.,Wu J.-H. et al. 2002,AJ 123,578."
376,=,2002AJ....123..578C
377,--,"Christian C.A.,Schommer R.A. 1982,ApJ 253,L13."
377,=,1982ApJ...253L..13C
378,--,"Chu Y.,Zhu X.,Butcher H. 1985,Chin. Astron. Astrophys. 9,246."
378,=,1985ChA&A...9..246C
379,--,"Chu Y.,Zhu X.,Butcher H. 1986,Chin. Astron. Astrophys. 10,196."
379,=,1986ChA&A..10..196C
380,--,"Chu Y.,Wei J.,Hu J.,Zhu X.,Arp H. 1998,ApJ 500,596."
380,=,1998ApJ...500..596C
381,--,"Ciliegi P.,Elvis M.,Gioia I.M.,Maccacaro T.,Wolter A. 1994,AJ 108,970."
381,=,1994AJ....108..970C
382,--,"Ciliegi P.,Elvis M.,Wilkes B.J.et al. 1995,MNRAS 277,1463."
382,=,1995MNRAS.277.1463C
383,--,"Cimatti A.,Zamorani G.,Marano B. 1993,MNRAS 263,236."
383,=,1993MNRAS.263..236C
384,--,"Cimatti A.,Dey A.,van Breugel W.,Antonucci R.,Spinrad H. 1996,ApJ 465,145."
384,=,1996ApJ...465..145C
385,--,"Cimatti A.,Dey A.,van Breugel W.,Hurt T.,Antonucci R. 1997,ApJ 476,677."
385,=,1997ApJ...476..677C
386,--,"Claeskens J.-F.,Surdej J.,Remy M. 1996,A&A 305,L9."
386,=,1996A&A...305L...9C
387,--,"Clarke M.,Bolton J.,Shimmins A. 1966,Aust. J. Phys. 19,375."
387,=,1966AuJPh..19..375C
388,--,"Clements D.L.,Saunders W.J.,McMahon R.G. 1999,MNRAS 302,391."
388,=,1999MNRAS.302..391C
389,--,"Clowes R.G.,Savage A. 1983,MNRAS 204,365."
389,=,1983MNRAS.204..365C
390,--,"Clowes R.G.,Campusano L.E. 1991,MNRAS 249,218."
390,=,1991MNRAS.249..218C
391,--,"Clowes R.G.,Campusano L.E. 1994,MNRAS 266,317."
391,=,1994MNRAS.266..317C
392,--,"Clowes R.G.,Smith M.G.,Savage A. et al. 1979,MNRAS 189,175."
392,=,1979MNRAS.189..175C
393,--,"Clowes R.G.,Emerson D.,Smith M.G. et al. 1980,MNRAS 193,415."
393,=,1980MNRAS.193..415C
394,--,"Clowes R.G.,Leggett S.K.,Savage A. 1991,MNRAS 250,597."
394,=,1991MNRAS.250..597C
395,--,"Clowes R.G.,Campusano L.E.,Leggett S.K.,Savage A. 1995,MNRAS 275,819."
395,=,1995MNRAS.275..819C
396,--,"Clowes R.G.,Campusano L.E.,Graham M.J. 1999,MNRAS 309,48."
396,=,1999MNRAS.309...48C
397,--,"Cohen A.M.,Porcas R.W.,Browne I.W.A.,Daintree E.J.,Walsh D. 1977,"
397,--,"Mem. R. Astron. Soc. 84,1."
397,=,1977MmRAS..84....1C
398,--,"Cohen J.G.,Hogg D.W.,Pahre M.A. et al. 1999,ApJS 120,171."
398,=,1999ApJS..120..171C
399,--,"Cohen J.G.,Lawrence C.R.,Blandford R.D. 2003,ApJ 583,67."
399,=,2003ApJ...583...67C
400,--,"Cohen M. 1992,AJ 103,1734."
400,=,1992AJ....103.1734C
401,--,"Cohen M.H.,Vermeulen R.C.,Ogle P.M.,Tran H.D.,Goodrich R.W. 1997,ApJ 484,193."
401,=,1997ApJ...484..193C
402,--,"Cohen M.H.,Ogle P.M.,Tran H.D.,Goodrich R.W.,Miller J.S. 1999,AJ 118,1963."
402,=,1999AJ....118.1963C
403,--,"Cohen R.D.,Osterbrock D.E. 1981,ApJ 243,81."
403,=,1981ApJ...243...81C
404,--,"Cohen R.D.,Rudy R.J.,Puetter R.C.,Ake T.B.,Foltz C.B. 1986,ApJ 311,135."
404,=,1986ApJ...311..135C
405,--,"Cohen R.D.,Smith H.E.,Junkkarinen V.T.,Burbidge E.M. 1987,ApJ 318,577."
405,=,1987ApJ...318..577C
406,--,"Coleman P.H.,Condon J.J.,Hazard C. 1985,AJ 90,1437."
406,=,1985AJ.....90.1437C
407,--,"Colina L.,Lipari S.,Macchetto F. 1991,ApJ 382,L63."
407,=,1991ApJ...382L..63C
408,--,"Colina L.,Arribas S.,Borne K.D. 1999,ApJ 527,L13."
408,=,1999ApJ...527L..13C
409,--,"Colafrancesco S.,Mullis C.R.,Wolter A. et al. 2000,A&AS 144,187."
409,=,2000A&AS..144..187C
410,--,"Colla G.,Fanti C.,Fanti R. et al. 1975,A&AS 20,1."
410,=,1975A&AS...20....1C
411,--,"Colless M.,Ellis R.,Taylor K.,Shaw G. 1991,MNRAS 253,686."
411,=,1991MNRAS.253..686C
412,--,"Colless M.M.,Peterson B.A.,Jackson C.A. et al. 2003,"
412,=,astro-ph/0306581
412,--,'The 2dF galaxy redshift survey: Final data release'
412,--,(103 out of the 145 QSOs with z>0.5 and redshift quality>2)
412,=,2003...............
413,--,"Comastri A.,Fiore F.,Guainazzi M.,Matt G.,Stirpe G.M. et al. 1998,A&A 333,31."
413,=,1998A&A...333...31C
414,--,"Comastri A.,Stirpe G.M.,Vignali C. et al. 2001,A&A 365,400."
414,=,2001A&A...365..400C
415,--,"Condon J.J. 1980,ApJ 242,894."
415,=,1980ApJ...242..894C
416,--,"Condon J.J.,Broderick J.J. 1991,AJ 102,1663."
416,=,1991AJ....102.1663C
417,--,"Condon J.J.,Dressel L.L. 1978,ApJ 221,456."
417,=,1978ApJ...221..456C
418,--,"Condon J.J.,Jauncey D.L. 1974,AJ 79,437."
418,=,1974AJ.....79..437C
419,--,"Condon J.J.,Ledden J.E. 1982,AJ 87,219."
419,=,1982AJ.....87..219C
420,--,"Condon J.J.,Mitchell K.J. 1984,AJ 89,610."
420,=,1984AJ.....89..610C
421,--,"Condon J.J.,Balonek T.J.,Jauncey D.L. 1975,AJ 80,887."
421,=,1975AJ.....80..887C
422,--,"Condon J.J.,Balonek T.J.,Jauncey D.L. 1976,AJ 81,913."
422,=,1976AJ.....81..913C
423,--,"Condon J.J.,Hicks P.D.,Jauncey D.L. 1977,AJ 82,692."
423,=,1977AJ.....82..692C
424,--,"Condon J.J.,Jauncey D.L.,Wright A.E. 1978,AJ 83,1036."
424,=,1978AJ.....83.1036C
425,--,"Condon J.J.,Buckman M.A.,Machalski J. 1979,AJ 84,149."
425,=,1979AJ.....84..149C
426,--,"Condon J.J.,Condon M.A.,Mitchell M.J.,Usher P.D. 1980,ApJ 242,486."
426,=,1980ApJ...242..486C
427,--,"Condon J.J.,Condon M.A.,Jauncey D.L. et al. 1981,ApJ 244,5."
427,=,1981ApJ...244....5C
428,--,"Condon J.J.,O'Dell S.L.,Puschell J.J.,Stein W.A. 1981,ApJ 246,624."
428,=,1981ApJ...246..624C
429,--,"Condon J.J.,Condon M.A.,Gisler G.,Puschell J.J. 1982,ApJ 252,102."
429,=,1982ApJ...252..102C
430,--,"Condon J.J.,Condon M.A.,Broderick J.J.,Davis M.M. 1983,AJ 88,20."
430,=,1983AJ.....88...20C
431,--,"Condon J.J.,Burbidge E.M.,Cohen R. et al. 1986,Private communication"
431,--,"to Hewitt & Burbidge,1993."
431,=,1986Private........
432,--,"Condon J.J.,Helou G.,Sanders D.B.,Soifer B.T. 1990,ApJS 73,359."
432,=,1990ApJS...73..359C
433,--,"Condon J.J.,Frayer D.T.,Broderick J.J. 1991,AJ 101,362."
433,=,1991AJ....101..362C
434,--,"Condon J.J.,Anderson E.,Broderick J.J. 1995,AJ 109,2318"
434,=,1995AJ....109.2318C
435,--,"Condon J.J.,Helou G.,Sanders D.B.,Soifer B.T. 1996,ApJS 103,81."
435,=,1996ApJS..103...81C
436,--,"Condon J.J.,Yin Q.F.,Thuan T.X.,Boller T. 1998,AJ 116,2682."
436,=,1998AJ....116.2682C
437,--,"Conner S.R.,Cooray A.R.,Fletcher A.B. et al. 1998,AJ 115,37."
437,=,1998AJ....115...37C
438,--,"Constantin A.,Shields J.C.,Hamann F.,Foltz C.B.,Chaffee F.H. 2002,"
438,--,"ApJ 565,50."
438,=,2002ApJ...565...50C
439,--,"Conway R.G.,Burn B.J.,Vallee J.P. 1977,A&AS 27,155."
439,=,1977A&AS...27..155C
440,--,"Conway R.G.,Hawes P.,Kronberg P.P. et al. 1974,MNRAS 168,137."
440,=,1974MNRAS.168..137C
441,--,"Corbett E.A.,Kewley L.,Appleton P.N. et al. 2003,ApJ 583,670."
441,=,2003ApJ...583..670C
442,--,"Corbin M.R. 1991,ApJ 375,503."
442,=,1991ApJ...375..503C
443,--,"Corbin M.R. 1997,ApJS 113,245."
443,=,1997ApJS..113..245C
444,--,"Cordova F.A.,Kartje J.F.,Thompson R.J. et al. 1992,ApJS 81,661."
444,=,1992ApJS...81..661C
445,--,"Costa E.,Loyola P. 1998,A&AS 131,259."
445,=,1998A&AS..131..259C
446,--,"Costero R.,Osterbrock D.E. 1977,ApJ 211,675."
446,=,1977ApJ...211..675C
447,--,"Cotter G.,Rawlings S.,Saunders R. 1996,MNRAS 281,1081."
447,=,1996MNRAS.281.1081C
448,--,"Couch W.J.,Sharpless R.M. 1987,MNRAS 229,423."
448,=,1987MNRAS.229..423C
449,--,"Courbin F.,Letawe G.,Magain P. 2002,A&A 394,863."
449,=,2002A&A...394..863C
450,--,"Cowie L.L.,Songaila A.,Hu E.M. et al. 1994,ApJ 432,L83."
450,=,1994ApJ...432L..83C
