RefCode,f_RefCode,Text
2114,--,"Veron-Cetty M.-P.,Veron P. 1986,A&AS 65,241."
2114,=,1986A&AS...65..241V
2115,--,"Veron-Cetty M.-P.,Veron P. 1986,A&AS 66,335."
2115,=,1986A&AS...66..335V
2116,--,"Veron-Cetty M.-P.,Veron,P. 1993,A&AS 100,521."
2116,=,1993A&AS..100..521V
2117,--,"Veron-Cetty M.-P.,Veron P.,Tarenghi M. 1982,A&A 113,46."
2117,=,1982A&A...113...46V
2118,--,"Veron-Cetty M.-P.,Woltjer L.,Veron P. 1988,A&AS 76,489."
2118,=,1988A&AS...76..489V
2119,--,"Veron-Cetty M.-P.,Woltjer L.,Roy A.L. 1991,A&A 246,L73."
2119,=,1991A&A...246L..73V
2120,--,"Veron-Cetty M.-P.,Woltjer L.,Staveley-Smith L.,Ekers R.D. 2000,A&A 362,426."
2120,=,2000A&A...362..426V
2121,--,"Veron P. 1966,ApJ 144,861."
2121,=,1966ApJ...144..861V
2122,--,"Veron P. 1994,A&A 283,802."
2122,=,1994A&A...283..802V
2123,--,"Veron P. 1996,A&A 310,381."
2123,=,1996A&A...310..381V
2124,--,"Veron P.,Hawkins M.R.S. 1995,A&A 296,665."
2124,=,1995A&A...296..665V
2125,--,"Veron P.,Veron-Cetty M.-P. 1995,A&A 296,315."
2125,=,1995A&A...296..315V
2126,--,"Veron P.,Veron M.-P.,Pauliny-Toth I.I.K.,Witzel A. 1980,Unpublisehd."
2126,=,1980Unpublisehd....
2127,--,"Veron P.,Veron M.-P.,Bergeron J.,Zuiderwijk E.J. 1981,A&A 97,71."
2127,=,1981A&A....97...71V
2128,--,"Veron P.,Veron-Cetty M.-P.,Djorgovski S. et al. 1990, A&AS 86,543."
2128,=,1990A&AS...86..543V
2129,--,"Veron P.,Goncalves A.C.,Veron-Cetty M.-P. 1997,A&A 319,52."
2129,=,1997A&A...319...52V
2130,--,"Veron P.,Veron-Cetty M.-P.,Goncalves A. 1999,unpublished."
2130,=,1999Unpublished....
2131,--,"Vettolani G.,Zucca E.,Merighi R. et al. 1998,A&AS 130,323."
2131,=,1998A&AS..130..323V
2132,--,"Vignali C.,Mignoli M.,Comastri A.,Maiolino R.,Fiore F. 2000,MNRAS 314,L11."
2132,=,2000MNRAS.314L..11V
2133,--,"Vigotti M.,Merighi R.,Vettolani G.,Lahulla J.F.,Lopez-Arroyo M. 1990,A&AS 83,205."
2133,=,1990A&AS...83..205V
2134,--,"Vigotti M.,Grueff G.,Perley R.,Clark B.G.,Bridle A.H. 1989,AJ 98,419."
2134,=,1989AJ.....98..419V
2135,--,"Vigotti M.,Vettolani G.,Merighi R.,Lahulla J.F.,Pedani M. 1997,A&AS 123,219."
2135,=,1997A&AS..123..219V
2136,--,"Vila M.B.,Pedlar A.,Davies R.D.,Hummel E.,Axon D.J. 1990,MNRAS 242,379."
2136,=,1990MNRAS.242..379V
2137,--,"Villar-Martin M.,Tadhunter C.,Morganti R. et al. 1998,A&A 332,479."
2137,=,1998A&A...332..479V
2138,--,"Villata M.,Raiteri C.M.,Lanteri L.,Sobrito G.,Cavallone M. 1998,A&AS 130,305."
2138,=,1998A&AS..130..305V
2139,--,"Visnovsky K.L.,Impey C.D.,Foltz C.B. et al. 1992,ApJ 391,560."
2139,=,1992ApJ...391..560V
2140,--,"Vogel S.,Engels D.,Hagen H.-J. et al. 1993,A&AS 98,193."
2140,=,1993A&AS...98..193V
2141,--,"Vogler A.,Pietsch W. 1999,A&A 342,101."
2141,=,1999A&A...342..101W
2142,--,"Vrba F.J.,Tapia S. 1979,AJ 84,470."
2142,=,1979AJ.....84..470V
2143,--,"Vrba F.J.,Luginbuhl C.B.,Hartmann D.H. et al. 1994,ApJ 424,68."
2143,=,1994ApJ...424...68V
2144,--,"Wadadekar Y.,Kembhavi A. 1999,AJ 118,1435."
2144,=,1999AJ....118.1435W
2145,--,"Waddington I.,Windhorst R.A.,Dunlop J.S.,Koo D.C.,Peacock J.A. 2000,"
2145,--,"MNRAS 317,801."
2145,=,2000MNRAS.317..801W
2146,--,"Wade C.M. 1968,AJ 73,876."
2146,=,1968AJ.....73..876W
2147,--,"Wagner R.M.,Sion E.M.,Liebert J.,Starfield S.G. 1988,ApJ 328,213."
2147,=,1988ApJ...328..213W
2148,--,"Wakamatsu K.,Nishida M.T. 1987,ApJ 315,L23."
2148,=,1987ApJ...315L..23W
2149,--,"Wall J.V. 1971,Aust. J. Phys. Astrophys. Suppl. 20,1."
2149,=,1971AuJPA..20....1W
2150,--,"Wall J.V. 1972,Aust. J. Phys. Astrophys. Suppl. 24,1."
2150,=,1972AuJPA..24....1W
2151,--,"Wall J.V. 1994,J.B. Bolton Memorial Symp."
2151,--,'Populations of extragalactic radio sources'.
2151,=,1994...............
2152,--,"Wall J.V.,Cannon R.D. 1973,Aust. J. Phys. Astrophys. Suppl. 31,1."
2152,=,1973AuJPA..31....1W
2153,--,"Wall J.V.,Cole D.J. 1973,Aust. J. Phys. 26,881."
2153,=,1973AuJPh..26..881W
2154,--,"Wall J.V.,Peacock J.A. 1985,MNRAS 216,173."
2154,=,1985MNRAS.216..173W
2155,--,"Wall J.V.,Shimmins A.J.,Merkelijn J.K. 1971,Aust. J. Phys. Astrophys. Suppl. 19,1."
2155,=,1971AuJPA..19....1W
2156,--,"Wall J.V.,Shimmins A.J.,Bolton J.G. 1975,Aust. J. Phys. Astrophys. Suppl. 34,55."
2156,=,1975AuJPA..34...55W
2157,--,"Wall J.V.,Wright A.E.,Bolton J.G. 1976,Aust. J. Phys. Astrophys. Suppl. 39,1."
2157,=,1976AuJPA..39....1W
2158,--,"Wallace P.M.,Halpern J.P.,Magalhores A.M.,Thompson D.J. 2002,ApJ 569,36."
2158,=,2002ApJ...569...36W
2159,--,"Walsh D.,Carswell R.F. 1982,MNRAS 200,191."
2159,=,1982MNRAS.200..191W
2160,--,"Walsh D.,Beckers J.M.,Carswell R.F.,Weymann R.J. 1984,MNRAS 211,105."
2160,=,1984MNRAS.211..105W
2161,--,"Walsh D.,Carswell R.F.,Weymann R.J. 1979,Nat 279,381."
2161,=,1979Natur.279..381W
2162,--,"Walsh D.,Wills B.J.,Wills D. 1979,MNRAS 189,667."
2162,=,1979MNRAS.189..667W
2163,--,"Walter H.G.,West R.M. 1980,A&A 86,1."
2163,=,1980A&A....86....1W
2164,--,"Walter H.G.,West R.M. 1982,A&A 111,357."
2164,=,1982A&A...111..357W
2165,--,"Wampler E.J.,Ponz D. 1985,ApJ 298,448."
2165,=,1985ApJ...298..448W
2166,--,"Wampler E.J.,Baldwin J.A.,Burke W.L.,Robinson L.B.,Hazard C. 1973,Nat 246,203."
2166,=,1973Natur.246..203W
2167,--,"Wampler E.J.,Gaskell C.M.,Burke W.L.,Baldwin J.A. 1984,ApJ 276,403."
2167,=,1984ApJ...276..403W
2168,--,"Wamsteker W.,Prieto A.,Vitores A. et al. 1985,A&AS 62,255."
2168,=,1985A&AS...62..255W
2169,--,"Wang J.,Yaqoob T.,Szokoly G. et al. 2003,ApJ 590,L87."
2169,=,2003ApJ...590L..87W
2170,--,"Wang Q.,Hamilton T.,Helfand D.J.,Wu X. 1991,ApJ 374,475."
2170,=,1991ApJ...374..475W
2171,--,"Wang T.-G.,Zhou H.-Y.,Dong X.-B. 2003,AJ 126,113."
2171,=,2003AJ....126..113W
2172,--,"Ward M.J.,Wilson A.S.,Disney M.J.,Elvis M.,Maccacaro T. 1977,A&A 59,L19."
2172,=,1977A&A....59L..19W
2173,--,"Ward M.J.,Wilson A.S.,Penston M.V. et al. 1978,ApJ 223,788."
2173,=,1978ApJ...223..788W
2174,--,"Ward M.J.,Done C.,Fabian A.C.,Tennant A.F.,Shafer R.A. 1988,ApJ 324,767."
2174,=,1988ApJ...324..767W
2175,--,"Wardle J.F.C.,Kronberg P.P. 1974,ApJ 194,249."
2175,=,1974ApJ...194..249W
2176,--,"Warner J.W.,Assousa G.E.,Balick B.,Craine E.R. 1975,PASP 87,103."
2176,=,1975PASP...87..103W
2177,--,"Warren S.J.,Hewett P.C.,Irwin M.J. et al. 1987,Nat 325,131."
2177,=,1987Natur.325..131W
2178,--,"Warren S.J.,Hewett P.C.,Osmer P.S.,Irwin M.J. 1987,Nat 330,453."
2178,=,1987Natur.330..453W
2179,--,"Warren S.J.,Hewett P.C.,Irwin M.J.,Osmer P.S. 1991,ApJS 76,1."
2179,=,1991ApJS...76....1W
2180,--,"Warren S.J.,Hewett P.C.,Osmer P.S. 1991,ApJS 76,23."
2180,=,1991ApJS...76...23W
2181,--,"Warren S.J.,Hewett P.C.,Osmer P.S. 1994,ApJ 421,412."
2181,=,1994ApJ...421..412W
2182,--,"Wasilewski A.J. 1983,ApJ 272,68."
2182,=,1983ApJ...272...68W
2183,--,"Watanabe S.,Akiyama M.,Ueda Y. et al. 2002,PASJ 54,683."
2183,=,2002PASJ...54..683W
2184,--,"Webber J.C.,Willis A.G. 1972,AJ 77,625."
2184,=,1972AJ.....77..625W
2185,--,"Webster A.S.,Ryle M. 1976,MNRAS 175,95."
2185,=,1976MNRAS.175...95W
2186,--,"Weedman D.W. 1970,ApJ 159,405."
2186,=,1970ApJ...159..405W
2187,--,"Weedman D.W. 1971,Astrophys. Letters 9,49."
2187,=,1971ApL.....9...49W
2188,--,"Weedman D.W. 1972,ApJ 171,5."
2188,=,1972ApJ...171....5W
2189,--,"Weedman D.W. 1973,ApJ 183,29."
2189,=,1973ApJ...183...29W
2190,--,"Weedman D.W. 1985,ApJS 57,523."
2190,=,1985ApJS...57..523W
2191,--,"Weedman D.W.,Khachikian E.E. 1969,Astrophysics 5,51."
2191,=,1969Ap......5...51W
2192,--,"Weedman D.W.,Khachikian E.E. 1969,Astrophysics 5,113."
2192,=,1969Ap......5..113W
2193,--,"Weedman D.W.,Green R.F.,Heckman T.M. 1982,ApJ 255,L5."
2193,=,1982ApJ...255L...5W
2194,--,"Wegner G. 1979,Ap&SS 60,15."
2194,=,1979Ap&SS..60...15W
2195,--,"Wegner G.,Boley F.I. 1993,AJ 105,660."
2195,=,1993AJ....105..660W
2196,--,"Wegner G.,Dupuis J. 1993,AJ 106,390."
2196,=,1993AJ....106..390W
2197,--,"Wegner G.,McMahan R.K. 1988,AJ 96,1933."
2197,=,1988AJ.....96.1933W
2198,--,"Wegner G.,Swanson S.R. 1990,AJ 99,330."
2198,=,1990AJ.....99..330W
2199,--,"Wegner G.,Swanson S.R. 1990,AJ 100,1274."
2199,=,1990AJ....100.1274W
2200,--,"Wegner G.,McMahan R.K.,Boley F.I. 1987,AJ 94,1271."
2200,=,1987AJ.....94.1271W
2201,--,"Wegner G.,Africano J.L.,Goodrich B. 1990,AJ 99,1907."
2201,=,1990AJ.....99.1907W
2202,--,"Wegner G.,Salzer J.J.,Jangren A.,Gronwall C.,Melbourne J. 2003,AJ 125,2373."
2202,=,2003AJ....125.2373W
2203,--,"Wei J.-Y.,Wu X.-B.,Hu J.-Y.,Li Q.-B. 1995,Acta Astrophys. Sin. 15,390."
2203,=,1995AcApS..15..390W
2204,--,"Wei J.-Y.,Cao L.,Xu D.-W.,Hu J.-Y.,Li Q.-B. 1997,Chin. Astron. Astrophys. 21,146."
2204,=,1997ChA&A..21..146W
2205,--,"Wei J.-Y.,Xu D.-W.,Cao L. et al. 1998,A&A 329,511."
2205,=,1998A&A...329..511W
2206,--,"Wei J.Y.,Xu D.W.,Dong X.Y.,Hu J.Y. 1999,A&AS 139,575."
2206,=,1999A&AS..139..575W
2207,--,"Weiler K.W.,Johnston K.J. 1980,MNRAS 190,269."
2207,=,1980MNRAS.190..269W
2208,--,"Weistrop D. 1973,A&A 23,215."
2208,=,1973A&A....23..215W
2209,--,"Weistrop D. 1989,AJ 97,357."
2209,=,1989AJ.....97..357W
2210,--,"Weistrop D.,Downes R.A. 1991,AJ 102,1680."
2210,=,1991AJ....102.1680W
2211,--,"Weistrop D.,Shaffer D.B.,Hintzen P.,Romanishin W. 1985,ApJ 292,614."
2211,=,1985ApJ...292..614W
2212,--,"Weistrop D.,Cruzen S.,Hoopes C.,Angione R. 1997,PASP 109,566."
2212,=,1997PASP..109..566W
2213,--,"West R.M. 1976,A&A 46,327."
2213,=,1976A&A....46..327W
2214,--,"West R.M.,Borchkhadze T.M.,Breysacher J.,Laustsen S.,Schuster H.E. 1978,A&AS 31,55."
2214,=,1978A&AS...31...55W
2215,--,"West R.M.,Danks A.C.,Alcaino G. 1978,A&A 62,L13."
2215,=,1978A&A....62L..13W
2216,--,"West R.M.,Danks A.C.,Alcaino G. 1978,A&A 65,151."
2216,=,1978A&A....65..151W
2217,--,"West R.M.,Surdej J.,Schuster H.E. et al. 1981,A&AS 46,57."
2217,=,1981A&AS...46...57W
2218,--,"Westerlund B.E.,Smith L. 1966,Aust. J. Phys. 19,181."
2218,=,1966AuJPh..19..181W
2219,--,"Westerlund B.E.,Wall J. 1969,AJ 74,335."
2219,=,1969AJ.....74..335W
2220,--,"Weymann R.J.,Latham D.,Angel J.P.R. et al. 1980,Nat 285,641."
2220,=,1980Natur.285..641W
2221,--,"White G.L. 1987,MNRAS 227,607."
2221,=,1987MNRAS.227..607W
2222,--,"White G.L.,Murdoch H.S.,Hunstead R.W. 1980,MNRAS 192,545."
2222,=,1980MNRAS.192..545W
2223,--,"White G.L.,Batty M.J.,Bunton J.D.,Brown D.R.,Corben J.B. 1987,MNRAS 227,705."
2223,=,1987MNRAS.227..705W
2224,--,"White G.L.,Jauncey D.L.,Savage A. et al. 1988,ApJ 327,561."
2224,=,1988ApJ...327..561W
2225,--,"White G.L.,Bunton J.D.,Anderson M.W. et al. 1991,MNRAS 248,398."
2225,=,1991MNRAS.248..398W
2226,--,"White R.A.,Sarazin C.L.,Quintana H.,Jaffe W.J. 1981,ApJ 245,L1."
2226,=,1981ApJ...245L...1W
2227,--,"White R.L.,Kinney A.L.,Becker R.H. 1993,ApJ 407,456."
2227,=,1993ApJ...407..456W
2228,--,"White R.L.,Becker R.H.,Gregg M.D. et al. 2000,ApJS 126,133."
2228,=,2000ApJS..126..133W
2229,--,"White R.L.,Becker R.H.,Fan X.,Strauss M.A. 2003,AJ 126,1."
2229,=,2003AJ....126....1W
2230,--,"White R.L.,Helfand D.J.,Becker R.H. et al. 2003,AJ 126,706."
2230,=,2003AJ....126..706W
2231,--,"Whiteoak J.B. 1970,Astrophys. Letters 5,29."
2231,=,1970ApL.....5...29W
2232,--,"Whitmore B.C.,Lucas R.A.,McElroy D.B. et al. 1990,AJ 100,1489."
2232,=,1990AJ....100.1489W
2233,--,"Whittle M. 1985,MNRAS 216,817."
2233,=,1985MNRAS.216..817W
2234,--,"Whittle M. 1992,ApJS 79,49."
2234,=,1992ApJS...79...49W
2235,--,"Wilkes B.J. 1984,MNRAS 207,73."
2235,=,1984MNRAS.207...73W
2236,--,"Wilkes B.J. 1986,MNRAS 218,331."
2236,=,1986MNRAS.218..331W
2237,--,"Wilkes B.J.,Wright A.E.,Jauncey D.L.,Peterson B.A. 1983,Proc. Astron."
2237,--,"Soc. Aust. 5,2."
2237,=,1983PASAu...5....2W
2238,--,"Wilkes B.J.,Tananbaum H.,Worrall D.M. et al. 1994,ApJS 92,53."
2238,=,1994ApJS...92...53W
2239,--,"Wilkes B.J.,Kuraszkiewicz J.,Green P.J.,Mathur S.,McDowell J.C. 1999,ApJ 513,76."
2239,=,1999ApJ...513...76W
2240,--,"Wilkinson A.,Browne I.W.A.,Kotanyi C. et al. 1987,MNRAS 224,895."
2240,=,1987MNRAS.224..895W
2241,--,"Williams R.J.,Pogge R.W.,Mathur S. 2002,AJ 124,3042."
2241,=,2002AJ....124.3042W
2242,--,"Williger G.M.,Hazard C.,Baldwin J.A.,McMahon R.G. 1996,ApJS 104,145."
2242,=,1996ApJS..104..145W
2243,--,"Willis A.G.,Miley G.K. 1979,A&AS 37,397."
2243,=,1979A&AS...37..397W
2244,--,"Willis A.G.,de Ruiter H.R. 1977,A&AS 29,103."
2244,=,1977A&AS...29..103W
2245,--,"Willis A.G.,Oosterbaan C.E.,de Ruiter H.R. 1976,A&AS 25,453."
2245,=,1976A&AS...25..453W
2246,--,"Willmer C.M.A.,Koo D.C.,Ellman N. et al. 1996,ApJS 107,823."
2246,=,1996ApJS..107..823W
2247,--,"Willott C.J.,Rawlings S.,Blundell K.M.,Lacy M. 1998,MNRAS 300,625."
2247,=,1998MNRAS.300..625W
2248,--,"Willott C.J.,Rawlings S.,Jarvis M.J. 2000,MNRAS 313,237."
2248,=,2000MNRAS.313..237W
2249,--,"Willott C.J.,Rawlings S.,Archibald E.N.,Dunlop J.S. 2002,MNRAS 331,435."
2249,=,2002MNRAS.331..435W
2250,--,"Willott C.J.,Simpson C.,Almaini O. et al. 2003,MNRAS 339,397."
2250,=,2003MNRAS.339..397W
2251,--,"Wills B.J. 1974,Nat 251,691."
2251,=,1974Natur.251..691W
2252,--,"Wills B.J. 1975,Aust. J. Phys. Astrophys. Suppl. 38,1."
2252,=,1975AuJPA..38....1W
2253,--,"Wills B.J. 1976,AJ 81,1031."
2253,=,1976AJ.....81.1031W
2254,--,"Wills B.J.,Browne I.W.A. 1986,ApJ 302,56."
2254,=,1986ApJ...302...56W
2255,--,"Wills B.J.,Wills D. 1974,ApJ 190,L97."
2255,=,1974ApJ...190L..97W
2256,--,"Wills B.J.,Wills D. 1979,ApJS 41,689."
2256,=,1979ApJS...41..689W
2257,--,"Wills B.J.,Wills D.,Douglas J.N. 1973,AJ 78,521."
2257,=,1973AJ.....78..521W
2258,--,"Wills B.J.,Netzer H.,Uomoto A.K.,Wills D. 1980,ApJ 237,319."
2258,=,1980ApJ...237..319W
2259,--,"Wills D. 1966,Observatory 86,245."
2259,=,1966Obs....86..245W
2260,--,"Wills D. 1967,MNRAS 135,339."
2260,=,1967MNRAS.135..339W
2261,--,"Wills D. 1968,Astrophys. Letters 2,247."
2261,=,1968ApL.....2..247W
2262,--,"Wills D. 1979,ApJS 39,291."
2262,=,1979ApJS...39..291W
2263,--,"Wills D.,Bolton J. 1969,Aust. J. Phys. 22,775."
2263,=,1969AuJPh..22..775W
2264,--,"Wills D.,Lynds R. 1972,Astrophys. Letters 11,189."
2264,=,1972ApL....11..189W
2265,--,"Wills D.,Lynds R. 1978,ApJS 36,317."
2265,=,1978ApJS...36..317W
2266,--,"Wills D.,Wills B.J. 1974,ApJ 190,271."
2266,=,1974ApJ...190..271W
2267,--,"Wills D.,Wills B.J. 1976,ApJS 31,143."
2267,=,1976ApJS...31..143W
2268,--,"Wills D.,Wills B.J. 1981,MNRAS 197,27P."
2268,=,1981MNRAS.197p..27W
2269,--,"Wills D.,Wills B.J. 1985,Private communication."
2269,=,1985Private........
2270,--,"Willson M.A.G. 1972,MNRAS 156,7."
2270,=,1972MNRAS.156....7W
2271,--,"Wilman R.J.,Fabian A.C.,Cutri R.M. et al. 1998,MNRAS 300,L7."
2271,=,1998MNRAS.300L...7W
2272,--,"Wilson A.S.,Willis A.G. 1980,ApJ 240,429."
2272,=,1980ApJ...240..429W
2273,--,"Wilson A.S.,Nath B. 1990,ApJS 74,731."
2273,=,1990ApJS...74..731W
2274,--,"Wilson A.S.,Ward M.J.,Axon D.J.,Elvis M.,Meurs E.J.A. 1979,MNRAS 187,109."
2274,=,1979MNRAS.187..109W
2275,--,"Wilson A.S.,Wood K.,Ward M.J.,Griffiths R.E.,Mushotzski R.F. 1981,AJ 86,1289."
2275,=,1981AJ.....86.1289W
2276,--,"Windhorst R.A.,van Heerde G.M.,Katgert P. 1984,A&AS 58,1."
2276,=,1984A&AS...58....1W
2277,--,"Windhorst R.A.,Kron R.G.,Koo D.C. 1984,A&AS 58,39."
2277,=,1984A&AS...58...39W
2278,--,"Windhorst R.A.,Burstein D.,Mathis D.F. et al. 1991,ApJ 380,362."
2278,=,1991ApJ...380..362W
2279,--,"Windhorst R.A.,Fomalont E.B.,Kellermann K.I. et al. 1995,Nat 375,471."
2279,=,1995Natur.375..471W
2280,--,"Windram M.,Kenderdine S. 1969,MNRAS 146,265."
2280,=,1969MNRAS.146..265W
2281,--,"Wing R.F. 1973,AJ 78,684."
2281,=,1973AJ.....78..684W
2282,--,"Winkler H. 1988,MNRAS 234,703."
2282,=,1988MNRAS.234..703W
2283,--,"Winkler H. 1992,MNRAS 257,677."
2283,=,1992MNRAS.257..677W
2284,--,"Winkler H. 1997,MNRAS 292,273."
2284,=,1997MNRAS.292..273W
2285,--,"Winkler H.,Payne P. 1991,SAAO Circ. 14,21."
2285,=,1991SAAOC..14...21W
2286,--,"Winkler P.F., Long K.S. 1997,ApJ 486,L137."
2286,=,1997ApJ...486L.137W
2287,--,"Winkler H.,Glass I.S.,van Wyk F. et al. 1992,MNRAS 257,659."
2287,=,1992MNRAS.257..659W
2288,--,"Winkler H.,Stirpe G.M.,Sekiguchi K. 1992,A&AS 94,103."
2288,=,1992A&AS...94..103W
2289,--,"Winn J.N.,Hewitt J.N.,Schechter P.L. et al. 2000,AJ 120,2868."
2289,=,2000AJ....120.2868W
2290,--,"Winn J.N.,Morgan N.D.,Hewitt J.N. et al. 2002,AJ 123,10."
2290,=,2002AJ....123...10W
2291,--,"Wisotzki L.,Wamsteker W.,Reimers D. 1991,A&A 247,L17."
2291,=,1991A&A...247L..17W
2292,--,"Wisotzki L.,Koehler T.,Kayser R.,Reimers D. 1993,A&A 278,L15."
2292,=,1993A&A...278L..15W
2293,--,"Wisotzki L.,Koehler T.,Lopez S.,Reimers D. 1996,A&A 315,L405."
2293,=,1996A&A...315L.405W
2294,--,"Wisotzki L.,Bade N. 1997,A&A 320,395."
2294,=,1997A&A...320..395W
2295,--,"Wisotzki L.,Christlieb N.,Liu M.C. et al. 1999,A&A 348,L41."
2295,=,1999A&A...348L..41W
2296,--,"Wisotzki L.,Christlieb N.,Bade N. et al. 2000,A&A 358,77."
2296,=,2000A&A...358...77W
2297,--,"Wisotzki L.,Schechter P.L.,Bradt H.V.,Heinmuller J.,Reimers D. 2002,A&A 395,17."
2297,=,2002A&A...395...17W
2298,--,"Witzel A.,Veron P.,Veron M.-P. 1971,A&A 11,171."
2298,=,1971A&A....11..171W
2299,--,"Wlerick G.,Lelievre G.,Veron P. 1971,A&A 11,142."
2299,=,1971A&A....11..142W
2300,--,"Wold M.,Lacy M.,Lilje P.B.,Serjeant S. 2000,MNRAS 316,267."
2300,=,2000MNRAS.316..267W
2301,--,"Wolf C.,Meisenheimer K.,Roeser H.-J., et al. 1999,A&A 343,399."
2301,=,1999A&A...343..399W
2302,--,"Wolfe A.M.,Turnshek D.A.,Smith H.E.,Cohen R.D. 1986,ApJS 61,249."
2302,=,1986ApJS...61..249W
2303,--,"Wolstencroft R.D.,Ku W.H.M.,Arp H.,Scarrot S.M. 1983,MNRAS 205,67."
2303,=,1983MNRAS.205...67W
2304,--,"Wolstencroft R.D.,Parker Q.A.,Lonsdale C.J.,Scarrott S.M. 2000,MNRAS 311,541."
2304,=,2000MNRAS.311..541W
2305,--,"Wolter A.,Ciliegi P.,Della Ceca R., et al. 1997,MNRAS 284,225."
2305,=,1997MNRAS.284..225W
2306,--,"Wolter A.,Ruscica C.,Caccianiga A. 1998,MNRAS 299,1047."
2306,=,1998MNRAS.299.1047W
2307,--,"Womble D.S.,Junkkarinen V.T.,Cohen R.D.,Burbidge E.M. 1990,AJ 100,1785."
2307,=,1990AJ....100.1785W
2308,--,"Womble D.S.,Junkkarinen V.T.,Burbidge E.M. 1992,ApJ 388,55."
2308,=,1992ApJ...388...55W
2309,--,"Worrall D.M.,Birkinshaw M.,Remilliard R.A. 1999,ApJ 516,163."
2309,=,1999ApJ...516..163W
2310,--,"Woudt P.A.,Kraan-Korteweg R.C.,Fairall A.P. et al. 1998,A&A 338,8."
2310,=,1998A&A...338....8W
2311,--,"Wray J.D. 1988,The color atlas of galaxies, Cambridge University Press."
2311,=,1998...............
2312,--,"Wright A.E. 1974,MNRAS 167,251."
2312,=,1974MNRAS.167..251W
2313,--,"Wright A.E. 1974,MNRAS 167,273."
2313,=,1974MNRAS.167..273W
2314,--,"Wright A.E.,Otrupcek R.E. 1990,PKSCAT90, The southern radiosource database."
2314,=,1Cat.<VIII/15>.....
2315,--,"Wright A.E.,Jauncey D.L.,Peterson B.A.,Condon J.J. 1977,ApJ 211,L115."
2315,=,1977ApJ...211L.115W
2316,--,"Wright A.E.,Savage A.,Bolton J.G. 1977,Aust. J. Phys. Astrophys. Suppl. 41,1."
2316,=,1977AuJPA..41....1W
2317,--,"Wright A.E.,Peterson B.A.,Jauncey D.L.,Condon J.J. 1979,ApJ 229,73."
2317,=,1979ApJ...229...73W
2318,--,"Wright A.E.,Jauncey D.L.,Bolton J.G.,Savage A. 1982,Aust. J. Phys. 35,177."
2318,=,1982AuJPh..35..177W
2319,--,"Wright A.E.,Ables J.G.,Allen D.A. 1983,MNRAS 205,793."
2319,=,1983MNRAS.205..793W
2320,--,"Wright A.E.,Griffith M.R.,Hunt A.J. et al. 1996,ApJS 103,145."
2320,=,1996ApJS..103..145W
2321,--,"Wrobel J.M.,Heeschen D.S. 1991,AJ 101,148."
2321,=,1991AJ....101..148W
2322,--,"Wrobel J.M.,Krause S.W. 1990,ApJ 363,11."
2322,=,1990ApJ...363...11W
2323,--,"Wu H.,Zou Z.-L.,Chen J.-S. 1995,Acta Astron. sin. 36,428."
2323,=,1995AcASn..36..428W
2324,--,"Wu H.,Zou Z.-L.,Xia X.Y.,Deng Z.G. 1998,A&AS 127,521."
2324,=,1998A&AS..127..521W
2325,--,"Wu J.-H.,Yuan Q.-R.,Zhu Z.-H.,He X.-T. 1999,Chin. Astron. Astrophys. 23,143."
2325,=,1999ChA&A..23..143W
2326,--,"Wu J.H.,Yuan Q.-R.,He X.-T. et al. 2001,A&A 379,860."
2326,=,2001A&A...379..860W
2327,--,"Wu X.-B.,Bade N. 1999,Chin. Astron. Astrophys. 23,1."
2327,=,1999ChA&A..23....1W
2328,--,"Wu X.-B.,Bade N.,Beckmann V. 1999,A&A 347,63."
2328,=,1999A&A...347...63W
2329,--,"Wyndham J. 1965,AJ 70,384."
2329,=,1965AJ.....70..384W
2330,--,"Wyndham J. 1966,ApJ 144,459."
2330,=,1966ApJ...144..459W
2331,--,"Xia X.-Y.,Mao S.,Wu H. et al. 1999,A&A 341,L13."
2331,=,1999A&A...341L..13X
2332,--,"Xia X.-Y.,Mao S.,Wu H. et al. 1999,ApJ 524,746."
2332,=,1999ApJ...524..746X
2333,--,"Xie G.-Z.,Brinkmann W.,Cha G.W.,Laurent-Muehleisen S.,Zhang Y.-H. et al. 1996"
2333,--,"Acta Astrophys. Sin 16,327."
2333,=,1996AcApS..16..327X
2334,--,"Xie G.-Z.,Brinkmann W.,Cha G. W. et al. 1997,ASP Conf. Ser. 113,423."
2334,=,1997ASP............
2335,--,"Xie G.-Z.,Cha G.-W.,Bai J.-M.,Li K.-H.,Brinkmann W. 1997,Acta Astrophys. Sin. 17,437"
2335,=,1997AcApS..17..437X
2336,--,"Xu D.W.,Wei J.Y.,Dong X.Y.,Hu J.Y. 1999,A&AS 134,365."
2336,=,1999A&AS..134..365X
2337,--,"Xu D.W.,Wei J.Y.,Hu J.Y. 1999,ApJ 517,622."
2337,=,1999ApJ...517..622X
2338,--,"Xu D.W.,Wei J.Y.,Hu J.Y. 2001,Chin. J. Astron. Astrophys. 1,46."
2338,=,2001ChJAA...1...46X
2339,--,"Xu W.,Lawrence C.R.,Readhead A.C.S.,Pearson T.J. 1994,AJ 108,395."
2339,=,1994AJ....108..395X
2340,--,"Yamada T.,Yamazaki S.,Hattori M.,Soucail G.,Kneib J.-P. 2001,A&A 367,51."
2340,=,2001A&A...367...51Y
2341,--,"Yang Z.-L.,He X.-T.,Liang K. 1995,AJ 109,56."
2341,=,1995AJ....109...56Y
