Name,DSPshort,DSPlong
IC1411,"F, vS, R, vlbM","faint, very small, round, very little brighter middle"
IC1412,"F, vS, ? D stell neb",
IC1413,"F, S, stellar","faint, small, stellar"
IC1414,"vF, vS, R, 2 F st s",
IC1415,"eF, * 9.5 sf 8'",
IC1416,eF trace of neby,
IC1417,"pB, pL, part more condensed",
IC1418,"vF, S","very faint, small"
IC1419,"eF, slbM","extremely faint, suddenly a little brighter middle"
IC142,"vF, stellar, or * 13 inv","very faint, stellar, or 13th magnitude star involved"
IC1420,"eeF, pS, R, bet 2 F st","most extremely faint, pretty small, round, between 2 faint stars"
IC1421,Neb * 14m,
IC1422,"vF, eS, lbM, bet 2 st 13.5",
IC1423,"F, vS, R, gvlbM","faint, very small, round, gradually a very little brighter middle"
IC1424,"eF, vS, 1' f 7190",
IC1425,"F, lE pf, r, D ?","faint, a little extended east-west, mottled but not resolved, perhaps double"
IC1426,"F, S, iF, lbM","faint, small, irregular figure, a little brighter middle"
IC1427,"vF, vS","very faint, very small"
IC1428,"vF, S, R, * 14 nr","very faint, small, round, 14th magnitude star near"
IC1429,Neb susp close to * 11,
IC143,"vF, S, dif, * 13 f 0'.6","very faint, small, diffuse, 13th magnitude star 0.6 arcmin to east"
IC1430,"F, S, vlbM, diffic","faint, small, very little brighter middle, difficult"
IC1431,"eF, v diffic, F * np","extremely faint, very difficult, faint star to northwest"
IC1432,"vF, vS, sbM * 14, * 13.5 nr","very faint, very small, suddenly brighter middle equivalent to 14th magnitude star, 13.5 magnitude star near"
IC1433,"F, S, E pf, bM","faint, small, extended east-west, brighter middle"
IC1434,"Fine Cl, 6 branches, st 12-15m",
IC1435,"F, S","faint, small"
IC1436,"eF, vS, R, vSN","extremely faint, very small, round, very small nucleus"
IC1437,"pB, vS, R, mbM","pretty bright, very small, round, much brighter middle"
IC1438,"F, biN","faint, binuclear"
IC1439,"vF, S, vlbM","very faint, small, very little brighter middle"
IC144,"eF, eS, stellar","extremely faint, extremely small, stellar"
IC1440,"F, S, stellar","faint, small, stellar"
IC1441,"eF, S, S stellar N",
IC1442,Cl of neb stars,
IC1443,"pB, S, iF, mbM","pretty bright, small, irregular figure, much brighter middle"
IC1444,"F, S, iF, mbM, vF * close","faint, small, irregular figure, much brighter middle, very faint star close"
IC1445,"pF, vS, gbMN","pretty faint, very small, gradually brighter middle and nucleus"
IC1446,"vF, stellar","very faint, stellar"
IC1447,"eeF, pS, R, * 9.0 n 3'",
IC1448,"vF, vS, diffic","very faint, very small, difficult"
IC1449,"F, S, iF, bM, r","faint, small, irregular figure, brighter middle, mottled but not resolved"
IC145,"F, S, dif","faint, small, diffuse"
IC1450,"vF, eS, stellar","very faint, extremely small, stellar"
IC1451,"vF, S, dif, vS, excent N",
IC1452,"vF, vS, quite stellar",
IC1453,"pB, pL, R","pretty bright, pretty large, round"
IC1454,"vF, S, * 7 m 4' f",
IC1455,"F, pS, R, 2 st 11 nr","faint, pretty small, round, 2 stars of 11th magnitude near"
IC1456,"vF, vS","very faint, very small"
IC1457,"eF, * 10 sf 1'",
IC1458,"vF, pL, dif","very faint, pretty large, diffuse"
IC1459,"F, pS, com, N = 12m",
IC146,"F, vS, R, lbM","faint, very small, round, a little brighter middle"
IC1460,"pB, vS, mbM","pretty bright, very small, much brighter middle"
IC1461,"eeF, vS, R","most extremely faint, very small, round"
IC1462,"vF, eS, ? only a *",
IC1463,Neb * 14m,
IC1464,"F, r, D ?","faint, mottled but not resolved, perhaps double"
IC1465,"vF, ? vS Cl","very faint, a very small cluster?"
IC1466,"pB, vS, iF","pretty bright, very small, irregular figure"
IC1467,"F, S, biN","faint, small, binuclear"
IC1468,"vF, vS, iF, sbM","very faint, very small, irregular figure, suddenly brighter middle"
IC1469,"F, S, R, F * f","faint, small, round, faint star to east"
IC147,"F, vS, R, vF * close","faint, very small, round, very faint star close"
IC1470,"vF, vS, stellar N north edge",
IC1471,"pB, S, R, bM","pretty bright, small, round, brighter middle"
IC1472,"F, vS, bM, 2 st f","faint, very small, brighter middle, 2 stars to east"
IC1473,"F, pS, gbM","faint, pretty small, gradually brighter middle"
IC1474,"F, R, pS, gbM","faint, round, pretty small, gradually brighter middle"
IC1475,Neb *,a nebulous star
IC1476,S Cl ?,
IC1477,"F, S, r","faint, small, mottled but not resolved"
IC1478,"vF, S, dif","very faint, small, diffuse"
IC1479,"pF, S, R, stellar","pretty faint, small, round, stellar"
IC148,"eeF, pS, v diffic, II. 253 sf","most extremely faint, pretty small, very difficult, II. 253 to southeast"
IC1480,"vS Cl, nebs ?","very small cluster, nebulous?"
IC1481,"vF, vS, R","very faint, very small, round"
IC1482,"pB, vS, R","pretty bright, very small, round"
IC1483,"F, S, lbM","faint, small, a little brighter middle"
IC1484,"vF, vS","very faint, very small"
IC1485,"vF, vS, R, vSN","very faint, very small, round, very small nucleus"
IC1486,"vF, S","very faint, small"
IC1487,"eeF, pS, iR, * 8 f, F * nf","most extremely faint, pretty small, irregularly round, 8th magnitude star to east, faint star to northeast"
IC1488,"eF, vS, E ns, v diffic, h 2237 s",
IC1489,"F, vS, R, * 9 south",
IC149,"F, pS, E pf, lbM","faint, pretty small, extended east-west, a little brighter middle"
IC1490,"eF, pS, R, vF * close n",
IC1491,"F, S, R","faint, small, round"
IC1492,"eF, S, R, sp of 2","extremely faint, small, round, southwestern of 2"
IC1493,"F, vS, sbM, another susp 7s p, 1' n",
IC1494,"F, R, lbM","faint, round, a little brighter middle"
IC1495,"F, S, lbM","faint, small, a little brighter middle"
IC1496,"eeF, pS, R, nf of 2","most extremely faint, pretty small, round, northeastern of 2"
IC1497,"eF, suspected","extremely faint, (only) suspected"
IC1498,"eeF, pS, R, * 9.5 p 36s, 3' s",
IC1499,"pB, pL, iF","pretty bright, pretty large, irregular figure"
IC15,"vF, vS, iF, sbM","very faint, very small, irregular figure, suddenly brighter middle"
IC150,"F, S, R, dif, * 10.5 near, h 148 f","faint, small, round, diffuse, magnitude 10.5 star near, h 148 to east"
IC1500,"F, vS, E ns, lbM","faint, very small, extended north-south, a little brighter middle"
IC1501,"vF, S, dif","very faint, small, diffuse"
IC1502,"vF, S, vF * close","very faint, small, very faint star close"
IC1503,"F, S, R, gbM","faint, small, round, gradually brighter middle"
IC1504,"F, pL, E pf, gbM","faint, pretty large, extended east-west, gradually brighter middle"
IC1505,"eeF, pS, R, 3 st f, diffic","most extremely faint, pretty small, round, 3 stars to east, difficult"
IC1506,"vF, gbM","very faint, gradually brighter middle"
IC1507,"pB, iF, mbM","pretty bright, irregular figure, much brighter middle"
IC1508,"F, pL, E ns","faint, pretty large, extended north-south"
IC1509,"F, S, E ns, gbM","faint, small, extended north-south, gradually brighter middle"
IC151,"eF, pS, np of 2","extremely faint, pretty small, northwestern of 2"
IC1510,"F, S, R, biN","faint, small, round, binuclear"
IC1511,"eF, susp close to * 12.5",
IC1512,"* 13, nebulous ?","13th magnitude star, nebulous?"
IC1513,"F, vS, E pf, gbM","faint, very small, extended east-west, gradually brighter middle"
IC1514,"vF, S, excent N",
IC1515,"eeF, pS, * 9.5 inv, bet 2 st","most extremely faint, pretty small, 9.5 magnitude star involved, between 2 stars"
IC1516,"vF, pS, R, B * sf, nf of 2","very faint, pretty small, round, bright star to southeast, northeastern of 2"
IC1517,"eeF, vS, R, 3 st p","most extremely faint, very small, round, 3 stars to west"
IC1518,"vF, vS, R","very faint, very small, round"
IC1519,"F, vS, lbM, stellar","faint, very small, a little brighter middle, stellar"
IC152,"eF, S, R, vF * close, sf of 2","extremely faint, small, round, very faint star close, southeastern of 2"
IC1520,"vF, pL, R","very faint, pretty large, round"
IC1521,"vF, S, iF","very faint, small, irregular figure"
IC1522,"F, S, E ns","faint, small, extended north-south"
IC1523,"vF, * 4m 3' f",
IC1524,No description,no description
IC1525,"eF, pS","extremely faint, pretty small"
IC1526,"F, S, bMSN","faint, small, brighter middle and small nucleus"
IC1527,"F, R, r, vF * sf","faint, round, mottled but not resolved, very faint star to southeast"
IC1528,No description,no description
IC1529,"F, S, R, biN, r","faint, small, round, binuclear, mottled but not resolved"
IC153,"eF, pS, R, sp of 2","extremely faint, pretty small, round, southwestern of 2"
IC1530,"vF, S, iF, bM","very faint, small, irregular figure, brighter middle"
IC1531,"vF, vS, R, D * n","very faint, very small, round, double star to north"
IC1532,"2' l, mE, bM","2 arcmin long, much extended, brighter middle"
IC1533,"eeF, vS, R, v diffic, * 7.5 n, * 9 s",
IC1534,"pF, vS, diffic, * 10 nr nf",
IC1535,"vF, S, 48 nf 6'",
IC1536,"F, S, R","faint, small, round"
IC1537,"eeF, vL, vmE, 55 np",
IC1538,eF,extremely faint
IC1539,"eF, bet 2 st 13","extremely faint, between two 13th-magnitude stars"
IC154,"F, vS, lbM, * 11.5 sp","faint, very small, a little brighter middle, 11.5 magnitude star to southwest"
IC1540,"F, S, iF","faint, small, irregular figure"
IC1541,"F, S, R, lbM, r","faint, small, round, a little brighter middle, mottled but not resolved"
IC1542,"F, dif, gbM","faint, diffuse, gradually brighter middle"
IC1543,"F, S, R, gbMN","faint, small, round, gradually brighter middle and nucleus"
IC1544,"F, S, R, vlbM","faint, small, round, very little brighter middle"
IC1545,"F, vS, R, dif, vFN","faint, very small, round, diffuse, very faint nucleus"
IC1546,"vF, S, v diffic","very faint, small, very difficult"
IC1547,"eF, pS, sbM *","extremely faint, pretty small, suddenly brighter middle like a star"
IC1548,"F, vS, R, stell","faint, very small, round, stellar"
IC1549,"eF, D * f 46s",
IC155,"vF, eL, dif","very faint, considerably large, diffuse"
IC1550,"R, stell, vFN","round, stellar, very faint nucleus"
IC1551,"F, vS, R, r","faint, very small, round, mottled but not resolved"
IC1552,"F, pL, dif","faint, pretty large, diffuse"
IC1553,"vF, vmE 10°","very faint, very much extended 10°"
IC1554,"vF, vS, eE 170°, sbM","very faint, very small, extremely extended 170°, suddenly brighter middle"
IC1555,"eeF, S, R, 2 st p in line","most extremely faint, small, round, 2 stars in line to west"
IC1556,"eeF, pS, R, v diffic","most extremely faint, pretty small, round, very difficult"
IC1557,"eF, vS, 2 vF st close, nr 161","extremely faint, very small, 2 very faint stars close; near (NGC) 161"
IC1558,"E 160°, * n, perhaps spir","extended 160°, star to north, perhaps spiral"
IC1559,"vF, 0'.5 ssf 169","very faint, 0.5 arcmin south southeast of (NGC) 169"
IC156,"pB, S, R, mbMN = * 12","pretty bright, small, round, much brighter middle and nucleus equal to 12th magnitude star"
IC1560,"eF, ? = 164","extremely faint, perhaps = 164"
IC1561,"E 105°, * n","extended 105°, star to north"
IC1562,"S, R, psbM","small, round, pretty suddenly brighter middle"
IC1563,"eF, stellar, 0'.6 sf 191","extremely faint, stellar, 0.6 arcmin southeast of (NGC) 191"
IC1564,eF,extremely faint
IC1565,"F, S, R, gbM","faint, small, round, gradually brighter middle"
IC1566,"F, S, R, gbM, r","faint, small, round, gradually brighter middle, mottled but not resolved"
IC1567,Neb *,"faint, small, round, gradually brighter middle"
IC1568,"F, S, R, gbM, r","faint, small, round, gradually brighter middle, mottled but not resolved"
IC1569,"vF, vS, R, gbM","very faint, very small, round, gradually brighter middle"
IC157,"eeF, S, R, D * p, nf of 2","most extremely faint, small, round, double star to west, northeastern of 2"
IC1570,"vF, vS, R, vFN","very faint, very small, round, very faint nucleus"
IC1571,"F, pS, R, dif","faint, pretty small, round, diffuse"
IC1572,"eF, stell, III 200 nr","extremely faint, stellar, III 200 near"
IC1573,"eF, eS, mE 60°","extremely faint, extremely small, much extended 60°"
IC1574,"vF, vmE 0°, gbM","very faint, very much extended 0°, gradually brighter middle"
IC1575,"eF, S, R, * 10 s","extremely faint, small, round, 10th magnitude star to south"
IC1576,"vF, vS, cE 135°, bet 2 st","very faint, very small, considerably extended 135°, between 2 stars"
IC1577,"pB, S, R, gbM stell N","pretty bright, small, round, gradually brighter middle and stellar nucleus"
IC1578,"vF, vS, vmE","very faint, very small, very much extended"
IC1579,"eF, eS, cE 15°, gbM","extremely faint, extremely small, considerably extended 15°, gradually brighter middle"
IC158,"vF, vS, R, mbM","very faint, very small, round, much brighter middle"
IC1580,"vF, v stell","very faint, very stellar"
IC1581,"eF, eS, E 45°, gbM","extremely faint, extremely small, extended 45°, gradually brighter middle"
IC1582,"eF, eS, E 45°, sbM *","extremely faint, extremely small, extended 45°, suddenly brighter middle like a star"
IC1583,"F, vS, R, stell N","faint, very small, round, stellar nucleus"
IC1584,"eF, L, dif, r","extremely faint, large, diffuse, mottled but not resolved"
IC1585,"F, vS, R, stell N","faint, very small, round, stellar nucleus"
IC1586,"F, vS, R, gbM, r","faint, very small, round, gradually brighter middle, mottled but not resolved"
IC1587,"eF, eS, alm R","extremely faint, extremely small, almost round"
IC1588,"vF, vS, cE 155°","very faint, very small, considerably extended 155°"
IC1589,"eF, eS, R, like D neb","extremely faint, extremely small, round, like double nebula"
IC159,"pB, S, R, mbM","pretty bright, small, round, much brighter middle"
IC1590,"Cl, vL, st sc, 281 f","a cluster, very large, stars scattered; 281 to east"
IC1591,"vF, vS, cE 95°, bM","very faint, very small, considerably extended 95°, brighter middle"
IC1592,"eF, S, bet * 12 and * 13","extremely faint, small, between a 12th magnitude star and a 13th magnitude star"
IC1593,"eF, semi-stellar","extremely faint, semi-stellar"
IC1594,"eF, eS, cE 130°, stell N","extremely faint, extremely small, considerably extended 130°, stellar nucleus"
IC1595,"eF, S, mE 10°, stell N","extremely faint, small, much extended 10°, stellar nucleus"
IC1596,"F, S, E pf, gbM","faint, small, extended east-west, gradually brighter middle"
IC1597,"eF, eS, cE 165°, cbM","extremely faint, extremely small, considerably extended 165°, considerably brighter middle"
IC1598,"Neb * 11, * 9 p 10s, 4'.5 n","a nebulous 11th magnitude star; 9th magnitude star 10 seconds of time to west, 4.5 arcmin to north"
IC1599,"vF, vS, cE 100°","very faint, very small, considerably extended 100°"
IC16,"pB, R, bM","pretty bright, round, brighter middle"
IC160,"F, stellar, 13m","faint, stellar, 13th magnitude"
IC1600,"vF, vS, cE 95°","very faint, very small, considerably extended 95°"
IC1601,"vF, vS, lE 105°",
IC1602,"vF, S, nr 309",
IC1603,"eF, eS, cE 115°, cbM",
IC1604,"pF, vS, * 7.5 np, F * nr sp [? = 333]",
IC1605,"vF, eS, R","very faint, extremely small, round"
IC1606,"eF, pS, nearly bet * 7 p and * 9 nf",
IC1607,"vF, pS, R, lbM","very faint, pretty small, round, a little brighter middle"
IC1608,"pB, pS, R, 2 st nf, 2 np",
IC1609,"vF, vS, R","very faint, very small, round"
IC161,"eeF, vS, R","most extremely faint, very small, round"
IC1610,"pF, pS, R, * 10 np","pretty faint, pretty small, round, 10th magnitude star to northwest"
IC1611,"vF, bM","very faint, brighter middle"
IC1612,"eF, vS","extremely faint, very small"
IC1613,"F, eeL","faint, most extremely large"
IC1614,"vF, S, E 120°, vlbM, * 15 nr","very faint, small, extended 120°, very little brighter middle, 15th magnitude star near"
IC1615,"eF, S, cE 140°, cbM","extremely faint, small, considerably extended 140°, considerably brighter middle"
IC1616,"eF, pS, 3 st in line nr",
IC1617,"eF, S, cE 130°, cbM","extremely faint, small, considerably extended 130°, considerably brighter middle"
IC1618,"vF, S","very faint, small"
IC1619,"F, S, R, gbMFN, bet 2 st 13",
IC162,"eeF, S, lE","most extremely faint, small, a little extended"
IC1620,"F, pS, dif","faint, pretty small, diffuse"
IC1621,"eF, eS, mE 0°, cbM","extremely faint, extremely small, much extended 0°, considerably brighter middle"
IC1622,"vF, S, R, sp of 2","very faint, small, round, southwestern of 2"
IC1623,"B, cS, lE, nf of 2","bright, considerably small, a little extended, northeastern of 2"
IC1624,"vF, S, R","very faint, small, round"
IC1625,"eF, vS, R, susp","extremely faint, very small, round, suspected"
IC1626,"vF, cS, R","very faint, considerably small, round"
IC1627,"cF, S, eE 135°, vmbM",
IC1628,"cB, pS, R, 3 st 8 nr",
IC1629,"F, vS, R, stell","faint, very small, round, stellar"
IC163,"F, pS, R, bM","faint, pretty small, round, brighter middle"
IC1630,"eF, eS, E 60°, susp",
IC1631,"eF, S, R, susp","extremely faint, small, round, suspected"
IC1632,"vF, vS, dif, * 15 v close",
IC1633,"vF, S, R, vF * f","very faint, small, round, very faint star to east"
IC1634,"F, S, R, gbM, r","faint, small, round, gradually brighter middle, mottled but not resolved"
IC1635,"F, S, R, gbM, r","faint, small, round, gradually brighter middle, mottled but not resolved"
IC1636,"F, vS, gbMN","faint, very small, gradually brighter middle and nucleus"
