PN,18 55 30.58,-21 49 39.0,,,,,,,,0.25,,,PNG 013.7-10.6,Y-C 2-32,
PN,18 26 03.08,-18 12 05.7,,,,,,,,1.83,,,PNG 013.8-02.8,SaWe 3,
PN,18 45 35.38,-20 35 00.3,,,,,,,,0.22,,,PNG 013.8-07.9,PK 013-07.1,PC 21,
PN,18 36 31.60,-19 19 27.3,,,,,,,,,,,PNG 014.0-05.5,V-V 3-5,
PN,18 01 07.00,-14 30 19.3,,,,,,,,0.10,,,PNG 014.2+04.2,Sa 3-111,
PN,18 44 01.54,-19 54 55.0,,,,,,-88.6,,0.12,,,PNG 014.2-07.3,PK 014-07.1,M 3-31,
PN,18 37 11.05,-19 02 22.0,,,,,,,,,,,PNG 014.3-05.5,V-V 3-6,
PN,18 33 20.79,-18 16 30.0,,,,,,+27.1,,0.08,,,PNG 014.6-04.3,PK 014-04.1,M 1-50,
PN,19 02 15.99,-21 26 51.3,,,,,,,,1.42,,,PNG 014.7-11.8,SaWe 4,
PN,19 58 13.15,-26 28 15.5,,,,,,,,0.77,,,PNG 014.8-25.6,HDW 12,
PN,17 54 24.89,-12 48 17.6,,,,,,,,0.40,,,PNG 014.9+06.4,PK 014+06.1,K 2- 5,
PN,18 29 11.29,-17 27 13.0,,,,,,,,0.22,,,PNG 014.9-03.1,SaSt 3-166,
PN,18 35 48.20,-17 36 08.3,,,,,,+63.0,,0.10,,,PNG 015.4-04.5,PK 015-04.1,M 1-53,
PN,18 30 11.20,-16 45 26.6,,,,,,+44.0,,0.88,,,PNG 015.6-03.0,PK 015-03.1,A 44,
PN,18 07 30.73,-13 28 51.3,,,,,,+128.0,,,,,PNG 015.9+03.3,PK 015+03.1,M 1-39,
PN,17 31 31.38,-08 19 10.1,,,,,,,,1.00,,,PNG 016.0+13.5,PK 016+13.1,A 42,
PN,18 36 08.34,-16 59 58.9,,,,,,-40.6,,0.22,,,PNG 016.0-04.3,PK 016-04.1,M 1-54,
PN,18 37 46.24,-17 05 46.8,,,,,,+88.0,,,,,PNG 016.1-04.7,PK 016-04.2,M 1-56,
PN,18 27 56.70,-15 32 57.3,,,,,,+30.0,,0.18,,,PNG 016.4-01.9,PK 016-01.1,M 1-46,
PN,18 29 19.67,-15 07 40.3,,,,,,,,,,,PNG 016.9-02.0,Sa 3-134,
