1254-531    2239  SBN, pat arms. Highly obscured. Sev * sup.                    
1254-531    2247  SFN, vF bar, (r'): 0.3 x 0.25, F arms. Sev * sup.             
1254-531    2384  eSBN, (r'): 0.3 x -, F arms. Sev * sup.                       
1255-431    1533  OXN w sev F plumes. P(c)??                                    
1255-455    1533  Patchy lsb dwarf w few knots. Sev * sup.                      
1256-208    3904  OX bar(?), poss (r), F pat arms. Much incl.                   
1256-272    2340  OXN and inner arms, p smo outer arms.                         
1256-442    1533  OXN, vB knotty (r): 0.6 x 0.3, pF pat (R): 1.0 x 0.5. In grp; 
1256-442    1533    sev comp near.                                              
1256-480    2247  lsb dwarf, detached knot or comp 0.6 sf. eF outer arms.       
1256-494    2247  lsb dwarf, pat. Sev * sup.                                    
1257-191    3904  vlsb dwarf, few vF pat. Sup on grp.                           
1257-219    2340  OX elong N, F lens. vlsb comp 1.7 nf. Others near.            
1257-224A   2340  OXN and bar, (r'): 0.6 x-, dist lens and corona. P(b) w comp B
1257-224A   2340    at 0.55. cE0 w jet 1.2 s.                                   
1257-224B   2340  cE w broad plume. P(b) w comp A at 0.55.                      
1257-293    1469  F comp 1.8 and 5.8 spp in line.                               
1257-341    2339  Bar 0.9 x 0.2. Poss Sm; nearly edgewise. Sev B knots. Bet 2 pB
1257-341    2339    *. SB(s)dm III 6.5 sp.                                      
1257-430    1533  OXN and bar, knotty arms. 1st in grp.                         
1257-440    1533  OX elong N, pF dist lens and corona. S SB(r)0+ 1.4 np.        
1257-451A   1533  Dist and pat w sev B knots. P(b) w comp B 3.1 sf. In grp.     
1257-451B   1533  OXN, eF dist corona. P(b) w comp A 3.1 np. In grp.            
1257-453    1533  OXN, eFE corona.                                              
1258-179    3904  OXN, B bar and (r): 0.8 x 0.6, F arms form (R'): 1.6 x 1.2.   
1258-179    3904    Few F knots. F Sm 2' nf.                                    
1258-306    1469  vBN, eF arms in loops. P(b) at 3.6 sf w N4905.                
1258-322    2339  OXN, B lens, vFE corona. S comp sup 0.7 n. 1st in grp.        
1259-170    3904  pB bar, sev F knots.                                          
1259-174    3904  Sim to N5907. Sev vF gal near.                                
1259-269    2340  OXN, B bar, (r'): 0.55 x 0.3, pat arms, few vF knots.         
1259-492    2247  pBN, v patchy arms. 2 comp 0.3 and 1.5 ssp. Sev * sup.        
1259-501    2247  Sim to N4945. Sev * sup.                                      
1300-237    2340  OXN w loop, pB dist lens, F pat corona. Poss P(c)?            
1300-296    1469  Strg dark lane, fltnd bulge.                                  
1300-320    1469  BN, smo arms.                                                 
1300-463    1533  vlsb dwarf w few knots.                                       
1300-528    2239  SBN, short F bar. (R) (or r'?): 1.0 x 0.55. eF corona. Sev    
1300-528    2239    * sup. Type uncertain: (R:)SAB(s:)0+ this plate.            
1300-528    2247  SBN, vF bar and (r): 1.0 x 0.65. eF corona w trace of arms.   
1300-528    2247    Type uncertain: SAB(r)b? this plate.                        
1302-172    3904  SOXN, sev F knots, vFE arms. Stage uncertain.                 
1302-221    2340  OXN, vFE thin arms. Stage uncertain.                          
1302-221    3904  Stage uncertain.                                              
1302-282    1469  Pat. P(a) w IB:m 3.5 nf.                                      
1302-514    2247  vlsb dwarf, pat. Sev * sup.                                   
1303-239    2340  OXN, dust and loop, one pat arms. Poss P(c)?                  
1303-401    4830  OXN, short bar, (r'): 0.6 x 0.45, F (R): 1.4 x 0.8. B * sup   
1303-401    4830    0.5 p.                                                      
1303-439    1533  Short bar, pF arms w few eF knots. eF galc dif neb sup.       
1304-233    2347  OXN w nubs, pB lens, vF corona. In a grp.                     
1304-238    2347  pB short bar, F (r'): 0.4 x 0.4, F arms w B knots.            
1304-271    2347  OXN, B bar, vF (R): 1.2 x 0.9, eF corona.                     
1304-283    1469  (r): 0.6 x 0.5. P(a) w N4965 20' nnf.                         
1304-448    1533  B bar and (r): 0.4 x 0.3; pat arms w many vF knots. Sev F comp
1304-448    1533    near.                                                       
1305-191    2394  OXN, dark lane.                                               
1305-207    3904  Sim to I2233. Lrgst in or sup on grp.                         
1305-226    2347  v sim to N4631. Sev F comp near.                              
1305-226    2394  Many B knots                                                  
1305-369    1530  SFN, F bar, vF arms w few eF knots.                           
1305-427    1533  Curved knotty bar 1.0 x 0.2, F arms.                          
1306-241    2347  pF bar, sev vB knots on np side. ** sup 0.75 sp.              
1306-507    2247  lsb dwarf, frshrtnd bar w vF knots. S IBm IV-V 5.7 sp.        
1306-752    2154  OXN. F lens. Sev F spirals near.                              
1307-215    2394  Sim to N7741. Sup on grp.                                     
1307-240    2347  OX bar, many knots, F env; dim inc eF plume to sp. * sup 0.5  
1307-240    2347    0.5 nf.                                                     
1307-277    1469  lsb dw? P(b?) w 1308-277 10.5 sf.                             
1307-277    2347  Sim to 1307-240, but fainter.                                 
1307-393     642  (R): 1.75 x 1.0. B * 3.0 nf.                                  
1307-429     642  vB nar bar 0.6 x 0.1, vF pat arms. Sim to N4236 edge-on.      
1307-429    1533  vB bar, F dist arms w many knots. N4988 6.3 nnp.              
1307-462    1533  OXN, v short bar, B (r): 0.65 x 0.6, knotty arms form (R'):   
1307-462    1533    2.5 x 1.7.                                                  
1307-467    1533  OXN w dust lane and patches. Sim to N5128.                    
1307-514    2247  FN, v short bar, (r): 0.20 x 0.18, vF arms. Sev * sup.        
1308-196    2394  pF bar, p smo arms w 1 B knot; vFE env. In or sup on grp.     
1308-236    2347  pB bar, (r'): 0.5 x 0.3, v knotty arms. F SA(rs:)bc? 4.8 f.   
1308-277    1469  Dist. P(b?) w S1307-277 at 10.5 np.                           
1308-277    2347  Short OX bar, v knotty, pat arms. * sup 0.3 n.                
1308-443    1533  OXN, pB arms w few knots; E dist env. Sup on grp; many F gal  
1308-443    1533    near.                                                       
1308-460    1533  OXN, short bar, pB lens, F corona.                            
1309-192    2394  OX w vF ext. 2 F com comp near p.                             
1310-197    2394  B pat bar(?) and arms. Sev F comp near p. In N5018 grp.       
1310-197    3904  Much incl.                                                    
1310-365    1530  OXN, dust patches in lens(?). Sa:sp 3.0 nf.                   
1310-420    1533  OX elong N w * sup. F blobs in corona.                        
1310-431    1533  OX frshrtnd bar, (r'): 0.45 x 0.18, B lens. IB(s)m V: 0.5 nf. 
1310-433    1533  OXN, F lens and env. SB:a: 4.5 sp.                            
1310-446    1533  lsb dwarf spheroidal? Sev knots inv? Sev * sup.               
1310-492    2247  OXN, sim to N7331, but dist outer arms. P(b) w SB:dm? 2.5 np. 
1311-214    2394  F bar, vF arms w 1 B knot and sev eF knots. Grp 3' p.         
1311-231    2347  OX w dust lane, dist arms form (R'?): 1.0 x -. 1st in grp.    
1311-424     642  FN, pat arms, B * 1.3 sp.                                     
1311-424    1381  Thin pat arms; B * sup 1.2 sp on arm.                         
1311-424    1533  OX bar, v patchy arms w sev knots.                            
1311-459A   1533  OXN, vB (r): 0.5 x 0.35, pB (R): 1.2 x 0.9. P(b) w comp B     
1311-459A   1533    1.1 f.                                                      
1311-459B   1533  B twisted bar (?) and arms. pB * sup 0.5 nf. P(b) w comp A    
1311-459B   1533    1.1 p.                                                      
1312-177    2394  SFN, short bar, pat arms w many knots.                        
1312-229    2347  F bar, v pat w F knots. * sup 1.2 ssf. SB(s)dm:IV-V 1.7 n.    
1312-469    1533  B bar, pF arms w knots.                                       
1312-469    2247  FN, short bar, patchy arms. Sev * sup.                        
1313-456    1533  pB bar, F patchy arms w few vF knots.                         
1313-462    1533  F pat bar and arms w few F knots.                             
1313-500    2247  vSvBN, vF bar, eF arms. B * 1.4 np. Sev * sup. Thin plate;    
1313-500    2247    type (Sa?pec) rej.                                          
1314-251    2347  Frshrtnd bar(?), many pF knots. vFmE pat env.                 
1314-276    2347  Short bar, v knotty arms. 3 late-type comp 1' s.              
1314-370    1530  Pat bar and arms, sev B knots. 1st in or sup on grp.          
1314-370     642  Sim to N55?                                                   
1314-374    1530  OXN, vF (r'): 0.7 x -, F (R): 1.3 x 0.5, eFE env. IB(s)mV 9'  
1314-374    1530    npp.                                                        
1314-515    2247  vBSN, F bar, (r): 0.9 x 0.4. vF pat arms. Sev * sup.          
1315-204    2394  FvSN, knots or jets in "lens", dist; sim to I3475. Poss IAm?  
1315-210    2394  pB bar(?), pat arms w vF knots. Poss comp of N5068. Sup on    
1315-210    2394    grp.                                                        
1315-272    2347  pF bar, much incl, sev vF knots.                              
1315-480    2247  Pat, somewhat dist. 24' sp N5064.                             
1316-174    2394  F knotty bar, (r'): 1.3 x 0.8, eFmE arms.                     
1316-183    2394  OXN, trace of dust pats? vF corona. Sim to N1023. Poss E6:.   
1316-183    2394    lsb comp 1.4 n.                                             
1316-237    2347  v sim to 1315-272.                                            
1316-267    2347  OX elong N, (r') (or (r?)): 0.45 x 0.22. 1st in grp. Many comp
1316-267    2347    near.                                                       
1316-348    1530  pF arms.                                                      
1316-470    2247  OXN, pB lens. P(b:) w 1316-470 at 4.0. In grp.                
1316-471    2247  Short bar, vF arms. Sev * sup. cE1 1.7 sp. In grp.            
1317-170    2394  B bar, F pat arms, eF dist exts. P(b) w SB(s:)dm pec 3.4 nf.  
1317-196    2394  B bar, pat arms. F comp 0.8 n.                                
1317-216    2394  OXN, trace of (r'): 0.55 x - in pB lens. N5084 8.1 nf.        
1317-220    2347  OX bar, B pat dist arms w sev vB knots.                       
1317-220    2394  eF exts.                                                      
1317-258    2347  Chaotic knotty center, F arms w many F knots.                 
1317-358    1530  Part res dwarf. Many knots on pat arms.                       
1317-470A   2247  FN, (r'): 0.4 x -, massive arms. Brtst in grp. lsb comps 2.0  
1317-470A   2247    and 2.9 f.                                                  
1317-470B   2247  OXN, B lens, vF corona. * sup 0.3 sf. In grp.                 
1317-773    2083  OXN (bar?), p smo arms. * 0.5 nf.                             
1317-773    2154  pB bar, F arms. * sup 0.5 nf.                                 
1318-178    2394  v knotty bar 0.7 x 0.2, pat arms. Sup on grp.                 
1318-218    2394  OX bar(?), p smo n arm, v knotty s arm. hsb com comp 1.4 sf.  
1318-218    2394    N5084 15' nnp.                                              
1318-448    1313r lsb dwarf, few vF knots, sev * sup.                           
1318-457    1533  OXN, pat bar, S-shaped w knot chains on F arms. P(a?) w       
1318-457    1533    1319-457 3.4 f.                                             
1318-544    2239  vSN, narrow bar, pat arms. Obscured. Sev * sup.               
1319-171    2394  OXN, pF lens, vFE corona w (R'). 1st in grp; sev B comp nr sf.
1319-423    1533  vlsb dwarf w few knots. N5128 47' sf.                         
1319-457    1533  OXN, dust lane, knotty arms. P(a?) w 1318-457 3.4 p.          
1319-784    2083  pB short bar, knotty arms. 2 * sup sf. F comp 2.7 p, 5.5 nf.  
1320-194    2394  OXN (w dust patch?), pB slightly dist lens; eF corona.        
1320-320    1530  OX bar, B lens, pF corona.                                    
1320-433    1533  OXN, dust patches in bar, vF arms.                            
1322-194    2394  B bar, (r'): 0.6 x 0.3, v knotty dist arms. 1st in grp.       
1322-195    2394  OX bar, hsb pat arms; vF env.                                 
1322-334    1375  OXN. Poss (r): 1.2 x -.                                       
1322-334    1530  (r'): 1.2 x -; highly incl.                                   
1323-194A   2394  OX elong N, trace of (r'): 0.65 x - in B lens. F corona. P(a) 
1323-194A   2394    w comp B 3.4 sf.                                            
1323-194B   2394  OXN w dust lane, * sup 0.45 sf on vF corona. P(a) w comp A 3.4
1323-194B   2394    np.                                                         
1323-195    2394  OXN (w trace of dust?), eFmE corona. 3 S comp near s.         
1323-224    2347  OXN, F (r): 0.55 x 0.5, F incomp (R'): 0.9 x 0.8.             
1323-265    2347  OXN and bar, F (r'): 0.3 x 0.25, F thin arms.                 
1323-319    1530  OX pat bar, vF arms. S0o:pec 3.2 spp.                         
1323-480    1569r OXN, pat dark lane. * sup 0.5 n.                              
1324-298    1484  lsb, pat arms w knots; sim to N7741. * sup. S Im comp 5.3 np. 
1324-379    1375  B bar, many knots.                                            
1324-379    1381  B bar, pat arms. 2 vF comp 2.7 nf, 1.6 sp. dIB(s)m w * sup    
1324-379    1381    10.3 nf.                                                    
1324-412    1381  lsb, part res. * sup.                                         
1325-207    2394  OXN, dist corona. S0sp sup 0.25 nf. Lrgst in S cl.            
1325-247     652  * sup 0.35 f N. F gal near, 2 S0 4.0, 5.6 nf.                 
1325-247    2347  (r'): 0.35 x 0.2.                                             
1325-256     652  Dark lane, * 0.3 sp.                                          
1325-273     652  vlsb. F Sm sup on S SBb in bckgnd.                            
1325-273    1484  Pat, lsb. Sup on SB(s)b (0.7: x 0.6) at 0.55 np, in bckgnd.   
1325-273    2347  Near pl edge, thinner bckgnd.                                 
1325-312    1484  Sim to N6166, many comp (cD).                                 
1325-316    1484  Many comp.                                                    
1325-373    1375  OXN. * sup 0.5 ssp.                                           
1325-373    1381  Sim to M61? Hexagonal r'.                                     
1325-379    1530  F bar, vF arms. * sup near N.                                 
1325-439    1313r OXN, F jet or chain of knots sup on lens nf, vFmE corona.     
1325-439    1313r   pB * 1.2 npp.                                               
1325-442    1313r OXN, dist (R): 0.9 x 0.7 in eFcE corona.                      
1326-173    2394  OX bar, B lens w trace of (r). pB * sup 0.9 s.                
1326-340    1375  Flat bulge. Sim to N5746. B * 3.0 sp.                         
1326-417    1381  vB lens, Poss (r)?; FE arms.                                  
1326-468    1313r OXN and bar(??), prob (r): 0.5 x 0.15. FE arms, few vF knots. 
1327-203    2394  OXN w trace of dust lane; "square" bulge. F knots in lens?    
1327-204    2394  OXN w trace of dust lane, vFmE corona. * sup 0.3 npp.         
1327-204    2928  Hint of (r') in lens.                                         
1327-222     652  P(a) w SB(s)c 5.4 sp.                                         
1327-222    2394  OXN, knot in lens. Sev F comp near. P(b?) w SB(s)c II-III 5.4 
1327-222    2394    ssp.                                                        
1327-802    2083  pFN and bar, F pat arms. Sev * sup.                           
1328-216    2394  OX frshrtnd bar, knotty (r): 0.45 x 0.15, slightly dist knotty
1328-216    2394    arms. Sup on S cl.                                          
1328-316A   1484  Close P(b) w comp B at 0.2 in tri sys, comp C 1.3 nf. Bridge  
1328-316A   1484    and plume.                                                  
1328-316B   1484  In tri sys w bridge. Chain of 20 obj 15' np.                  
1328-776    2067  OXN, dark lane, sim to N4594.                                 
1328-776    2083  OXN, dust lane, vB lens. Sim to N4594. Brtst in grp.          
1328-776    2154  OXN, prob (r): 0.75 x 0.2. Sim to N4594.                      
1328-829    2083  Obscured by galc dif neb. * 0.45 np.                          
1328-829    2963  Frhsrtnd bar, F pat arms. Galc dif neb sup.                   
1329-329    1375  P(b) at 0.2 or dble N. pF corona. Brtst in cl.                
1330-314    1484  Brtst in subgrp.                                              
1330-325    1375  OXN, F arms.                                                  
1330-375    1375  BN, (r): 0.55 x 0.4. pF arms.                                 
1330-375    1381  (r): 0.6 x 0.5. F arms. Ssp 7.0 nff.                          
1330-502    1569r Chaotic spiral w sev * sup.                                   
1330-531    1569r Dark lane across N, dust pats on pF lens. Sev * sup.          
1330-531    1609  Elong cent, dust pat, vF corona, Sev * sup. Poss I0?          
1330-531    1609  vSBN. Dark patches or defects in lens.                        
1330-531    2239  OXN, F bar 1.3 x 0.5; F lens, eF corona. Many * sup.          
1330-774    2067  Dark lane. * 0.4 np.                                          
1330-774    2083  OXN, pB arms. Sim to N4216. pB * 0.4 nnp.lsb dwarf 8.7 p.     
1330-774    2154  pB * 0.35 np.                                                 
1331-341    1375  Square N, bent bar.                                           
1331-423    1313r vSBN, prob (r'): 0.3 x 0.12, thin arms. Cl 9' p.              
1331-744    2067  SBN, incomp (r): 0.4 x -. Knotty arms, sev * sup. B * 1.1 np. 
1331-744    2154  pBN, pat arms. B * 1.0 np.                                    
1331-863    2963  OXN, 2 * sup 0.2 np. pF (r'): 0.45 x 0.3. Arms form (R'): 0.9 
1331-863    2963    x 0.6. Brtst in cl.                                         
1332-238     652  OXN.                                                          
1332-350    1375  OX, ** 0.7 npp.                                               
1332-563    1609  vlsb, no N, few knots, Sev * sup.                             
1334-278     652  lsb, part res dwarf.                                          
1334-328    1375  OXN, F knotty arms. Sev * sup.                                
1334-460    1313r v knotty OXN, pat dist env. Com comp 2.1 sf.                  
1334-495A   1569r lsb, 2 pF * sup. 3.9 np N5234.                                
1334-495B   1569r OX, knot or comp on nf arm. P(b) w A at 3.5. 5.5 np N5234.    
1334-562    1609  pBN, vF env. B patch 1.3 sf (comp?).                          
1335-202    2928  pB knotty bar, sev vF knots in vF dist corona. In (or sup on) 
1335-202    2928    grp.                                                        
1335-333    1375  Flat bulge, sim to N128. pB * 0.6 sp.                         
1335-396    1381  Brd pat arms w knots. Dwarf comp 8.5 sp. cE 1.6 nf.           
1336-305    1484  Poss traces of struct. B * sup 0.5 f N.                       
1336-320    1375  OXN, pB lens w traces of spiral struct. * 0.6 ssf.            
1336-480    1569r FN w * sup; F pat arms. Many * sup. P w N5266A at 8.7.        
1337-314    1484  lsb, 6.5 sf N5253.                                            
1337-334    1375  Sim to N1313. Sev * sup.                                      
1337-509    1569r Sim to N891. F S0: 1.9 spp, I4311 6.4 n, I4312 5.1 nf.        
1337-788    2083  Fltnd bulge, dark lane, few knots; * sup 0.3 f.               
1339-450    1313r lsb dwarf spheroidal? F knot (or *?) near center.             
1340-379    1375  Poss E2. Brtst in grp. 2 * sup 0.4 sp.                        
1340-446    1313r Dist spiral, interacting w Pec comp 0.9 nf.                   
1341-196A,B 2928  P(b) at 0.3 in common corona. P(b) w comp C at 0.9. In S cl.  
1341-196C   2928  OXN, knot (or *?) sup 0.2 sf. 2nd in cl. P(b) w comp A,B at   
1341-196C   2928    0.9, in common dist corona.                                 
1341-469    1313r hsb knotty dist spiral; vF outer arms.                        
1341-521    1569r FN, vF arms. pB * 1.0 nf.                                     
1341-521    1609  FN, vlsb. B * 1.2 nnf. Type on this plate (Sbc sp) rej.       
1342-416     563r vlsb, many knots.                                             
1342-416    1381  lsb, part res. Poss IB?m.                                     
1344-241     652  B cent bulge, begin of dark lane; vFE corona.                 
1344-326     494  SBN, F lens 0.8 x 0.4, vFE corona. cD, brtst in poor cl. Sim  
1344-326     494    to I4329.                                                   
1344-326    1375  Brtst in cl or foreground.                                    
1344-326    1449  BN, F disk. Brtst in cl or frgrnd? At 10' s is SAB(r)0 w vBN  
1344-326    1449    and (r): 0.5 x 0.5.                                         
1344-531    1569r lsb dwarf. Sev * sup.                                         
1344-531    1609  lsb, no N.                                                    
1344-531    1609  vlsb, elong, nearly uniform. Sev * sup.                       
1345-302     494  vBN, B bar, F arms. F dwarf (?) 1.0 f. This is not N5298.     
1345-302     494    RC1, RC2, and RNGC ident wrong.                             
1345-322    1375  OX. B ** 3.0 np. E0 4.0 sf.                                   
1346-280    2385  OX w vF (R): 1.2 x 0.55.                                      
1346-309     494  vBN, dark lane, sim to N4594 but earlier. * 0.4 sf. OX Sp 4.3 
1346-309     494    npp.                                                        
1346-328    1375  OXN. Poss (r): 0.6 x 0.3. S0sp 5.3 sp.                        
1346-328    1559  OXN. * 0.3 f N sup on (r): 0.5 x 0.3.                         
1346-358    1375  OXN. Dwarf, part res, many knots.                             
1346-358    1449  Part res. B * sup 1.2 p.                                      
1346-358    1559  Res dwarf. pB * sup 1.0 p.                                    
1346-484    1569r BN and bar, vF arms. Sev * sup. In grp.                       
1347-227    2385  OXN, (r'): 0.55 x 0.3, thin arms w few F knots.               
1347-370     563r lsb, * sup 0.2 p.                                             
1347-370    1375  pB * 1.3 sf. vF comp 1.3 f.                                   
1347-370    1559  B bar w * sup, p smo arms. pB * 1.2 sf. F comp 1.2 f .        
1347-480    1313r Measure of maj diam dist by B *.                              
1347-480    1569r OXN, colliding tri(?) sys. Dist corona. vB * 1.3 np. In grp.  
1347-481    1313r On plate edge.                                                
1347-481    1534  vlsb, (r): 0.55 x 0.55, sim to IC342. P(b) w plumes and jets  
1347-481    1534    6.1 nnf.                                                    
1347-481    1569r vSBN, (r): 0.4 x 0.4, F pat arms; many * sup. Lrgst in grp.   
1347-481    2273  On plate edge.                                                
1347-487    1569r OXN, eF plumes. Collision?? Sev * sup. SB(s)dIII-IV 4.5 sf.   
1347-487    1569r   In grp.                                                     
1347-524    1569r SBN, (r'): 0.20 x 0.18, F pat arms. Lrgst in grp.             
1347-524    1609  BN, v short bar, pseudo (r): 0.5 x 0.4.                       
1348-228    2385  OXN, vFE corona; poss E2.                                     
1348-309     494  pBN, pat arms, vF ext out to 3.1.                             
1348-336    1449  no BN, sim to N4395. vB * 3' np.                              
1348-336    1559  lsb dwarf. F knotty arms. Sev * sup. B * 3.0 np.              
1348-336    1375  lsb dwarf w some * res, knots. B * 3.0 n.                     
1348-374     563r hsb, dust pat.                                                
1348-374    1375  OX. S Sa 2.3 ssf.                                             
1348-374    1559  OX w F dark lane. Brtst in grp. 3 comp s.                     
1348-424    1313r Dark lane, F ext to sp, F comp 0.8 np.                        
1348-478A   2204  OXN, pB bar and (r): 0.8 x 0.3 w * sup 0.4 sff. eF (R): 1.2 x 
1348-478A   2204    0.9. SBb:pec 3.4 ssp.                                       
1348-478B   1313r hsb dist late-type (?). In grp.                               
1348-479    1534  vFN. SBbp + SABa (P(b?) at 3.5) at 9' np.                     
1348-479    2204  Short bar, massive knotty arms. Sim to N7741. Sev * sup.      
1348-479    2273  eF env.                                                       
1349-276    2385  OXN, B bar, (r'): 0.8 x -, vF (R): 1.7 x 1.5.                 
1349-372     563r vlsb. Ext out of plane or comp 1.2 sp.                        
1349-372    1375  pBN, F arms.                                                  
1349-372    1559  pBN; knots sup on F arms.                                     
1349-436    1313r lsb dwarf w few F knots. Sev * sup.                           
1350-199    2928  Short OX bar, F (r): 0.5 x 0.2, F (R): 0.95 x 0.4. eB knots on
1350-199    2928    (R) and vF arms.                                            
1350-245    2385  BN, short bar, pB (r): 0.4 x 0.4, F arms, few knots.          
1350-277    2385  Dist N, lens, and eFmE corona. In a cl, many gal near.        
1350-305     494  vBN, beg of bar, vF (r): 1.2 x 0.6. Brtst in S grp.           
1350-337    1559  vBN, narrow arms. F * sup 0.2 f.                              
1350-828    2083  vBN, incomp (r): 0.8 x 0.5, F arms, few knots. Sev * sup.     
1350-828    2156  SBN and bar, lsb arms. Sev * sup.                             
1350-828    2963  SB bar, pF (r'): 0.5 x 0.35, knotty arms. Sev * sup.          
1351-263A   2385  OXN, short bar(?), (r): 0.45 x 0.3; pB smo arms. P(a) w comp  
1351-263A   2385    B 2.2 nf.                                                   
1351-263B   2385  OXN, bar 0.35 x 0.25, (R'): 0.65 x 0.6 in B lens. P(a) w comp 
1351-263B   2385    A 2.2 sp. E0pec 2.6 n.                                      
1351-267A   2385  OXN and bar, pB dist arms. P(b) w comp B at 1.2. F bridge.    
1351-267B   2385  OX w F ext. P(b) w comp A at 1.2. F bridge.                   
1351-274     494  BN, B bar, vF smo arms. Sup on bckgnd cl. 2 S gal about 2'.   
1351-531    2204  lsb dwarf(:), somewhat patchy.                                
1352-265    2385  OXN, twisted dust lane and disk; dist corona.                 
1352-274    2385  OX bar, pF (r) (or (R)?): 0.9 x 0.2, vF twisted arms.         
1352-281     494  vBN, vF lens 1.2 x 0.6 w beg of bar; eF corona w (R')?        
1352-281    2385  (R'): 2.3 x -.                                                
1352-335    1559  OXN, (r) in lens? lsb SB(s)dm 6.3 f.                          
1352-337    1559  Sim to N5128, N1947, etc.                                     
1352-442    2273  B frshrtnd bar, sev F knots on F arms. Sev * sup.             
1353-275    2385  B bar, pB thin (r): 0.5 x 0.3, thin knotty arms. F SBm? 1.0 s.
1353-324     494  2 * sup 0.1 p N.                                              
1353-324    1559  OXN w 2 * sup. 2 pB * sp.                                     
1353-328    1559  B bar, F arm p, eF ext f.                                     
1353-343    1559  OXN, B lens, dark lane. Flattened bulge. Sim to N5866.        
1353-454    2273  pF bar w knots, vF arms; sev * sup.                           
1354-250    2385  OX elong N, F arms. P(b) w I4350 1.6 sp.                      
1354-256    2385  eSFN, pF bar, (r'): 0.7 x 0.5, F dist arms.                   
1354-351    1559  Part res dwarf spheroidal. e cE1? 1.2 np.                     
1354-340    1559  OXN, B (r): 0.6 x 0.5. Lens 0.8 x 0.7. eF (R'): 1.6 x 1.5.    
1354-525    1609  Short B bar, brd arms, 2 pB * 1.0 nf. F Ssp (* sup) 3.5 sf.   
1354-525    2204  Short B bar, F patchy arms w knots. IB:m: w 2 * sup 3.5 sf.   
1355-482    2204  OXN, knots in lens and corona. * sup 0.3 s, eB * 1.1 nf.      
1355-482    2204    SB:bc:sp, sim to N3628, 3.5 sf.                             
1356-334A,B 1559  P(b) at 0.55. Plumes.                                         
1356-376     563r vSBN, vF arms, * 0.4 p. Scd 5.1 nf.                           
1356-376    1559  eBN, short bar, broken (r): 0.5 x 0.3. * sup 0.4 npp.         
1357-338    1559  OX. Slightly fltnd bulge. Sim to N7332. * sup 0.5 sf. Many F  
1357-338    1559    comp inc S ring gal (sim to N985) 2.3 nf.                   
1357-340    1559  OX elong N, pF smo arms.                                      
1357-480    1534  vlsb (or galc dif neb?); sim to N891? * sup on nf end.        
1357-480    2204  plsb w dust pats. Sev * sup.                                  
1357-508    2204  vlsb w few F knots (or *) sup. (Galc dif neb??).              
1358-223    2385  SOXN, eF bar(?), pF (r) (or (R)?): 0.8 x 0.5, vF dist arms.   
1358-223    2385    SB(r)b 4.0 ssf.                                             
1358-229    2385  OXN, v pat arms, v dist. Sev comp near.                       
1358-260    2385  Short B bar, v knotty arms.                                   
1358-301     494  lsb, FN and bar, vF pat arms w knots. 3 * sup, incl 1 at each 
1358-301     494    end of bar.                                                 
1358-301     661  B bar, thick pat arms. Dust lane f N crosses bar and arms.    
1358-533    1570  vSN, v patchy arms w knots. Sev * sup.                        
1358-533    1609  BN, broken (r): 0.3 x 0.3; line of knots along 1 arm.         
1359-253    2385  OX bar, B (r'): 0.5 x -, thin knotty arms.                    
1359-254    2385  OXN and bar(?), prob (r): 0.4 x - and (R'): 0.7 x -.          
1400-223    2385  OX bar, (r'): 0.5 x 0.5, dist knotty arms; vF (R'): 1.6 x 1.4.
1400-223    2385    S Sdm: 3.5 nf.                                              
1400-252    2385  OX bar, vF lens and corona (or S0sp).                         
1400-259    2385  OXN, dark lane, v pat dist corona. Sev comp v near.           
1400-311     661  OXN, rather chaotic arms. Sev * sup.                          
1400-325     661  OX bulge, thin dark lane. P(b?) w E4p: 0.6 sp. * sup 0.35 s.  
1400-331    1559  OXN, pB lens. F comp 0.85 sp.                                 
1400-382     563r BN, B bar, twin of N7741.                                     
1401-246A   2385  OX eccentric N and bar, v pat struct. P(b?) w 1402-246 2.1 f. 
1401-246B   2385  OX bar, pB pat arms w many knots. P(b?) w 1401-246 2.1 p.     
1401-254    2385  OX elong N, B (r): 0.4 x 0.35, knotty arms form (R'): 1.0 x   
1401-254    2385    0.9. S SB:(s:)0o 1.7 np.                                    
1401-260    2385  Hexag OXN, jets in lens, dist corona.                         
1401-333    1559  pBN, pat arms.                                                
1402-264    2385  OXN and bar, pB (r'): 0.5 x 0.4; sev knots on p smo arms.     
1402-394    1372  BN, pB bar and (r): 0.65 x 0.35. F arms.                      
1403-256    2385  OXN w pF nubs, eF corona. * 0.3 s.                            
1403-323     661  OXN and bar, (r'): 0.4 x 0.3, F arms. SB(s)m 2.1 nf.          
1403-323    1559  vBN, B bar and (r): 0.5 x 0.3. F dist arms. F comp 2.2 nf.    
1403-323    1559    Sd:sp 6.8 sff.                                              
1403-328     661  OXN, beg of (r) in lens. vF corona. Brtst in grp. pB * sup    
1403-328     661    0.5 sf.                                                     
1403-328    1559  OXN, (r'): 0.4 x - in pB lens. eE dist corona. Brtst in S cl. 
1403-328    1559  pB * sup 0.5 sf.                                              
1403-341    1559  pLOXN, thin knotty arms. B * 1.4 np. Sev F comp.              
1403-551    1570  SvBN, incomp (r'): 0.6 x 0.4, thin arms form (R'): 1.3 x 0.95.
1403-551    1570    Many * sup.                                                 
1403-551    1609  (R'): 1.45 x 0.9. Sev * sup.                                  
