Field,RAh,RAm,DE-,DEd,DEm,Pmag,Rem_Code
521,1,20.2,+,33,52,15.7,--
521,1,20.3,+,38,49,15.3,--
521,1,20.7,+,34,19,14.7,1
521,1,20.8,+,34,19,14.9,--
521,1,21.2,+,33,36,14.9,--
521,1,21.2,+,33,39,14.0,--
521,1,21.2,+,34,30,15.7,--
521,1,21.7,+,33,33,13.4,--
521,1,22.4,+,34,6,15.0,--
521,1,22.5,+,33,46,13.5,1
521,1,22.9,+,34,28,13.1,--
521,1,23.5,+,34,30,14.9,--
521,1,23.6,+,34,27,13.2,--
521,1,23.7,+,34,25,15.4,--
521,1,24.1,+,38,45,14.8,--
521,1,24.2,+,33,42,15.6,--
521,1,24.4,+,34,36,15.7,--
521,1,24.8,+,36,55,13.5,--
521,1,25.2,+,37,58,15.7,1
521,1,25.4,+,34,3,14.1,--
521,1,25.4,+,39,15,15.7,1
521,1,25.5,+,37,38,15.4,--
521,1,26.2,+,39,9,15.4,--
521,1,26.3,+,39,10,14.7,--
521,1,26.3,+,39,18,15.1,--
521,1,26.9,+,33,35,15.6,1
521,1,28.0,+,33,49,15.7,--
521,1,28.7,+,34,32,15.0,--
521,1,28.8,+,36,35,15.7,1
521,1,28.9,+,38,27,14.8,--
521,1,29.1,+,38,56,15.6,1
521,1,29.5,+,38,36,15.6,--
521,1,29.7,+,35,6,13.7,--
521,1,30.7,+,35,25,14.0,--
521,1,32.0,+,33,47,14.3,--
521,1,32.1,+,33,40,15.5,--
521,1,32.1,+,34,48,14.9,1
521,1,32.1,+,35,46,15.6,--
521,1,32.4,+,34,14,15.4,1
521,1,32.6,+,35,25,15.5,--
521,1,32.8,+,35,13,15.2,--
521,1,33.2,+,35,40,15.4,--
521,1,33.9,+,35,16,14.2,--
521,1,34.8,+,34,45,15.7,--
521,1,35.1,+,34,35,15.5,--
521,1,35.2,+,36,42,15.4,--
521,1,35.3,+,36,21,15.0,1
521,1,35.4,+,35,7,14.0,--
521,1,35.7,+,34,45,14.0,--
521,1,36.6,+,33,35,15.5,--
521,1,36.6,+,34,55,15.4,--
521,1,37.0,+,34,10,14.9,--
521,1,37.4,+,36,57,15.7,--
521,1,37.6,+,34,23,14.8,--
521,1,38.1,+,38,23,15.6,--
521,1,38.4,+,34,34,14.7,--
521,1,38.8,+,37,53,15.7,--
521,1,39.5,+,35,23,14.1,--
521,1,40.4,+,36,20,15.3,--
521,1,41.2,+,34,9,14.5,--
521,1,41.6,+,37,26,13.6,--
521,1,41.7,+,34,25,15.0,--
521,1,41.7,+,35,34,15.3,--
521,1,41.7,+,37,57,15.0,--
521,1,42.4,+,34,1,15.2,--
521,1,42.9,+,34,52,14.8,--
521,1,43.2,+,34,8,13.6,--
521,1,43.4,+,36,12,13.5,--
521,1,43.5,+,34,41,14.7,--
522,1,43.4,+,36,12,13.5,--
522,1,43.5,+,34,41,14.7,--
522,1,44.0,+,34,32,15.2,--
522,1,44.3,+,35,18,12.9,--
522,1,44.6,+,35,47,15.0,--
522,1,44.8,+,34,46,15.0,--
522,1,45.2,+,36,12,15.0,--
522,1,46.1,+,34,59,15.6,--
522,1,46.2,+,34,44,15.4,--
522,1,46.3,+,34,50,14.3,--
522,1,46.4,+,34,43,15.4,1
522,1,46.4,+,36,0,15.7,--
522,1,46.5,+,34,44,15.5,--
522,1,46.5,+,35,12,14.5,--
522,1,46.8,+,35,32,13.1,--
522,1,47.2,+,37,6,15.7,--
522,1,47.6,+,36,7,13.3,--
522,1,47.7,+,35,7,15.7,1
522,1,47.8,+,33,30,15.0,--
522,1,47.8,+,35,2,13.3,--
522,1,47.9,+,35,40,15.1,--
522,1,47.9,+,36,1,14.5,--
522,1,48.4,+,34,37,15.5,--
522,1,48.5,+,35,49,14.5,--
522,1,49.1,+,35,53,15.6,--
522,1,49.2,+,35,10,15.1,--
522,1,49.2,+,35,50,15.6,--
522,1,49.2,+,39,8,14.9,--
522,1,49.3,+,34,55,15.6,1
522,1,49.3,+,35,47,15.5,--
522,1,49.4,+,35,33,15.2,--
522,1,49.5,+,35,36,15.0,--
522,1,49.6,+,35,52,15.7,1
522,1,49.7,+,35,52,14.1,1
522,1,49.7,+,36,15,14.0,--
522,1,49.8,+,35,54,14.5,--
522,1,49.8,+,35,56,14.5,--
522,1,49.8,+,36,22,13.9,--
522,1,49.9,+,35,55,14.8,--
522,1,49.9,+,35,59,15.2,--
522,1,50.0,+,35,48,14.3,--
522,1,50.0,+,36,15,14.5,--
522,1,50.2,+,36,34,13.9,--
522,1,50.3,+,36,5,15.7,--
522,1,50.4,+,35,46,15.6,--
522,1,50.4,+,36,43,14.4,--
522,1,50.6,+,35,58,13.9,--
522,1,50.9,+,36,6,15.3,--
522,1,50.9,+,36,18,15.3,--
522,1,50.9,+,36,20,15.7,1
522,1,50.9,+,36,32,15.1,--
522,1,51.0,+,35,59,14.7,--
522,1,51.0,+,36,23,15.4,--
522,1,51.3,+,35,40,15.2,--
522,1,51.4,+,36,22,14.7,--
522,1,51.8,+,39,8,13.8,--
522,1,51.9,+,37,17,15.4,--
522,1,52.0,+,36,41,14.2,--
522,1,52.0,+,37,5,15.6,--
522,1,52.1,+,35,11,15.1,--
522,1,52.1,+,36,38,15.2,--
522,1,52.1,+,36,41,15.2,--
522,1,52.2,+,36,1,15.4,--
522,1,52.3,+,35,2,13.8,--
522,1,52.3,+,35,13,15.6,--
522,1,52.4,+,36,3,15.5,--
522,1,52.7,+,37,9,15.5,--
522,1,52.8,+,36,48,15.6,--
522,1,53.0,+,36,53,14.9,--
522,1,53.1,+,39,25,15.7,--
522,1,53.2,+,35,53,13.8,1
522,1,53.4,+,35,20,15.2,--
522,1,53.4,+,36,59,15.6,--
522,1,53.4,+,37,12,15.7,--
522,1,53.4,+,37,15,15.7,--
522,1,53.5,+,36,34,14.9,--
522,1,53.6,+,37,5,15.5,--
522,1,53.7,+,33,56,13.9,--
522,1,53.7,+,35,21,15.3,--
522,1,53.8,+,36,8,14.5,--
522,1,53.8,+,36,39,14.9,--
522,1,53.9,+,35,45,15.3,--
522,1,54.0,+,35,43,15.7,--
522,1,54.7,+,36,0,15.4,--
522,1,54.7,+,37,12,15.6,--
522,1,54.8,+,35,40,12.6,--
522,1,54.9,+,36,5,13.7,--
522,1,54.9,+,37,7,15.5,--
522,1,55.0,+,36,41,15.7,1
522,1,55.1,+,34,3,15.7,--
522,1,55.1,+,37,20,15.3,--
522,1,55.6,+,36,15,15.7,--
522,1,55.6,+,38,29,15.3,--
522,1,56.0,+,36,26,14.0,--
522,1,56.0,+,37,30,15.6,--
522,1,56.1,+,35,49,15.4,--
522,1,56.1,+,36,1,15.0,--
522,1,56.4,+,36,35,15.0,--
522,1,57.0,+,36,21,15.4,--
522,1,57.2,+,37,21,15.0,--
522,1,57.2,+,37,47,13.4,--
522,1,57.9,+,37,58,14.0,--
522,1,58.0,+,37,40,15.6,--
522,1,58.0,+,38,33,15.2,--
522,2,0.4,+,37,53,13.1,1
522,2,0.7,+,38,1,13.5,--
522,2,2.2,+,37,24,15.7,--
522,2,2.3,+,34,34,15.4,--
522,2,2.5,+,34,42,15.5,--
522,2,2.5,+,37,23,15.7,1
522,2,2.6,+,34,40,15.2,--
522,2,4.0,+,34,40,15.1,--
522,2,4.3,+,36,52,15.0,--
522,2,4.9,+,34,48,15.7,--
522,2,5.7,+,35,41,15.7,1
522,2,5.7,+,38,32,12.7,--
522,2,6.1,+,34,52,15.7,--
522,2,6.7,+,35,34,14.9,--
522,2,6.9,+,37,57,15.6,--
522,2,7.0,+,33,55,15.7,--
522,2,7.0,+,34,43,15.4,--
522,2,7.0,+,35,29,14.9,--
522,2,7.0,+,36,47,15.6,--
522,2,7.1,+,36,28,15.1,--
522,2,7.1,+,38,57,13.0,1
522,2,7.2,+,38,21,15.4,--
522,2,7.8,+,34,59,15.7,1
522,2,8.0,+,37,26,13.2,--
522,2,8.0,+,37,35,15.2,--
522,2,8.1,+,38,31,15.1,--
522,2,8.3,+,37,16,12.8,--
522,2,8.5,+,34,36,15.6,--
522,2,8.7,+,33,49,14.9,--
522,2,9.1,+,39,0,14.6,--
522,2,9.3,+,37,15,14.5,--
522,2,9.8,+,36,5,15.0,--
522,2,9.8,+,37,35,15.7,--
522,2,10.7,+,36,5,15.7,1
522,2,11.1,+,35,30,15.5,1
522,2,11.5,+,37,10,14.5,--
522,2,11.9,+,36,20,14.9,--
522,2,12.3,+,33,32,15.3,--
522,2,12.6,+,35,17,14.0,--
523,2,11.5,+,37,10,14.5,--
523,2,11.9,+,36,20,14.9,--
523,2,12.3,+,33,32,15.3,--
523,2,12.6,+,35,17,14.0,--
523,2,12.8,+,35,41,14.8,--
523,2,12.9,+,33,35,14.7,--
523,2,14.3,+,36,52,15.1,--
523,2,14.3,+,38,11,13.6,--
523,2,14.8,+,35,35,15.2,--
523,2,15.0,+,35,32,15.4,--
523,2,15.1,+,37,45,15.7,--
523,2,15.1,+,37,51,14.0,--
523,2,15.2,+,36,51,13.9,--
523,2,15.4,+,37,48,13.7,--
523,2,15.7,+,35,14,15.3,--
523,2,15.7,+,36,54,15.5,--
523,2,15.8,+,33,30,14.6,--
523,2,16.0,+,34,15,15.0,1
523,2,16.3,+,33,35,15.6,--
523,2,16.5,+,36,53,15.6,1
523,2,16.6,+,37,24,15.7,--
523,2,16.6,+,37,43,14.7,--
523,2,17.0,+,37,41,15.7,--
523,2,17.3,+,37,38,15.1,--
523,2,17.4,+,36,46,15.7,1
523,2,17.4,+,38,18,15.6,--
523,2,17.9,+,38,26,15.5,--
523,2,18.4,+,39,9,13.7,1
523,2,18.5,+,39,8,15.3,--
523,2,19.1,+,33,43,14.6,--
523,2,19.3,+,33,31,15.7,--
523,2,19.3,+,38,54,15.2,--
523,2,19.9,+,37,10,15.7,--
523,2,20.9,+,36,50,15.6,1
523,2,21.9,+,37,15,15.7,--
523,2,22.2,+,36,35,15.7,--
523,2,22.4,+,36,57,15.0,--
523,2,22.4,+,37,57,15.6,--
523,2,22.6,+,36,45,15.0,--
523,2,22.7,+,37,0,14.9,--
523,2,22.8,+,37,40,15.7,--
523,2,22.9,+,39,15,13.1,--
523,2,23.9,+,34,58,14.9,--
523,2,24.3,+,37,25,15.7,--
523,2,24.4,+,36,21,15.7,1
523,2,24.6,+,35,56,15.0,--
523,2,25.7,+,37,57,15.2,--
523,2,25.9,+,37,53,15.5,--
523,2,26.1,+,38,10,15.5,--
523,2,27.0,+,37,53,15.7,1
523,2,27.3,+,35,7,15.0,--
523,2,27.3,+,38,9,15.5,--
523,2,27.8,+,36,55,12.0,--
523,2,28.5,+,39,10,14.3,--
523,2,29.3,+,35,17,12.5,--
523,2,29.3,+,39,12,15.0,--
523,2,30.0,+,35,18,15.6,--
523,2,30.1,+,34,49,15.7,--
523,2,30.2,+,39,28,15.4,--
523,2,30.6,+,37,27,14.7,--
523,2,31.1,+,34,16,13.8,--
523,2,31.2,+,34,15,15.6,1
523,2,31.5,+,33,44,15.3,--
523,2,31.6,+,34,40,15.0,--
523,2,31.8,+,34,17,15.7,--
523,2,32.3,+,37,16,14.6,--
523,2,32.4,+,37,18,14.8,--
523,2,32.5,+,37,25,13.2,--
523,2,33.1,+,34,23,15.5,--
523,2,33.2,+,35,45,15.7,--
523,2,33.3,+,38,45,12.1,--
523,2,33.4,+,35,55,15.7,--
523,2,33.6,+,34,24,15.4,--
523,2,33.8,+,35,54,13.8,--
523,2,33.8,+,37,40,15.5,--
523,2,34.6,+,34,14,13.9,--
523,2,34.9,+,34,2,14.5,--
523,2,35.5,+,34,53,15.7,1
523,2,35.9,+,34,25,14.0,--
523,2,35.9,+,35,23,15.5,--
523,2,36.5,+,35,52,14.0,--
523,2,37.1,+,38,8,15.6,--
523,2,37.2,+,38,51,10.5,--
523,2,37.3,+,38,21,14.9,--
523,2,37.6,+,35,6,15.7,--
523,2,37.8,+,38,30,15.7,1
523,2,38.1,+,35,39,15.7,--
523,2,38.3,+,36,45,15.4,--
523,2,38.5,+,37,1,15.5,--
523,2,39.0,+,35,30,15.5,--
523,2,39.1,+,35,32,15.7,--
523,2,39.5,+,34,34,13.5,--
