Field,RAh,RAm,DE-,DEd,DEm,Pmag,Rem_Code
182,9,53.5,+,36,9,15.6,--
182,9,54.2,+,34,13,15.3,--
182,9,54.3,+,36,18,15.7,--
182,9,54.5,+,33,51,14.8,1
182,9,54.5,+,36,19,15.5,--
182,9,54.9,+,36,35,15.0,1
182,9,55.1,+,37,31,14.5,--
182,9,55.4,+,32,37,12.7,--
182,9,55.4,+,37,20,15.7,1
182,9,55.5,+,36,30,15.6,1
182,9,56.7,+,35,38,14.8,--
182,9,57.1,+,38,24,15.2,--
182,9,58.0,+,36,51,14.7,--
182,9,58.2,+,37,5,15.5,1
182,9,58.4,+,36,54,15.3,--
182,9,58.5,+,37,26,15.0,--
182,9,58.7,+,37,29,14.9,--
182,9,58.8,+,33,22,14.9,--
182,9,59.3,+,34,5,15.3,--
182,9,59.6,+,35,10,15.6,--
182,9,59.7,+,32,56,15.4,--
182,10,0.5,+,37,42,15.7,--
182,10,0.6,+,34,0,15.4,--
182,10,0.6,+,37,41,15.5,--
182,10,0.9,+,33,39,15.2,--
182,10,1.4,+,38,3,15.6,--
182,10,1.5,+,38,14,14.6,--
182,10,1.9,+,37,35,15.1,--
182,10,3.6,+,33,11,15.3,--
182,10,3.7,+,38,24,15.5,1
182,10,4.2,+,35,14,15.4,--
182,10,4.3,+,33,16,14.4,--
182,10,4.9,+,34,33,14.6,--
182,10,5.4,+,38,5,15.7,1
182,10,5.5,+,33,36,15.1,--
182,10,6.1,+,32,45,15.0,--
182,10,7.1,+,36,45,15.7,--
182,10,7.2,+,36,42,15.6,--
182,10,7.8,+,32,33,15.0,--
183,10,7.1,+,36,45,15.7,--
183,10,7.2,+,36,42,15.6,--
183,10,7.8,+,32,33,15.0,--
183,10,10.2,+,35,31,15.5,--
183,10,10.2,+,35,33,15.7,--
183,10,10.5,+,36,12,15.5,--
183,10,13.1,+,38,21,15.7,--
183,10,13.4,+,38,1,14.6,--
183,10,15.0,+,37,25,15.5,1
183,10,15.5,+,34,52,15.6,--
183,10,15.9,+,35,5,15.2,--
183,10,16.2,+,34,49,15.6,1
183,10,16.2,+,34,55,14.9,--
183,10,17.0,+,33,37,15.6,--
183,10,18.5,+,38,0,15.4,--
183,10,18.6,+,35,17,15.7,--
183,10,18.9,+,38,22,15.5,--
183,10,19.4,+,36,50,14.9,--
183,10,19.6,+,36,51,15.0,1
183,10,20.8,+,34,1,15.4,--
183,10,21.9,+,34,54,15.3,--
183,10,22.4,+,37,42,15.6,1
183,10,23.0,+,36,12,15.7,--
183,10,23.3,+,37,43,15.1,--
183,10,23.9,+,35,11,15.1,--
183,10,25.1,+,33,1,15.3,--
183,10,27.9,+,37,13,15.5,1
183,10,31.6,+,35,30,14.1,--
183,10,32.5,+,37,55,15.0,--
183,10,33.3,+,37,35,11.5,--
183,10,33.8,+,35,18,14.5,--
183,10,34.7,+,37,43,14.4,--
183,10,35.0,+,34,5,15.7,1
184,10,34.7,+,37,43,14.4,--
184,10,35.0,+,34,5,15.7,1
184,10,38.3,+,34,59,15.7,--
184,10,38.3,+,36,38,15.3,--
184,10,38.6,+,37,34,14.1,--
184,10,39.8,+,34,43,15.1,1
184,10,40.3,+,37,31,15.6,--
184,10,41.6,+,37,15,15.6,--
184,10,42.0,+,38,26,15.1,--
184,10,42.1,+,37,23,15.7,--
184,10,42.9,+,37,28,15.0,--
184,10,43.1,+,35,14,14.3,--
184,10,44.1,+,37,45,15.6,--
184,10,44.4,+,35,36,15.2,--
184,10,45.3,+,34,0,15.6,--
184,10,45.6,+,34,58,12.8,--
184,10,46.6,+,33,2,15.0,--
184,10,47.0,+,33,14,12.1,--
184,10,47.1,+,33,15,12.6,--
184,10,47.2,+,36,36,14.4,--
184,10,47.3,+,38,25,15.4,--
184,10,47.4,+,33,1,15.6,--
184,10,47.4,+,35,17,15.6,--
184,10,47.5,+,33,53,15.5,--
184,10,47.5,+,38,13,14.8,--
184,10,47.5,+,38,15,15.3,--
184,10,48.5,+,33,1,13.1,--
184,10,48.9,+,33,10,13.2,--
184,10,49.4,+,33,13,12.2,--
184,10,49.7,+,36,53,11.7,--
184,10,49.8,+,34,45,15.1,--
184,10,50.0,+,38,0,15.7,--
184,10,50.1,+,37,52,15.1,--
184,10,50.3,+,34,10,13.2,--
184,10,50.3,+,37,41,15.5,--
184,10,50.8,+,34,17,14.7,--
184,10,53.0,+,37,7,14.6,--
184,10,54.3,+,37,30,15.7,--
184,10,54.9,+,37,55,15.2,--
184,10,55.0,+,36,31,15.5,--
184,10,56.9,+,33,39,13.3,--
184,10,57.3,+,35,35,15.1,--
184,10,58.0,+,38,21,15.4,--
184,10,59.2,+,38,12,15.5,--
184,10,59.4,+,38,13,15.7,--
184,11,0.0,+,37,2,15.5,--
184,11,0.1,+,33,8,15.4,--
184,11,0.8,+,38,10,15.6,--
184,11,1.2,+,35,51,15.7,--
184,11,1.7,+,38,28,13.1,1
184,11,2.0,+,33,19,15.7,--
184,11,2.2,+,35,38,15.3,--
184,11,2.3,+,38,20,15.4,--
184,11,2.6,+,38,17,15.5,1
184,11,2.9,+,35,23,15.5,--
184,11,3.1,+,36,40,15.3,--
184,11,3.3,+,34,58,15.7,--
184,11,3.6,+,38,0,15.6,--
185,11,2.2,+,35,38,15.3,--
185,11,2.3,+,38,20,15.4,--
185,11,2.6,+,38,17,15.5,1
185,11,2.9,+,35,23,15.5,--
185,11,3.1,+,36,40,15.3,--
185,11,3.3,+,34,58,15.7,--
185,11,3.6,+,38,0,15.6,--
185,11,5.1,+,35,58,15.7,--
185,11,5.2,+,35,44,14.9,--
185,11,5.2,+,37,8,14.6,--
185,11,6.5,+,36,17,14.6,--
185,11,7.1,+,37,16,15.5,--
185,11,7.2,+,37,13,15.0,--
185,11,7.2,+,37,24,15.5,--
185,11,7.4,+,37,14,14.8,1
185,11,8.5,+,35,40,15.2,--
185,11,9.0,+,37,0,15.5,--
185,11,9.3,+,35,43,14.5,--
185,11,11.1,+,34,33,15.6,--
185,11,11.5,+,34,26,15.4,--
185,11,12.1,+,35,46,14.4,1
185,11,12.2,+,34,6,14.7,--
185,11,12.3,+,36,49,15.7,--
185,11,12.6,+,35,46,14.8,--
185,11,12.8,+,36,47,15.4,1
185,11,13.8,+,35,35,15.4,--
185,11,14.2,+,32,46,15.7,--
185,11,14.2,+,32,52,15.5,1
185,11,14.2,+,35,31,15.3,1
185,11,14.3,+,36,25,15.0,--
185,11,14.8,+,36,20,15.1,--
185,11,14.9,+,38,19,14.8,--
185,11,15.9,+,33,45,15.6,--
185,11,16.2,+,36,56,15.5,--
185,11,16.5,+,34,24,15.5,1
185,11,16.6,+,35,6,15.7,--
185,11,17.1,+,33,21,15.2,1
185,11,17.2,+,36,22,15.0,--
185,11,17.6,+,34,22,15.3,--
185,11,18.0,+,32,34,15.3,--
185,11,18.3,+,34,37,15.4,--
185,11,18.6,+,34,38,15.3,1
185,11,18.7,+,34,44,15.7,--
185,11,18.8,+,34,14,15.1,1
185,11,19.0,+,34,38,15.5,1
185,11,19.3,+,34,36,15.4,--
185,11,19.4,+,34,39,15.7,1
185,11,19.9,+,32,40,15.4,--
185,11,19.9,+,38,2,12.6,--
185,11,20.1,+,34,37,14.9,--
185,11,20.2,+,34,23,14.6,--
185,11,20.3,+,34,47,15.0,--
185,11,20.4,+,34,46,15.6,--
185,11,20.6,+,34,6,15.5,1
185,11,21.0,+,37,21,15.6,--
185,11,21.4,+,34,19,15.7,--
185,11,21.5,+,38,16,15.5,1
185,11,21.8,+,34,48,15.5,1
185,11,22.3,+,35,54,15.3,--
185,11,22.8,+,35,47,15.4,1
185,11,22.8,+,38,19,14.7,--
185,11,22.9,+,32,36,15.7,--
185,11,23.6,+,35,37,15.4,1
185,11,23.7,+,35,36,15.6,--
185,11,23.9,+,35,42,15.3,--
185,11,24.1,+,35,31,14.9,--
185,11,24.2,+,33,23,15.6,--
185,11,24.8,+,36,19,15.0,--
185,11,24.8,+,36,20,15.7,--
185,11,26.2,+,35,41,13.5,--
185,11,26.6,+,35,51,14.9,--
185,11,26.7,+,35,8,15.6,1
185,11,26.9,+,35,47,15.1,--
185,11,27.7,+,37,0,15.2,--
185,11,28.0,+,35,47,15.6,--
185,11,28.4,+,35,52,15.6,--
185,11,28.5,+,34,29,15.6,1
185,11,28.6,+,32,58,15.4,1
185,11,29.0,+,34,36,15.3,--
185,11,29.3,+,36,58,14.0,--
185,11,29.9,+,35,36,14.1,--
185,11,30.6,+,34,32,15.6,--
185,11,30.7,+,32,52,15.4,--
185,11,30.7,+,34,20,15.7,--
185,11,30.8,+,33,46,15.4,--
185,11,30.8,+,34,22,15.7,--
185,11,30.8,+,34,35,14.7,--
185,11,31.0,+,32,54,14.5,--
185,11,31.5,+,34,35,15.2,--
185,11,31.7,+,38,14,15.7,--
186,11,30.6,+,34,32,15.6,--
186,11,30.7,+,34,20,15.7,--
186,11,30.8,+,33,46,15.4,--
186,11,30.8,+,34,22,15.7,--
186,11,30.8,+,34,35,14.7,--
186,11,31.0,+,32,54,14.5,--
186,11,31.5,+,34,35,15.2,--
186,11,31.7,+,38,14,15.7,--
186,11,31.8,+,33,27,15.0,1
186,11,32.8,+,33,34,15.6,--
186,11,33.2,+,35,36,14.5,--
186,11,33.9,+,36,40,13.9,--
186,11,34.9,+,32,31,15.2,--
186,11,35.4,+,35,28,15.0,--
186,11,35.9,+,34,8,15.1,--
186,11,36.0,+,36,2,15.4,--
186,11,36.1,+,34,4,15.3,--
186,11,36.6,+,34,12,15.4,--
186,11,37.8,+,32,47,15.7,--
186,11,37.9,+,36,24,15.4,--
186,11,37.9,+,36,57,15.5,--
186,11,38.2,+,33,57,15.2,--
186,11,38.2,+,35,28,14.9,--
186,11,38.7,+,36,49,12.6,--
186,11,38.9,+,32,37,15.6,--
186,11,39.0,+,38,15,14.8,--
186,11,40.8,+,36,23,15.5,1
186,11,41.0,+,33,41,15.7,--
186,11,41.4,+,33,48,15.7,1
186,11,41.5,+,37,27,14.9,1
186,11,41.6,+,33,37,15.6,--
186,11,41.6,+,33,47,14.6,--
186,11,41.7,+,33,37,15.1,--
186,11,41.8,+,32,56,15.3,--
186,11,42.0,+,36,14,15.1,--
186,11,42.1,+,33,35,15.6,--
186,11,42.6,+,33,36,15.5,--
186,11,42.7,+,32,59,15.4,--
186,11,42.9,+,34,50,15.7,--
186,11,43.2,+,33,15,15.6,--
186,11,43.5,+,33,23,15.4,--
186,11,43.6,+,33,28,15.5,1
186,11,43.7,+,33,26,14.8,1
186,11,43.7,+,35,16,15.6,--
186,11,43.8,+,35,7,15.0,--
186,11,43.9,+,33,23,15.2,1
186,11,44.1,+,35,16,15.5,--
186,11,44.7,+,35,18,15.7,1
186,11,45.0,+,35,50,15.6,1
186,11,45.1,+,36,43,15.7,--
186,11,45.4,+,37,43,15.4,1
186,11,46.0,+,32,55,15.5,1
186,11,46.1,+,36,3,15.7,1
186,11,46.4,+,35,18,14.2,--
186,11,48.1,+,32,58,15.6,1
186,11,48.8,+,35,29,15.3,--
186,11,48.8,+,35,43,14.3,--
186,11,49.0,+,36,52,15.7,--
186,11,49.1,+,38,16,13.5,--
186,11,49.2,+,36,52,15.6,--
186,11,49.8,+,32,41,14.0,--
186,11,50.3,+,37,15,11.3,--
186,11,50.5,+,35,18,14.7,--
186,11,51.1,+,35,26,15.5,--
186,11,51.2,+,33,38,14.5,--
186,11,51.2,+,37,26,15.6,--
186,11,52.7,+,33,25,15.6,--
186,11,52.8,+,33,24,15.3,--
186,11,52.9,+,37,40,15.4,--
186,11,53.4,+,37,26,15.7,--
186,11,54.1,+,32,53,15.5,--
186,11,54.7,+,36,41,15.3,--
186,11,54.9,+,32,36,13.8,1
186,11,55.0,+,32,33,13.7,--
186,11,55.2,+,32,34,12.9,--
186,11,55.3,+,36,40,15.1,1
186,11,55.7,+,36,54,15.6,1
186,11,55.8,+,38,20,15.2,1
186,11,56.6,+,34,51,15.5,--
186,11,56.6,+,38,3,14.9,--
186,11,56.9,+,35,10,15.5,--
186,11,57.3,+,35,11,15.7,--
187,12,2.4,+,32,40,15.7,--
187,12,3.1,+,33,23,14.9,--
187,12,3.3,+,35,27,15.7,1
187,12,3.5,+,37,8,14.6,--
187,12,3.6,+,33,10,15.5,1
187,12,3.7,+,33,48,15.7,--
187,12,3.8,+,37,17,15.6,--
187,12,4.5,+,33,39,15.6,1
187,12,4.6,+,33,16,14.8,--
187,12,4.7,+,36,56,15.1,--
187,12,5.0,+,33,5,15.0,--
187,12,6.1,+,37,5,14.7,--
187,12,6.5,+,32,56,15.5,--
187,12,7.2,+,36,45,15.4,--
187,12,7.4,+,36,43,15.5,--
187,12,7.6,+,36,9,14.6,--
187,12,8.3,+,36,54,14.8,1
187,12,8.8,+,36,7,15.0,--
187,12,9.5,+,33,0,15.6,--
187,12,9.6,+,36,27,13.7,--
187,12,10.1,+,34,59,15.4,1
187,12,10.6,+,32,52,15.7,--
187,12,10.9,+,37,58,15.7,--
187,12,11.2,+,36,55,13.5,--
187,12,11.6,+,32,43,15.1,1
187,12,11.7,+,34,54,15.5,1
187,12,11.8,+,32,42,14.6,1
187,12,12.3,+,33,18,15.7,--
187,12,12.5,+,33,28,11.8,--
187,12,12.5,+,36,14,14.2,--
187,12,12.6,+,34,53,15.3,--
187,12,13.1,+,36,37,10.3,--
187,12,14.0,+,33,48,13.8,--
187,12,14.1,+,33,50,14.3,--
187,12,15.0,+,38,5,10.8,--
187,12,16.0,+,35,54,15.5,1
187,12,18.8,+,32,59,15.2,--
187,12,18.8,+,36,37,15.6,--
187,12,19.8,+,35,25,15.6,--
187,12,21.2,+,36,25,15.5,--
187,12,21.8,+,33,28,15.4,--
187,12,23.4,+,33,49,11.7,--
187,12,24.4,+,38,10,14.7,--
187,12,24.6,+,37,25,15.6,1
187,12,26.0,+,32,50,15.6,1
187,12,26.0,+,37,30,15.6,1
187,12,26.2,+,36,0,15.3,1
187,12,27.1,+,33,11,15.7,--
188,12,26.0,+,37,30,15.6,1
188,12,26.2,+,36,0,15.3,1
188,12,27.1,+,33,11,15.7,--
188,12,28.7,+,36,53,15.3,--
188,12,29.1,+,38,15,15.2,--
188,12,29.2,+,33,52,15.6,--
188,12,30.4,+,37,54,13.4,--
188,12,31.6,+,35,48,13.2,--
188,12,32.7,+,34,24,15.2,--
188,12,35.5,+,34,17,15.5,--
188,12,35.6,+,33,44,14.7,--
188,12,36.5,+,38,22,15.4,1
188,12,37.4,+,35,15,15.5,1
188,12,39.3,+,35,20,13.5,--
188,12,39.5,+,32,51,13.3,--
188,12,39.7,+,32,49,9.8,--
188,12,40.3,+,33,33,15.7,--
188,12,42.1,+,37,23,14.1,--
188,12,43.2,+,38,5,15.6,--
188,12,44.6,+,36,47,15.7,--
188,12,45.0,+,35,37,14.3,--
188,12,46.4,+,35,36,14.4,--
188,12,46.6,+,35,8,15.7,--
188,12,47.7,+,33,25,14.2,--
188,12,48.5,+,34,25,15.3,--
188,12,50.8,+,37,5,14.6,1
188,12,52.2,+,35,33,15.6,1
188,12,52.6,+,35,39,14.8,--
188,12,53.4,+,36,33,15.7,--
188,12,54.6,+,32,43,15.1,1
188,12,55.3,+,32,49,15.6,--
188,12,55.5,+,36,38,14.6,--
189,12,53.4,+,36,33,15.7,--
189,12,54.6,+,32,43,15.1,1
189,12,55.3,+,32,49,15.6,--
189,12,55.5,+,36,38,14.6,--
189,12,56.7,+,35,8,12.8,--
189,12,56.8,+,36,11,15.4,--
189,12,56.8,+,36,23,15.7,--
189,12,56.8,+,37,34,12.9,--
189,12,57.7,+,33,42,15.2,--
189,12,57.7,+,37,27,15.6,1
189,12,57.9,+,36,31,15.5,--
189,12,58.4,+,36,37,15.3,--
189,12,58.4,+,37,35,12.7,--
189,12,59.4,+,36,54,15.7,--
189,13,0.0,+,33,9,15.5,--
189,13,1.9,+,35,41,15.7,1
189,13,2.7,+,35,27,13.5,--
189,13,3.3,+,33,27,15.4,1
189,13,3.4,+,33,6,15.5,--
189,13,3.5,+,37,52,14.0,--
189,13,3.7,+,36,14,14.5,--
189,13,4.4,+,35,22,14.7,--
189,13,4.8,+,34,34,15.7,--
189,13,5.5,+,34,21,15.5,--
189,13,5.5,+,35,11,15.3,--
189,13,5.7,+,34,16,15.6,1
189,13,6.0,+,35,28,14.2,--
189,13,6.3,+,34,15,15.7,--
189,13,7.3,+,35,8,15.7,--
189,13,7.4,+,35,15,15.6,--
189,13,7.7,+,34,27,15.1,--
189,13,8.0,+,32,45,15.6,--
189,13,8.2,+,34,54,15.7,--
189,13,8.3,+,36,53,14.7,--
189,13,8.6,+,37,19,10.6,--
189,13,9.0,+,34,41,15.5,--
189,13,9.2,+,36,32,13.5,--
189,13,9.6,+,34,38,14.8,--
189,13,9.8,+,35,56,14.1,--
189,13,10.1,+,34,20,15.7,--
189,13,10.8,+,34,15,15.0,--
189,13,11.0,+,36,28,14.7,--
189,13,11.2,+,36,51,10.9,--
189,13,12.1,+,35,38,15.4,--
189,13,12.5,+,35,8,14.9,--
189,13,12.8,+,34,35,15.6,--
189,13,13.8,+,35,18,14.6,--
189,13,14.5,+,34,15,15.7,1
189,13,14.7,+,34,22,15.4,--
189,13,14.8,+,38,12,15.7,--
189,13,17.8,+,33,21,15.1,1
189,13,18.0,+,33,24,15.0,1
189,13,18.3,+,33,33,15.4,--
189,13,18.3,+,34,25,14.8,1
189,13,18.6,+,36,52,15.6,--
189,13,18.7,+,33,36,15.5,--
189,13,19.6,+,35,37,15.5,--
189,13,19.7,+,35,46,15.4,--
189,13,20.4,+,33,8,15.7,--
189,13,20.5,+,32,53,15.6,--
189,13,21.4,+,37,24,15.6,--
189,13,22.1,+,33,6,15.6,--
189,13,22.1,+,36,10,15.3,--
189,13,22.1,+,36,51,14.6,--
189,13,22.6,+,36,38,13.9,--
189,13,22.8,+,36,40,14.0,--
189,13,22.8,+,36,42,15.5,--
190,13,21.4,+,37,24,15.6,--
190,13,22.1,+,33,6,15.6,--
190,13,22.1,+,36,10,15.3,--
190,13,22.1,+,36,51,14.6,--
190,13,22.5,+,32,48,15.3,--
190,13,22.6,+,36,38,13.9,--
190,13,22.8,+,36,40,14.0,--
190,13,22.8,+,36,42,15.5,--
190,13,23.4,+,33,56,15.3,--
190,13,23.9,+,36,12,13.8,--
190,13,24.2,+,36,16,14.9,--
190,13,27.1,+,37,40,15.6,1
190,13,27.3,+,32,40,15.1,--
190,13,27.4,+,34,52,15.5,--
190,13,27.5,+,33,36,15.4,1
190,13,28.4,+,35,5,15.1,1
190,13,28.8,+,34,56,15.7,--
190,13,30.2,+,33,46,15.7,1
190,13,30.3,+,37,6,15.7,--
190,13,30.7,+,32,52,15.5,1
190,13,30.8,+,37,27,15.6,1
190,13,30.9,+,33,25,15.5,--
190,13,31.0,+,33,22,15.6,--
190,13,31.2,+,33,18,14.4,--
190,13,32.1,+,34,57,14.4,--
190,13,32.3,+,35,2,14.5,--
190,13,32.4,+,33,13,15.4,1
190,13,32.6,+,34,18,13.8,--
190,13,32.9,+,34,56,14.8,--
190,13,33.2,+,33,58,15.7,1
190,13,33.5,+,35,15,14.6,--
190,13,33.7,+,33,41,15.0,--
190,13,33.7,+,33,44,15.1,--
190,13,33.7,+,35,50,14.1,--
190,13,34.0,+,33,40,15.7,--
190,13,34.4,+,35,0,15.4,--
190,13,35.8,+,32,48,15.7,--
190,13,35.9,+,33,5,15.0,--
190,13,36.1,+,33,23,14.3,--
190,13,37.9,+,37,7,14.9,--
190,13,39.8,+,35,54,12.7,--
190,13,39.8,+,37,17,14.6,--
190,13,40.1,+,35,53,14.6,--
190,13,40.3,+,35,16,15.2,--
190,13,42.2,+,35,26,14.5,--
190,13,42.4,+,37,25,15.6,--
190,13,42.6,+,32,47,15.2,--
190,13,42.6,+,37,25,15.2,--
190,13,42.9,+,35,27,15.2,--
190,13,43.4,+,35,52,15.0,--
190,13,43.6,+,35,7,15.6,--
190,13,44.0,+,36,50,15.0,--
190,13,44.8,+,34,9,15.5,--
190,13,44.9,+,34,8,14.8,--
190,13,45.1,+,34,24,14.5,--
190,13,45.6,+,37,59,15.4,--
190,13,45.7,+,38,4,14.7,--
190,13,45.9,+,36,22,15.7,--
190,13,46.4,+,37,21,14.9,--
190,13,47.0,+,35,30,14.7,--
190,13,47.6,+,33,52,14.8,--
190,13,48.1,+,35,43,15.3,--
190,13,48.3,+,33,57,13.5,1
190,13,48.4,+,35,17,14.8,--
190,13,48.5,+,33,53,15.3,--
190,13,48.6,+,38,15,15.4,1
190,13,48.8,+,37,12,15.1,--
190,13,49.9,+,38,19,14.8,--
190,13,50.4,+,38,4,14.1,--
190,13,50.6,+,37,45,15.5,--
190,13,50.8,+,37,37,15.7,--
190,13,51.0,+,38,8,15.1,--
190,13,51.3,+,38,10,13.1,--
191,13,49.9,+,38,19,14.8,--
191,13,50.4,+,38,4,14.1,--
191,13,50.6,+,37,45,15.5,--
191,13,50.8,+,37,37,15.7,--
191,13,51.0,+,35,50,15.6,1
191,13,51.0,+,38,8,15.1,--
191,13,51.1,+,33,45,13.3,--
191,13,51.3,+,38,10,13.1,--
191,13,51.4,+,36,23,14.2,--
191,13,51.4,+,37,38,15.0,--
191,13,51.4,+,37,46,14.9,--
191,13,51.5,+,33,28,15.3,1
191,13,51.9,+,33,50,14.4,1
191,13,51.9,+,37,38,15.6,--
191,13,52.1,+,33,11,14.8,--
191,13,52.2,+,36,28,15.6,--
191,13,52.8,+,33,9,15.6,--
191,13,53.0,+,33,7,15.5,--
191,13,53.7,+,37,26,14.9,--
191,13,54.7,+,38,2,13.8,--
191,13,54.8,+,37,51,13.5,--
191,13,55.9,+,32,53,15.7,--
191,13,56.1,+,36,54,15.7,1
191,13,56.4,+,37,42,13.7,--
191,13,56.5,+,34,46,15.6,--
191,13,56.5,+,37,40,12.6,--
191,13,57.3,+,35,1,14.7,--
191,13,57.5,+,36,29,14.6,--
191,13,57.8,+,38,25,14.9,--
191,13,57.9,+,38,26,15.2,--
191,13,59.1,+,38,7,15.5,--
191,13,59.2,+,37,2,15.2,--
191,13,59.5,+,34,4,14.3,1
191,13,59.6,+,32,42,15.7,--
191,13,59.6,+,34,55,15.3,1
191,13,59.7,+,37,15,14.6,--
191,14,0.0,+,32,41,15.6,--
191,14,0.3,+,32,45,14.0,--
191,14,0.4,+,35,6,15.5,--
191,14,0.8,+,35,0,13.4,--
191,14,1.2,+,35,23,12.8,--
191,14,1.3,+,35,16,14.1,--
191,14,1.5,+,33,48,15.5,1
191,14,1.6,+,35,59,14.2,--
191,14,1.9,+,33,33,15.3,--
191,14,1.9,+,33,35,15.0,1
191,14,2.0,+,33,25,15.4,--
191,14,2.1,+,36,2,15.4,--
191,14,2.2,+,34,12,15.7,--
191,14,2.4,+,35,47,15.4,--
191,14,2.8,+,35,51,15.7,--
191,14,3.3,+,35,10,15.7,--
191,14,4.1,+,36,1,15.1,--
191,14,4.6,+,34,0,15.6,--
191,14,6.1,+,37,7,15.5,--
191,14,6.6,+,35,51,15.5,--
191,14,6.7,+,33,46,15.6,--
191,14,7.2,+,35,22,15.7,--
191,14,8.0,+,37,47,15.1,--
191,14,8.7,+,36,8,14.5,--
191,14,9.4,+,36,7,15.6,1
191,14,9.9,+,38,25,14.8,--
191,14,10.8,+,35,56,15.0,--
191,14,11.7,+,37,29,15.3,--
191,14,12.1,+,35,39,15.7,--
191,14,12.3,+,36,4,15.6,--
191,14,12.3,+,36,38,15.3,--
191,14,12.8,+,37,0,15.4,--
191,14,13.4,+,36,27,12.9,--
191,14,13.5,+,36,36,15.4,--
191,14,13.6,+,36,24,15.7,--
191,14,14.0,+,35,34,13.0,--
191,14,15.0,+,36,48,13.2,1
191,14,16.3,+,36,43,12.2,--
191,14,17.1,+,35,22,15.0,1
191,14,17.1,+,35,33,15.4,1
191,14,17.2,+,35,19,15.7,--
191,14,17.2,+,37,14,15.7,--
191,14,17.5,+,36,22,15.2,--
191,14,18.3,+,35,25,14.7,--
192,14,17.2,+,37,14,15.7,--
192,14,17.5,+,36,22,15.2,--
192,14,18.3,+,35,25,14.7,--
192,14,19.3,+,35,29,14.3,--
192,14,19.4,+,38,20,15.1,--
192,14,19.5,+,35,25,13.6,--
192,14,20.4,+,37,20,14.5,--
192,14,20.7,+,38,13,15.0,1
192,14,20.8,+,33,4,14.5,--
192,14,21.0,+,38,21,15.6,--
192,14,21.6,+,34,14,14.4,--
192,14,21.7,+,34,15,15.1,--
192,14,22.0,+,33,15,13.5,--
192,14,22.0,+,35,5,12.6,--
192,14,22.2,+,36,40,14.8,--
192,14,22.5,+,35,30,15.4,--
192,14,22.6,+,35,29,15.4,--
192,14,22.8,+,38,28,15.2,--
192,14,23.2,+,32,42,14.2,--
192,14,23.4,+,34,4,15.6,1
192,14,25.0,+,33,28,13.7,--
192,14,25.3,+,37,41,15.3,--
192,14,25.6,+,33,37,15.6,--
192,14,25.6,+,34,25,15.4,--
192,14,26.3,+,32,37,14.8,--
192,14,26.3,+,33,28,14.9,--
192,14,26.3,+,35,37,15.3,--
192,14,26.4,+,36,42,15.7,--
192,14,26.9,+,36,10,15.5,--
192,14,27.5,+,35,40,15.2,--
192,14,27.7,+,35,47,15.4,1
192,14,27.9,+,36,35,14.1,1
192,14,27.9,+,37,5,15.5,--
192,14,28.3,+,35,32,12.7,--
192,14,29.3,+,33,27,14.6,--
192,14,29.8,+,33,51,15.2,1
192,14,29.9,+,36,31,15.3,1
192,14,30.6,+,36,31,14.0,--
192,14,30.7,+,36,55,15.5,--
192,14,31.2,+,34,57,15.6,--
192,14,31.5,+,36,10,15.5,--
192,14,31.6,+,35,31,15.7,--
192,14,32.2,+,37,24,15.7,--
192,14,33.5,+,37,1,15.3,--
192,14,33.7,+,35,17,15.7,--
192,14,33.8,+,36,45,14.2,--
192,14,33.9,+,36,56,15.3,--
192,14,34.0,+,36,43,15.2,--
192,14,35.3,+,36,46,13.9,--
192,14,36.0,+,37,13,15.7,--
192,14,37.1,+,38,20,15.6,--
192,14,38.4,+,34,12,14.6,--
192,14,39.6,+,36,57,15.7,--
192,14,40.5,+,37,40,15.6,1
192,14,40.8,+,38,5,15.7,--
192,14,41.9,+,33,37,15.0,--
192,14,42.5,+,37,41,15.6,--
192,14,44.3,+,32,59,14.5,--
192,14,44.3,+,34,35,14.4,--
192,14,44.4,+,32,51,15.6,--
192,14,44.5,+,33,37,15.1,--
192,14,44.6,+,33,36,15.5,--
192,14,46.4,+,35,12,14.9,--
193,14,46.4,+,35,12,14.9,--
193,14,46.9,+,33,24,15.7,--
193,14,47.6,+,35,54,15.7,1
193,14,48.9,+,35,47,14.5,--
193,14,49.1,+,37,42,15.6,--
193,14,49.2,+,35,45,14.2,1
193,14,51.1,+,37,7,15.6,--
193,14,52.5,+,37,17,15.5,--
193,14,52.8,+,37,37,15.3,--
193,14,53.0,+,33,55,15.0,--
193,14,57.5,+,33,2,15.7,1
193,14,59.7,+,38,15,15.6,--
193,15,0.7,+,38,8,15.5,--
193,15,0.8,+,38,14,15.6,--
193,15,2.5,+,36,9,14.9,--
193,15,6.1,+,34,35,15.6,1
193,15,6.5,+,37,51,15.7,--
193,15,10.0,+,36,58,15.7,--
194,15,16.2,+,38,24,15.4,--
194,15,20.0,+,33,20,15.1,1
194,15,21.8,+,37,59,15.7,1
194,15,22.1,+,38,18,15.3,--
194,15,23.3,+,38,8,15.4,--
194,15,26.0,+,35,9,15.7,--
194,15,27.3,+,33,0,15.5,--
194,15,29.0,+,36,58,15.6,--
194,15,31.1,+,36,38,15.5,--
194,15,32.0,+,32,59,15.4,--
194,15,35.4,+,33,50,15.5,--
194,15,36.3,+,33,20,15.2,--
194,15,36.8,+,37,7,14.7,--
194,15,38.5,+,35,5,15.7,--
194,15,38.9,+,32,57,15.3,--
