RefNo,Text
216,A GENERAL CATALOGUE OF PHOTOELECTRIC MAGNITUDES
216,"AND COLORS IN THE U,B,V SYSTEM OF 3578 GALAXIES"
216,BRIGHTER THAN THE 16-TH V-MAGNITUDE (1936-1982).
216,(SOURCE OF COLORS:
216,"V.C.KEEL,D.W.WEEDMAN,ASTRON.J.,VOL.83,1978,P1)."
216,(U-B and B-V colors)
217,"G.LONGO,A.DE VAUCOULEURS,H.G.CORWIN,JR.,G.DE VAUCOULEURS,"
217,"TEXAS UNIVERS.,AUSTIN,MONOGR.ASTRON.NO.3,1983,"
217,A GENERAL CATALOGUE OF PHOTOELECTRIC MAGNITUDES
217,"AND COLORS IN THE U,B,V SYSTEM OF 3578 GALAXIES"
217,BRIGHTER THAN THE 16-TH V-MAGNITUDE (1936-1982).
217,(SOURC5 OF COLORS:
217,"1)E.A.DIBAI,ASTROFIZIKA,VOL.6,1970,P350,"
217,"2)E.A.DIBAI,V.T.DOROSHENKO,K.A.POSTNOV,PIS'MA"
217,"ASTRON.ZH.,VOL.7,1981,P295)."
217,(U-B and B-V colors)
218,"G.LONGO,A.DE VAUCOULEURS,H.G.CORWIN,JR.,G.DE VAUCOULEURS,"
218,"TEXAS UNIVERS.,AUSTIN,MONOGR.ASTRON.NO.3,1983,"
218,A GENERAL CATALOGUE OF PHOTOELECTRIC MAGNITUDES
218,"AND COLORS IN THE U,B,V SYSTEM OF 3578 GALAXIES"
218,BRIGHTER THAN THE 16-TH V-MAGNITUDE (1936-1982).
218,(SOURCE OF COLORS:
218,"P.A.VARDANJAN,A.H.TOMOV,SOOBSHCH.BYURAKAN.OBS.,"
218,"VOL.52,1980,P3)."
218,(U-B and B-V colors)
219,"G.LONGO,A.DE VAUCOULEURS,H.G.CORWIN,JR.,G.DE VAUCOULEURS,"
219,"TEXAS UNIVERS.,AUSTIN,MONOGR.ASTRON.NO.3,1983,"
219,A GENERAL CATALOGUE OF PHOTOELECTRIC MAGNITUDES
219,"AND COLORS IN THE U,B,V SYSTEM OF 3578 GALAXIES"
219,BRIGHTER THAN THE 16-TH V-MAGNITUDE (1936-1982).
219,(SOURCE OF COLORS:
219,"1)G.DE VAUCOULEURS,LOWELL OBS.BULL.,VOL.4,NO.97,"
219,"1959,"
219,"2)G.DE VAUCOULEURS,LOWELL OBS.BULL.,VOL.4,NO.98,"
219,1959).
219,(U-B and B-V colors)
220,"G.LONGO,A.DE VAUCOULEURS,H.G.CORWIN,JR.,G.DE VAUCOULEURS,"
220,"TEXAS UNIVERS.,AUSTIN,MONOGR.ASTRON.NO.3,1983,"
220,A GENERAL CATALOGUE OF PHOTOELECTRIC MAGNITUDES
220,"AND COLORS IN THE U,B,V SYSTEM OF 3578 GALAXIES"
220,BRIGHTER THAN THE 16-TH V-MAGNITUDE (1936-1982).
220,(SOURCE OF COLORS:
220,"R.P.S.STONE,ASTROPHYS.J.SUPPL.SER.,VOL.48,1982,"
220,P395).
220,(U-B and B-V colors)
221,"G.LONGO,A.DE VAUCOULEURS,H.G.CORWIN,JR.,G.DE VAUCOULEURS,"
221,"TEXAS UNIVERS.,AUSTIN,MONOGR.ASTRON.NO.3,1983,"
221,A GENERAL CATALOGUE OF PHOTOELECTRIC MAGNITUDES
221,"AND COLORS IN THE U,B,V SYSTEM OF 3578 GALAXIES"
221,BRIGHTER THAN THE 16-TH V-MAGNITUDE (1936-1982).
221,(SOURCE OF COLORS:
221,"R.J.ANGIONE,PRIVATE COMMUNICATION)."
221,(U-B and B-V colors)
222,"G.LONGO,A.DE VAUCOULEURS,H.G.CORWIN,JR.,G.DE VAUCOULEURS,"
222,"TEXAS UNIVERS.,AUSTIN,MONOGR.ASTRON.NO.3,1983,"
222,A GENERAL CATALOGUE OF PHOTOELECTRIC MAGNITUDES
222,"AND COLORS IN THE U,B,V SYSTEM OF 3578 GALAXIES"
222,BRIGHTER THAN THE 16-TH V-MAGNITUDE (1936-1982).
222,(SOURCE OF COLORS:
222,"M.H.ULRICH,T.D.KINMAN,C.R.LYNDS,G.H.RIEKE,"
222,"R.D.EKERS,ASTROPHYS.J.,VOL.198,1975,P261)."
222,(U-B and B-V colors)
223,"G.LONGO,A.DE VAUCOULEURS,H.G.CORWIN,JR.,G.DE VAUCOULEURS,"
223,"TEXAS UNIVERS.,AUSTIN,MONOGR.ASTRON.NO.3,1983,"
223,A GENERAL CATALOGUE OF PHOTOELECTRIC MAGNITUDES
223,"AND COLORS IN THE U,B,V SYSTEM OF 3578 GALAXIES"
223,BRIGHTER THAN TH5 16-TH V-MAGNITUDE (1936-1982).
223,(SOURCE OF COLORS:
223,"S.VAN DEN BERGH,ASTROPHYS.J.,VOL.212,1977,P317)."
223,(U-B and B-V colors)
224,"G.LONGO,A.DE VAUCOULEURS,H.G.CORWIN,JR.,G.DE VAUCOULEURS,"
224,"TEXAS UNIVERS.,AUSTIN,MONOGR.ASTRON.NO.3,1983,"
224,A GENERAL CATALOGUE OF PHOTOELECTRIC MAGNITUDES
224,"AND COLORS IN THE U,B,V SYSTEM OF 3578 GALAXIES"
224,BRIGHTER THAN THE 16-TH V-MAGNITUDE (1936-1982).
224,(SOURCE OF COLORS:
224,"A.G.PACHOLZYK,M.TARENGHI,MEM.SOC.ASTRON.ITALIA,"
224,"VOL.46,1975,P199)."
224,(U-B and B-V colors)
225,"G.LONGO,A.DE VAUCOULEURS,H.G.CORWIN,JR.,G.DE VAUCOULEURS,"
225,"TEXAS UNIVERS.,AUSTIN,MONOGR.ASTRON.NO.3,1983,"
225,A GENERAL CATALOGUE OF PHOTOELECTRIC MAGNITUDES
225,"AND COLORS IN THE U,B,V SYSTEM OF 3578 GALAXIES"
225,BRIGHTER THAN THE 16-TH V-MAGNITUDE (1936-1982).
225,(SOURCE OF COLORS:
225,"M.A.ARAKELIAN,E.A.DIBAY,V.M.LYUTYI,ASTROFIZIKA,"
225,"VOL.8,1972,P473)."
225,(U-B and B-V colors)
226,"G.LONGO,A.DE VAUCOULEURS,H.G.CORWIN,JR.,G.DE VAUCOULEURS,"
226,"TEXAS UNIVERS.,AUSTIN,MONOGR.ASTRON.NO.3,1983,"
226,A GENERAL CATALOGUE OF PHOTOELECTRIC MAGNITUDES
226,"AND COLORS IN THE U,B,V SYSTEM OF 3578 GALAXIES"
226,BRIGHTER THAN THE 16-TH V-MAGNITUDE (1936-1982).
226,(SOURCE OF COLORS:
226,"M.F.WALKER,G.CHINCARINI,ASTROPHYS.J.,VOL.147,"
226,"1967,P416)."
226,(U-B and B-V colors)
227,"G.LONGO,A.DE VAUCOULEURS,H.G.CORWIN,JR.,G.DE VAUCOULEURS,"
227,"TEXAS UNIVERS.,AUSTIN,MONOGR.ASTRON.NO.3,1983,"
227,A GENERAL CATALOGUE OF PHOTOELECTRIC MAGNITUDES
227,"AND COLORS IN THE U,B,V SYSTEM OF 3578 GALAXIES"
227,BRIGHTER THAN THE 16-TH V-MAGNITUDE (1936-1982).
227,(SOURCE OF COLORS:
227,"N.VISVANATHAN,D.GRIERSMITH,ASTRON.ASTROPHYS.,"
227,"VOL.59,1977,P317)."
227,(U-B and B-V colors)
228,"G.LONGO,A.DE VAUCOULEURS,H.G.CORWIN,JR.,G.DE VAUCOULEURS,"
228,"TEXAS UNIVERS.,AUSTIN,MONOGR.ASTRON.NO.3,1983,"
228,A GENERAL CATALOGUE OF PHOTOELECTRIC MAGNITUDES
228,"AND COLORS IN THE U,B,V SYSTEM OF 3578 GALAXIES"
228,BRIGHTER THAN THE 16-TH V-MAGNITUDE (1936-1982).
228,(SOURCE OF COLORS:
228,"1)R.J.SMYTH,R.S.STOBIE,MON.NOT.R.A.S.,VOL.190,"
228,"1980,P631,"
228,"2)R.J.SMITH,1982,PRIVATE COMMUNICATION)."
228,(U-B and B-V colors)
229,"G.LONGO,A.DE VAUCOULEURS,H.G.CORWIN,JR.,G.DE VAUCOULEURS,"
229,"TEXAS UNIVERS.,AUSTIN,MONOGR.ASTRON.NO.3,1983,"
229,A GENERAL CATALOGUE OF PHOTOELECTRIC MAGNITUDES
229,"AND COLORS IN THE U,B,V SYSTEM OF 3578 GALAXIES"
229,BRIGHTER THAN THE 16-TH V-MAGNITUDE (1936-1982).
229,(SOURCE OF COLORS:
229,"1)E.YE.KHACHIKIAN,D.W.WEEDMAN,ASTROPHYS.J.,"
229,"VOL.192,1974,P581,"
229,"2)E.YE.KHACHIKIAN,D.W.WEEDMAN,ASTROPHYS.J."
229,"(LETTERS),VOL.189,1974,PL99)."
229,(U-B and B-V colors)
230,"G.LONGO,A.DE VAUCOULEURS,H.G.CORWIN,JR.,G.DE VAUCOULEURS,"
230,"TEXAS UNIVERS.,AUSTIN,MONOGR.ASTRON.NO.3,1983,"
230,A GENERAL CATALOGUE OF PHOTOELECTRIC MAGNITUDES
230,"AND COLORS IN THE U,B,V SYSTEM OF 3578 GALAXIES"
230,BRIGHTER THAN THE 16-TH V-MAGNITUDE (1936-1982):
230,(SOURCE OF COLORS:
230,"J.C.GODWIN,M.J.BUCKNELL,K.L.DIXON,M.R.GREEN,"
230,"F.V.PEACH,R.E.WALLIS,OBSERVATORY,VOL.97,1977,"
230,P238).
230,(U-B and B-V colors)
231,"G.LONGO,A.DE VAUCOULEURS,H.G.CORWIN,JR.,G.DE VAUCOULEURS,"
231,"TEXAS UNIVERS.,AUSTIN,MONOGR.ASTRON.NO.3,1983,"
231,A GENERAL CATALOGUE OF PHOTOELECTRIC MAGNITUDES
231,"AND COLORS IN THE U,B,V SYSTEM OF 3578 GALAXIES"
231,BRIGHTER THAN THE 16-TH V-MAGNITUDE (1936-1982).
231,(SOURCE OF COLORS:
231,"E.SADLER,1982,PH.D.THESIS,MT.STROMLO AND SIDING"
231,SPRING OBSERVATORIES).
231,(U-B and B-V colors)
232,"G.LONGO,A.DE VAUCOULEURS,H.G.CORWIN,JR.,G.DE VAUCOULEURS,"
232,"TEXAS UNIVERS.,AUSTIN,MONOGR.ASTRON.NO.3,1983,"
232,A GENERAL CATALOGUE OF PHOTOELECTRIC MAGNITUDES
232,"AND COLORS IN THE U,B,V SYSTEM OF 3578 GALAXIES"
232,BRIGHTER THAN THE 16-TH V-MA7NITUDE (1936-1982).
232,(SOURCE OF COLORS:
232,"A.FAIRALL,R.J.ANGIONE,PUBL.A.S.P.,VOL.81,1969,"
232,P685).
232,(U-B and B-V colors)
233,"G.LONGO,A.DE VAUCOULEURS,H.G.CORWIN,JR.,G.DE VAUCOULEURS,"
233,"TEXAS UNIVERS.,AUSTIN,MONOGR.ASTRON.NO.3,1983,"
233,A GENERAL CATALOGUE OF PHOTOELECTRIC MAGNITUDES
233,"AND COLORS IN THE U,B,V SYSTEM OF 3578 GALAXIES"
233,BRIGHTER THAN THE 16-TH V-MAGNITUDE (1936-1982).
233,(SOURCE OF COLORS:
233,"G.BOTHUN,1982,PH.D.THESIS,UNIV.OF WASHINGTON)."
233,(U-B and B-V colors)
234,"G.LONGO,A.DE VAUCOULEURS,H.G.CORWIN,JR.,G.DE VAUCOULEURS,"
234,"TEXAS UNIVERS.,AUSTIN,MONOGR.ASTRON.NO.3,1983,"
234,A GENERAL CATALOGUE OF PHOTOELECTRIC MAGNITUDES
234,"AND COLORS IN THE U,B,V SYSTEM OF 3578 GALAXIES"
234,BRIGHTER THAN THE 16-TH V-MAGNITUDE (1936-1982).
234,(SOURCE OF COLORS:
234,"J.H.BIGAY,R.DUMONT,ANN.D'ASTROPHYS.,VOL.17,1954,"
234,P78).
234,(U-B and B-V colors)
235,"G.LONGO,A.DE VAUCOULEURS,H.G.CORWIN,JR.,G.DE VAUCOULEURS,"
235,"TEXAS UNIVERS.,AUSTIN,MONOGR.ASTRON.NO.3,1983,"
235,A GENERAL CATALOGUE OF PHOTOELECTRIC MAGNITUDES
235,"AND COLORS IN THE U,B,V SYSTEM OF 3578 GALAXIES"
235,BRIGHTER THAN THE 16-TH V-MAGNITUDE (1936-1982).
235,(SOURCE OF COLORS:
235,"B.M.PETERSON,K.FRICKE,P.BIERMANN,PUBL.A.S.P.,"
235,"VOL.93,1981,P281)."
235,(U-B and B-V colors)
236,"G.LONGO,A.DE VAUCOULEURS,H.G.CORWIN,JR.,G.DE VAUCOULEURS,"
236,"TEXAS UNIVERS.,AUSTIN,MONOGR.ASTRON.NO.3,1983,"
236,A GENERAL CATALOGUE OF PHOTOELECTRIC MAGNITUDES
236,"AND COLORS IN THE U,B,V SYSTEM OF 3578 GALAXIES"
236,BRIGHTER THAN THE 16-TH V-MAGNITUDE (1936-1982).
236,(SOURCE OF COLORS:
236,"G.CHINCARINI,M.F.WALKER,1975,PRIVATE COMMUNICATION"
236,(U-B and B-V colors).)
237,"G.LONGO,A.DE VAUCOULEURS,H.G.CORWIN,JR.,G.DE VAUCOULEURS,"
237,"TEXAS UNIVERS.,AUSTIN,MONOGR.ASTRON.NO.3,1983,"
237,A GENERAL CATALOGUE OF PHOTOELECTRIC MAGNITUDES
237,"AND COLORS IN THE U,B,V SYSTEM OF 3578 GALAXIES"
237,BRIGHTER THAN THE 16-TH V-MAGNITUDE (1936-1982).
237,(SOURCE OF COLORS:
237,"W.A.HILTNER,B.IRIARTE,ASTROPHYS.J.,VOL.128,1958,"
237,P443).
237,(U-B and B-V colors)
238,"G.LONGO,A.DE VAUCOULEURS,H.G.CORWIN,JR.,G.DE VAUCOULEURS,"
238,"TEXAS UNIVERS.,AUSTIN,MONOGR.ASTRON.NO.3,1983,"
238,A GENERAL CATALOGUE OF PHOTOELECTRIC MAGNITUDES
238,"AND COLORS IN THE U,B,V SYSTEM OF 3578 GALAXIES"
238,BRIGHTER THAN THE 16-TH V-MAGNITUDE (1936-1982).
238,(SOURCE OF COLORS:
238,"J.H.BYGAY,G.PATUREL,ASTRON.ASTROPHYS.SUPPL.SER.,"
238,"VOL.42,1980,P69)."
238,(U-B and B-V colors)
239,"G.LONGO,A.DE VAUCOULEURS,H.G.CORWIN,JR.,G.DE VAUCOULEURS,"
239,"TEXAS UNIVERS.,AUSTIN,MONOGR.ASTRON.NO.3,1983,"
239,A GENERAL CATALOGUE OF PHOTOELECTRIC MAGNITUDES
239,"AND COLORS IN THE U,B,V SYSTEM OF 3578 GALAXIES"
239,BRIGHTER THAN THE 16-TH V-MAGNITUDE (1936-1982).
239,(SOURCE OF COLORS:
239,"B.M.LASKER,ASTRON.J.,VOL.75,1970,P21)."
239,(U-B and B-V colors)
240,"G.LONGO,A.DE VAUCOULEURS,H.G.CORWIN,JR.,G.DE VAUCOULEURS,"
240,"TEXAS UNIVERS.,AUSTIN,MONOGR.ASTRON.NO.3,1983,"
240,A GENERAL CATALOGUE OF PHOTOELECTRIC MAGNITUDES
240,"AND COLORS IN THE U,B,V SYSTEM OF 3578 GALAXIES"
240,BRIGHTER THAN THE 16-TH V-MAGNITUDE (1936-1982).
240,(SOURCE OF COLORS:
240,"R.MICHARD,ASTRON.ASTROPHYS.SUPPL.SER.,VOL.49,1982,"
240,P591).
240,(U-B and B-V colors)
241,"G.LONGO,A.DE VAUCOULEURS,H.G.CORWIN,JR.,G.DE VAUCOULEURS,"
241,"TEXAS UNIVERS.,AUSTIN,MONOGR.ASTRON.NO.3,1983,"
241,A GENERAL CATALOGUE OF PHOTOELECTRIC MAGNITUDES
241,"AND COLORS IN THE U,B,V SYSTEM OF 3578 GALAXIES"
241,BRIGHTER THAN THE 16-TH V-MAGNITUDE (1936-1982).
241,(SOURCE OF COLORS:
241,"R.LYNDS,ASTROPHYS.J.(LETTERS),VOL.168,1971,PL87)."
241,(U-B and B-V colors)
242,"G.LONGO,A.DE VAUCOULEURS,H.G.CORWIN,JR.,G.DE VAUCOULEURS,"
242,"TEXAS UNIVERS.,AUSTIN,MONOGR.ASTRON.NO.3,1983,"
242,A GENERAL CATALOGUE OF PHOTOELECTRIC MAGNITUDES
242,"AND COLORS IN THE U,B,V SYSTEM OF 3578 GALAXIES"
242,BRIGHTER THAN THE 16-TH V-MAGNITUDE (1936-1982).
242,(SOURCE OF COLORS:
242,"A.J.LONGMORE,R.M.SHARPLESS,1979,PRIVATE COMM.)."
242,(U-B and B-V colors)
243,"G.LONGO,A.DE VAUCOULEURS,H.G.CORWIN,JR.,G.DE VAUCOULEURS,"
243,"TEXAS UNIVERS.,AUSTIN,MONOGR.ASTRON.NO.3,1983,"
243,A GENERAL CATALOGUE OF PHOTOELECTRIC MAGNITUDES
243,"AND COLORS IN THE U,B,V SYSTEM OF 3578 GALAXIES"
243,BRIGHTER THAN THE 16-TH V-MAGNITUDE (1936-1982).
243,(SOURCE OF COLORS:
243,"J.GRAHAM,ASTRON.J.,VOL.81,1976,P681)."
243,(U-B and B-V colors)
244,"G.LONGO,A.DE VAUCOULEURS,H.G.CORWIN,JR.,G.DE VAUCOULEURS,"
244,"TEXAS UNIVERS.,AUSTIN,MONOGR.ASTRON.NO.3,1983,"
244,A GENERAL CATALOGUE OF PHOTOELECTRIC MAGNITUDES
244,"AND COLORS IN THE U,B,V SYSTEM OF 3578 GALAXIES"
244,BRIGHTER THAN THE 16-TH V-MAGNITUDE (1936-1982).
244,(SOURCE OF COLORS:
244,"G.WEGNER,ASTROPHYS.SPACE SCY.,VOL.60,1979,P15)."
244,(U-B and B-V colors)
245,"G.LONGO,A.DE VAUCOULEURS,H.G.CORWIN,JR.,G.DE VAUCOULEURS,"
245,"TEXAS UNIVERS.,AUSTIN,MONOGR.ASTRON.NO.3,1983,"
245,A GENERAL CATALOGUE OF PHOTOELECTRIC MAGNITUDES
245,"AND COLORS IN THE U,B,V SYSTEM OF 3578 GALAXIES"
245,BRIGHTER THAN THE 16-TH V-MAGNITUDE (1936-1982).
245,(SOURCE OF COLORS:
245,"R.J.BUTA,1982,PRIVATE COMMUNICATION)."
245,(U-B and B-V colors)
246,"G.LONGO,A.DE VAUCOULEURS,H.G.CORWIN,JR.,G.DE VAUCOULEURS,"
246,"TEXAS UNIVERS.,AUSTIN,MONOGR.ASTRON.NO.3,1983,"
246,A GENERAL CATALOGUE OF PHOTOELECTRIC MAGNITUDES
246,"AND COLORS IN THE U,B,V SYSTEM OF 3578 GALAXIES"
246,BRIGHTER THAN THE 16-TH V-MAGNITUDE (1936-1982).
246,(SOURCE OF COLORS:
246,"C.J.PETERSON,PUBL.A.S.P.,VOL.94,1982,P404)."
246,(U-B and B-V colors)
247,"G.LONGO,A.DE VAUCOULEURS,H.G.CORWIN,JR.,G.DE VAUCOULEURS,"
247,"TEXAS UNIVERS.,AUSTIN,MONOGR.ASTRON.NO.3,1983,"
247,A GENERAL CATALOGUE OF PHOTOELECTRIC MAGNITUDES
247,"AND COLORS IN THE U,B,V SYSTEM OF 3578 GALAXIES"
247,BRIGHTER THAN THE 16-TH V-MAGNITUDE (1936-1982).
247,(SOURCE OF COLORS:
247,"G.DE VAUCOULEURS,A.DE VAUCOULEURS,1982,MOUNT"
247,"STROMLO AND SIDING SPRING OBSERVATORIES,TO BE"
247,PUBLISHED).
247,(U-B and B-V colors)
248,"G.LONGO,A.DE VAUCOULEURS,H.G.CORWIN,JR.,G.DE VAUCOULEURS,"
248,"TEXAS UNIVERS.,AUSTIN,MONOGR.ASTRON.NO.3,1983,"
248,A GENERAL CATALOGUE OF PHOTOELECTRIC MAGNITUDES
248,"AND COLORS IN THE U,B,V SYSTEM OF 3578 GALAXIES"
248,BRIGHTER THAN THE 16-TH V-MAGNITUDE (1936-1982).
248,(SOURCE OF COLORS:
248,"S.E.PERSSON,J.A.FROGEL,M.AARONSON,ASTROPHYS.J."
248,"SUPPL.SER.,VOL.39,1979,P61)."
248,(U-B and B-V colors)
249,"G.LONGO,A.DE VAUCOULEURS,H.G.CORWIN,JR.,G.DE VAUCOULEURS,"
249,"TEXAS UNIVERS.,AUSTIN,MONOGR.ASTRON.NO.3,1983,"
249,A GENERAL CATALOGUE OF PHOTOELECTRIC MAGNITUDES
249,"AND COLORS IN THE U,B,V SYSTEM OF 3578 GALAXIES"
249,BRIGHTER THAN THE 16-TH V-MAGNITUDE (1936-1982).
249,(SOURCE OF COLORS:
249,"T.BORONSON,ASTROPHYS.J.SUPPL.SER.,VOL.46,1981,P177"
249,(U-B and B-V colors).)
250,"G.LONGO,A.DE VAUCOULEURS,H.G.CORWIN,JR.,G.DE VAUCOULEURS,"
250,"TEXAS UNIVERS.,AUSTIN,MONOGR.ASTRON.NO.3,1983,"
250,A GENERAL CATALOGUE OF PHOTOELECTRIC MAGNITUDES
250,"AND COLORS IN THE U,B,V SYSTEM OF 3578 GALAXIES"
250,BRIGHTER THAN THE 16-TH V-MAGNITUDE (1936-1982).
250,(SOURCE OF COLORS:
250,"M.F.BUCKNELL,F.V.PEACH,OBSERVATORY,VOL.96,1976,P61"
250,(U-B and B-V colors).)
251,"G.LONGO,A.DE VAUCOULEURS,H.G.CORWIN,JR.,G.DE VAUCOULEURS,"
251,"TEXAS UNIVERS.,AUSTIN,MONOGR.ASTRON.NO.3,1983,"
251,A GENERAL CATALOGUE OF PHOTOELECTRIC MAGNITUDES
251,"AND COLORS IN THE U,B,V SYSTEM OF 3578 GALAXIES"
251,BRIGHTER THAN THE 16-TH V-MAGNITUDE (1936-1982):
251,(SOURCES OF COLORS:
251,"1)H.A.DOTTORI,ASTRON.ASTROPHYS.SUPPL.SER.,VOL.37,"
251,"1979,P519;"
251,"2)M.J.DISNEY,S.POTTASH,ASTRON.ASTROPHYS.,VOL.60,"
251,"1977,P43)."
251,(U-B and B-V colors)
252,"G. LONGO,A.DE VAUCOULEURS,H.G.CORWIN,JR.,G.DE VAUCOULEURS"
252,"TEXAS UNIVERS.,AUSTIN,MONOGR.ASTRON.NO.3,1983,"
252,A GENERAL CATALOGUE OF PHOTOELECTRIC MAGNITUDES
252,"AND COLORS IN THE U,B,V SYSTEM OF 3578 GALAXIES"
252,BRIGHTER THAN THE 16-TH V-MAGNITUDE (1936-1982):
252,(SOURCES OF COLORS:
252,"1)D.GRIERSMITH,ASTRON.J.,VOL.85,1980,P789;"
252,"2)D.GRIERSMITH,ASTRON.J.,VOL.87,1982,P462;"
252,"3)D.GRIERSMITH,A.R.HYLAND,T.J.JONES,ASTRON.J.,"
252,"VOL.87,1982,P1106)."
252,(U-B and B-V colors)
253,"A.LAUBERTS,   EUROPEAN SOUTHERN OBSERVATORY,1982,"
253,"THE ESO/UPPSALA SURVEY OF THE ESO(B) ATLAS,"
253,(SOURCE OF COLORS:
253,"R.P.KIRSCHNER,A.OEMLER,P.L.SCHECHTER,ASTRON.J.,"
253,"VOL.83,1978,P1549)."
253,(U-B and B-V colors)
254,"A.LAUBERTS,   EUROPEAN SOUTHERN OBSERVATORY,1982,"
254,"THE ESO/UPPSALA SURVEY OF THE ESO(B) ATLAS,"
254,(SOURCE OF MAGNITUDES (80))
254,"N.A.S.BERGVALL, UPPSALA ASTR.OBS.REPORT, N19, 1981"
254,(integral magnitudes)
255,"A.LAUBERTS,   EUROPEAN SOUTHERN OBSERVATORY,1982,"
255,"THE ESO/UPPSALA SURVEY OF THE ESO(B) ATLAS,"
255,(SOURCE OF COLORS AND RADIAL VELOCITIES (7))
255,"N.A.S.BERGVALL, T.M.BORCHKHADZE, J.BREYSACHER,"
255,"A.B.G.EKMAN,A.LAUBERTS,S.LAUSTSEN,A.B.MULLER,"
255,"H.-E.SCHUSTER,J.SURDEJ,R.M.WEST,B.E.WESTERLUND,"
255,"ASTRON.ASTROPHYS.SUPPL.,VOL.33,1978,P243)."
255,(radial velocities of galaxies U-B and B-V colors)
256,"A.LAUBERTS,   EUROPEAN SOUTHERN OBSERVATORY,1982,"
256,"THE ESO/UPPSALA SURVEY OF THE ESO(B) ATLAS,"
256,(SOURCE OF HUBBLE CLASSIFICATION)
256,(morphological classification of galaxies)
257,"A.LAUBERTS,   EUROPEAN SOUTHERN OBSERVATORY,1982,"
257,"THE ESO/UPPSALA SURVEY OF THE ESO(B) ATLAS,"
257,(SOURCE OF MAGNITUDES (91):
257,"M.R.GREEN, K.L.DIXON, THE OBSERVATORY, VOL.98,"
257,"1978,P166)."
257,(integral magnitudes)
258,"A.LAUBERTS,   EUROPEAN SOUTHERN OBSERVATORY,1982,"
258,"THE ESO/UPPSALA SURVEY OF THE ESO(B) ATLAS,"
258,"(SOURCES OF RADIAL VELOCITIES: (55,56,58):"
258,"1) J.L.SERSIC, E.L.AGUERO, ASTROPHYS.SPACE SCI.,"
258,"VOL.19,1972,P387,"
258,"2) J.L.SERSIC, ASTROPHYS.SPACE SCI., VOL.39,1976,"
258,"P477,"
258,"3) J.L.SERSIC, J.C.ARIAS, A.ARAUJO, THE OBSERVATOR"
258,"VOL.99,1979,P130)."
258,(radial velocities of galaxies U-B and B-V colors)
259,"L.N.DA COSTA,M.A.NUNES,P.S.PELLEGRINI,C.WILLMER,"
259,"G.CHINCARINI,J.J.COWAN,   ESO SCI.PR.,N402,"
259,"1985,PP1-18."
259,(radial velocities of galaxies)
260,"A.LAUBERTS,   EUROPEAN SOUTHERN OBSERVATORY,1982,"
260,"THE ESO/UPPSALA SURVEY OF THE ESO(B) ATLAS,"
260,(SOURCE OF RADIAL VELOCITIES (82):
260,"J.MELNICK,H.QUINTANA,ASTRON.J.,VOL.86,1981,"
260,P1567).
260,(radial velocities of galaxies)
261,"G.DE VAUCOULEURS,H.ABLES,   ASTROPHYS.J., VOL.151,1968,"
261,P105.
261,(radial velocities of galaxies)
262,"A.LAUBERTS,   EUROPEAN SOUTHERN OBSERVATORY,1982,"
262,"THE ESO/UPPSALA SURVEY OF THE ESO(B) ATLAS,"
262,(SOURCE OF RADIAL VELOCITIES (96):
262,"T.G.HAWARDEN,A.J.LONGMORE,W.M.GOSS,U.MEBOLD,"
262,"S.B.TRITTON,MON.NOT.R.ASTR.SOC.,VOL.196,1981,P175)"
262,(radial velocities of galaxies)
263,"A.LAUBERTS,   EUROPEAN SOUTHERN OBSERVATORY,1982,"
263,"THE ESO/UPPSALA SURVEY OF THE ESO(B) ATLAS,"
263,(SOURCE OF RADIAL VELOCITIES (17):
263,"M.DENNEFELD,S.LAUSTSEN,J.MATERNE,ASTRON.ASTROPHYS."
263,"VOL.74,1979,P123)."
263,(radial velocities of galaxies)
264,"A.LAUBERTS,   EUROPEAN SOUTHERN OBSERVATORY,1982,"
264,"THE ESO/UPPSALA SURVEY OF THE ESO(B) ATLAS,"
264,(SOURCE OF RADIAL VELOCITIES (16):
264,"J.A.DAWE,R.J.DICKENS,B.A.PETERSON,MON.NOT.R.ASTR."
264,"SOC.,VOL.178,1977,P675)."
264,(radial velocities of galaxies)
265,"A.LAUBERTS,   EUROPEAN SOUTHERN OBSERVATORY,1982,"
265,"THE ESO/UPPSALA SURVEY OF THE ESO(B) ATLAS,"
265,(SOURCE OF RADIAL VELOCITIES (64):
265,"B.L.WEBSTER,W.M.GOSS,T.G.HAWARDEN,A.J.LONGMORE,"
265,"U.MEBOLD,MON.NOT.R.ASTR.SOC.,VOL.186,1979,P31)."
265,(radial velocities of galaxies)
266,"A.LAUBERTS,   EUROPEAN SOUTHERN OBSERVATORY,1982,"
266,"THE ESO/UPPSALA SURVEY OF THE ESO(B) ATLAS,"
266,"(SOURCES OF RADIAL VELOCITIES (20,21,22,23):"
266,"1)A.P.FAIRALL, MON.NOT.R.ASTR.SOC.,VOL.188,1979,"
266,"P343,"
266,"2)A.P.FAIRALL,MON.NOT.R.ASTR.SOC.,VOL.188,1979,"
266,"P349,"
266,"3)A.P.FAIRALL,MON.NOT.R.ASTR.SOC.,VOL.192,1980,"
266,"P389,"
266,"4)A.P.FAIRALL,MON.NOT.R.ASTR.SOC.,VOL.196,1981,"
266,P417).
