MCG,n_MCG,OtherName,RAh,RAm,DE-,DEd,DEm,Mag,MajAxisIn,MinAxisIn,MajAxis,MinAxis,IntIn,IntOut,Incl
MCG+02-04-050,--,--,1,24.1,+,10,2,16.0,--,--,8.0,4.0,5,6,3
MCG+02-04-051,--,--,1,24.3,+,12,47,15.0,3.0,2.0,6.0,6.0,1,5,--
MCG+02-04-052,*,IC 1706,1,24.4,+,14,31,14.5,3.0,3.0,10.0,8.0,1,4,1
MCG+02-04-053,*,IC  569,1,24.5,+,10,53,14.5,4.0,2.5,10.0,4.0,2,3,2
MCG+02-04-054,*,--,1,24.55,+,10,53,15.0,1.6,1.0,12.0,7.0,2,4,1
MCG+02-04-055,*,--,1,25.1,+,11,57,15.0,1.8,1.8,6.0,3.0,1,4,--
MCG+02-04-056,--,--,1,26.25,+,13,32,15.0,6.0,2.0,14.0,4.0,2,4,3
MCG+02-04-057,--,--,1,28.3,+,13,52,15.0,4.0,3.0,12.0,6.0,2,6,2
MCG+02-04-058,--,--,1,28.75,+,14,2,14.0,1.5,1.5,14.0,12.0,3,5,1
MCG+02-05-001,*,--,1,30.6,+,13,5,14.0,--,--,18.0,3.0,--,3,4
MCG+02-05-002,--,IC 1715,1,30.9,+,12,20,14.0,4.0,2.0,8.0,5.0,2,4,2
MCG+02-05-003,*,--,1,31.4,+,13,14,15.5,1.8,1.8,8.0,6.0,2,5,2
MCG+02-05-004,*,--,1,31.4,+,13,14,16.0,--,--,4.0,2.0,2,3,2
MCG+02-05-005,*,--,1,32.2,+,11,49,15.0,3.0,2.0,8.0,6.0,1,4,1
MCG+02-05-006,*,--,1,32.8,+,11,41,14.5,--,--,6.0,4.0,1,2,1
MCG+02-05-007,--,--,1,33.4,+,11,27,15.0,--,--,14.0,4.0,3,5,3
MCG+02-05-007a,--,--,1,36.1,+,14,45,15.5,2.0,2.0,--,--,1,--,--
MCG+02-05-008,--,--,1,36.2,+,14,47,15.0,3.0,2.5,11.0,10.0,1,4,1
MCG+02-05-009,*,NGC  658,1,39.4,+,12,20,13.0,8.0,6.0,26.0,14.0,1,3,2
MCG+02-05-010,*,--,1,39.5,+,13,43,18.0,--,--,11.0,1.5,1,3,--
MCG+02-05-011,*,--,1,39.75,+,13,43,13.0,9.0,4.5,34.0,10.0,1,3,4
MCG+02-05-012,*,--,1,40.1,+,12,53,13.0,10.0,6.0,20.0,12.0,1,4,2
MCG+02-05-013,*,NGC  660,1,40.3,+,13,23,12.0,18.0,6.0,76.0,26.0,1,4,2
MCG+02-05-014,--,--,1,40.7,+,11,38,14.5,4.0,2.5,6.0,4.0,2,5,2
MCG+02-05-015,--,--,1,41.0,+,11,53,14.5,7.0,3.0,10.0,4.0,2,3,2
MCG+02-05-016,--,--,1,41.25,+,13,32,16.0,1.5,0.5,6.0,6.0,3,6,1
MCG+02-05-017,--,--,1,41.6,+,12,0,15.0,--,--,8.0,3.0,1,5,2
MCG+02-05-018,--,--,1,41.75,+,12,10,15.0,3.5,2.0,8.0,4.0,1,4,2
MCG+02-05-019,*,NGC  665,1,42.25,+,10,10,13.0,8.0,4.5,--,--,1,--,--
MCG+02-05-020,*,--,1,42.25,+,10,4,16.0,3.0,1.8,6.0,2.0,1,4,2
MCG+02-05-021,*,--,1,42.4,+,10,6,15.5,3.0,2.0,10.0,6.0,3,5,2
MCG+02-05-022,*,--,1,42.4,+,10,10,17.0,2.0,1.5,4.0,3.0,1,4,2
MCG+02-05-023,*,IC  154,1,42.6,+,10,22,14.5,--,--,14.0,2.0,1,2,5
MCG+02-05-024,*,--,1,42.6,+,10,5,15.0,6.0,2.0,--,--,1,--,3
MCG+02-05-025,*,IC  156,1,42.8,+,10,17,14.0,5.0,3.0,12.0,8.0,1,5,2
MCG+02-05-026,*,--,1,43.25,+,9,33,14.5,5.0,2.0,12.0,3.0,1,6,3
MCG+02-05-027,--,--,1,43.9,+,14,27,15.0,4.0,2.0,8.0,4.0,2,5,2
MCG+02-05-028,--,--,1,44.1,+,11,8,15.0,3.0,2.5,15.0,10.0,1,5,2
MCG+02-05-029,--,NGC  671,1,44.3,+,12,52,14.0,6.0,3.5,14.0,4.0,--,1,3
MCG+02-05-030,*,--,1,44.3,+,12,9,14.0,8.0,4.0,14.0,10.0,2,5,2
MCG+02-05-031,*,--,1,44.7,+,11,50,14.5,5.0,2.0,12.0,4.0,1,6,2
MCG+02-05-032,--,--,1,44.9,+,11,2,14.5,4.0,2.0,8.0,6.0,2,3,2
MCG+02-05-033,--,NGC  673,1,45.6,+,11,15,12.0,8.0,8.0,22.0,18.0,1,2,1
MCG+02-05-034,--,--,1,45.7,+,13,11,15.0,--,--,14.0,3.0,2,3,5
MCG+02-05-035,*,--,1,45.75,+,10,18,16.0,4.0,2.0,10.0,10.0,2,6,1
MCG+02-05-036,*,--,1,46.0,+,10,14,14.5,--,--,4.0,3.0,--,1,2
MCG+02-05-037,*,--,1,46.1,+,10,20,14.5,--,--,8.0,3.0,2,3,3
MCG+02-05-038,*,IC  162,1,46.15,+,10,15,13.0,4.0,4.0,12.0,12.0,1,--,--
MCG+02-05-039,*,--,1,46.2,+,10,15,15.0,--,--,6.0,2.0,1,3,3
MCG+02-05-040,--,--,1,46.25,+,12,57,14.0,4.0,3.0,12.0,8.0,1,4,2
MCG+02-05-041,*,NGC  675,1,46.4,+,12,48,14.5,--,--,8.0,3.0,--,1,3
MCG+02-05-042,*,NGC  677,1,46.5,+,12,48,13.5,4.0,4.0,--,--,1,--,--
MCG+02-05-043,--,--,1,46.5,+,12,35,14.5,4.5,2.0,12.0,3.0,2,5,4
MCG+02-05-044,--,--,1,46.6,+,12,27,14.5,--,--,10.0,4.0,2,3,3
MCG+02-05-045,--,--,1,46.7,+,13,7,15.5,--,--,6.0,2.5,--,1,3
MCG+02-05-046,--,--,1,46.75,+,12,14,14.0,--,--,10.0,3.0,1,3,3
MCG+02-05-047,*,NGC  683,1,47.0,+,11,27,14.0,4.0,4.0,10.0,10.0,2,5,1
MCG+02-05-048,*,--,1,47.05,+,11,27,16.0,--,--,8.0,2.0,--,3,5
MCG+02-05-049,--,--,1,47.3,+,11,33,14.5,--,--,5.0,5.0,1,2,1
MCG+02-05-050,--,--,1,48.25,+,12,17,15.5,4.0,2.0,4.0,4.0,1,6,2
MCG+02-05-051,--,--,1,48.3,+,13,3,14.0,4.0,2.5,14.0,5.0,2,4,3
MCG+02-05-052,--,--,1,48.3,+,12,20,15.5,6.0,1.0,12.0,6.0,4,5,3
MCG+02-05-053,*,--,1,48.75,+,12,52,14.0,2.0,2.0,14.0,12.0,2,3,1
MCG+02-05-054,--,IC 1743,1,50.25,+,12,27,13.0,--,--,16.0,6.0,1,3,3
MCG+02-05-055,--,--,1,51.7,+,13,17,15.0,4.0,2.0,8.0,4.0,1,6,2
MCG+02-05-056,*,--,1,52.25,+,13,14,15.5,--,--,6.0,3.0,2,4,3
MCG+02-05-057,*,--,1,52.25,+,13,13,15.5,--,--,8.0,2.0,1,2,3
MCG+02-05-058,*,--,1,52.25,+,10,35,16.0,1.0,0.5,8.0,4.0,3,5,3
MCG+02-05-059,--,--,1,52.5,+,9,45,14.5,--,--,14.0,2.0,1,3,5
MCG+02-06-001,--,--,1,53.5,+,10,34,15.5,2.0,2.0,5.0,2.5,1,3,2
MCG+02-06-002,--,--,1,53.6,+,12,57,15.0,--,--,8.0,4.0,3,5,2
MCG+02-06-003,*,--,1,54.0,+,14,48,14.5,4.0,2.5,8.0,5.0,1,5,2
MCG+02-06-004,--,--,1,54.4,+,11,18,15.5,3.8,1.7,6.0,4.0,1,5,3
MCG+02-06-005,--,IC 1755,1,54.5,+,14,20,14.0,3.0,2.0,12.0,2.0,1,3,5
MCG+02-06-006,--,--,1,55.6,+,14,4,15.5,--,--,3.0,2.5,--,1,--
MCG+02-06-007,--,--,1,56.8,+,13,42,15.5,1.2,1.2,14.0,6.0,1,6,1
MCG+02-06-008,--,NGC  774,1,56.85,+,13,47,14.0,5.0,4.0,8.0,6.0,1,6,2
MCG+02-06-009,--,--,1,57.2,+,9,40,15.0,--,--,6.0,6.0,2,3,1
MCG+02-06-010,--,NGC  781,1,57.5,+,12,26,14.0,8.0,2.0,14.0,2.0,1,3,5
MCG+02-06-011,--,--,1,58.3,+,14,58,14.5,--,--,6.0,3.0,1,3,4
MCG+02-06-012,--,NGC  786,1,58.7,+,15,26,14.0,--,--,6.0,5.0,--,1,1
MCG+02-06-013,*,IC 1770,1,59.55,+,9,45,14.5,2.5,2.5,6.0,6.0,1,5,--
MCG+02-06-014,*,IC 1771,1,59.55,+,9,44,14.5,3.8,3.8,--,--,--,1,--
MCG+02-06-015,--,NGC  792,1,59.6,+,15,29,14.5,4.0,2.5,12.0,8.0,1,6,2
MCG+02-06-016,--,IC  193,1,59.85,+,10,52,14.0,5.0,4.0,18.0,14.0,2,3,1
MCG+02-06-017,*,IC  195,2,1.1,+,14,29,14.5,5.0,2.5,12.0,6.0,1,5,2
MCG+02-06-018,*,IC  196,2,1.2,+,14,31,13.5,8.0,3.0,26.0,12.0,1,3,3
MCG+02-06-019,--,--,2,1.25,+,11,43,15.0,0.8,0.8,12.0,12.0,4,5,1
MCG+02-06-020,*,IC 1774,2,1.3,+,15,6,14.0,3.0,2.0,18.0,18.0,1,1,1
MCG+02-06-021,--,--,2,1.3,+,14,5,15.0,1.8,1.8,4.0,1.0,1,3,4
MCG+02-06-022,--,--,2,2.1,+,11,11,14.5,3.0,1.8,8.0,4.0,2,3,2
MCG+02-06-023,--,IC 1775,2,2.6,+,13,17,15.0,1.0,1.0,6.0,6.0,4,5,1
MCG+02-06-024,--,--,2,2.6,+,9,41,14.0,6.0,2.0,12.0,2.0,2,4,3
MCG+02-06-025,--,--,2,2.75,+,13,7,15.5,2.0,1.0,14.0,6.0,1,5,3
MCG+02-06-026,--,NGC  810,2,2.75,+,13,1,14.0,4.0,3.0,--,--,1,--,--
MCG+02-06-027,--,--,2,3.3,+,14,42,15.0,3.0,2.0,8.0,5.0,2,6,2
MCG+02-06-028,--,--,2,3.4,+,13,3,15.0,2.0,1.5,6.0,4.0,2,3,2
MCG+02-06-029,--,IC 1777,2,3.5,+,15,0,15.5,2.0,2.0,6.0,6.0,1,5,--
MCG+02-06-030,*,--,2,4.0,+,15,0,15.5,3.0,1.5,6.0,3.0,2,5,3
MCG+02-06-031,*,--,2,4.0,+,15,0,15.5,3.0,1.5,6.0,3.0,2,5,3
MCG+02-06-032,--,IC 1780,2,4.25,+,14,30,15.0,4.0,2.0,6.0,3.0,1,3,2
MCG+02-06-033,--,--,2,5.0,+,15,9,15.5,3.0,1.8,14.0,2.0,1,5,5
MCG+02-06-034,*,NGC  821,2,5.7,+,10,46,12.0,11.0,8.0,--,--,1,--,--
MCG+02-06-035,--,--,2,5.75,+,14,45,14.5,--,--,7.0,3.0,--,1,3
MCG+02-06-036,--,NGC  820,2,5.75,+,14,7,14.0,7.0,4.0,12.0,6.0,1,5,2
MCG+02-06-037,--,--,2,7.0,+,13,45,16.0,1.0,1.0,6.0,6.0,2,4,1
MCG+02-06-038,--,--,2,7.25,+,10,43,15.0,--,--,7.0,2.5,2,3,3
MCG+02-06-039,--,--,2,7.25,+,10,32,15.0,--,--,8.0,3.0,--,2,3
MCG+02-06-040,--,--,2,8.6,+,13,53,15.0,--,--,4.0,2.5,--,1,2
MCG+02-06-041,*,--,2,8.8,+,14,4,16.0,3.5,2.0,4.0,3.0,2,5,2
MCG+02-06-042,--,--,2,9.0,+,14,4,14.5,3.0,3.0,--,--,1,--,--
MCG+02-06-043,--,--,2,9.35,+,13,47,16.0,--,--,10.0,8.0,4,6,1
MCG+02-06-044,--,--,2,9.4,+,13,52,17.0,1.0,0.5,14.0,14.0,5,6,1
MCG+02-06-045,--,--,2,9.45,+,15,22,15.0,2.5,2.0,8.0,3.0,1,4,2
MCG+02-06-046,*,--,2,9.9,+,14,9,15.0,3.0,2.0,6.0,6.0,1,4,1
MCG+02-06-047,--,--,2,10.0,+,13,44,15.0,1.5,1.2,10.0,10.0,2,4,1
MCG+02-06-048,--,--,2,10.9,+,13,30,16.0,2.5,1.5,6.0,6.0,2,6,1
MCG+02-06-049,--,--,2,13.0,+,15,10,15.0,--,--,8.0,8.0,3,5,1
MCG+02-06-050,--,--,2,13.9,+,12,45,15.0,--,--,6.0,6.0,--,3,1
MCG+02-06-051,--,--,2,14.1,+,11,34,15.5,1.8,1.5,8.0,5.0,2,4,2
MCG+02-06-052,*,NGC  870,2,14.4,+,14,19,16.0,--,--,2.0,2.0,2,4,1
MCG+02-06-053,*,NGC  871,2,14.4,+,14,20,14.0,--,--,12.0,6.0,--,1,3
MCG+02-06-054,--,--,2,14.7,+,14,21,16.0,--,--,10.0,10.0,--,4,1
MCG+02-06-055,--,IC 1790,2,14.9,+,12,17,15.0,4.0,1.8,10.0,2.0,1,4,4
MCG+02-06-056,--,IC 1791,2,14.95,+,12,14,14.5,4.0,4.0,--,--,1,--,--
MCG+02-06-057,--,NGC  876,2,15.2,+,14,17,14.5,3.5,1.0,20.0,3.0,3,6,5
MCG+02-06-058,*,NGC  877,2,15.3,+,14,19,12.0,11.0,4.0,20.0,14.0,1,2,2
MCG+02-06-059,--,--,2,15.8,+,12,59,15.0,--,--,14.0,2.0,1,3,5
MCG+02-07-001,--,--,2,18.4,+,13,54,16.0,2.0,1.0,6.0,6.0,3,5,1
MCG+02-07-002,--,--,2,18.5,+,13,28,15.5,1.0,1.0,6.0,4.0,3,4,2
MCG+02-07-003,--,--,2,18.75,+,13,57,14.5,--,--,24.0,1.5,3,5,5
MCG+02-07-004,--,IC  222,2,20.05,+,11,24,14.5,3.0,3.0,6.0,4.0,2,3,1
MCG+02-07-005,--,--,2,22.3,+,14,50,15.0,--,--,3.0,2.5,--,2,1
MCG+02-07-006,*,--,2,22.7,+,10,51,14.0,2.0,1.5,12.0,10.0,3,4,1
MCG+02-07-007,*,--,2,22.8,+,11,14,14.5,3.0,1.0,18.0,4.0,3,5,3
MCG+02-07-008,--,--,2,23.5,+,12,12,15.0,1.0,0.5,6.0,6.0,4,5,2
MCG+02-07-009,*,NGC  927,2,23.9,+,11,55,13.5,6.0,4.0,12.0,12.0,2,3,1
MCG+02-07-010,--,--,2,25.7,+,10,9,14.5,--,--,6.0,4.0,2,3,1
MCG+02-07-011,--,--,2,26.75,+,9,57,14.5,3.0,2.0,12.0,5.0,1,6,2
MCG+02-07-012,--,--,2,27.05,+,9,57,15.0,2.0,2.0,6.0,4.0,2,5,2
MCG+02-07-013,--,--,2,27.2,+,9,37,15.5,2.0,1.0,10.0,5.0,2,6,2
MCG+02-07-014,*,IC 1817,2,31.05,+,10,57,15.5,--,--,3.0,1.5,--,1,2
MCG+02-07-015,*,--,2,31.05,+,10,57,15.5,--,--,6.0,3.0,1,2,2
MCG+02-07-016,--,IC  238,2,32.6,+,12,37,14.5,5.0,3.0,12.0,5.0,1,--,--
MCG+02-07-017,*,--,2,33.3,+,10,13,15.5,1.8,1.8,6.0,6.0,2,5,1
MCG+02-07-018,--,NGC  990,2,33.5,+,11,24,13.5,3.5,3.5,--,--,1,--,--
MCG+02-07-019,--,--,2,34.1,+,10,51,15.5,3.5,1.5,10.0,2.0,2,5,4
MCG+02-07-020,*,NGC 1024,2,36.5,+,10,38,14.0,12.0,5.0,43.0,16.0,1,6,3
MCG+02-07-021,*,--,2,36.6,+,12,27,17.0,1.8,1.8,3.0,3.0,1,6,--
MCG+02-07-022,*,--,2,36.7,+,12,27,16.0,6.0,2.0,12.0,3.0,3,5,4
MCG+02-07-023,*,NGC 1028,2,36.8,+,10,37,14.5,--,--,8.0,3.0,2,3,2
MCG+02-07-024,*,NGC 1029,2,36.8,+,10,34,14.0,--,--,12.0,3.0,--,1,5
MCG+02-07-025,--,--,2,37.8,+,15,29,15.5,0.7,0.7,10.0,6.0,1,6,2
MCG+02-08-001,*,IC 1839,2,41.9,+,15,1,15.0,4.0,2.0,10.0,4.0,1,3,2
MCG+02-08-002,--,--,2,42.4,+,13,57,15.5,--,--,6.0,2.5,--,1,3
MCG+02-08-003,*,--,2,43.6,+,12,52,14.5,4.0,2.0,12.0,12.0,2,4,2
MCG+02-08-004,--,--,2,44.25,+,15,12,15.0,3.0,3.0,10.0,10.0,1,--,--
MCG+02-08-005,--,--,2,44.5,+,15,11,15.0,1.8,1.7,4.0,3.0,1,3,2
MCG+02-08-006,--,IC 1846,2,45.0,+,13,2,15.0,2.5,2.5,--,--,1,--,--
MCG+02-08-007,--,--,2,45.2,+,10,11,16.0,--,--,4.0,4.0,3,4,1
MCG+02-08-008,--,--,2,45.4,+,13,30,16.0,--,--,6.0,4.0,--,4,1
MCG+02-08-009,--,--,2,45.8,+,14,3,15.0,4.0,2.0,6.0,5.0,2,4,2
MCG+02-08-010,--,--,2,45.9,+,14,6,14.0,--,--,10.0,9.0,--,3,1
MCG+02-08-011,*,IC 1852,2,46.3,+,13,0,14.0,4.0,3.5,12.0,7.0,2,3,1
MCG+02-08-012,--,--,2,46.5,+,14,19,15.5,2.0,2.0,8.0,8.0,2,5,1
MCG+02-08-013,--,IC 1857,2,46.8,+,14,25,15.0,5.0,3.0,10.0,4.0,2,4,2
MCG+02-08-014,--,--,2,47.45,+,12,37,15.0,--,--,3.0,2.5,--,2,1
MCG+02-08-015,*,--,2,47.5,+,12,40,15.0,1.8,1.5,5.0,3.0,3,5,1
MCG+02-08-016,--,NGC 1115,2,47.7,+,13,3,16.0,--,--,6.0,2.0,--,2,3
MCG+02-08-017,--,NGC 1116,2,47.8,+,13,7,15.0,4.0,1.8,12.0,2.0,2,5,4
MCG+02-08-018,--,--,2,47.85,+,14,47,15.5,2.5,2.5,4.0,4.0,2,4,1
MCG+02-08-019,*,--,2,48.5,+,12,58,15.5,--,--,4.0,2.0,--,1,1
MCG+02-08-020,*,--,2,48.5,+,12,58,15.5,--,--,3.0,3.0,--,1,1
MCG+02-08-021,--,--,2,48.7,+,13,22,15.0,3.0,1.0,10.0,6.0,2,3,1
MCG+02-08-022,--,--,2,49.4,+,11,55,15.0,3.0,2.0,8.0,3.0,2,3,2
MCG+02-08-023,--,--,2,49.4,+,13,47,15.0,3.0,2.5,--,--,1,5,--
MCG+02-08-024,--,NGC 1127,2,50.2,+,13,2,15.0,2.0,2.0,5.0,5.0,2,3,1
MCG+02-08-025,*,--,2,50.4,+,12,50,14.5,4.0,3.5,10.0,10.0,2,5,1
MCG+02-08-026,--,--,2,50.75,+,12,26,15.0,3.8,1.5,8.0,8.0,2,5,1
MCG+02-08-027,*,NGC 1134,2,50.9,+,12,49,13.0,8.0,6.5,26.0,8.0,1,4,3
MCG+02-08-028,*,IC  267,2,51.1,+,12,39,13.5,16.0,4.0,20.0,18.0,3,6,--
MCG+02-08-029,*,--,2,51.2,+,14,47,15.5,--,--,4.0,3.0,2,3,2
MCG+02-08-030,*,--,2,51.2,+,14,47,15.5,--,--,6.0,3.0,2,3,2
MCG+02-08-031,*,--,2,51.4,+,11,37,15.0,3.0,2.5,6.0,6.0,1,4,--
MCG+02-08-032,--,--,2,51.75,+,11,32,15.0,--,--,14.0,2.0,3,5,5
MCG+02-08-033,--,--,2,51.9,+,11,48,15.5,3.0,1.6,10.0,4.0,1,5,4
MCG+02-08-034,--,--,2,51.95,+,15,23,15.5,2.0,2.0,6.0,6.0,1,5,--
MCG+02-08-035,--,--,2,52.6,+,12,0,15.0,5.0,1.8,12.0,5.0,2,5,3
MCG+02-08-036,--,--,2,54.75,+,10,16,14.5,3.0,2.5,8.0,6.0,1,4,1
MCG+02-08-037,*,--,2,54.75,+,10,16,15.0,--,--,2.0,2.0,--,1,1
MCG+02-08-038,*,--,2,54.8,+,10,15,14.5,1.6,1.5,6.0,4.0,2,4,1
MCG+02-08-039,*,--,2,55.2,+,12,50,15.0,1.5,1.0,8.0,8.0,2,4,1
MCG+02-08-040,--,--,2,55.3,+,10,58,14.0,4.0,2.0,16.0,14.0,3,4,2
MCG+02-08-041,*,--,2,55.6,+,10,55,15.0,--,--,2.5,2.0,--,1,--
MCG+02-08-042,*,--,2,55.65,+,10,54,15.5,--,--,6.0,2.5,2,3,5
MCG+02-08-043,*,--,2,56.3,+,13,24,17.0,--,--,3.0,2.0,1,4,--
MCG+02-08-044,*,--,2,56.3,+,13,23,15.5,2.0,2.0,10.0,10.0,2,4,1
MCG+02-08-045,--,--,2,57.0,+,15,7,15.0,3.0,3.0,8.0,8.0,2,5,1
MCG+02-08-046,--,NGC 1166,2,57.8,+,11,39,14.0,3.0,2.5,12.0,10.0,2,5,1
MCG+02-08-047,--,NGC 1168,2,58.1,+,11,34,15.0,3.8,2.0,10.0,4.0,2,4,2
MCG+02-08-048,--,--,3,1.2,+,11,53,15.0,2.0,1.6,6.0,6.0,1,5,1
MCG+02-09-001,--,--,3,9.9,+,12,11,15.0,2.0,1.6,10.0,8.0,2,4,1
MCG+02-09-002,--,--,3,14.3,+,15,18,14.5,--,--,7.0,3.0,--,1,3
MCG+02-09-003,*,--,3,18.9,+,13,22,16.0,2.0,1.6,4.0,4.0,2,4,1
MCG+02-09-004,*,--,3,18.9,+,13,22,16.0,2.0,1.6,6.0,3.0,2,4,2
MCG+02-09-005,--,--,3,19.8,+,14,44,15.0,2.0,2.0,14.0,3.0,2,4,3
MCG+02-09-006,--,--,3,21.0,+,14,0,16.0,0.6,0.6,8.0,6.0,2,5,1
MCG+02-09-007,*,--,3,24.4,+,12,22,14.5,2.0,2.0,8.0,8.0,1,5,--
MCG+02-09-008,*,--,3,24.4,+,12,22,15.0,--,--,1.0,1.0,--,1,--
MCG+02-10-001,--,--,3,44.9,+,13,6,15.0,2.0,2.0,16.0,10.0,1,5,2
MCG+02-10-002,--,--,3,46.1,+,13,0,15.0,1.8,1.8,8.0,6.0,1,4,1
MCG+02-10-003,--,IC 2002,3,51.8,+,10,33,14.0,4.0,3.0,10.0,10.0,2,5,1
MCG+02-14-001,*,--,5,15.3,+,13,22,12.0,10.0,10.0,30.0,20.0,1,3,--
MCG+02-15-001,--,--,5,37.6,+,11,27,17.0,0.6,0.6,6.0,4.0,2,5,2
MCG+02-15-002,*,--,5,47.2,+,13,38,15.0,3.0,2.0,8.0,2.0,2,4,3
MCG+02-16-001,*,--,6,6.75,+,13,28,14.0,--,--,20.0,15.0,2,6,--
MCG+02-18-001,--,--,6,41.25,+,12,27,16.0,2.0,1.8,10.0,4.0,1,6,3
MCG+02-18-002,*,IC  454,6,43.8,+,12,58,14.0,6.0,2.0,16.0,8.0,2,4,2
MCG+02-18-003,--,--,6,55.25,+,12,44,14.5,--,--,4.0,4.0,--,1,1
MCG+02-18-004,--,--,6,55.75,+,12,44,14.5,3.5,2.0,6.0,6.0,1,4,2
MCG+02-18-005,--,--,6,56.25,+,14,22,17.0,4.0,3.0,14.0,12.0,3,5,1
MCG+02-18-006,--,--,6,58.75,+,14,12,14.5,4.0,3.0,10.0,10.0,2,5,1
MCG+02-18-007,*,--,6,59.6,+,11,18,15.0,2.0,2.0,12.0,12.0,2,4,1
MCG+02-18-008,--,--,7,3.5,+,13,23,16.0,2.5,2.0,7.0,3.0,2,4,3
MCG+02-19-001,--,NGC 2350,7,10.4,+,12,21,14.1,6.0,2.5,12.0,6.0,2,3,3
MCG+02-19-002,--,--,7,11.1,+,10,35,14.9,6.0,3.0,15.0,8.0,4,5,--
MCG+02-19-003,--,--,7,22.4,+,9,36,15.2,1.6,1.5,10.0,8.0,1,5,--
MCG+02-19-004,*,NGC 2402,7,28.0,+,9,45,15.4,2.5,2.5,--,--,1,--,--
MCG+02-19-005,--,--,7,28.3,+,13,10,15.1,--,--,14.0,4.0,3,6,4
MCG+02-20-001,--,--,7,29.7,+,11,0,15.0,1.8,1.5,10.0,8.0,3,5,1
MCG+02-20-002,--,NGC 2416,7,32.9,+,11,43,14.3,6.0,4.5,10.0,6.0,1,5,2
MCG+02-20-003,--,--,7,32.9,+,11,49,15.0,6.0,2.5,8.0,4.0,--,1,2
MCG+02-20-004,--,--,7,34.3,+,13,43,14.1,5.0,4.0,12.0,10.0,2,3,1
MCG+02-20-005,--,--,7,34.4,+,10,1,15.1,4.0,3.0,10.0,8.0,3,5,1
MCG+02-20-006,--,--,7,37.7,+,13,59,14.7,2.5,2.0,20.0,8.0,2,5,2
MCG+02-20-007,--,--,7,42.5,+,11,11,14.8,--,--,8.0,6.0,2,3,2
MCG+02-20-008,--,--,7,43.9,+,9,21,15.1,2.0,2.0,8.0,4.0,1,5,--
MCG+02-20-009,--,--,7,48.7,+,14,9,14.6,5.0,3.0,12.0,3.5,1,3,3
MCG+02-20-010,--,--,7,50.6,+,14,45,15.1,4.0,4.0,8.0,8.0,3,4,1
MCG+02-21-001,--,--,7,57.3,+,13,17,15.1,--,--,14.0,6.0,2,5,2
MCG+02-21-002,--,--,7,57.8,+,13,50,14.9,4.0,3.0,--,--,1,--,--
MCG+02-21-003,*,--,7,58.8,+,9,51,14.6,--,--,22.0,2.0,1,5,5
MCG+02-21-004,--,NGC 2508,7,59.2,+,8,42,14.2,3.0,2.0,6.0,4.0,1,4,1
MCG+02-21-005,*,--,7,59.2,+,9,46,14.9,3.5,1.2,8.0,8.0,2,3,1
MCG+02-21-006,--,--,7,59.2,+,11,52,15.1,--,--,6.0,3.0,--,1,2
MCG+02-21-007,*,NGC 2510,7,59.4,+,9,37,14.7,4.0,3.0,--,--,1,--,--
MCG+02-21-008,*,NGC 2511,7,59.5,+,9,32,15.0,4.0,2.5,8.0,3.0,1,4,2
MCG+02-21-009,*,NGC 2513,7,59.7,+,9,33,13.7,7.0,6.0,--,--,1,--,--
MCG+02-21-010,*,--,7,59.7,+,9,44,15.0,4.0,3.0,--,--,1,--,--
MCG+02-21-011,--,--,8,0.7,+,10,11,14.5,--,--,18.0,4.0,1,5,5
MCG+02-21-012,--,--,8,1.0,+,10,6,15.1,3.0,2.5,--,--,1,--,--
MCG+02-21-013,--,--,8,2.1,+,10,55,14.9,5.0,2.5,10.0,6.0,1,5,3
MCG+02-21-014,--,--,8,2.2,+,10,59,15.1,--,--,3.0,2.0,--,1,1
MCG+02-21-015,--,--,8,2.8,+,10,32,15.1,2.0,1.6,10.0,10.0,1,4,1
MCG+02-21-016,--,IC 2226,8,3.4,+,12,41,14.9,2.0,2.0,10.0,10.0,2,4,2
MCG+02-21-017,--,--,8,10.1,+,9,32,15.1,2.0,2.0,9.0,3.0,2,3,2
MCG+02-22-001,--,--,8,21.1,+,10,0,15.1,--,--,8.0,2.0,--,2,3
MCG+02-22-002,--,--,8,33.7,+,10,49,14.9,5.0,5.0,8.0,8.0,2,6,1
MCG+02-22-003,--,--,8,37.3,+,11,11,14.9,--,--,6.0,2.5,--,2,3
MCG+02-22-004,--,--,8,39.9,+,10,46,14.6,4.0,2.0,14.0,14.0,2,6,1
MCG+02-22-005,*,NGC 2648,8,39.9,+,14,28,13.0,9.0,4.5,28.0,10.0,1,4,3
MCG+02-22-006,*,--,8,40.0,+,14,27,15.0,--,--,8.0,1.5,2,6,5
MCG+02-22-007,--,--,8,40.2,+,13,50,14.5,4.0,3.0,10.0,8.0,2,4,2
MCG+02-22-008,--,--,8,40.5,+,13,16,14.8,8.0,2.0,26.0,4.0,1,5,5
MCG+02-22-009,--,--,8,40.6,+,10,55,15.0,--,--,10.0,5.0,3,4,2
MCG+02-23-001,--,--,8,42.0,+,10,40,14.9,8.0,2.0,14.0,3.0,2,5,5
MCG+02-23-002,--,NGC 2657,8,42.6,+,9,50,14.0,8.0,4.0,12.0,12.0,2,5,1
MCG+02-23-003,*,--,8,43.1,+,12,58,15.0,5.0,1.8,8.0,2.0,1,5,3
MCG+02-23-004,*,NGC 2661,8,43.2,+,12,49,13.9,--,--,12.0,12.0,2,4,1
