ID,RA2PI,DEC2PI,VMAG,SIZED,TYPE
NGC5923,4.019645984,0.728262871,13.1,0.03,Gxy
NGC5917,4.020984069,-0.128761666,13,0.026666667,Gxy
NGC5915,4.02102043,-0.228492688,12.3,0.026666667,Gxy
NGC5919,4.021296774,0.13473457,15.9,0.005,Gxy
NGC5916,4.021369496,-0.229845318,13.2,0.046666667,Gxy
NGC5920,4.022387605,0.134545493,13.6,0.018333333,Gxy
IC1116,4.02263486,0.147024597,12.9,0.02,Gxy
NGC5921,4.022714854,0.088493041,10.8,0.08,Gxy
NGC5924,4.02312937,0.545109959,14.6,0.013333333,Gxy
IC4542,4.023383897,0.578552406,14.1,0.013333333,Gxy
IC1115,4.024365645,-0.078093788,99,0,*2
NGC5926,4.0291653,0.221933159,13.6,0.013333333,Gxy
NGC5922,4.029747077,0.727045989,99,0,NF
IC1117,4.033368635,0.270336957,14.8,0.008333333,Gxy
NGC5939,4.035041242,1.199559947,13.1,0.015,Gxy
IC1118,4.036030262,0.234669214,14.3,0.016666667,Gxy
IC1119,4.039324571,-0.06385481,14.5,0.01,Gxy
NGC5928,4.04064084,0.315444022,12.2,0.036666667,Gxy
NGC5929,4.040880823,0.727298092,13.1,0.015,Gxy
NGC5930,4.041018995,0.72738051,12.2,0.015,Gxy
IC1120,4.04126625,0.329430896,15,0.005,Gxy
NGC5932,4.043942421,0.848491816,14.3,0.013333333,Gxy
IC4546,4.044684186,0.503561426,14.5,0.011666667,Gxy
NGC5933,4.044909625,0.848472423,14.8,0.008333333,Gxy
IC4547,4.045891372,0.502470595,14.3,0.011666667,Gxy
IC4548,4.046538599,0.503532337,15.6,0.005,Gxy
NGC5925,4.046691315,-0.951698952,8.4,0.333333333,OCL
IC1121,4.048000312,0.118759959,14.3,0.006666667,Gxy
NGC5927,4.049200226,-0.884397117,8,0.1,GCL
NGC5949,4.04921477,1.130328553,12,0.036666667,Gxy
NGC5934,4.050080162,0.749265,13.9,0.021666667,Gxy
NGC5935,4.050371051,0.749526799,14.8,0.011666667,Gxy
IC1123,4.053098128,0.748722008,14.4,0,*
IC4549,4.054596202,0.572918871,14.6,0.008333333,Gxy
IC1122,4.055199795,0.132950456,14.8,0.008333333,Gxy
IC4544,4.055345239,-0.882787536,99,0,NF
IC1139,4.055417961,1.441370466,14.9,0.01,Gxy
NGC5931,4.055679761,0.132174754,14,0.016666667,Gxy
NGC5943,4.056726958,0.746627613,13.2,0.021666667,Gxy
NGC5945,4.056792408,0.749080771,12.8,0.048333333,Gxy
IC4541,4.057577806,-1.23192126,13.3,0.038333333,Gxy
NGC5936,4.057948689,0.226698877,12.5,0.023333333,Gxy
IC1124,4.057955961,0.412566746,14,0.013333333,Gxy
NGC5947,4.060552138,0.745561023,13.7,0.02,Gxy
NGC5937,4.06125027,-0.049378273,12.3,0.031666667,Gxy
IC1143,4.061948401,1.439135475,13.2,0.015,Gxy
NGC5940,4.063577375,0.130157929,13.4,0.013333333,Gxy
NGC5950,4.064479129,0.705646313,13.8,0.025,Gxy
NGC5942,4.064930006,0.127622353,14.4,0.006666667,Gxy
NGC5941,4.065184533,0.128087775,13.9,0.006666667,Gxy
NGC5944,4.065715404,0.127549631,15,0.013333333,Gxy
IC1129,4.066675335,1.191129037,13.1,0.018333333,Gxy
NGC5948,4.070878669,0.069522282,99,0,*2
IC1125,4.071394996,-0.028419778,13.3,0.028333333,Gxy
NGC5963,4.073002153,0.987158225,12.5,0.055,Gxy
NGC5951,4.074114801,0.261930287,12.7,0.06,Gxy
NGC5965,4.075489248,0.989349583,11.7,0.086666667,Gxy
NGC5953,4.077692726,0.265188235,12.3,0.026666667,Gxy
NGC5954,4.077881803,0.265309439,12.2,0.018333333,Gxy
IC4557,4.078027247,0.693409616,14.9,0.006666667,Gxy
NGC5958,4.078914456,0.500128945,12.7,0.016666667,Gxy
NGC5969,4.079045356,0.985262603,14.4,0.008333333,Gxy
NGC5952,4.079438055,0.086558635,14.5,0.006666667,Gxy
IC1127,4.079503505,0.410196007,13.2,0.03,Gxy
IC4552,4.079583499,0.08201593,99,0,NF
NGC5956,4.079598043,0.205081035,12.3,0.026666667,Gxy
IC1126,4.079765304,0.087101626,14.2,0,*
IC4554,4.08004892,0.40979846,15.9,0.005,Gxy
NGC5955,4.08060888,0.088371838,14.9,0.015,Gxy
NGC5961,4.080885224,0.538681329,14.1,0.013333333,Gxy
IC4556,4.081336101,0.441529516,13.9,0.013333333,Gxy
NGC5957,4.081387006,0.21027339,11.7,0.046666667,Gxy
NGC5946,4.081779705,-0.884164407,8.4,0.05,GCL
NGC5971,4.08239057,0.985446833,13.8,0.026666667,Gxy
IC4558,4.083066885,0.442358547,14.6,0.005,Gxy
NGC5966,4.083503218,0.694102899,12.2,0.03,Gxy
IC4559,4.083590484,0.442295521,14.3,0.006666667,Gxy
IC4560,4.083634117,0.694897994,15.7,0.006666667,Gxy
IC4562,4.083859556,0.759097021,12.6,0.02,Gxy
IC4563,4.084324977,0.69519373,14.3,0.013333333,Gxy
NGC5960,4.085408535,0.098887447,14.3,0.011666667,Gxy
NGC5938,4.085968495,-1.166912593,11.8,0.046666667,Gxy
IC4564,4.086026673,0.75954305,13.5,0.021666667,Gxy
NGC5962,4.086368467,0.289860404,11.3,0.05,Gxy
IC4565,4.086630266,0.757914076,14.1,0.015,Gxy
IC4566,4.08713932,0.759911508,13.3,0.026666667,Gxy
IC4561,4.087488386,0.44359967,14.4,0.006666667,Gxy
NGC5976,4.087546564,1.036696487,14.8,0.013333333,Gxy
IC4567,4.089400976,0.755688781,12.8,0.023333333,Gxy
NGC5959,4.090055475,-0.289656782,13.4,0.033333333,Gxy
NGC5964,4.091066311,0.104259182,11.9,0.068333333,Gxy
IC1130,4.091633543,0.300972333,14.8,0.011666667,Gxy
IC1128,4.092273497,-0.030276614,13.6,0.018333333,Gxy
NGC5981,4.09231713,1.036575283,13,0.045,Gxy
NGC5970,4.094978757,0.21269261,11.5,0.05,Gxy
NGC5982,4.095705978,1.03595957,11.1,0.043333333,Gxy
IC1131,4.096549554,0.210855166,13.8,0.011666667,Gxy
NGC5972,4.096731359,0.297161698,13.6,0.016666667,Gxy
NGC5974,4.09732768,0.554311722,14.2,0.01,Gxy
NGC5985,4.099858407,1.035537782,11.1,0.091666667,Gxy
NGC5987,4.101298304,1.013682381,11.7,0.07,Gxy
NGC5968,4.101305576,-0.533251416,12.2,0.035,Gxy
NGC5975,4.101378298,0.374731887,14.2,0.016666667,Gxy
IC1132,4.10201098,0.360938937,13.4,0.02,Gxy
IC4568,4.10207643,0.491344121,14.5,0.01,Gxy
NGC5973,4.102658206,-0.15011286,14.4,0.015,Gxy
NGC5977,4.103952659,0.29895066,13.4,0.02,Gxy
IC4569,4.105036217,0.493797279,14,0.015,Gxy
IC1133,4.10675973,0.271805942,14.1,0.02,Gxy
IC4570,4.107523311,0.492691903,14.1,0.015,Gxy
IC4545,4.107966916,-1.424649243,12.9,0.031666667,Gxy
NGC5980,4.108105088,0.275543856,12.7,0.031666667,Gxy
NGC5989,4.10824326,1.042921495,13.1,0.015,Gxy
IC4572,4.109828601,0.491024144,13.7,0.016666667,Gxy
IC4574,4.110192211,0.492880981,14.8,0.005,Gxy
IC4573,4.111137597,0.41539321,14.7,0.006666667,Gxy
IC4575,4.111675741,0.415528958,14.6,0.011666667,Gxy
NGC5978,4.112221156,-0.230974934,14,0.013333333,Gxy
IC4576,4.112824749,0.41312913,13.9,0.016666667,Gxy
NGC5983,4.113559242,0.143844219,13.9,0.016666667,Gxy
IC4577,4.113559242,0.415267159,14.3,0.013333333,Gxy
IC4579,4.113988302,0.414927789,14.9,0.011666667,Gxy
NGC5984,4.114111929,0.248399138,12.5,0.048333333,Gxy
IC4580,4.115653637,0.49491235,14.5,0.01,Gxy
IC4581,4.119078846,0.493520935,14.4,0.015,Gxy
IC1145,4.119580628,1.264156522,14.2,0.025,Gxy
NGC5992,4.120540559,0.717083068,13.7,0.015,Gxy
NGC5993,4.120984163,0.717693933,13.1,0.02,Gxy
NGC5988,4.12143504,0.17964771,13.8,0.02,Gxy
IC1134,4.123224003,0.296056323,13.9,0.01,Gxy
NGC5991,4.124554816,0.429893987,14,0.016666667,Gxy
IC1135,4.125863813,0.308923278,14.7,0.011666667,Gxy
IC4582,4.126205607,0.490238746,14,0.021666667,Gxy
NGC5986,4.127958208,-0.659482354,7.6,0.16,GCL
NGC5990,4.128896323,0.042159398,12.4,0.026666667,Gxy
IC4583,4.129296294,0.415543502,14.3,0.016666667,Gxy
NGC6011,4.130059875,1.259589577,13.5,0.033333333,Gxy
NGC5994,4.131572494,0.311943667,14.8,0.006666667,Gxy
NGC5996,4.13198701,0.312132744,12.8,0.028333333,Gxy
NGC5997,4.134074133,0.145240483,14.2,0.008333333,Gxy
IC1136,4.13456137,-0.026960489,14.3,0.008333333,Gxy
NGC5979,4.13505588,-1.068442087,11.5,0.005,PN
NGC6002,4.135288591,0.499348395,99,0,*
NGC6001,4.135404946,0.499891387,13.6,0.016666667,Gxy
IC4555,4.137506614,-1.364488713,12.8,0.031666667,Gxy
IC1138,4.137579336,0.457382923,14.5,0.015,Gxy
NGC5967,4.13759388,-1.320743974,12,0.045,Gxy
IC1146,4.138030212,1.211016094,13.8,0.015,Gxy
NGC5995,4.138241106,-0.240108824,13.6,0.015,Gxy
IC1137,4.138801066,0.149889846,14.5,0.005,Gxy
IC4571,4.140182785,-1.175018678,12.6,0.023333333,Gxy
IC1140,4.142633518,0.33360999,99,0,*3
NGC6003,4.142655335,0.33217979,13.4,0.015,Gxy
NGC5998,4.142975312,-0.499164166,99,0.033333333,*Grp
IC1141,4.144211587,0.216406283,13.9,0.011666667,Gxy
NGC6000,4.14438612,-0.512898938,11.9,0.031666667,Gxy
IC1147,4.145993277,1.214051028,14.6,0.01,Gxy
NGC6004,4.146815036,0.330555664,12.3,0.03,Gxy
IC1142,4.147040475,0.316602726,13.5,0.023333333,Gxy
IC1144,4.151091093,0.757792872,13.5,0.016666667,Gxy
NGC6015,4.151367437,1.087490416,11.1,0.09,Gxy
NGC5999,4.154501757,-0.98563591,9,0.05,OCL
NGC6019,4.15454539,1.131686031,14.7,0.006666667,Gxy
IC1154,4.155956198,1.228285157,13.3,0.016666667,Gxy
NGC6013,4.157730616,0.709418163,13.6,0.023333333,Gxy
NGC6008,4.157948782,0.368283865,12.9,0.023333333,Gxy
NGC6006,4.158428748,0.209541321,14.2,0.01,Gxy
NGC6024,4.158814175,1.133038662,14.2,0.011666667,Gxy
IC4578,4.159090519,-1.305952309,13.1,0.02,Gxy
NGC6007,4.159934094,0.20873653,13.2,0.028333333,Gxy
NGC6009,4.159999544,0.210457619,14.5,0.008333333,Gxy
NGC6012,4.163599286,0.254856856,12,0.035,Gxy
NGC6010,4.163984713,0.009478107,12.6,0.033333333,Gxy
IC1164,4.167177211,1.231974589,14.4,0,*
NGC6068,4.168828001,1.378751931,12.8,0.016666667,Gxy
NGC6005,4.170420614,-1.002580148,10.7,0.083333333,OCL
NGC6016,4.17096603,0.470666818,14.3,0.016666667,Gxy
NGC6014,4.171155107,0.103527113,12.2,0.028333333,Gxy
IC1152,4.174478505,0.839411256,13.1,0.02,Gxy
IC1153,4.175925674,0.84070086,12.6,0.02,Gxy
NGC6020,4.176289284,0.391041019,12.7,0.023333333,Gxy
NGC6017,4.176820155,0.104700363,13.2,0.013333333,Gxy
NGC6018,4.177867353,0.277032234,13.4,0.023333333,Gxy
NGC6048,4.177896441,1.233753856,12.3,0.036666667,Gxy
NGC6021,4.177932802,0.278491523,13.1,0.023333333,Gxy
NGC6022,4.179183622,0.284188084,14.7,0.011666667,Gxy
NGC6023,4.179299977,0.284672897,13.1,0.023333333,Gxy
IC1149,4.180638063,0.210656393,13.3,0.02,Gxy
IC1150,4.181372555,0.277071019,99,0,NF
IC1151,4.182412481,0.304399966,13,0.04,Gxy
IC1187,4.185161374,1.231460687,15,0.006666667,Gxy
NGC6027,4.185335907,0.362398227,13.5,0.016666667,Gxy
IC4587,4.188172067,0.452757801,14.3,0.006666667,Gxy
IC4584,4.18969923,-1.158593191,15.1,0.03,Gxy
IC4585,4.190033752,-1.157545993,12.3,0.043333333,Gxy
IC1155,4.191386382,0.273769438,14.3,0.013333333,Gxy
IC1156,4.191502737,0.344246802,13.4,0.016666667,Gxy
IC1157,4.192877184,0.270991455,14.8,0.01,Gxy
IC1159,4.193262611,0.269124923,15,0.01,Gxy
IC1160,4.193342605,0.270438768,14.8,0.01,Gxy
IC1162,4.194338897,0.308530579,14.7,0.011666667,Gxy
IC1161,4.194367986,0.273071306,14.1,0.013333333,Gxy
NGC6026,4.194680691,-0.602899749,12.9,0.011166667,PN
NGC6046,4.19526974,0.337886047,13.5,0.021666667,Gxy
IC1163,4.195378823,0.270603604,14,0.011666667,Gxy
IC1158,4.195640622,0.029801497,12.6,0.041666667,Gxy
NGC6030,4.196884169,0.3134175,12.8,0.02,Gxy
NGC6029,4.197429585,0.219470305,14.7,0.02,Gxy
NGC6071,4.198018633,1.229012378,13.9,0.016666667,Gxy
IC1165,4.198091355,0.273953667,14.2,0.013333333,Gxy
IC1166,4.198164077,0.459457926,14.7,0.006666667,Gxy
NGC6038,4.200454822,0.652045312,13.5,0.018333333,Gxy
NGC6032,4.201960168,0.365748289,13.5,0.026666667,Gxy
NGC6025,4.203167354,-1.054726708,5.1,0.25,OCL
NGC6035,4.203632776,0.364613825,13.5,0.015,Gxy
NGC6034,4.20420728,0.300172391,13.5,0.016666667,Gxy
IC1167,4.205727171,0.260858849,14.2,0.011666667,Gxy
IC1168,4.20592352,0.260107388,14.5,0.011666667,Gxy
IC1169,4.207217973,0.239880961,13.3,0.016666667,Gxy
NGC6058,4.208177904,0.710062965,12.9,0.011166667,PN
NGC6040,4.208185176,0.309795942,14.2,0.021666667,Gxy
NGC6033,4.208272443,-0.037005828,13.7,0.018333333,Gxy
NGC6079,4.20833062,1.215903016,12.7,0.023333333,Gxy
NGC6037,4.208410614,0.066594007,14.1,0.011666667,Gxy
NGC6036,4.208476064,0.067510305,13.4,0.018333333,Gxy
IC1170,4.208541514,0.309296584,14.9,0.006666667,Gxy
NGC6041,4.208846947,0.309296584,13.3,0.021666667,Gxy
NGC6042,4.209116018,0.308928126,14,0.013333333,Gxy
IC1171,4.210017772,0.313785959,14.1,0,*
NGC6051,4.210359565,0.417696075,13.1,0.026666667,Gxy
NGC6044,4.210577732,0.311895185,14.3,0.01,Gxy
NGC6043,4.210715904,0.310246819,14.3,0.011666667,Gxy
IC4588,4.210912253,0.417424579,15,0.005,Gxy
NGC6045,4.211188597,0.309936538,13.9,0.021666667,Gxy
NGC6047,4.211261319,0.309442028,13.5,0.018333333,Gxy
IC1173,4.21153039,0.304079989,14.7,0.015,Gxy
NGC6064,4.211566752,0.358529413,13,0.013333333,Gxy
IC1177,4.2120249,0.319661901,15.3,0.008333333,Gxy
IC1175,4.212257611,0.317005122,99,0,*2
NGC6050,4.212315789,0.309921994,14.7,0.015,Gxy
IC1174,4.212563044,0.262240568,13.4,0.016666667,Gxy
IC1180,4.212788482,0.316767563,99,0,*
NGC6056,4.212868476,0.313509615,13.9,0.015,Gxy
NGC6055,4.212984832,0.316942096,13.7,0.016666667,Gxy
IC1178,4.213006648,0.307211885,14.1,0.016666667,Gxy
IC1181,4.213072098,0.307066441,14.8,0.013333333,Gxy
IC1182,4.21327572,0.310717088,14.2,0.016666667,Gxy
NGC6049,4.213355714,0.141313492,6.3,0,*
NGC6054,4.213377531,0.310101375,14.2,0.013333333,Gxy
NGC6057,4.213479341,0.31703421,14.7,0.01,Gxy
IC1201,4.213624786,1.2146425,15,0.02,Gxy
IC1184,4.213726596,0.31047953,99,0,*2
IC1186,4.213821135,0.303027943,14.6,0.013333333,Gxy
IC1185,4.213850224,0.309223862,13.9,0.013333333,Gxy
NGC6060,4.214402912,0.374974294,13.1,0.033333333,Gxy
IC1190,4.214417456,0.318008686,14.7,0.021666667,Gxy
IC1188,4.215501015,0.304739336,15,0.006666667,Gxy
IC1189,4.216031886,0.317344491,14.5,0.011666667,Gxy
NGC6061,4.216140969,0.318522588,13.6,0.016666667,Gxy
NGC6062,4.216635479,0.345172797,13.6,0.02,Gxy
IC1191,4.217071811,0.318852262,15.5,0.008333333,Gxy
IC1193,4.217311794,0.309165684,14.3,0.011666667,Gxy
IC1192,4.217369971,0.310251667,14.8,0.01,Gxy
NGC6094,4.217428149,1.265276441,13.2,0.03,Gxy
IC1194,4.217784487,0.310377719,15.6,0.005,Gxy
IC1195,4.217937203,0.300056035,14.8,0.01,Gxy
NGC6063,4.220286126,0.139267578,13.1,0.028333333,Gxy
NGC6059,4.220293398,-0.111928935,99,0,NF
IC1204,4.220446114,1.220537835,14.7,0.01,Gxy
NGC6065,4.220998802,0.242397144,14,0.013333333,Gxy
IC4589,4.221129701,-0.111448969,15.1,0,*
NGC6031,4.221835105,-0.942768684,8.5,0.05,OCL
NGC6066,4.221893283,0.24337162,14,0.011666667,Gxy
NGC6069,4.222358704,0.679480918,14.3,0.013333333,Gxy
NGC6091,4.223180463,1.220077262,14.1,0.013333333,Gxy
IC1196,4.223580435,0.188146493,13.7,0.018333333,Gxy
IC1197,4.224954881,0.131583281,13.4,0.048333333,Gxy
IC4590,4.225231225,0.49704553,14.7,0.005,Gxy
IC1198,4.2263366,0.215208793,14.3,0.01,Gxy
NGC6070,4.232321625,0.012391838,11.8,0.06,Gxy
NGC6073,4.233216106,0.291469985,13.5,0.021666667,Gxy
IC1199,4.234925075,0.175231057,13.6,0.021666667,Gxy
NGC6088,4.235630479,1.002900125,15,0.011666667,Gxy
NGC6095,4.237586702,1.069329296,12.6,0.03,Gxy
NGC6076,4.237724874,0.469003907,14,0.006666667,Gxy
NGC6077,4.237804868,0.469910509,13.3,0.02,Gxy
NGC6074,4.238044851,0.248859711,14.4,0.006666667,Gxy
NGC6075,4.238430278,0.418268155,13.9,0.015,Gxy
NGC6090,4.239746547,0.915560941,13.7,0.04,Gxy
IC4593,4.240022891,0.210695178,10.7,0.011666667,PN
IC4592,4.241120994,-0.339636224,99,2.5,Nb
NGC6078,4.241542781,0.24800159,15.2,0.008333333,Gxy
IC4591,4.242459079,-0.487431675,99,0.2,Nb
NGC6085,4.243702626,0.512525631,13,0.025,Gxy
NGC6086,4.243738987,0.51461033,12.8,0.028333333,Gxy
NGC6089,4.244080781,0.576574367,13.8,0.015,Gxy
NGC6081,4.245280695,0.172225212,13.5,0.03,Gxy
NGC6072,4.245382506,-0.632323092,11.7,0.027166667,PN
NGC6080,4.245404322,0.038009393,13.6,0.02,Gxy
NGC6067,4.246306076,-0.946298128,5.6,0.25,OCL
NGC6083,4.246429703,0.247594347,14.6,0.011666667,Gxy
NGC6092,4.250203978,0.490893245,99,0,*2
IC1205,4.251025737,0.166460777,13.7,0.008333333,Gxy
NGC6084,4.251083915,0.309936538,13.9,0.016666667,Gxy
NGC6111,4.251527519,1.104119525,14,0.011666667,Gxy
NGC6135,4.251687508,1.134173126,14.2,0.015,Gxy
NGC6097,4.251782046,0.612770556,13.9,0.018333333,Gxy
IC1210,4.25205839,1.09146104,13.1,0.026666667,Gxy
NGC6096,4.253265576,0.463549753,14.3,0.015,Gxy
IC1206,4.255185438,0.197173724,13.6,0.018333333,Gxy
IC1203,4.255403605,-0.389877466,99,0,NF
IC1212,4.256472619,1.12094256,14.6,0.008333333,Gxy
NGC6098,4.256712602,0.339670161,13.4,0.016666667,Gxy
IC1215,4.256785324,1.193756727,13.2,0.018333333,Gxy
NGC6099,4.256821685,0.339534413,14.2,0.021666667,Gxy
NGC6082,4.256858046,-0.597658914,99,0,NF
NGC6102,4.256923495,0.491465325,13.9,0.02,Gxy
NGC6103,4.257476183,0.557875103,13.9,0.011666667,Gxy
IC1208,4.257716166,0.637525143,14.4,0.016666667,Gxy
IC1216,4.258261581,1.192922847,14.1,0.016666667,Gxy
IC4596,4.258865174,-0.394875895,14,0.025,Gxy
IC1217,4.258872446,1.216082397,99,0,NF
IC4600,4.258988802,-0.397639333,15.5,0.006666667,Gxy
IC1214,4.259432406,1.151369467,14,0.023333333,Gxy
NGC6104,4.26082867,0.623213443,13.3,0.013333333,Gxy
IC1218,4.261315907,1.190367879,13.6,0.018333333,Gxy
IC1211,4.262377649,0.925131163,12.7,0.016666667,Gxy
NGC6100,4.262406738,0.014680158,13,0.03,Gxy
NGC6093,4.263148503,-0.400979699,7.3,0.166666667,GCL
NGC6105,4.263635741,0.608761147,14.4,0.01,Gxy
NGC6123,4.26439205,1.081042394,13.7,0.013333333,Gxy
NGC6107,4.264428411,0.609158694,13.8,0.025,Gxy
NGC6108,4.26482111,0.613235977,14.4,0.018333333,Gxy
IC4597,4.265853763,-0.59980179,13.7,0.02,Gxy
NGC6109,4.265911941,0.61093796,12.7,0.016666667,Gxy
NGC6110,4.266159196,0.612392401,14.8,0.01,Gxy
NGC6112,4.267366382,0.612799645,14,0.016666667,Gxy
IC4598,4.268289952,-0.548755758,13.8,0.025,Gxy
NGC6114,4.269038989,0.613909868,14.3,0.02,Gxy
IC1209,4.270202542,0.271553839,13.3,0.018333333,Gxy
NGC6106,4.270747958,0.12934829,12.2,0.04,Gxy
NGC6087,4.271097023,-1.010540789,5.4,0.25,OCL
NGC6116,4.271293373,0.613551106,14.3,0.036666667,Gxy
NGC6113,4.272464198,0.246678049,14.1,0.015,Gxy
NGC6125,4.272507831,1.012024319,12,0.023333333,Gxy
NGC6117,4.273016886,0.647434734,13.6,0.02,Gxy
IC4599,4.273380496,-0.737566446,12.4,0.004166667,PN
IC1207,4.273584118,-0.517373768,99,0,*Grp
NGC6130,4.274129533,1.005571449,13.5,0.016666667,Gxy
NGC6119,4.27474767,0.659850813,15.3,0.011666667,Gxy
NGC6120,4.275191275,0.659283581,13.9,0.016666667,Gxy
NGC6122,4.276740255,0.659710217,14.6,0.015,Gxy
NGC6133,4.277292942,0.988787199,99,0,*3
IC4601,4.277365664,-0.350491203,99,0.333333333,Nb
IC4595,4.279241893,-1.224217571,12,0.045,Gxy
NGC6140,4.280201824,1.141270798,11.3,0.105,Gxy
NGC6136,4.280376357,0.97686563,14.8,0.015,Gxy
NGC6126,4.282441664,0.634902301,13.6,0.016666667,Gxy
NGC6143,4.283496133,0.961438859,13.1,0.016666667,Gxy
NGC6129,4.283561583,0.66316209,14,0.013333333,Gxy
NGC6118,4.283961554,-0.039856533,11.7,0.078333333,Gxy
NGC6131,4.284223354,0.679573033,13.3,0.016666667,Gxy
NGC6172,4.285525079,-0.026427194,12.8,0.013333333,Gxy
NGC6137,4.289372075,0.661872486,12.4,0.031666667,Gxy
NGC6141,4.289604786,0.713112444,14.9,0.005,Gxy
NGC6142,4.2906738,0.65028059,13.8,0.033333333,Gxy
NGC6121,4.29172827,-0.462943736,5.4,0.6,GCL
NGC6132,4.29196098,0.205716141,13.6,0.025,Gxy
NGC6115,4.295458911,-0.906756724,9.8,0.056666667,OCL
IC1219,4.295502544,0.340053164,14.2,0.018333333,Gxy
NGC6145,4.298047816,0.714649303,14.2,0.013333333,Gxy
NGC6147,4.298295071,0.71434387,15.1,0.006666667,Gxy
NGC6146,4.298615048,0.713708764,12.5,0.021666667,Gxy
NGC6124,4.299124102,-0.709772077,5.8,0.666666667,OCL
IC4603,4.299618612,-0.42702389,99,0.583333333,Nb
NGC6154,4.300098578,0.869876947,12.7,0.035,Gxy
IC4604,4.300273111,-0.409163354,99,1,Nb
NGC6157,4.301385758,0.966233666,14.5,0.01,Gxy
NGC6101,4.301407575,-1.260147112,9.2,0.083333333,GCL
NGC6150,4.301502113,0.706664422,14,0.021666667,Gxy
NGC6155,4.302840199,0.844172126,12.3,0.021666667,Gxy
NGC6148,4.306890818,0.420498298,16.1,0.01,Gxy
NGC6144,4.30762531,-0.454207393,9,0.123333333,GCL
NGC6149,4.308367075,0.3420409,13.5,0.018333333,Gxy
NGC6159,4.308425253,0.744911373,14.2,0.023333333,Gxy
NGC6170,4.309247012,1.039571432,13.8,0.011666667,Gxy
NGC6139,4.3095379,-0.678031326,9.1,0.136666667,GCL
NGC6158,4.309574261,0.687368837,13.7,0.015,Gxy
NGC6160,4.309588806,0.71431963,13.2,0.03,Gxy
NGC6134,4.309770611,-0.858076582,7.2,0.1,OCL
NGC6161,4.312461327,0.572647376,14.9,0.015,Gxy
NGC6162,4.312584954,0.573335811,13.6,0.015,Gxy
NGC6163,4.312984925,0.57328733,14.4,0.01,Gxy
NGC6166,4.313763051,0.69030196,11.8,0.031666667,Gxy
NGC6174,4.31705736,0.713403332,14,0.01,Gxy
NGC6182,4.317791853,0.968968016,13.5,0.023333333,Gxy
IC1220,4.318104558,0.147490018,14,0.016666667,Gxy
NGC6173,4.318599068,0.71228826,12.1,0.031666667,Gxy
NGC6175,4.319500821,0.709132123,13.7,0.021666667,Gxy
IC4605,4.320598924,-0.438334594,99,0.5,Nb
IC4607,4.320838907,0.428904967,15,0.006666667,Gxy
NGC6180,4.322155176,0.707551631,14.1,0.015,Gxy
NGC6177,4.322511514,0.611834866,13.6,0.028333333,Gxy
NGC6179,4.323100563,0.612659049,15.3,0.006666667,Gxy
NGC6168,4.325602202,0.35229471,14.2,0.023333333,Gxy
NGC6153,4.326278517,-0.702548353,10.9,0.006666667,PN
NGC6184,4.32655486,0.708002507,14,0.013333333,Gxy
NGC6187,4.326714849,1.00718103,14.4,0.006666667,Gxy
NGC6189,4.327013009,1.040681655,12.7,0.031666667,Gxy
NGC6190,4.328881966,1.01995587,12.6,0.023333333,Gxy
NGC6181,4.329921891,0.34602122,11.9,0.041666667,Gxy
NGC6251,4.330729106,1.440565676,12.6,0.03,Gxy
NGC6171,4.330736378,-0.227818797,7.8,0.216666667,GCL
NGC6217,4.331230888,1.364832931,11.2,0.05,Gxy
NGC6252,4.331347244,1.441244415,14.2,0.011666667,Gxy
NGC6152,4.331689037,-0.918799496,8.1,0.416666667,OCL
IC4609,4.332888951,0.397901132,14.3,0.013333333,Gxy
NGC6185,4.334074321,0.616838143,13.4,0.02,Gxy
IC4610,4.335630573,0.685172631,15.2,0.01,Gxy
NGC6164,4.335761472,-0.839144608,99,0.016666667,Nb
IC4611,4.335841466,0.683916964,15,0.008333333,Gxy
IC4612,4.336394154,0.685274442,13.8,0.01,Gxy
NGC6165,4.337288635,-0.840395427,99,0.041666667,Nb
NGC6169,4.337506801,-0.768735117,6.6,0.2,OCL
NGC6186,4.338990331,0.375968162,12.9,0.025,Gxy
NGC6167,4.339681191,-0.868684306,6.7,0.116666667,OCL
IC1221,4.340161156,0.809687329,13.8,0.021666667,Gxy
NGC6156,4.340968371,-1.058004048,11.5,0.026666667,Gxy
IC1222,4.342161013,0.806579673,13.5,0.028333333,Gxy
NGC6198,4.343731809,1.003341306,13.6,0.016666667,Gxy
IC1223,4.344589929,0.85907045,14.4,0.015,Gxy
NGC6178,4.345200795,-0.796684626,7.2,0.083333333,OCL
NGC6195,4.348240576,0.681172918,13,0.025,Gxy
NGC6194,4.348560553,0.631818885,13.8,0.016666667,Gxy
IC1225,4.349673201,1.180351629,14.5,0.023333333,Gxy
IC4613,4.350960381,0.630587459,99,0,NF
IC4614,4.353665641,0.630320811,14.3,0.013333333,Gxy
NGC6196,4.354145607,0.629593591,12.9,0.033333333,Gxy
NGC6197,4.354581939,0.628245809,14.6,0.021666667,Gxy
NGC6151,4.356349085,-1.278487614,99,0.008333333,*Grp
NGC6199,4.361061474,0.629356032,14.8,0,*
NGC6214,4.361272368,1.15261059,13.5,0.016666667,Gxy
NGC6188,4.36368674,-0.849306303,99,0.333333333,Nb
NGC6206,4.363897634,1.023063526,13.6,0.011666667,Gxy
NGC6201,4.364370328,0.414782345,14.6,0.006666667,Gxy
