ID,RA2PI,DEC2PI,VMAG,SIZED,TYPE
NGC283,0.232208785,-0.229743507,14.1,0.026666667,Gxy
NGC284,0.233016,-0.229656241,14.4,0.01,Gxy
NGC299,0.233052361,-1.260064694,11.7,0.011666667,OCL
IC1592,0.233226894,0.10070065,14.1,0.016666667,Gxy
NGC287,0.23331416,0.566926574,14,0.013333333,Gxy
NGC285,0.233423243,-0.229690178,14.7,0.011666667,Gxy
NGC291,0.233423243,-0.153021742,13.9,0.018333333,Gxy
NGC286,0.233459604,-0.22885145,14.1,0.021666667,Gxy
IC1597,0.233590504,-1.014162347,14.2,0.028333333,Gxy
IC1594,0.234543163,-0.831610603,14.4,0.021666667,Gxy
IC1595,0.234674062,-0.788651263,14.3,0.025,Gxy
NGC306,0.236717552,-1.260869485,12.5,0.013333333,OCL
NGC293,0.236783002,-0.126284268,14.2,0.018333333,Gxy
IC1599,0.23799746,-0.410055411,14.8,0.018333333,Gxy
IC1593,0.23849197,0.567576225,99,0,*2
IC1598,0.238651959,0.10077822,13.9,0.016666667,Gxy
IC1596,0.238724681,0.375648185,13.8,0.03,Gxy
IC57,0.239139196,0.206676072,14.5,0.011666667,Gxy
NGC300,0.239495534,-0.657712784,8.1,0.316666667,Gxy
NGC303,0.239590073,-0.290684587,14.3,0.011666667,Gxy
NGC297,0.239902778,-0.128286548,15.5,0.005,Gxy
NGC298,0.240142761,-0.12799566,13.8,0.028333333,Gxy
IC58,0.240157305,-0.238717408,14.4,0.013333333,Gxy
IC1600,0.240288205,-0.41057901,14.8,0.013333333,Gxy
NGC296,0.240520915,0.550515631,12.6,0.036666667,Gxy
IC1601,0.242506227,-0.421555192,13.7,0.015,Gxy
IC1602,0.243749774,-0.174275974,14.3,0.011666667,Gxy
IC60,0.244651528,-0.233132355,14.5,0.008333333,Gxy
NGC304,0.244782428,0.421099467,13.1,0.018333333,Gxy
NGC312,0.245487831,-0.921238109,12.4,0.023333333,Gxy
NGC301,0.245676909,-0.186284809,14.8,0.011666667,Gxy
NGC330,0.245785992,-1.264704361,9.6,0.023333333,OCL
NGC305,0.245873258,0.210544885,99,0,*Grp
NGC302,0.246178691,-0.186090883,99,0,*
NGC307,0.246709562,-0.030931113,12.8,0.026666667,Gxy
NGC308,0.246840462,-0.031129886,99,0,*
NGC323,0.247378605,-0.924602716,12.6,0.021666667,Gxy
NGC309,0.247444055,-0.173034851,11.9,0.05,Gxy
NGC310,0.247829482,-0.030800213,15.4,0,*
NGC314,0.248156731,-0.557860558,13.4,0.015,Gxy
NGC328,0.248513069,-0.923691266,13.4,0.043333333,Gxy
NGC319,0.248534885,-0.765128103,13.4,0.016666667,Gxy
IC1603,0.248687602,-0.792602495,13.8,0.021666667,Gxy
IC61,0.249233017,0.131025745,13.9,0.02,Gxy
NGC322,0.249436639,-0.763179152,13.4,0.015,Gxy
NGC324,0.24977116,-0.714877165,12.9,0.023333333,Gxy
IC59,0.250781997,1.06715733,99,0.166666667,Nb
NGC311,0.251094702,0.528490546,13,0.025,Gxy
IC1605,0.251429223,-0.853514486,12.9,0.026666667,Gxy
NGC321,0.251560123,-0.088764537,15,0.006666667,Gxy
NGC317,0.251654662,0.764313616,13.4,0.018333333,Gxy
NGC339,0.251981911,-1.299785479,12.8,0.036666667,OCL
NGC313,0.252032816,0.529998316,99,0,*2
NGC325,0.252192805,-0.089229958,14.8,0.021666667,Gxy
NGC315,0.252272799,0.529741365,11.2,0.05,Gxy
NGC316,0.252520054,0.529784998,14.5,0,*
NGC327,0.252723676,-0.089549935,13.4,0.025,Gxy
IC1604,0.253072742,-0.283034227,99,0,NF
NGC329,0.253174552,-0.088497889,13.3,0.025,Gxy
NGC336,0.253290908,-0.320893327,14.7,0.01,Gxy
NGC318,0.253450896,0.531035817,14.4,0.008333333,Gxy
IC1606,0.254694443,-0.212576255,99,0,NF
NGC326,0.25471626,0.468897248,13.2,0.023333333,Gxy
NGC343,0.254810799,-0.405343023,15.5,0.011666667,Gxy
NGC344,0.254919882,-0.405420593,16.1,0.006666667,Gxy
IC62,0.256272512,0.206094296,14.1,0.015,Gxy
NGC320,0.256447045,-0.363731464,13.8,0.013333333,Gxy
IC1607,0.25662885,0.010248961,13.4,0.015,Gxy
NGC332,0.256636122,0.124112302,14,0.016666667,Gxy
NGC334,0.2566943,-0.612882063,13.6,0.02,Gxy
NGC333,0.256803383,-0.287436335,13.9,0.026666667,Gxy
NGC346,0.257799675,-1.259730173,99,0.233333333,Nb
NGC335,0.258861417,-0.318246245,14,0.018333333,Gxy
IC1608,0.259195938,-0.599166684,12.4,0.033333333,Gxy
IC64,0.259210483,0.472276399,14,0.018333333,Gxy
IC63,0.259545004,1.06309944,99,0.166666667,Nb
NGC295,0.259784987,0.554980765,14.2,0.01,Gxy
IC1609,0.260832185,-0.703954313,12.6,0.023333333,Gxy
IC1611,0.260977629,-1.262440281,12,0.016666667,OCL
NGC337,0.261064895,-0.13226202,11.6,0.05,Gxy
IC1612,0.261770299,-1.263109324,12.5,0.011666667,OCL
IC67,0.263079296,-0.120616796,99,0,NF
IC68,0.263370184,-0.121198572,99,0,NF
IC66,0.264155582,0.537503232,14.1,0.02,Gxy
NGC340,0.264330115,-0.119836246,13.7,0.015,Gxy
NGC338,0.264453743,0.535277937,12.8,0.03,Gxy
NGC341,0.265130058,-0.160327884,13,0.02,Gxy
NGC342,0.265420946,-0.118197575,14.4,0.013333333,Gxy
NGC348,0.26556639,-0.92930056,13.8,0.013333333,Gxy
IC65,0.265820917,0.832202076,12.9,0.05,Gxy
IC70,0.266446327,0.000896905,16.3,0.005,Gxy
IC71,0.267558974,-0.118110309,99,0,NF
NGC345,0.267762596,-0.120151375,13.9,0.02,Gxy
IC69,0.267878951,0.541769592,13.7,0.015,Gxy
IC72,0.268678894,-0.118299386,99,0,NF
NGC347,0.268715255,-0.117523684,14.8,0.01,Gxy
IC1610,0.269267943,-0.271708979,12.9,0.023333333,Gxy
NGC349,0.269849719,-0.118677541,13.1,0.021666667,Gxy
NGC350,0.270278779,-0.118599971,14.4,0.011666667,Gxy
NGC351,0.270366046,-0.033796362,13.2,0.025,Gxy
NGC352,0.271187805,-0.074094075,12.6,0.04,Gxy
NGC361,0.271333249,-1.2497721,12,0.026666667,OCL
NGC353,0.272314997,-0.034155124,13.7,0.021666667,Gxy
NGC360,0.27427122,-1.14509113,12.5,0.06,Gxy
NGC355,0.275391139,-0.110367835,15.3,0.016666667,Gxy
NGC356,0.275398412,-0.121964578,13.1,0.03,Gxy
NGC362,0.275929283,-1.23652699,6.8,0.233333333,GCL
NGC354,0.276074727,0.389955036,13.5,0.013333333,Gxy
NGC357,0.276474698,-0.11063933,12,0.041666667,Gxy
NGC371,0.276780131,-1.257771525,99,0.125,OCL
NGC376,0.278772715,-1.271016635,10.9,0.016666667,OCL
IC1615,0.27974719,-0.892435328,13.4,0.021666667,Gxy
IC1617,0.280467139,-0.890685151,13.7,0.023333333,Gxy
NGC359,0.280481683,-0.013342073,13.4,0.025,Gxy
NGC365,0.28060531,-0.612998418,13.4,0.016666667,Gxy
NGC368,0.280845293,-0.755310626,13.8,0.011666667,Gxy
NGC364,0.28221974,-0.014011115,13.1,0.023333333,Gxy
IC1613,0.282706978,0.036976739,9.2,0.276666667,Gxy
IC73,0.283114221,0.083203724,14.6,0.015,Gxy
IC1616,0.283332387,-0.478724421,12.6,0.026666667,Gxy
IC1614,0.284117786,0.579279627,16.6,0.005,Gxy
NGC395,0.284146874,-1.256535251,99,0.283333333,OCL
NGC369,0.284255958,-0.309955931,13.8,0.016666667,Gxy
NGC358,0.284401402,1.082472595,99,0.041666667,*3
IC1624,0.285208616,-1.257378826,12.9,0.011666667,OCL
NGC367,0.287172112,-0.211679349,14.7,0.015,Gxy
IC74,0.287681166,0.071398511,14.8,0.006666667,Gxy
IC1618,0.287681166,0.565709692,14.7,0.02,Gxy
NGC378,0.288851991,-0.526706431,13.1,0.025,Gxy
IC1626,0.288953802,-1.279292405,99,0,OCL
NGC363,0.289121063,-0.288716243,14.7,0.01,Gxy
IC1621,0.289622845,-0.815509941,13.2,0.021666667,Gxy
NGC366,0.289862828,1.086099001,99,0.066666667,OCL
NGC377,0.290531871,-0.354849678,15.1,0.013333333,Gxy
NGC370,0.29122273,0.565995732,99,0,*3
NGC373,0.292219022,0.563896489,14.9,0.006666667,Gxy
NGC374,0.292764438,0.57237588,13.5,0.018333333,Gxy
NGC375,0.292764438,0.564589772,14.5,0.008333333,Gxy
IC75,0.293178953,0.18914521,13.9,0.021666667,Gxy
IC1620,0.293360758,0.243560697,13.4,0.016666667,Gxy
NGC379,0.293484386,0.567585921,12.8,0.023333333,Gxy
NGC380,0.293622558,0.566931422,12.5,0.021666667,Gxy
IC1619,0.293971624,0.577127054,14.6,0.011666667,Gxy
NGC391,0.293978896,0.01615884,13.5,0.015,Gxy
NGC382,0.294080707,0.565544855,13.2,0.011666667,Gxy
NGC406,0.294117068,-1.219568207,12.5,0.043333333,Gxy
NGC383,0.294153429,0.565699996,12.2,0.033333333,Gxy
NGC384,0.294160701,0.563615297,13.1,0.018333333,Gxy
NGC385,0.29432069,0.564080718,13,0.018333333,Gxy
NGC386,0.294611578,0.564832179,14.3,0.006666667,Gxy
NGC387,0.294742477,0.565326689,15.5,0.006666667,Gxy
IC1622,0.295004277,-0.30610651,13.7,0.011666667,Gxy
IC1625,0.295440609,-0.818704863,12,0.026666667,Gxy
IC1623,0.295746042,-0.305548974,13.9,0.015,Gxy
NGC388,0.295767858,0.563925578,14.3,0.01,Gxy
NGC390,0.296247824,0.566073302,99,0,*
NGC411,0.296393268,-1.252598563,12.2,0.021666667,OCL
NGC416,0.29659689,-1.262866917,12.6,0.02,OCL
NGC396,0.29732411,0.07907796,15.7,0.006666667,Gxy
IC1627,0.297491371,-0.804490126,12.9,0.041666667,Gxy
IC76,0.297549549,-0.079490051,15.6,0.015,Gxy
IC1630,0.297927703,-0.816014147,14.3,0.025,Gxy
NGC419,0.297956792,-1.272054136,11.2,0.04,OCL
NGC381,0.298160414,1.074831931,9.3,0.116666667,OCL
NGC392,0.298400397,0.578285759,12.7,0.02,Gxy
NGC394,0.298604018,0.578537862,13.8,0.01,Gxy
NGC389,0.29887309,0.692808447,14,0.021666667,Gxy
NGC397,0.298960356,0.577873667,14.8,0.011666667,Gxy
NGC405,0.299149434,-0.814516073,7.1,0,*
NGC393,0.299389417,0.691916389,12.5,0.028333333,Gxy
IC77,0.299883927,-0.269144315,14.9,0.008333333,Gxy
IC1631,0.299956649,-0.811146618,13.3,0.015,Gxy
IC1628,0.30016027,-0.498853885,12.5,0.018333333,Gxy
IC78,0.300167543,-0.276542572,13.5,0.028333333,Gxy
IC79,0.300320259,-0.278350927,14.2,0.015,Gxy
IC80,0.30042207,-0.268892212,14.1,0.008333333,Gxy
NGC398,0.300603875,0.567493806,14.5,0.013333333,Gxy
NGC399,0.301003846,0.569563961,13.5,0.015,Gxy
NGC400,0.301251101,0.571299594,99,0,*
IC82,0.301491084,-0.279257528,13.8,0.013333333,Gxy
NGC401,0.301629256,0.571769863,99,0,*
IC1644,0.301941961,-1.277503442,99,0,Nb
NGC402,0.302043771,0.572569806,99,0,*
NGC403,0.302101949,0.571624419,12.5,0.03,Gxy
IC1629,0.302385565,0.044821025,14.4,0.006666667,Gxy
IC81,0.30269827,-0.029583331,13.8,0.016666667,Gxy
NGC422,0.302916436,-1.252564627,13.4,0,OCL
NGC404,0.303025519,0.62340252,10.3,0.058333333,Gxy
NGC409,0.303483668,-0.624924835,13,0.021666667,Gxy
IC1641,0.303912728,-1.252603412,99,0,OCL
IC1633,0.30510537,-0.801653966,11.5,0.043333333,Gxy
NGC415,0.30583259,-0.6194222,13.4,0.025,Gxy
NGC412,0.30688706,-0.34932765,99,0,NF
IC83,0.307592464,0.02948152,14.6,0.011666667,Gxy
NGC418,0.308021524,-0.527457892,12.6,0.033333333,Gxy
NGC407,0.308086974,0.578145163,13.4,0.03,Gxy
IC1632,0.308588756,0.308632389,15.5,0.003333333,Gxy
NGC408,0.309141444,0.578615432,14.3,0,*
NGC410,0.309708676,0.57862028,11.5,0.04,Gxy
IC1637,0.309883209,-0.531253984,12.8,0.028333333,Gxy
IC1634,0.310014108,0.308268779,14.7,0.006666667,Gxy
IC1635,0.310057742,0.308079702,14.7,0.005,Gxy
NGC417,0.310195914,-0.316753019,14,0.01,Gxy
NGC414,0.31107585,0.577941541,13.8,0.011666667,Gxy
NGC423,0.3114031,-0.510237311,13.5,0.016666667,Gxy
IC84,0.311650355,0.028637944,14.6,0.013333333,Gxy
NGC424,0.311803071,-0.664684405,12.9,0.038333333,Gxy
IC1636,0.312508475,0.582154572,14.4,0.005,Gxy
NGC432,0.313162973,-1.073857456,13,0.021666667,Gxy
IC1639,0.313177518,-0.011587047,13.1,0.015,Gxy
IC85,0.313395684,-0.007897615,99,0,NF
IC1649,0.313490222,-0.974882743,13.9,0.028333333,Gxy
IC1640,0.313519311,-0.011005271,14.4,0.003333333,Gxy
IC1655,0.313708389,-1.244972444,99,0.016666667,OCL
IC1643,0.314777403,-0.007151002,14.2,0.013333333,Gxy
NGC421,0.314857397,0.560653085,12.1,0.033333333,Gxy
NGC434,0.315199191,-1.016605808,12,0.036666667,Gxy
NGC420,0.315206463,0.560662782,99,0,NF
IC1650,0.315533712,-0.87967988,13.6,0.021666667,Gxy
NGC427,0.315555529,-0.559571951,14,0.016666667,Gxy
IC1638,0.315737334,0.582329105,14.1,0.011666667,Gxy
IC1642,0.316144577,0.274899053,15.5,0.006666667,Gxy
NGC413,0.316435466,-0.048752864,14.1,0.02,Gxy
IC1662,0.31658091,-1.282065539,99,0,OCL
IC1660,0.316951792,-1.252472512,99,0,OCL
IC1646,0.317344491,0.274137896,14.5,0.008333333,Gxy
NGC440,0.317679013,-1.017226369,13.2,0.02,Gxy
NGC426,0.317686285,-0.005056607,12.9,0.023333333,Gxy
NGC428,0.318202611,0.017128467,11.5,0.066666667,Gxy
NGC429,0.318333511,-0.006021386,13.4,0.023333333,Gxy
NGC430,0.318515316,-0.004406956,12.5,0.021666667,Gxy
NGC425,0.318718938,0.676649607,12.7,0.016666667,Gxy
IC1647,0.319577058,0.678676128,15,0.011666667,Gxy
IC1651,0.320529717,0.036104075,99,0,*3
IC86,0.320587895,-0.283460863,14.7,0.011666667,Gxy
NGC438,0.321016955,-0.661504027,12.8,0.023333333,Gxy
IC1648,0.321591459,0.579764441,14.4,0.006666667,Gxy
NGC456,0.321867803,-1.279180898,99,0.25,Nb
NGC439,0.321955069,-0.554093556,11.5,0.041666667,Gxy
NGC441,0.322238685,-0.554820777,12.7,0.023333333,Gxy
NGC435,0.322871367,0.036147708,14.2,0.018333333,Gxy
NGC431,0.323220433,0.588268073,12.9,0.023333333,Gxy
IC1657,0.323380422,-0.569859697,12.4,0.04,Gxy
IC87,0.32403492,0.013366313,14.4,0.01,Gxy
IC1664,0.32423127,-1.21844344,99,0,*2
NGC454,0.324456708,-0.966922102,12.2,0.028333333,Gxy
NGC437,0.324507613,0.103434999,12.8,0.021666667,Gxy
IC88,0.325162112,0.01381719,15.3,0.006666667,Gxy
NGC460,0.32564935,-1.279180898,12.5,0.016666667,OCL
NGC442,0.325692983,-0.017812055,13.4,0.016666667,Gxy
NGC458,0.32663837,-1.248802472,10.5,0.025,OCL
NGC445,0.326711092,0.033466688,14.2,0.008333333,Gxy
IC1652,0.326994708,0.557593911,13.5,0.018333333,Gxy
NGC443,0.32779465,0.582552119,13.1,0.013333333,Gxy
NGC433,0.327918278,1.049393757,99,0.066666667,OCL
IC1654,0.328107355,0.527007016,13.2,0.021666667,Gxy
NGC448,0.328449149,-0.028366448,12.1,0.026666667,Gxy
NGC450,0.329459985,-0.015034072,11.8,0.05,Gxy
NGC447,0.330005401,0.577117358,14,0.036666667,Gxy
NGC465,0.330354466,-1.27974813,11.5,0.033333333,OCL
NGC444,0.330856249,0.542458028,14.3,0.031666667,Gxy
NGC455,0.331438025,0.090378966,12.7,0.033333333,Gxy
NGC436,0.331467114,1.026457222,8.8,0.083333333,OCL
NGC446,0.331881629,0.074952195,12.4,0.033333333,Gxy
IC1659,0.332063435,0.529678339,13.1,0.02,Gxy
NGC449,0.332157973,0.577510057,14.2,0.013333333,Gxy
NGC451,0.332514311,0.577068876,14,0.011666667,Gxy
NGC452,0.332703389,0.541633845,12.5,0.041666667,Gxy
NGC453,0.332870649,0.576215604,99,0,*3
IC90,0.333816036,-0.139219097,13.6,0.015,Gxy
NGC466,0.336957629,-1.028168614,12.7,0.028333333,Gxy
NGC461,0.337452139,-0.590638811,13.3,0.02,Gxy
IC1665,0.339248373,0.605658339,99,0,*3
NGC459,0.340935525,0.30652345,14.4,0.011666667,Gxy
NGC462,0.341131875,0.073764402,14.7,0.006666667,Gxy
IC91,0.343204453,0.044578618,15.7,0.008333333,Gxy
IC1667,0.343408075,-0.297583486,13.6,0.016666667,Gxy
IC1670,0.343880768,-0.29327834,13.6,0.031666667,Gxy
IC1668,0.344208017,0.578964498,15.2,0.005,Gxy
NGC463,0.344571628,0.284929849,14.1,0.016666667,Gxy
IC1674,0.344702527,-0.883718378,99,0,NF
IC93,0.344862516,-0.297772563,13.2,0.021666667,Gxy
NGC467,0.34543702,0.057620106,11.8,0.028333333,Gxy
IC95,0.34599698,-0.219450913,15.5,0.006666667,Gxy
NGC464,0.346636934,0.610094384,99,0,*2
NGC457,0.347102355,1.017439687,6.4,0.333333333,OCL
NGC469,0.347102355,0.259564397,14.1,0.011666667,Gxy
NGC484,0.347233255,-1.021444248,11.1,0.031666667,Gxy
NGC470,0.347960475,0.059501183,11.8,0.048333333,Gxy
NGC468,0.348222275,0.571895915,14.3,0.011666667,Gxy
IC1666,0.348585885,0.56665023,13.5,0.018333333,Gxy
NGC473,0.348694968,0.288764725,12.5,0.031666667,Gxy
NGC471,0.349036762,0.258061474,13.3,0.016666667,Gxy
NGC475,0.349204022,0.259385016,15,0.006666667,Gxy
IC94,0.349465822,0.57102325,14.9,0,*
NGC474,0.349553088,0.059622387,11.5,0.118333333,Gxy
IC1669,0.349567633,0.57916812,14.8,0.016666667,Gxy
NGC478,0.349713077,-0.39057075,13.9,0.015,Gxy
NGC476,0.350505747,0.279611442,14.4,0.008333333,Gxy
NGC482,0.35054938,-0.714993521,13.3,0.036666667,Gxy
NGC472,0.351167518,0.57086811,13.3,0.021666667,Gxy
IC96,0.351487495,0.516903499,13.9,0.013333333,Gxy
NGC480,0.351560217,-0.172443378,15.2,0.008333333,Gxy
IC1672,0.351851105,0.518343395,13,0.021666667,Gxy
IC1673,0.352432881,0.576753748,14.1,0.005,Gxy
IC98,0.353051019,-0.219984208,14.8,0.011666667,Gxy
IC1676,0.35332009,0.528136632,14.6,0.008333333,Gxy
IC1675,0.353436446,0.597755876,13.4,0.013333333,Gxy
IC1678,0.353618251,0.097045155,14.4,0.006666667,Gxy
IC1677,0.3539455,0.579720807,14.1,0.015,Gxy
NGC481,0.354345471,-0.160764217,13.3,0.021666667,Gxy
NGC479,0.35457091,0.06741819,13.9,0.018333333,Gxy
NGC491,0.354898159,-0.594522169,12.5,0.023333333,Gxy
NGC477,0.354905431,0.706659573,13,0.025,Gxy
IC1681,0.354970881,0.001580493,13.8,0.016666667,Gxy
NGC485,0.35542903,0.122488177,13.2,0.03,Gxy
NGC486,0.356556222,0.093312089,15,0.003333333,Gxy
IC1679,0.356665305,0.584559248,14.8,0.008333333,Gxy
NGC488,0.356818021,0.091731597,10.3,0.09,Gxy
IC1680,0.357167087,0.580879512,14.4,0.011666667,Gxy
NGC489,0.35734162,0.160681798,12.7,0.028333333,Gxy
NGC487,0.357428886,-0.285710399,13.4,0.018333333,Gxy
NGC483,0.357523425,0.585044062,13.2,0.011666667,Gxy
NGC490,0.357996118,0.093685396,14.4,0.011666667,Gxy
NGC493,0.35846154,0.016517602,12.5,0.056666667,Gxy
IC1682,0.358766972,0.580491661,13.6,0.013333333,Gxy
NGC492,0.358774244,0.094543516,15.6,0.011666667,Gxy
NGC497,0.359530554,-0.015266783,13,0.035,Gxy
IC99,0.359777809,-0.226063771,14.7,0.008333333,Gxy
IC1683,0.360635929,0.601042913,13.5,0.021666667,Gxy
NGC500,0.360650473,0.094034462,14.2,0.013333333,Gxy
IC1684,0.36166131,0.583167833,15,0.01,Gxy
IC100,0.361712215,-0.081026911,13.7,0.018333333,Gxy
NGC494,0.361821298,0.578974194,12.9,0.033333333,Gxy
NGC502,0.361835843,0.157942601,12.8,0.018333333,Gxy
NGC495,0.361864932,0.584176245,12.9,0.02,Gxy
NGC505,0.361944926,0.165263288,13.8,0.015,Gxy
IC1685,0.362643058,0.579289323,14.7,0.008333333,Gxy
NGC498,0.362970307,0.584510766,14.3,0.008333333,Gxy
NGC499,0.362992123,0.58398232,12.1,0.028333333,Gxy
NGC496,0.362999396,0.585174961,13.4,0.026666667,Gxy
IC1687,0.363559355,0.580792246,13.7,0.008333333,Gxy
NGC501,0.363784794,0.583526595,14.5,0.008333333,Gxy
NGC509,0.363908421,0.164642726,13.4,0.026666667,Gxy
NGC504,0.364199309,0.579517186,13,0.028333333,Gxy
IC1688,0.364206582,0.577403398,15,0.006666667,Gxy
NGC503,0.364221126,0.581757025,14.1,0.015,Gxy
NGC511,0.364388387,0.197062217,13.7,0.018333333,Gxy
NGC506,0.364737453,0.580215317,15.1,0,*
NGC507,0.365064702,0.580438332,11.2,0.041666667,Gxy
NGC508,0.365115607,0.580850423,13.1,0.018333333,Gxy
IC1689,0.365646478,0.576918584,13.8,0.015,Gxy
IC1690,0.365755561,0.57869785,13.9,0.008333333,Gxy
NGC510,0.366191894,0.584641666,99,0,*2
NGC526,0.366293705,-0.612072424,13,0.013333333,Gxy
NGC527,0.366373699,-0.612877215,13,0.026666667,Gxy
NGC512,0.366504599,0.591792668,13.2,0.026666667,Gxy
IC1693,0.366686404,-0.028919136,15.2,0.008333333,Gxy
NGC514,0.366802759,0.225448058,11.7,0.061666667,Gxy
NGC516,0.367100919,0.166712881,13.1,0.023333333,Gxy
IC101,0.36713728,0.173320891,14,0.023333333,Gxy
NGC518,0.367806323,0.162853764,13.3,0.026666667,Gxy
IC1691,0.368402644,0.583056325,15.2,0.006666667,Gxy
IC102,0.368431733,0.172564582,14.7,0.015,Gxy
NGC513,0.368475366,0.589901895,13,0.015,Gxy
NGC519,0.368606266,-0.02864764,14.3,0.008333333,Gxy
IC104,0.368948059,-0.025409085,99,0,*2
NGC521,0.368962604,0.030218437,11.7,0.045,Gxy
NGC520,0.369042598,0.066220701,11.4,0.056666667,Gxy
IC103,0.369166226,0.035687135,14,0.015,Gxy
NGC515,0.369333486,0.584200486,13,0.023333333,Gxy
IC108,0.369355303,-0.220532047,14.2,0.015,Gxy
IC1692,0.369406208,0.580065025,14.6,0.006666667,Gxy
NGC530,0.369551652,-0.027697406,13,0.025,Gxy
NGC517,0.369704369,0.583444176,12.5,0.023333333,Gxy
NGC534,0.369755274,-0.665474651,13.3,0.016666667,Gxy
NGC522,0.369857085,0.174445659,12.9,0.046666667,Gxy
IC105,0.369878902,0.036215582,14.7,0.011666667,Gxy
IC1694,0.369987985,0.028061016,14.1,0.01,Gxy
NGC524,0.369995257,0.16648017,10.2,0.046666667,Gxy
IC1696,0.370329778,-0.028225853,13.6,0.015,Gxy
NGC525,0.370358867,0.169364811,13.3,0.025,Gxy
IC1708,0.370627939,-1.242393235,99,0,OCL
IC1697,0.37109336,0.007766715,13.8,0.015,Gxy
IC1699,0.37128971,0.260247984,99,0,NF
NGC549,0.37139152,-0.663351167,14.6,0.008333333,Gxy
IC1695,0.371427881,0.151829101,14,0.011666667,Gxy
NGC544,0.371740586,-0.664873482,13.3,0.025,Gxy
NGC546,0.371798764,-0.664432302,13.7,0.023333333,Gxy
IC109,0.371820581,0.036084682,13.5,0.018333333,Gxy
NGC532,0.372126013,0.161690211,12.9,0.051666667,Gxy
NGC537,0.372387813,0.593853126,12.7,0.041666667,Gxy
NGC539,0.372460535,-0.317029362,13.5,0.026666667,Gxy
IC1698,0.372489623,0.258977772,13.5,0.021666667,Gxy
IC107,0.372678701,0.259438345,12.9,0.016666667,Gxy
NGC538,0.372780512,-0.027067148,13.7,0.021666667,Gxy
NGC535,0.37313685,-0.02458975,13.8,0.016666667,Gxy
NGC533,0.373165938,0.03070325,11.4,0.063333333,Gxy
NGC528,0.373325927,0.587662055,12.5,0.02,Gxy
NGC529,0.373805893,0.605857113,12.1,0.04,Gxy
NGC541,0.374104053,-0.024075847,12.1,0.03,Gxy
IC111,0.374460391,0.58476287,99,0,NF
NGC543,0.374518569,-0.022558381,13.1,0.01,Gxy
IC110,0.374518569,0.585150721,99,0,*2
IC1701,0.374540385,0.317388124,14.4,0.02,Gxy
IC1702,0.374969445,0.289744048,13.6,0.02,Gxy
NGC545,0.375173067,-0.023397108,12.2,0.043333333,Gxy
NGC547,0.375296695,-0.023474678,12.2,0.031666667,Gxy
NGC548,0.375427594,-0.021385131,13.7,0.013333333,Gxy
IC112,0.375456683,0.199718996,13.8,0.013333333,Gxy
NGC531,0.376612964,0.606574637,13.8,0.03,Gxy
NGC536,0.376816586,0.605687428,12.4,0.055,Gxy
IC114,0.376882035,0.172966977,14.2,0.021666667,Gxy
NGC557,0.377071113,-0.028594311,13.5,0.03,Gxy
IC113,0.377100202,0.33496262,15,0.006666667,Gxy
NGC542,0.377492901,0.605212311,14.8,0.016666667,Gxy
NGC550,0.378329204,0.035294436,12.7,0.023333333,Gxy
IC1705,0.378503737,-0.061115613,13.4,0.015,Gxy
IC116,0.378918253,-0.086956182,13.7,0.015,Gxy
IC115,0.379209141,0.335355319,14,0.008333333,Gxy
NGC552,0.379390946,0.585693712,14.6,0,*
NGC567,0.379776373,-0.1791532,14.2,0.016666667,Gxy
NGC553,0.379827278,0.585533723,14.8,0,*2
NGC540,0.380249066,-0.349705804,14.5,0.015,Gxy
IC1704,0.380299972,0.257886941,13.3,0.018333333,Gxy
NGC554,0.380307244,-0.396635769,13.6,0.015,Gxy
NGC555,0.38045996,-0.397266027,14.1,0.011666667,Gxy
NGC556,0.380518138,-0.396141259,14.5,0.006666667,Gxy
NGC558,0.380779937,-0.034392683,14.3,0.006666667,Gxy
IC117,0.381136275,-0.032540694,99,0,NF
NGC560,0.38144898,-0.033379422,13,0.031666667,Gxy
IC1706,0.381848952,0.258643251,15,0.005,Gxy
IC118,0.382227106,-0.087213133,15.1,0.008333333,Gxy
NGC551,0.382561628,0.648966745,12.7,0.03,Gxy
NGC564,0.383114315,-0.032787949,12.5,0.021666667,Gxy
IC119,0.383601553,-0.035604717,13.7,0.021666667,Gxy
NGC568,0.383746997,-0.623387976,12.6,0.036666667,Gxy
IC1707,0.383972435,0.647817737,99,0,NF
NGC565,0.384699656,-0.022791091,13.5,0.021666667,Gxy
IC120,0.384903278,-0.033423055,14.3,0.015,Gxy
IC122,0.384925094,-0.258987468,15,0.008333333,Gxy
NGC561,0.385332338,0.598793378,12.9,0.026666667,Gxy
IC121,0.385550504,0.043856246,13.5,0.015,Gxy
NGC562,0.386103192,0.844511496,13.3,0.021666667,Gxy
NGC572,0.386619518,-0.686040448,14,0.013333333,Gxy
IC123,0.387710349,0.042707237,14.3,0.006666667,Gxy
NGC576,0.388146681,-0.900555957,13.4,0.016666667,Gxy
NGC570,0.388226675,-0.016556387,12.8,0.026666667,Gxy
NGC566,0.388546653,0.564303732,13.5,0.026666667,Gxy
NGC574,0.388561197,-0.621312973,13.3,0.018333333,Gxy
NGC569,0.388852085,0.194284235,13.7,0.016666667,Gxy
IC124,0.388990257,-0.033806058,99,0,*
IC125,0.389666572,-0.231770028,15.4,0.008333333,Gxy
NGC602,0.390255621,-1.283815716,99,0.566666667,Nb
